ma,buffer,cap,crash,total_return,cagr,max_drawdown,annualized_vol,sharpe_like
175,0.05,0.5,28,1.568,0.2083,-0.4081,0.3072,0.821
175,0.05,0.5,29,1.5784,0.2092,-0.4081,0.3073,0.824
175,0.05,0.5,30,1.5896,0.2103,-0.4081,0.3073,0.827
175,0.05,0.5,31,1.6127,0.2124,-0.4081,0.3074,0.833
175,0.05,0.75,28,1.7468,0.2247,-0.4081,0.312,0.86
175,0.05,0.75,29,1.7578,0.2257,-0.4081,0.312,0.863
175,0.05,0.75,30,1.7698,0.2267,-0.4081,0.3121,0.866
175,0.05,0.75,31,1.7946,0.2289,-0.4081,0.3122,0.872
200,0.0,0.0,28,1.367,0.1887,-0.4081,0.3013,0.772
200,0.0,0.0,29,1.3765,0.1896,-0.4081,0.3014,0.775
200,0.0,0.0,30,1.3869,0.1906,-0.4081,0.3015,0.778
200,0.0,0.0,31,1.4083,0.1928,-0.4081,0.3015,0.784
200,0.0,0.25,28,1.4989,0.2017,-0.4081,0.3023,0.81
200,0.0,0.25,29,1.5089,0.2026,-0.4081,0.3024,0.813
200,0.0,0.25,30,1.5198,0.2037,-0.4081,0.3025,0.816
200,0.0,0.25,31,1.5424,0.2058,-0.4081,0.3026,0.822
200,0.0,0.5,28,1.6364,0.2146,-0.4081,0.3055,0.843
200,0.0,0.5,29,1.647,0.2156,-0.4081,0.3056,0.845
200,0.0,0.5,30,1.6585,0.2167,-0.4081,0.3057,0.848
200,0.0,0.5,31,1.6823,0.2188,-0.4081,0.3058,0.855
200,0.0,0.75,28,1.7907,0.2286,-0.4081,0.3109,0.873
200,0.0,0.75,29,1.8019,0.2296,-0.4081,0.311,0.876
200,0.0,0.75,30,1.8141,0.2306,-0.4081,0.3111,0.879
200,0.0,0.75,31,1.8393,0.2328,-0.4081,0.3111,0.885
200,0.02,0.0,28,1.454,0.1973,-0.4081,0.3025,0.796
200,0.02,0.0,29,1.4638,0.1983,-0.4081,0.3026,0.799
200,0.02,0.0,30,1.4745,0.1993,-0.4081,0.3027,0.802
200,0.02,0.0,31,1.4967,0.2014,-0.4081,0.3027,0.808
200,0.02,0.25,28,1.5677,0.2082,-0.4081,0.3035,0.827
200,0.02,0.25,29,1.578,0.2092,-0.4081,0.3035,0.83
200,0.02,0.25,30,1.5892,0.2102,-0.4081,0.3036,0.833
200,0.02,0.25,31,1.6124,0.2124,-0.4081,0.3037,0.839
200,0.02,0.5,28,1.6857,0.2192,-0.4081,0.3064,0.854
200,0.02,0.5,29,1.6965,0.2201,-0.4081,0.3065,0.857
200,0.02,0.5,30,1.7082,0.2212,-0.4081,0.3066,0.86
200,0.02,0.5,31,1.7324,0.2234,-0.4081,0.3066,0.866
200,0.02,0.75,28,1.808,0.2301,-0.4081,0.3115,0.877
200,0.02,0.75,29,1.8193,0.2311,-0.4081,0.3115,0.879
200,0.02,0.75,30,1.8315,0.2322,-0.4081,0.3116,0.882
200,0.02,0.75,31,1.8569,0.2344,-0.4081,0.3117,0.888
200,0.03,0.0,28,1.3433,0.1863,-0.4081,0.3028,0.763
200,0.03,0.0,29,1.3527,0.1872,-0.4081,0.3029,0.765
200,0.03,0.0,30,1.3629,0.1882,-0.4081,0.303,0.768
200,0.03,0.0,31,1.3841,0.1904,-0.4081,0.303,0.775
200,0.03,0.25,28,1.4812,0.1999,-0.4081,0.3038,0.802
200,0.03,0.25,29,1.4912,0.2009,-0.4081,0.3038,0.805
200,0.03,0.25,30,1.502,0.202,-0.4081,0.3039,0.808
200,0.03,0.25,31,1.5244,0.2041,-0.4081,0.304,0.814
200,0.03,0.5,28,1.6256,0.2136,-0.4081,0.3067,0.838
200,0.03,0.5,29,1.6362,0.2146,-0.4081,0.3068,0.84
200,0.03,0.5,30,1.6476,0.2157,-0.4081,0.3068,0.843
200,0.03,0.5,31,1.6713,0.2178,-0.4081,0.3069,0.85
200,0.03,0.75,28,1.7767,0.2273,-0.4081,0.3116,0.869
200,0.03,0.75,29,1.7879,0.2283,-0.4081,0.3117,0.871
200,0.03,0.75,30,1.8,0.2294,-0.4081,0.3118,0.874
200,0.03,0.75,31,1.8251,0.2316,-0.4081,0.3118,0.88
200,0.05,0.0,28,1.2728,0.179,-0.4081,0.3048,0.738
200,0.05,0.0,29,1.2819,0.18,-0.4081,0.3049,0.741
200,0.05,0.0,30,1.2918,0.181,-0.4081,0.305,0.744
200,0.05,0.0,31,1.3123,0.1831,-0.4081,0.305,0.75
200,0.05,0.25,28,1.4264,0.1946,-0.4081,0.3056,0.783
200,0.05,0.25,29,1.4362,0.1955,-0.4081,0.3057,0.786
200,0.05,0.25,30,1.4467,0.1966,-0.4081,0.3058,0.789
200,0.05,0.25,31,1.4687,0.1987,-0.4081,0.3058,0.795
200,0.05,0.5,28,1.5878,0.2101,-0.4081,0.3082,0.825
200,0.05,0.5,29,1.5982,0.2111,-0.4081,0.3083,0.828
200,0.05,0.5,30,1.6095,0.2121,-0.4081,0.3083,0.831
200,0.05,0.5,31,1.6328,0.2143,-0.4081,0.3084,0.837
200,0.05,0.75,28,1.7572,0.2256,-0.4081,0.3125,0.862
200,0.05,0.75,29,1.7682,0.2266,-0.4081,0.3126,0.865
200,0.05,0.75,30,1.7803,0.2276,-0.4081,0.3126,0.868
200,0.05,0.75,31,1.8052,0.2298,-0.4081,0.3127,0.874
