initial_allocation,buy_step,total_return,cagr,max_drawdown,annualized_vol,sharpe_like
0.35,0.0125,1.2429,0.1398,-0.2083,0.1387,1.016
0.35,0.015,1.2433,0.1398,-0.2083,0.1387,1.016
0.35,0.0175,1.2438,0.1399,-0.2083,0.1388,1.016
0.35,0.02,1.2442,0.1399,-0.2083,0.1388,1.017
0.35,0.0225,1.2446,0.1399,-0.2083,0.1388,1.017
0.35,0.025,1.2451,0.14,-0.2083,0.1388,1.017
0.35,0.0275,1.2455,0.14,-0.2083,0.1388,1.017
0.35,0.03,1.2459,0.14,-0.2083,0.1388,1.017
0.35,0.0325,1.2463,0.1401,-0.2083,0.1388,1.017
0.35,0.035,1.2468,0.1401,-0.2083,0.1388,1.018
0.35,0.0375,1.2472,0.1401,-0.2083,0.1388,1.018
0.35,0.04,1.2476,0.1402,-0.2083,0.1388,1.018
0.35,0.0425,1.248,0.1402,-0.2083,0.1388,1.018
0.35,0.045,1.2484,0.1402,-0.2083,0.1389,1.018
0.35,0.0475,1.2489,0.1403,-0.2083,0.1389,1.018
0.35,0.05,1.2493,0.1403,-0.2083,0.1389,1.018
0.35,0.0525,1.2497,0.1403,-0.2083,0.1389,1.019
0.35,0.055,1.2501,0.1404,-0.2083,0.1389,1.019
0.35,0.0575,1.2505,0.1404,-0.2083,0.1389,1.019
0.35,0.06,1.2509,0.1404,-0.2083,0.1389,1.019
0.35,0.0625,1.2513,0.1405,-0.2083,0.1389,1.019
0.35,0.065,1.2518,0.1405,-0.2083,0.139,1.019
0.35,0.0675,1.2522,0.1405,-0.2083,0.139,1.019
0.35,0.07,1.2526,0.1406,-0.2083,0.139,1.019
0.35,0.0725,1.253,0.1406,-0.2083,0.139,1.02
0.35,0.075,1.2534,0.1406,-0.2083,0.139,1.02
0.35,0.0775,1.2538,0.1407,-0.2083,0.139,1.02
0.35,0.08,1.2542,0.1407,-0.2083,0.1391,1.02
0.35,0.0825,1.2546,0.1407,-0.2083,0.1391,1.02
0.35,0.085,1.255,0.1408,-0.2083,0.1391,1.02
0.35,0.0875,1.2554,0.1408,-0.2083,0.1391,1.02
0.35,0.09,1.2558,0.1408,-0.2083,0.1391,1.02
0.35,0.0925,1.2562,0.1409,-0.2083,0.1391,1.02
0.35,0.095,1.2566,0.1409,-0.2083,0.1392,1.02
0.35,0.0975,1.257,0.1409,-0.2083,0.1392,1.021
0.35,0.1,1.2574,0.141,-0.2083,0.1392,1.021
0.3525,0.0,1.2412,0.1396,-0.2083,0.1387,1.015
0.3525,0.0025,1.2416,0.1397,-0.2083,0.1387,1.015
0.3525,0.005,1.242,0.1397,-0.2083,0.1387,1.016
0.3525,0.0075,1.2425,0.1397,-0.2083,0.1387,1.016
0.3525,0.01,1.2429,0.1398,-0.2083,0.1387,1.016
0.3525,0.0125,1.2433,0.1398,-0.2083,0.1387,1.016
0.3525,0.015,1.2438,0.1399,-0.2083,0.1388,1.016
0.3525,0.0175,1.2442,0.1399,-0.2083,0.1388,1.017
0.3525,0.02,1.2446,0.1399,-0.2083,0.1388,1.017
0.3525,0.0225,1.245,0.14,-0.2083,0.1388,1.017
0.3525,0.025,1.2455,0.14,-0.2083,0.1388,1.017
0.3525,0.0275,1.2459,0.14,-0.2083,0.1388,1.017
0.3525,0.03,1.2463,0.1401,-0.2083,0.1388,1.017
0.3525,0.0325,1.2467,0.1401,-0.2083,0.1388,1.018
0.3525,0.035,1.2472,0.1401,-0.2083,0.1388,1.018
0.3525,0.0375,1.2476,0.1402,-0.2083,0.1388,1.018
0.3525,0.04,1.248,0.1402,-0.2083,0.1388,1.018
0.3525,0.0425,1.2484,0.1402,-0.2083,0.1388,1.018
0.3525,0.045,1.2488,0.1403,-0.2083,0.1389,1.018
0.3525,0.0475,1.2493,0.1403,-0.2083,0.1389,1.018
0.3525,0.05,1.2497,0.1403,-0.2083,0.1389,1.019
0.3525,0.0525,1.2501,0.1404,-0.2083,0.1389,1.019
0.3525,0.055,1.2505,0.1404,-0.2083,0.1389,1.019
0.3525,0.0575,1.2509,0.1404,-0.2083,0.1389,1.019
0.3525,0.06,1.2513,0.1405,-0.2083,0.1389,1.019
0.3525,0.0625,1.2518,0.1405,-0.2083,0.1389,1.019
0.3525,0.065,1.2522,0.1405,-0.2083,0.139,1.019
0.3525,0.0675,1.2526,0.1406,-0.2083,0.139,1.02
0.3525,0.07,1.253,0.1406,-0.2083,0.139,1.02
0.3525,0.0725,1.2534,0.1406,-0.2083,0.139,1.02
0.3525,0.075,1.2538,0.1407,-0.2083,0.139,1.02
0.3525,0.0775,1.2542,0.1407,-0.2083,0.139,1.02
0.3525,0.08,1.2546,0.1407,-0.2083,0.1391,1.02
0.3525,0.0825,1.255,0.1408,-0.2083,0.1391,1.02
0.3525,0.085,1.2554,0.1408,-0.2083,0.1391,1.02
0.3525,0.0875,1.2558,0.1408,-0.2083,0.1391,1.02
0.3525,0.09,1.2562,0.1409,-0.2083,0.1391,1.021
0.3525,0.0925,1.2566,0.1409,-0.2083,0.1391,1.021
0.3525,0.095,1.2571,0.1409,-0.2083,0.1392,1.021
0.3525,0.0975,1.2575,0.141,-0.2083,0.1392,1.021
0.3525,0.1,1.2579,0.141,-0.2083,0.1392,1.021
0.355,0.0,1.2416,0.1397,-0.2083,0.1387,1.015
0.355,0.0025,1.242,0.1397,-0.2083,0.1387,1.016
0.355,0.005,1.2424,0.1397,-0.2083,0.1387,1.016
0.355,0.0075,1.2429,0.1398,-0.2083,0.1387,1.016
0.355,0.01,1.2433,0.1398,-0.2083,0.1387,1.016
0.355,0.0125,1.2437,0.1399,-0.2083,0.1387,1.016
0.355,0.015,1.2442,0.1399,-0.2083,0.1388,1.017
0.355,0.0175,1.2446,0.1399,-0.2083,0.1388,1.017
0.355,0.02,1.245,0.14,-0.2083,0.1388,1.017
0.355,0.0225,1.2454,0.14,-0.2083,0.1388,1.017
0.355,0.025,1.2459,0.14,-0.2083,0.1388,1.017
0.355,0.0275,1.2463,0.1401,-0.2083,0.1388,1.017
0.355,0.03,1.2467,0.1401,-0.2083,0.1388,1.018
0.355,0.0325,1.2471,0.1401,-0.2083,0.1388,1.018
0.355,0.035,1.2476,0.1402,-0.2083,0.1388,1.018
0.355,0.0375,1.248,0.1402,-0.2083,0.1388,1.018
0.355,0.04,1.2484,0.1402,-0.2083,0.1388,1.018
0.355,0.0425,1.2488,0.1403,-0.2083,0.1389,1.018
0.355,0.045,1.2492,0.1403,-0.2083,0.1389,1.019
0.355,0.0475,1.2497,0.1403,-0.2083,0.1389,1.019
0.355,0.05,1.2501,0.1404,-0.2083,0.1389,1.019
0.355,0.0525,1.2505,0.1404,-0.2083,0.1389,1.019
0.355,0.055,1.2509,0.1404,-0.2083,0.1389,1.019
0.355,0.0575,1.2513,0.1405,-0.2083,0.1389,1.019
0.355,0.06,1.2517,0.1405,-0.2083,0.1389,1.019
0.355,0.0625,1.2522,0.1405,-0.2083,0.139,1.019
0.355,0.065,1.2526,0.1406,-0.2083,0.139,1.02
0.355,0.0675,1.253,0.1406,-0.2083,0.139,1.02
0.355,0.07,1.2534,0.1406,-0.2083,0.139,1.02
0.355,0.0725,1.2538,0.1407,-0.2083,0.139,1.02
0.355,0.075,1.2542,0.1407,-0.2083,0.139,1.02
0.355,0.0775,1.2546,0.1407,-0.2083,0.139,1.02
0.355,0.08,1.255,0.1408,-0.2083,0.1391,1.02
0.355,0.0825,1.2554,0.1408,-0.2083,0.1391,1.02
0.355,0.085,1.2558,0.1408,-0.2083,0.1391,1.02
0.355,0.0875,1.2563,0.1409,-0.2083,0.1391,1.021
0.355,0.09,1.2567,0.1409,-0.2083,0.1391,1.021
0.355,0.0925,1.2571,0.1409,-0.2083,0.1391,1.021
0.355,0.095,1.2575,0.141,-0.2083,0.1392,1.021
0.355,0.0975,1.2579,0.141,-0.2083,0.1392,1.021
0.355,0.1,1.2583,0.141,-0.2083,0.1392,1.021
0.3575,0.0,1.242,0.1397,-0.2083,0.1387,1.016
0.3575,0.0025,1.2424,0.1397,-0.2083,0.1387,1.016
0.3575,0.005,1.2428,0.1398,-0.2083,0.1387,1.016
0.3575,0.0075,1.2433,0.1398,-0.2083,0.1387,1.016
0.3575,0.01,1.2437,0.1398,-0.2083,0.1387,1.016
0.3575,0.0125,1.2441,0.1399,-0.2083,0.1388,1.017
0.3575,0.015,1.2446,0.1399,-0.2083,0.1388,1.017
0.3575,0.0175,1.245,0.14,-0.2083,0.1388,1.017
0.3575,0.02,1.2454,0.14,-0.2083,0.1388,1.017
0.3575,0.0225,1.2459,0.14,-0.2083,0.1388,1.017
0.3575,0.025,1.2463,0.1401,-0.2083,0.1388,1.017
0.3575,0.0275,1.2467,0.1401,-0.2083,0.1388,1.018
0.3575,0.03,1.2471,0.1401,-0.2083,0.1388,1.018
0.3575,0.0325,1.2476,0.1402,-0.2083,0.1388,1.018
0.3575,0.035,1.248,0.1402,-0.2083,0.1388,1.018
0.3575,0.0375,1.2484,0.1402,-0.2083,0.1388,1.018
0.3575,0.04,1.2488,0.1403,-0.2083,0.1388,1.018
0.3575,0.0425,1.2492,0.1403,-0.2083,0.1389,1.019
0.3575,0.045,1.2497,0.1403,-0.2083,0.1389,1.019
0.3575,0.0475,1.2501,0.1404,-0.2083,0.1389,1.019
0.3575,0.05,1.2505,0.1404,-0.2083,0.1389,1.019
0.3575,0.0525,1.2509,0.1404,-0.2083,0.1389,1.019
0.3575,0.055,1.2513,0.1405,-0.2083,0.1389,1.019
0.3575,0.0575,1.2517,0.1405,-0.2083,0.1389,1.019
0.3575,0.06,1.2522,0.1405,-0.2083,0.1389,1.02
0.3575,0.0625,1.2526,0.1406,-0.2083,0.139,1.02
0.3575,0.065,1.253,0.1406,-0.2083,0.139,1.02
0.3575,0.0675,1.2534,0.1406,-0.2083,0.139,1.02
0.3575,0.07,1.2538,0.1407,-0.2083,0.139,1.02
0.3575,0.0725,1.2542,0.1407,-0.2083,0.139,1.02
0.3575,0.075,1.2546,0.1407,-0.2083,0.139,1.02
0.3575,0.0775,1.255,0.1408,-0.2083,0.139,1.02
0.3575,0.08,1.2554,0.1408,-0.2083,0.1391,1.02
0.3575,0.0825,1.2558,0.1408,-0.2083,0.1391,1.021
0.3575,0.085,1.2563,0.1409,-0.2083,0.1391,1.021
0.3575,0.0875,1.2567,0.1409,-0.2083,0.1391,1.021
0.3575,0.09,1.2571,0.1409,-0.2083,0.1391,1.021
0.3575,0.0925,1.2575,0.141,-0.2083,0.1392,1.021
0.3575,0.095,1.2579,0.141,-0.2083,0.1392,1.021
0.3575,0.0975,1.2583,0.141,-0.2083,0.1392,1.021
0.3575,0.1,1.2587,0.1411,-0.2083,0.1392,1.021
0.36,0.0,1.2424,0.1397,-0.2083,0.1387,1.016
0.36,0.0025,1.2428,0.1398,-0.2083,0.1387,1.016
0.36,0.005,1.2433,0.1398,-0.2083,0.1387,1.016
0.36,0.0075,1.2437,0.1398,-0.2083,0.1387,1.016
0.36,0.01,1.2441,0.1399,-0.2083,0.1388,1.017
0.36,0.0125,1.2445,0.1399,-0.2083,0.1388,1.017
0.36,0.015,1.245,0.14,-0.2083,0.1388,1.017
0.36,0.0175,1.2454,0.14,-0.2083,0.1388,1.017
0.36,0.02,1.2458,0.14,-0.2083,0.1388,1.017
0.36,0.0225,1.2463,0.1401,-0.2083,0.1388,1.017
0.36,0.025,1.2467,0.1401,-0.2083,0.1388,1.018
0.36,0.0275,1.2471,0.1401,-0.2083,0.1388,1.018
0.36,0.03,1.2475,0.1402,-0.2083,0.1388,1.018
0.36,0.0325,1.248,0.1402,-0.2083,0.1388,1.018
0.36,0.035,1.2484,0.1402,-0.2083,0.1388,1.018
0.36,0.0375,1.2488,0.1403,-0.2083,0.1388,1.018
0.36,0.04,1.2492,0.1403,-0.2083,0.1388,1.019
0.36,0.0425,1.2496,0.1403,-0.2083,0.1389,1.019
0.36,0.045,1.2501,0.1404,-0.2083,0.1389,1.019
0.36,0.0475,1.2505,0.1404,-0.2083,0.1389,1.019
0.36,0.05,1.2509,0.1404,-0.2083,0.1389,1.019
0.36,0.0525,1.2513,0.1405,-0.2083,0.1389,1.019
0.36,0.055,1.2517,0.1405,-0.2083,0.1389,1.019
0.36,0.0575,1.2521,0.1405,-0.2083,0.1389,1.02
0.36,0.06,1.2526,0.1406,-0.2083,0.1389,1.02
0.36,0.0625,1.253,0.1406,-0.2083,0.139,1.02
0.36,0.065,1.2534,0.1406,-0.2083,0.139,1.02
0.36,0.0675,1.2538,0.1407,-0.2083,0.139,1.02
0.36,0.07,1.2542,0.1407,-0.2083,0.139,1.02
0.36,0.0725,1.2546,0.1407,-0.2083,0.139,1.02
0.36,0.075,1.255,0.1408,-0.2083,0.139,1.02
0.36,0.0775,1.2554,0.1408,-0.2083,0.1391,1.021
0.36,0.08,1.2558,0.1408,-0.2083,0.1391,1.021
0.36,0.0825,1.2563,0.1409,-0.2083,0.1391,1.021
0.36,0.085,1.2567,0.1409,-0.2083,0.1391,1.021
0.36,0.0875,1.2571,0.1409,-0.2083,0.1391,1.021
0.36,0.09,1.2575,0.141,-0.2083,0.1391,1.021
0.36,0.0925,1.2579,0.141,-0.2083,0.1392,1.021
0.36,0.095,1.2583,0.141,-0.2083,0.1392,1.021
0.36,0.0975,1.2587,0.1411,-0.2083,0.1392,1.021
0.36,0.1,1.2591,0.1411,-0.2083,0.1392,1.021
0.3625,0.0,1.2428,0.1398,-0.2083,0.1387,1.016
0.3625,0.0025,1.2432,0.1398,-0.2083,0.1387,1.016
0.3625,0.005,1.2437,0.1398,-0.2083,0.1387,1.016
0.3625,0.0075,1.2441,0.1399,-0.2083,0.1387,1.017
0.3625,0.01,1.2445,0.1399,-0.2083,0.1388,1.017
0.3625,0.0125,1.245,0.14,-0.2083,0.1388,1.017
0.3625,0.015,1.2454,0.14,-0.2083,0.1388,1.017
0.3625,0.0175,1.2458,0.14,-0.2083,0.1388,1.017
0.3625,0.02,1.2462,0.1401,-0.2083,0.1388,1.017
0.3625,0.0225,1.2467,0.1401,-0.2083,0.1388,1.018
0.3625,0.025,1.2471,0.1401,-0.2083,0.1388,1.018
0.3625,0.0275,1.2475,0.1402,-0.2083,0.1388,1.018
0.3625,0.03,1.2479,0.1402,-0.2083,0.1388,1.018
0.3625,0.0325,1.2484,0.1402,-0.2083,0.1388,1.018
0.3625,0.035,1.2488,0.1403,-0.2083,0.1388,1.018
0.3625,0.0375,1.2492,0.1403,-0.2083,0.1388,1.019
0.3625,0.04,1.2496,0.1403,-0.2083,0.1389,1.019
0.3625,0.0425,1.2501,0.1404,-0.2083,0.1389,1.019
0.3625,0.045,1.2505,0.1404,-0.2083,0.1389,1.019
0.3625,0.0475,1.2509,0.1404,-0.2083,0.1389,1.019
0.3625,0.05,1.2513,0.1405,-0.2083,0.1389,1.019
0.3625,0.0525,1.2517,0.1405,-0.2083,0.1389,1.02
0.3625,0.055,1.2521,0.1405,-0.2083,0.1389,1.02
0.3625,0.0575,1.2526,0.1406,-0.2083,0.1389,1.02
0.3625,0.06,1.253,0.1406,-0.2083,0.1389,1.02
0.3625,0.0625,1.2534,0.1406,-0.2083,0.139,1.02
0.3625,0.065,1.2538,0.1407,-0.2083,0.139,1.02
0.3625,0.0675,1.2542,0.1407,-0.2083,0.139,1.02
0.3625,0.07,1.2546,0.1407,-0.2083,0.139,1.02
0.3625,0.0725,1.255,0.1408,-0.2083,0.139,1.021
0.3625,0.075,1.2554,0.1408,-0.2083,0.139,1.021
0.3625,0.0775,1.2558,0.1408,-0.2083,0.1391,1.021
0.3625,0.08,1.2563,0.1409,-0.2083,0.1391,1.021
0.3625,0.0825,1.2567,0.1409,-0.2083,0.1391,1.021
0.3625,0.085,1.2571,0.1409,-0.2083,0.1391,1.021
0.3625,0.0875,1.2575,0.141,-0.2083,0.1391,1.021
0.3625,0.09,1.2579,0.141,-0.2083,0.1391,1.021
0.3625,0.0925,1.2583,0.141,-0.2083,0.1392,1.021
0.3625,0.095,1.2587,0.1411,-0.2083,0.1392,1.021
0.3625,0.0975,1.2591,0.1411,-0.2083,0.1392,1.022
0.3625,0.1,1.2595,0.1411,-0.2083,0.1392,1.022
0.365,0.0,1.2432,0.1398,-0.2083,0.1387,1.016
0.365,0.0025,1.2436,0.1398,-0.2083,0.1387,1.016
0.365,0.005,1.2441,0.1399,-0.2083,0.1387,1.017
0.365,0.0075,1.2445,0.1399,-0.2083,0.1388,1.017
0.365,0.01,1.2449,0.1399,-0.2083,0.1388,1.017
0.365,0.0125,1.2454,0.14,-0.2083,0.1388,1.017
0.365,0.015,1.2458,0.14,-0.2083,0.1388,1.017
0.365,0.0175,1.2462,0.1401,-0.2083,0.1388,1.017
0.365,0.02,1.2466,0.1401,-0.2083,0.1388,1.018
0.365,0.0225,1.2471,0.1401,-0.2083,0.1388,1.018
0.365,0.025,1.2475,0.1402,-0.2083,0.1388,1.018
0.365,0.0275,1.2479,0.1402,-0.2083,0.1388,1.018
0.365,0.03,1.2483,0.1402,-0.2083,0.1388,1.018
0.365,0.0325,1.2488,0.1403,-0.2083,0.1388,1.019
0.365,0.035,1.2492,0.1403,-0.2083,0.1388,1.019
0.365,0.0375,1.2496,0.1403,-0.2083,0.1388,1.019
0.365,0.04,1.25,0.1404,-0.2083,0.1389,1.019
0.365,0.0425,1.2505,0.1404,-0.2083,0.1389,1.019
0.365,0.045,1.2509,0.1404,-0.2083,0.1389,1.019
0.365,0.0475,1.2513,0.1405,-0.2083,0.1389,1.019
0.365,0.05,1.2517,0.1405,-0.2083,0.1389,1.02
0.365,0.0525,1.2521,0.1405,-0.2083,0.1389,1.02
0.365,0.055,1.2525,0.1406,-0.2083,0.1389,1.02
0.365,0.0575,1.253,0.1406,-0.2083,0.1389,1.02
0.365,0.06,1.2534,0.1406,-0.2083,0.139,1.02
0.365,0.0625,1.2538,0.1407,-0.2083,0.139,1.02
0.365,0.065,1.2542,0.1407,-0.2083,0.139,1.02
0.365,0.0675,1.2546,0.1407,-0.2083,0.139,1.02
0.365,0.07,1.255,0.1408,-0.2083,0.139,1.021
0.365,0.0725,1.2554,0.1408,-0.2083,0.139,1.021
0.365,0.075,1.2558,0.1408,-0.2083,0.139,1.021
0.365,0.0775,1.2563,0.1409,-0.2083,0.1391,1.021
0.365,0.08,1.2567,0.1409,-0.2083,0.1391,1.021
0.365,0.0825,1.2571,0.1409,-0.2083,0.1391,1.021
0.365,0.085,1.2575,0.141,-0.2083,0.1391,1.021
0.365,0.0875,1.2579,0.141,-0.2083,0.1391,1.021
0.365,0.09,1.2583,0.141,-0.2083,0.1391,1.021
0.365,0.0925,1.2587,0.1411,-0.2083,0.1392,1.022
0.365,0.095,1.2591,0.1411,-0.2083,0.1392,1.022
0.365,0.0975,1.2595,0.1411,-0.2083,0.1392,1.022
0.365,0.1,1.2599,0.1412,-0.2083,0.1392,1.022
0.3675,0.0,1.2436,0.1398,-0.2083,0.1387,1.016
0.3675,0.0025,1.244,0.1399,-0.2083,0.1387,1.017
0.3675,0.005,1.2445,0.1399,-0.2083,0.1387,1.017
0.3675,0.0075,1.2449,0.1399,-0.2083,0.1388,1.017
0.3675,0.01,1.2453,0.14,-0.2083,0.1388,1.017
0.3675,0.0125,1.2458,0.14,-0.2083,0.1388,1.017
0.3675,0.015,1.2462,0.1401,-0.2083,0.1388,1.018
0.3675,0.0175,1.2466,0.1401,-0.2083,0.1388,1.018
0.3675,0.02,1.2471,0.1401,-0.2083,0.1388,1.018
0.3675,0.0225,1.2475,0.1402,-0.2083,0.1388,1.018
0.3675,0.025,1.2479,0.1402,-0.2083,0.1388,1.018
0.3675,0.0275,1.2483,0.1402,-0.2083,0.1388,1.018
0.3675,0.03,1.2488,0.1403,-0.2083,0.1388,1.019
0.3675,0.0325,1.2492,0.1403,-0.2083,0.1388,1.019
0.3675,0.035,1.2496,0.1403,-0.2083,0.1388,1.019
0.3675,0.0375,1.25,0.1404,-0.2083,0.1388,1.019
0.3675,0.04,1.2504,0.1404,-0.2083,0.1389,1.019
0.3675,0.0425,1.2509,0.1404,-0.2083,0.1389,1.019
0.3675,0.045,1.2513,0.1405,-0.2083,0.1389,1.019
0.3675,0.0475,1.2517,0.1405,-0.2083,0.1389,1.02
0.3675,0.05,1.2521,0.1405,-0.2083,0.1389,1.02
0.3675,0.0525,1.2525,0.1406,-0.2083,0.1389,1.02
0.3675,0.055,1.253,0.1406,-0.2083,0.1389,1.02
0.3675,0.0575,1.2534,0.1406,-0.2083,0.1389,1.02
0.3675,0.06,1.2538,0.1407,-0.2083,0.139,1.02
0.3675,0.0625,1.2542,0.1407,-0.2083,0.139,1.02
0.3675,0.065,1.2546,0.1407,-0.2083,0.139,1.021
0.3675,0.0675,1.255,0.1408,-0.2083,0.139,1.021
0.3675,0.07,1.2554,0.1408,-0.2083,0.139,1.021
0.3675,0.0725,1.2558,0.1408,-0.2083,0.139,1.021
0.3675,0.075,1.2563,0.1409,-0.2083,0.139,1.021
0.3675,0.0775,1.2567,0.1409,-0.2083,0.1391,1.021
0.3675,0.08,1.2571,0.1409,-0.2083,0.1391,1.021
0.3675,0.0825,1.2575,0.141,-0.2083,0.1391,1.021
0.3675,0.085,1.2579,0.141,-0.2083,0.1391,1.021
0.3675,0.0875,1.2583,0.141,-0.2083,0.1391,1.022
0.3675,0.09,1.2587,0.1411,-0.2083,0.1391,1.022
0.3675,0.0925,1.2591,0.1411,-0.2083,0.1392,1.022
0.3675,0.095,1.2595,0.1411,-0.2083,0.1392,1.022
0.3675,0.0975,1.2599,0.1412,-0.2083,0.1392,1.022
0.3675,0.1,1.2603,0.1412,-0.2083,0.1392,1.022
0.37,0.0,1.244,0.1399,-0.2083,0.1387,1.017
0.37,0.0025,1.2445,0.1399,-0.2083,0.1387,1.017
0.37,0.005,1.2449,0.1399,-0.2083,0.1388,1.017
0.37,0.0075,1.2453,0.14,-0.2083,0.1388,1.017
0.37,0.01,1.2457,0.14,-0.2083,0.1388,1.017
0.37,0.0125,1.2462,0.1401,-0.2083,0.1388,1.018
0.37,0.015,1.2466,0.1401,-0.2083,0.1388,1.018
0.37,0.0175,1.247,0.1401,-0.2083,0.1388,1.018
0.37,0.02,1.2475,0.1402,-0.2083,0.1388,1.018
0.37,0.0225,1.2479,0.1402,-0.2083,0.1388,1.018
0.37,0.025,1.2483,0.1402,-0.2083,0.1388,1.018
0.37,0.0275,1.2487,0.1403,-0.2083,0.1388,1.019
0.37,0.03,1.2492,0.1403,-0.2083,0.1388,1.019
0.37,0.0325,1.2496,0.1403,-0.2083,0.1388,1.019
0.37,0.035,1.25,0.1404,-0.2083,0.1388,1.019
0.37,0.0375,1.2504,0.1404,-0.2083,0.1389,1.019
0.37,0.04,1.2509,0.1404,-0.2083,0.1389,1.019
0.37,0.0425,1.2513,0.1405,-0.2083,0.1389,1.02
0.37,0.045,1.2517,0.1405,-0.2083,0.1389,1.02
0.37,0.0475,1.2521,0.1405,-0.2083,0.1389,1.02
0.37,0.05,1.2525,0.1406,-0.2083,0.1389,1.02
0.37,0.0525,1.2529,0.1406,-0.2083,0.1389,1.02
0.37,0.055,1.2534,0.1406,-0.2083,0.1389,1.02
0.37,0.0575,1.2538,0.1407,-0.2083,0.1389,1.02
0.37,0.06,1.2542,0.1407,-0.2083,0.139,1.02
0.37,0.0625,1.2546,0.1407,-0.2083,0.139,1.021
0.37,0.065,1.255,0.1408,-0.2083,0.139,1.021
0.37,0.0675,1.2554,0.1408,-0.2083,0.139,1.021
0.37,0.07,1.2558,0.1408,-0.2083,0.139,1.021
0.37,0.0725,1.2563,0.1409,-0.2083,0.139,1.021
0.37,0.075,1.2567,0.1409,-0.2083,0.1391,1.021
0.37,0.0775,1.2571,0.1409,-0.2083,0.1391,1.021
0.37,0.08,1.2575,0.141,-0.2083,0.1391,1.021
0.37,0.0825,1.2579,0.141,-0.2083,0.1391,1.022
0.37,0.085,1.2583,0.141,-0.2083,0.1391,1.022
0.37,0.0875,1.2587,0.1411,-0.2083,0.1391,1.022
0.37,0.09,1.2591,0.1411,-0.2083,0.1392,1.022
0.37,0.0925,1.2595,0.1411,-0.2083,0.1392,1.022
0.37,0.095,1.2599,0.1412,-0.2083,0.1392,1.022
0.37,0.0975,1.2603,0.1412,-0.2083,0.1392,1.022
0.37,0.1,1.2607,0.1412,-0.2083,0.1392,1.022
0.3725,0.0,1.2444,0.1399,-0.2083,0.1387,1.017
0.3725,0.0025,1.2449,0.1399,-0.2083,0.1388,1.017
0.3725,0.005,1.2453,0.14,-0.2083,0.1388,1.017
0.3725,0.0075,1.2457,0.14,-0.2083,0.1388,1.017
0.3725,0.01,1.2462,0.14,-0.2083,0.1388,1.018
0.3725,0.0125,1.2466,0.1401,-0.2083,0.1388,1.018
0.3725,0.015,1.247,0.1401,-0.2083,0.1388,1.018
0.3725,0.0175,1.2474,0.1402,-0.2083,0.1388,1.018
0.3725,0.02,1.2479,0.1402,-0.2083,0.1388,1.018
0.3725,0.0225,1.2483,0.1402,-0.2083,0.1388,1.018
0.3725,0.025,1.2487,0.1403,-0.2083,0.1388,1.019
0.3725,0.0275,1.2491,0.1403,-0.2083,0.1388,1.019
0.3725,0.03,1.2496,0.1403,-0.2083,0.1388,1.019
0.3725,0.0325,1.25,0.1404,-0.2083,0.1388,1.019
0.3725,0.035,1.2504,0.1404,-0.2083,0.1388,1.019
0.3725,0.0375,1.2508,0.1404,-0.2083,0.1389,1.019
0.3725,0.04,1.2513,0.1405,-0.2083,0.1389,1.02
0.3725,0.0425,1.2517,0.1405,-0.2083,0.1389,1.02
0.3725,0.045,1.2521,0.1405,-0.2083,0.1389,1.02
0.3725,0.0475,1.2525,0.1406,-0.2083,0.1389,1.02
0.3725,0.05,1.2529,0.1406,-0.2083,0.1389,1.02
0.3725,0.0525,1.2534,0.1406,-0.2083,0.1389,1.02
0.3725,0.055,1.2538,0.1407,-0.2083,0.1389,1.02
0.3725,0.0575,1.2542,0.1407,-0.2083,0.139,1.021
0.3725,0.06,1.2546,0.1407,-0.2083,0.139,1.021
0.3725,0.0625,1.255,0.1408,-0.2083,0.139,1.021
0.3725,0.065,1.2554,0.1408,-0.2083,0.139,1.021
0.3725,0.0675,1.2558,0.1408,-0.2083,0.139,1.021
0.3725,0.07,1.2563,0.1409,-0.2083,0.139,1.021
0.3725,0.0725,1.2567,0.1409,-0.2083,0.139,1.021
0.3725,0.075,1.2571,0.1409,-0.2083,0.1391,1.021
0.3725,0.0775,1.2575,0.141,-0.2083,0.1391,1.021
0.3725,0.08,1.2579,0.141,-0.2083,0.1391,1.022
0.3725,0.0825,1.2583,0.141,-0.2083,0.1391,1.022
0.3725,0.085,1.2587,0.1411,-0.2083,0.1391,1.022
0.3725,0.0875,1.2591,0.1411,-0.2083,0.1391,1.022
0.3725,0.09,1.2595,0.1411,-0.2083,0.1392,1.022
0.3725,0.0925,1.2599,0.1412,-0.2083,0.1392,1.022
0.3725,0.095,1.2603,0.1412,-0.2083,0.1392,1.022
0.3725,0.0975,1.2607,0.1412,-0.2083,0.1392,1.022
0.3725,0.1,1.2611,0.1413,-0.2083,0.1392,1.022
0.375,0.0,1.2448,0.1399,-0.2083,0.1387,1.017
0.375,0.0025,1.2453,0.14,-0.2083,0.1388,1.017
0.375,0.005,1.2457,0.14,-0.2083,0.1388,1.017
0.375,0.0075,1.2461,0.14,-0.2083,0.1388,1.018
0.375,0.01,1.2466,0.1401,-0.2083,0.1388,1.018
0.375,0.0125,1.247,0.1401,-0.2083,0.1388,1.018
0.375,0.015,1.2474,0.1402,-0.2083,0.1388,1.018
0.375,0.0175,1.2478,0.1402,-0.2083,0.1388,1.018
0.375,0.02,1.2483,0.1402,-0.2083,0.1388,1.018
0.375,0.0225,1.2487,0.1403,-0.2083,0.1388,1.019
