sample,candidate,interval,step,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,roll1y_worst,roll1y_neg,roll1y_win,roll2y_worst,roll2y_neg,roll2y_win,bench_return,bench_sharpe,bench_mdd
5y,H,42,0.4,0.9727,0.1457,-0.364,0.2192,0.733,-0.3528404878542909,0.1506986027944112,0.469061876247505,-0.07840585907812547,0.034666666666666665,0.6546666666666666,0.8025,0.633,-0.364
5y,H,42,0.5,0.9622,0.1445,-0.364,0.2194,0.728,-0.3528404878542909,0.1506986027944112,0.46506986027944114,-0.08270383992607122,0.03866666666666667,0.6253333333333333,0.8025,0.633,-0.364
5y,H,42,0.75,0.9362,0.1415,-0.364,0.2198,0.714,-0.3528404878542909,0.1506986027944112,0.45708582834331335,-0.09344879204593537,0.04533333333333334,0.584,0.8025,0.633,-0.364
5y,H,42,1.0,0.9102,0.1384,-0.364,0.2204,0.701,-0.3528404878542909,0.1506986027944112,0.44510978043912175,-0.10419374416579952,0.058666666666666666,0.5546666666666666,0.8025,0.633,-0.364
5y,H,63,0.01,1.013,0.1504,-0.364,0.219,0.752,-0.3528404878542909,0.1506986027944112,0.5429141716566867,-0.06129846457161414,0.02266666666666667,0.784,0.8025,0.633,-0.364
5y,H,63,0.02,1.0114,0.1502,-0.364,0.219,0.751,-0.3528404878542909,0.1506986027944112,0.5409181636726547,-0.06138299345688525,0.024,0.7773333333333333,0.8025,0.633,-0.364
5y,H,63,0.03,1.0099,0.15,-0.364,0.219,0.75,-0.3528404878542909,0.1506986027944112,0.5548902195608783,-0.06146752234215658,0.024,0.7773333333333333,0.8025,0.633,-0.364
5y,H,63,0.05,1.0067,0.1497,-0.364,0.219,0.749,-0.3528404878542909,0.1506986027944112,0.5469061876247505,-0.0616365801126989,0.024,0.7653333333333333,0.8025,0.633,-0.364
5y,H,63,0.07,1.0035,0.1493,-0.364,0.219,0.747,-0.3528404878542909,0.1506986027944112,0.5449101796407185,-0.06180563788324134,0.024,0.7786666666666666,0.8025,0.633,-0.364
5y,H,63,0.1,0.9988,0.1488,-0.364,0.219,0.745,-0.3528404878542909,0.1506986027944112,0.49600798403193613,-0.06205922453905488,0.024,0.6746666666666666,0.8025,0.633,-0.364
5y,H,63,0.15,0.9908,0.1478,-0.364,0.219,0.742,-0.3528404878542909,0.1506986027944112,0.49101796407185627,-0.06248186896541108,0.024,0.6693333333333333,0.8025,0.633,-0.364
5y,H,63,0.2,0.9829,0.1469,-0.364,0.2191,0.738,-0.3528404878542909,0.1506986027944112,0.4930139720558882,-0.06290451339176739,0.024,0.6573333333333333,0.8025,0.633,-0.364
5y,H,63,0.25,0.975,0.146,-0.364,0.2191,0.734,-0.3528404878542909,0.1506986027944112,0.47604790419161674,-0.06332715781812326,0.024,0.6506666666666666,0.8025,0.633,-0.364
5y,H,63,0.3,0.9671,0.1451,-0.364,0.2191,0.73,-0.3528404878542909,0.1506986027944112,0.47704590818363274,-0.06374980224447946,0.024,0.6426666666666667,0.8025,0.633,-0.364
5y,H,63,0.4,0.9513,0.1432,-0.364,0.2192,0.723,-0.3528404878542909,0.15169660678642716,0.4540918163672655,-0.06459509109719164,0.025333333333333333,0.6253333333333333,0.8025,0.633,-0.364
5y,H,63,0.5,0.9356,0.1414,-0.364,0.2193,0.715,-0.3528404878542909,0.15269461077844312,0.4530938123752495,-0.06544037994990393,0.025333333333333333,0.5986666666666667,0.8025,0.633,-0.364
5y,H,63,0.75,0.8963,0.1367,-0.364,0.2196,0.696,-0.3528404878542909,0.15269461077844312,0.42614770459081835,-0.0675536020816846,0.025333333333333333,0.5533333333333333,0.8025,0.633,-0.364
5y,H,63,1.0,0.8571,0.132,-0.364,0.2201,0.676,-0.3528404878542909,0.15269461077844312,0.3962075848303393,-0.06966682421346515,0.028,0.5066666666666667,0.8025,0.633,-0.364
5y,H,84,0.01,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,84,0.02,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,84,0.03,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,84,0.05,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,84,0.07,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,84,0.1,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,84,0.15,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,84,0.2,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,84,0.25,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,84,0.3,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,84,0.4,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,84,0.5,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,84,0.75,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,84,1.0,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,126,0.01,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,126,0.02,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,126,0.03,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,126,0.05,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,126,0.07,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,126,0.1,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,126,0.15,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,126,0.2,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,126,0.25,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,126,0.3,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,126,0.4,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,126,0.5,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,126,0.75,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,H,126,1.0,1.0146,0.1506,-0.364,0.219,0.753,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06121393568634281,0.02266666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,I,1,0.01,0.8862,0.1355,-0.364,0.2212,0.687,-0.3528404878542909,0.15768463073852296,0.47305389221556887,-0.12508494833405648,0.08666666666666667,0.628,0.8025,0.633,-0.364
5y,I,1,0.02,0.8171,0.127,-0.364,0.2234,0.649,-0.3528404878542909,0.15868263473053892,0.3852295409181637,-0.15185811609648192,0.09733333333333333,0.188,0.8025,0.633,-0.364
5y,I,1,0.03,0.8267,0.1282,-0.364,0.2245,0.652,-0.3528404878542909,0.16067864271457086,0.3932135728542914,-0.15626660468062437,0.09866666666666667,0.22133333333333333,0.8025,0.633,-0.364
5y,I,1,0.05,0.834,0.1291,-0.364,0.2255,0.654,-0.3528404878542909,0.16067864271457086,0.38023952095808383,-0.1640571963816504,0.10266666666666667,0.21066666666666667,0.8025,0.633,-0.364
5y,I,1,0.07,0.8422,0.1301,-0.364,0.2259,0.657,-0.3528404878542909,0.16067864271457086,0.39820359281437123,-0.16603369781253074,0.10266666666666667,0.5213333333333333,0.8025,0.633,-0.364
5y,I,1,0.1,0.8468,0.1307,-0.364,0.2262,0.658,-0.3528404878542909,0.16067864271457086,0.4091816367265469,-0.16583110845117155,0.10266666666666667,0.532,0.8025,0.633,-0.364
5y,I,1,0.15,0.8574,0.132,-0.364,0.2265,0.663,-0.3528404878542909,0.16067864271457086,0.5858283433133733,-0.16485595690963384,0.1,0.7853333333333333,0.8025,0.633,-0.364
5y,I,1,0.2,0.863,0.1327,-0.364,0.2267,0.665,-0.3528404878542909,0.16067864271457086,0.591816367265469,-0.16368874271844247,0.1,0.7946666666666666,0.8025,0.633,-0.364
5y,I,1,0.25,0.8714,0.1337,-0.364,0.2268,0.669,-0.3528404878542909,0.16067864271457086,0.590818363273453,-0.16136500250685348,0.09733333333333333,0.804,0.8025,0.633,-0.364
5y,I,1,0.3,0.8746,0.1341,-0.364,0.2268,0.67,-0.3528404878542909,0.16067864271457086,0.6077844311377245,-0.16083422032907302,0.09733333333333333,0.792,0.8025,0.633,-0.364
5y,I,1,0.4,0.8799,0.1347,-0.364,0.2269,0.673,-0.3528404878542909,0.16067864271457086,0.6057884231536926,-0.15998774295001217,0.09733333333333333,0.8093333333333333,0.8025,0.633,-0.364
5y,I,1,0.5,0.885,0.1354,-0.364,0.2269,0.675,-0.3528404878542909,0.16067864271457086,0.6107784431137725,-0.15914968487927128,0.09733333333333333,0.8226666666666667,0.8025,0.633,-0.364
5y,I,1,0.75,0.8851,0.1354,-0.364,0.2269,0.675,-0.3528404878542909,0.16067864271457086,0.6037924151696606,-0.1591064726759881,0.09733333333333333,0.8106666666666666,0.8025,0.633,-0.364
5y,I,1,1.0,0.8851,0.1354,-0.364,0.2269,0.675,-0.3528404878542909,0.16067864271457086,0.6037924151696606,-0.1591064726759881,0.09733333333333333,0.8106666666666666,0.8025,0.633,-0.364
5y,I,2,0.01,0.931,0.1408,-0.364,0.2204,0.711,-0.3528404878542909,0.156686626746507,0.5588822355289421,-0.1107974532644268,0.068,0.7893333333333333,0.8025,0.633,-0.364
5y,I,2,0.02,0.8892,0.1359,-0.364,0.2212,0.689,-0.3528404878542909,0.15768463073852296,0.468063872255489,-0.12365274226179668,0.084,0.6346666666666667,0.8025,0.633,-0.364
5y,I,2,0.03,0.8478,0.1308,-0.364,0.2222,0.667,-0.3528404878542909,0.15768463073852296,0.40818363273453095,-0.13643069350120063,0.092,0.5266666666666666,0.8025,0.633,-0.364
5y,I,2,0.05,0.8196,0.1273,-0.364,0.224,0.649,-0.3528404878542909,0.15868263473053892,0.3852295409181637,-0.15414189718118054,0.09733333333333333,0.21733333333333332,0.8025,0.633,-0.364
5y,I,2,0.07,0.8391,0.1298,-0.364,0.2248,0.657,-0.3528404878542909,0.16067864271457086,0.3902195608782435,-0.15340433316669644,0.09733333333333333,0.528,0.8025,0.633,-0.364
5y,I,2,0.1,0.8396,0.1298,-0.364,0.2254,0.656,-0.3528404878542909,0.16067864271457086,0.39820359281437123,-0.16057356160045566,0.09866666666666667,0.5306666666666666,0.8025,0.633,-0.364
5y,I,2,0.15,0.8471,0.1307,-0.364,0.2258,0.659,-0.3528404878542909,0.16067864271457086,0.39820359281437123,-0.1634436367908615,0.10266666666666667,0.5306666666666666,0.8025,0.633,-0.364
5y,I,2,0.2,0.8519,0.1313,-0.364,0.2261,0.661,-0.3528404878542909,0.16067864271457086,0.4231536926147705,-0.16276814386980087,0.09866666666666667,0.5333333333333333,0.8025,0.633,-0.364
5y,I,2,0.25,0.8567,0.1319,-0.364,0.2263,0.663,-0.3528404878542909,0.16067864271457086,0.4151696606786427,-0.16235389808530087,0.09866666666666667,0.5373333333333333,0.8025,0.633,-0.364
5y,I,2,0.3,0.8582,0.1321,-0.364,0.2264,0.664,-0.3528404878542909,0.16067864271457086,0.4231536926147705,-0.1626424599619265,0.09866666666666667,0.536,0.8025,0.633,-0.364
5y,I,2,0.4,0.8582,0.1321,-0.364,0.2265,0.663,-0.3528404878542909,0.16067864271457086,0.5169660678642715,-0.16307610174720621,0.1,0.6626666666666666,0.8025,0.633,-0.364
5y,I,2,0.5,0.8585,0.1321,-0.364,0.2267,0.663,-0.3528404878542909,0.16067864271457086,0.5109780439121756,-0.1634268460000602,0.09866666666666667,0.66,0.8025,0.633,-0.364
5y,I,2,0.75,0.859,0.1322,-0.364,0.2267,0.663,-0.3528404878542909,0.16067864271457086,0.5199600798403193,-0.16338728388015178,0.09866666666666667,0.6586666666666666,0.8025,0.633,-0.364
5y,I,2,1.0,0.859,0.1322,-0.364,0.2267,0.663,-0.3528404878542909,0.16067864271457086,0.5199600798403193,-0.16338728388015178,0.09866666666666667,0.6586666666666666,0.8025,0.633,-0.364
5y,I,3,0.01,0.9451,0.1425,-0.364,0.2202,0.718,-0.3528404878542909,0.15568862275449102,0.564870259481038,-0.10628671757544073,0.06133333333333333,0.796,0.8025,0.633,-0.364
5y,I,3,0.02,0.9174,0.1392,-0.364,0.2206,0.704,-0.3528404878542909,0.15768463073852296,0.5419161676646707,-0.1146749339575196,0.072,0.784,0.8025,0.633,-0.364
5y,I,3,0.03,0.8898,0.1359,-0.364,0.2211,0.689,-0.3528404878542909,0.15768463073852296,0.46407185628742514,-0.12302958007372511,0.084,0.6466666666666666,0.8025,0.633,-0.364
5y,I,3,0.05,0.8351,0.1293,-0.364,0.2225,0.66,-0.3528404878542909,0.15868263473053892,0.40718562874251496,-0.1396380363735774,0.092,0.24,0.8025,0.633,-0.364
5y,I,3,0.07,0.81,0.1262,-0.364,0.2237,0.645,-0.3528404878542909,0.15868263473053892,0.38223552894211577,-0.15447267340488324,0.09733333333333333,0.18,0.8025,0.633,-0.364
5y,I,3,0.1,0.8232,0.1278,-0.364,0.2244,0.65,-0.3528404878542909,0.16067864271457086,0.39520958083832336,-0.15529891203787016,0.09866666666666667,0.21733333333333332,0.8025,0.633,-0.364
5y,I,3,0.15,0.8286,0.1285,-0.364,0.2252,0.651,-0.3528404878542909,0.16067864271457086,0.39421157684630737,-0.16124404198751585,0.10133333333333333,0.21066666666666667,0.8025,0.633,-0.364
5y,I,3,0.2,0.8275,0.1283,-0.364,0.2255,0.65,-0.3528404878542909,0.16067864271457086,0.38023952095808383,-0.1673341843748518,0.10533333333333333,0.20933333333333334,0.8025,0.633,-0.364
5y,I,3,0.25,0.837,0.1295,-0.364,0.2257,0.655,-0.3528404878542909,0.16067864271457086,0.3852295409181637,-0.16674956998801638,0.10533333333333333,0.5186666666666667,0.8025,0.633,-0.364
5y,I,3,0.3,0.832,0.1289,-0.364,0.2258,0.652,-0.3528404878542909,0.16067864271457086,0.37624750499001997,-0.16894969945008131,0.10533333333333333,0.212,0.8025,0.633,-0.364
5y,I,3,0.4,0.8275,0.1283,-0.364,0.2261,0.649,-0.3528404878542909,0.16067864271457086,0.3912175648702595,-0.17121276744587355,0.10533333333333333,0.20266666666666666,0.8025,0.633,-0.364
5y,I,3,0.5,0.8264,0.1282,-0.364,0.2263,0.648,-0.3528404878542909,0.16167664670658682,0.26147704590818366,-0.17287588865523573,0.10533333333333333,0.07866666666666666,0.8025,0.633,-0.364
5y,I,3,0.75,0.8302,0.1287,-0.364,0.2263,0.65,-0.3528404878542909,0.16167664670658682,0.28043912175648705,-0.17289824156675326,0.10533333333333333,0.12266666666666666,0.8025,0.633,-0.364
5y,I,3,1.0,0.8302,0.1287,-0.364,0.2263,0.65,-0.3528404878542909,0.16167664670658682,0.28642714570858285,-0.17289824156675326,0.10533333333333333,0.132,0.8025,0.633,-0.364
5y,I,5,0.01,0.9563,0.1438,-0.364,0.22,0.723,-0.3528404878542909,0.15469061876247506,0.563872255489022,-0.10264920671367317,0.058666666666666666,0.8,0.8025,0.633,-0.364
5y,I,5,0.02,0.9396,0.1419,-0.364,0.2202,0.715,-0.3528404878542909,0.156686626746507,0.5508982035928144,-0.1074223494161769,0.06133333333333333,0.7933333333333333,0.8025,0.633,-0.364
5y,I,5,0.03,0.923,0.1399,-0.364,0.2204,0.707,-0.3528404878542909,0.156686626746507,0.5399201596806387,-0.11218438396354602,0.07066666666666667,0.7813333333333333,0.8025,0.633,-0.364
5y,I,5,0.05,0.89,0.136,-0.364,0.221,0.69,-0.3528404878542909,0.15768463073852296,0.46107784431137727,-0.12167510102162571,0.08,0.636,0.8025,0.633,-0.364
5y,I,5,0.07,0.8572,0.132,-0.364,0.2217,0.672,-0.3528404878542909,0.15768463073852296,0.43313373253493015,-0.13112130337597572,0.088,0.556,0.8025,0.633,-0.364
5y,I,5,0.1,0.8189,0.1273,-0.364,0.2229,0.651,-0.3528404878542909,0.15868263473053892,0.3902195608782435,-0.1452070250715719,0.09333333333333334,0.22266666666666668,0.8025,0.633,-0.364
5y,I,5,0.15,0.8173,0.1271,-0.364,0.224,0.648,-0.3528404878542909,0.15868263473053892,0.38922155688622756,-0.15441287573016194,0.09866666666666667,0.19333333333333333,0.8025,0.633,-0.364
5y,I,5,0.2,0.832,0.1289,-0.364,0.2246,0.654,-0.3528404878542909,0.16067864271457086,0.3852295409181637,-0.15286980446803078,0.09733333333333333,0.22666666666666666,0.8025,0.633,-0.364
5y,I,5,0.25,0.8232,0.1278,-0.364,0.225,0.649,-0.3528404878542909,0.16067864271457086,0.38223552894211577,-0.15902259997425705,0.1,0.21466666666666667,0.8025,0.633,-0.364
5y,I,5,0.3,0.8186,0.1272,-0.364,0.2252,0.647,-0.3528404878542909,0.16067864271457086,0.36327345309381237,-0.16356211364026885,0.104,0.17333333333333334,0.8025,0.633,-0.364
5y,I,5,0.4,0.8144,0.1267,-0.364,0.2254,0.644,-0.3528404878542909,0.16067864271457086,0.35728542914171657,-0.16907629240702815,0.10533333333333333,0.14933333333333335,0.8025,0.633,-0.364
5y,I,5,0.5,0.8098,0.1261,-0.364,0.2255,0.642,-0.3528404878542909,0.16067864271457086,0.3662674650698603,-0.1712142680327574,0.108,0.14533333333333334,0.8025,0.633,-0.364
5y,I,5,0.75,0.8056,0.1256,-0.364,0.2257,0.639,-0.3528404878542909,0.16067864271457086,0.23952095808383234,-0.17429897766991753,0.108,0.068,0.8025,0.633,-0.364
5y,I,5,1.0,0.8056,0.1256,-0.364,0.2257,0.639,-0.3528404878542909,0.16067864271457086,0.23952095808383234,-0.17429897766991753,0.108,0.068,0.8025,0.633,-0.364
5y,I,7,0.01,0.9621,0.1445,-0.364,0.22,0.726,-0.3528404878542909,0.15469061876247506,0.5668662674650699,-0.10118544724247058,0.05466666666666667,0.8,0.8025,0.633,-0.364
5y,I,7,0.02,0.9512,0.1432,-0.364,0.2201,0.721,-0.3528404878542909,0.15568862275449102,0.56187624750499,-0.10450007804550188,0.058666666666666666,0.7893333333333333,0.8025,0.633,-0.364
5y,I,7,0.03,0.9403,0.1419,-0.364,0.2202,0.715,-0.3528404878542909,0.15568862275449102,0.5528942115768463,-0.1078088554697253,0.064,0.7866666666666666,0.8025,0.633,-0.364
5y,I,7,0.05,0.9187,0.1394,-0.364,0.2205,0.704,-0.3528404878542909,0.15768463073852296,0.5499001996007984,-0.11440885113970267,0.072,0.78,0.8025,0.633,-0.364
5y,I,7,0.07,0.8972,0.1368,-0.364,0.2209,0.693,-0.3528404878542909,0.15768463073852296,0.4780439121756487,-0.12098543622146385,0.08,0.6506666666666666,0.8025,0.633,-0.364
5y,I,7,0.1,0.8651,0.1329,-0.364,0.2215,0.677,-0.3528404878542909,0.15768463073852296,0.4530938123752495,-0.1308064235076868,0.08666666666666667,0.5893333333333334,0.8025,0.633,-0.364
5y,I,7,0.15,0.8202,0.1274,-0.364,0.2228,0.652,-0.3528404878542909,0.15868263473053892,0.3932135728542914,-0.14709357997724382,0.09333333333333334,0.20933333333333334,0.8025,0.633,-0.364
5y,I,7,0.2,0.8099,0.1261,-0.364,0.2236,0.645,-0.3528404878542909,0.16067864271457086,0.37025948103792417,-0.15536083491758723,0.09866666666666667,0.18666666666666668,0.8025,0.633,-0.364
5y,I,7,0.25,0.8139,0.1266,-0.364,0.2241,0.646,-0.3528404878542909,0.16067864271457086,0.36726546906187624,-0.15488530195305017,0.09866666666666667,0.18266666666666667,0.8025,0.633,-0.364
5y,I,7,0.3,0.8208,0.1275,-0.364,0.2244,0.649,-0.3528404878542909,0.16067864271457086,0.3722554890219561,-0.15454811071418084,0.09866666666666667,0.21466666666666667,0.8025,0.633,-0.364
5y,I,7,0.4,0.8237,0.1279,-0.364,0.2248,0.65,-0.3528404878542909,0.16067864271457086,0.37325349301397204,-0.15848102338221604,0.1,0.22,0.8025,0.633,-0.364
5y,I,7,0.5,0.8221,0.1277,-0.364,0.2251,0.648,-0.3528404878542909,0.16067864271457086,0.36826347305389223,-0.16325398137851033,0.104,0.172,0.8025,0.633,-0.364
5y,I,7,0.75,0.8194,0.1273,-0.364,0.2253,0.647,-0.3528404878542909,0.16067864271457086,0.3473053892215569,-0.1713468855003324,0.108,0.16,0.8025,0.633,-0.364
5y,I,7,1.0,0.8108,0.1263,-0.364,0.2254,0.642,-0.3528404878542909,0.16067864271457086,0.26047904191616766,-0.1752598670837715,0.108,0.08666666666666667,0.8025,0.633,-0.364
5y,I,10,0.01,0.9654,0.1449,-0.364,0.2199,0.728,-0.3528404878542909,0.15469061876247506,0.5758483033932136,-0.09997794862294496,0.05333333333333334,0.7906666666666666,0.8025,0.633,-0.364
5y,I,10,0.02,0.9578,0.144,-0.364,0.22,0.724,-0.3528404878542909,0.15469061876247506,0.56187624750499,-0.10208834089557872,0.058666666666666666,0.7893333333333333,0.8025,0.633,-0.364
5y,I,10,0.03,0.9503,0.1431,-0.364,0.2201,0.72,-0.3528404878542909,0.15568862275449102,0.5578842315369261,-0.10419614009515443,0.058666666666666666,0.7973333333333333,0.8025,0.633,-0.364
5y,I,10,0.05,0.9352,0.1413,-0.364,0.2203,0.713,-0.3528404878542909,0.156686626746507,0.5578842315369261,-0.10840396107590722,0.06533333333333333,0.7946666666666666,0.8025,0.633,-0.364
5y,I,10,0.07,0.9202,0.1396,-0.364,0.2205,0.705,-0.3528404878542909,0.15768463073852296,0.5489021956087824,-0.11260141517261357,0.07066666666666667,0.7826666666666666,0.8025,0.633,-0.364
5y,I,10,0.1,0.8978,0.1369,-0.364,0.2208,0.694,-0.3528404878542909,0.15768463073852296,0.4720558882235529,-0.1188781663243288,0.07733333333333334,0.6666666666666666,0.8025,0.633,-0.364
5y,I,10,0.15,0.8606,0.1324,-0.364,0.2216,0.674,-0.3528404878542909,0.15768463073852296,0.436127744510978,-0.12928763519455522,0.08666666666666667,0.568,0.8025,0.633,-0.364
5y,I,10,0.2,0.834,0.1291,-0.364,0.2225,0.659,-0.3528404878542909,0.15868263473053892,0.39520958083832336,-0.1396324246726257,0.092,0.23466666666666666,0.8025,0.633,-0.364
5y,I,10,0.25,0.8218,0.1276,-0.364,0.2232,0.652,-0.3528404878542909,0.16067864271457086,0.3872255489021956,-0.14897794271953935,0.09466666666666666,0.212,0.8025,0.633,-0.364
5y,I,10,0.3,0.8212,0.1275,-0.364,0.2235,0.651,-0.3528404878542909,0.16067864271457086,0.3772455089820359,-0.15335490273804187,0.09733333333333333,0.21333333333333335,0.8025,0.633,-0.364
5y,I,10,0.4,0.8367,0.1295,-0.364,0.224,0.658,-0.3528404878542909,0.16067864271457086,0.3962075848303393,-0.15259142021877992,0.09733333333333333,0.524,0.8025,0.633,-0.364
5y,I,10,0.5,0.8384,0.1297,-0.364,0.2244,0.658,-0.3528404878542909,0.16067864271457086,0.39820359281437123,-0.15404021196119755,0.09733333333333333,0.5373333333333333,0.8025,0.633,-0.364
5y,I,10,0.75,0.838,0.1296,-0.364,0.2248,0.657,-0.3528404878542909,0.16067864271457086,0.3912175648702595,-0.15839800216929745,0.1,0.5293333333333333,0.8025,0.633,-0.364
5y,I,10,1.0,0.8334,0.1291,-0.364,0.225,0.654,-0.3528404878542909,0.16067864271457086,0.38223552894211577,-0.16053419085256948,0.10133333333333333,0.22533333333333333,0.8025,0.633,-0.364
5y,I,14,0.01,0.9687,0.1453,-0.364,0.2199,0.729,-0.3528404878542909,0.15469061876247506,0.5678642714570858,-0.09892970632697962,0.052,0.808,0.8025,0.633,-0.364
5y,I,14,0.02,0.9643,0.1448,-0.364,0.2199,0.727,-0.3528404878542909,0.15469061876247506,0.5668662674650699,-0.0999942595522636,0.05333333333333334,0.796,0.8025,0.633,-0.364
5y,I,14,0.03,0.96,0.1443,-0.364,0.22,0.725,-0.3528404878542909,0.15469061876247506,0.5688622754491018,-0.10105862216877115,0.05333333333333334,0.7893333333333333,0.8025,0.633,-0.364
5y,I,14,0.05,0.9514,0.1433,-0.364,0.2201,0.721,-0.3528404878542909,0.15469061876247506,0.5698602794411177,-0.10318677423582012,0.058666666666666666,0.7946666666666666,0.8025,0.633,-0.364
5y,I,14,0.07,0.9428,0.1422,-0.364,0.2202,0.717,-0.3528404878542909,0.15469061876247506,0.5608782435129741,-0.10531415984856185,0.058666666666666666,0.788,0.8025,0.633,-0.364
5y,I,14,0.1,0.93,0.1407,-0.364,0.2203,0.71,-0.3528404878542909,0.156686626746507,0.5319361277445109,-0.10850379530313892,0.06533333333333333,0.7746666666666666,0.8025,0.633,-0.364
