sample,candidate,interval,step,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,roll1y_worst,roll1y_neg,roll1y_win,roll2y_worst,roll2y_neg,roll2y_win,bench_return,bench_sharpe,bench_mdd
5y,H,5,0.3,0.8237,0.1279,-0.364,0.2237,0.652,-0.3528404878542909,0.156686626746507,0.39520958083832336,-0.13707548870012398,0.09333333333333334,0.22266666666666668,0.8025,0.633,-0.364
5y,H,5,0.4,0.8141,0.1267,-0.364,0.2243,0.646,-0.3528404878542909,0.15768463073852296,0.3902195608782435,-0.14678001576292254,0.096,0.224,0.8025,0.633,-0.364
5y,H,5,0.5,0.7992,0.1248,-0.364,0.2247,0.638,-0.3528404878542909,0.15768463073852296,0.36327345309381237,-0.15974069328642038,0.10266666666666667,0.152,0.8025,0.633,-0.364
5y,H,5,0.75,0.7918,0.1239,-0.364,0.2249,0.634,-0.3528404878542909,0.15768463073852296,0.3532934131736527,-0.16196875089251117,0.10666666666666667,0.14666666666666667,0.8025,0.633,-0.364
5y,H,5,1.0,0.7846,0.123,-0.364,0.2251,0.63,-0.3528404878542909,0.15768463073852296,0.35129740518962077,-0.16410064841266547,0.108,0.152,0.8025,0.633,-0.364
5y,H,7,0.01,1.0055,0.1495,-0.364,0.219,0.748,-0.3528404878542909,0.1506986027944112,0.5578842315369261,-0.06463038660538856,0.025333333333333333,0.7866666666666666,0.8025,0.633,-0.364
5y,H,7,0.02,0.9964,0.1485,-0.364,0.219,0.744,-0.3528404878542909,0.15169660678642716,0.5568862275449101,-0.06804090842432853,0.025333333333333333,0.78,0.8025,0.633,-0.364
5y,H,7,0.03,0.9873,0.1474,-0.364,0.2191,0.74,-0.3528404878542909,0.15169660678642716,0.5049900199600799,-0.07144550129849991,0.030666666666666665,0.6853333333333333,0.8025,0.633,-0.364
5y,H,7,0.05,0.9692,0.1453,-0.364,0.2192,0.731,-0.3528404878542909,0.15169660678642716,0.48303393213572854,-0.0782369008628897,0.03333333333333333,0.6693333333333333,0.8025,0.633,-0.364
5y,H,7,0.07,0.9512,0.1432,-0.364,0.2193,0.723,-0.3528404878542909,0.15169660678642716,0.47604790419161674,-0.0850045866572291,0.04133333333333333,0.6453333333333333,0.8025,0.633,-0.364
5y,H,7,0.1,0.9242,0.14,-0.364,0.2196,0.709,-0.3528404878542909,0.15269461077844312,0.45808383233532934,-0.0951116552300959,0.050666666666666665,0.6106666666666667,0.8025,0.633,-0.364
5y,H,7,0.15,0.8797,0.1347,-0.364,0.2203,0.686,-0.3528404878542909,0.1536926147704591,0.44011976047904194,-0.11183822255042652,0.072,0.5733333333333334,0.8025,0.633,-0.364
5y,H,7,0.2,0.8349,0.1292,-0.364,0.2212,0.662,-0.3528404878542909,0.1536926147704591,0.4291417165668663,-0.12880388644782859,0.08933333333333333,0.23733333333333334,0.8025,0.633,-0.364
5y,H,7,0.25,0.8136,0.1266,-0.364,0.2221,0.65,-0.3528404878542909,0.15568862275449102,0.40119760479041916,-0.13520196228707848,0.09066666666666667,0.20266666666666666,0.8025,0.633,-0.364
5y,H,7,0.3,0.8033,0.1253,-0.364,0.2226,0.644,-0.3528404878542909,0.156686626746507,0.3902195608782435,-0.13953578560194524,0.09333333333333334,0.18533333333333332,0.8025,0.633,-0.364
5y,H,7,0.4,0.7943,0.1242,-0.364,0.2234,0.638,-0.3528404878542909,0.15768463073852296,0.3902195608782435,-0.1443090365869354,0.096,0.18,0.8025,0.633,-0.364
5y,H,7,0.5,0.7912,0.1238,-0.364,0.2241,0.635,-0.3528404878542909,0.15768463073852296,0.3582834331337325,-0.14707159086410393,0.09733333333333333,0.16266666666666665,0.8025,0.633,-0.364
5y,H,7,0.75,0.7792,0.1223,-0.364,0.2245,0.628,-0.3528404878542909,0.15768463073852296,0.3562874251497006,-0.16058447771102258,0.10533333333333333,0.14933333333333335,0.8025,0.633,-0.364
5y,H,7,1.0,0.7667,0.1207,-0.364,0.2251,0.621,-0.3528404878542909,0.15868263473053892,0.2345309381237525,-0.1741050168393975,0.10933333333333334,0.06666666666666667,0.8025,0.633,-0.364
5y,H,10,0.01,1.0113,0.1502,-0.364,0.219,0.751,-0.3528404878542909,0.1506986027944112,0.5578842315369261,-0.0630897220005312,0.024,0.788,0.8025,0.633,-0.364
5y,H,10,0.02,1.008,0.1498,-0.364,0.219,0.75,-0.3528404878542909,0.1506986027944112,0.5528942115768463,-0.06496424441973792,0.025333333333333333,0.792,0.8025,0.633,-0.364
5y,H,10,0.03,1.0046,0.1494,-0.364,0.219,0.748,-0.3528404878542909,0.15169660678642716,0.5489021956087824,-0.06683750093274088,0.025333333333333333,0.7826666666666666,0.8025,0.633,-0.364
5y,H,10,0.05,0.998,0.1487,-0.364,0.2191,0.745,-0.3528404878542909,0.15169660678642716,0.5518962075848304,-0.07058020820101374,0.029333333333333333,0.772,0.8025,0.633,-0.364
5y,H,10,0.07,0.9912,0.1479,-0.364,0.2192,0.741,-0.3528404878542909,0.15169660678642716,0.5459081836327345,-0.07431782773865514,0.030666666666666665,0.7786666666666666,0.8025,0.633,-0.364
5y,H,10,0.1,0.9811,0.1467,-0.364,0.2193,0.736,-0.3528404878542909,0.15169660678642716,0.5079840319361277,-0.07991468244978384,0.036,0.676,0.8025,0.633,-0.364
5y,H,10,0.15,0.9641,0.1447,-0.364,0.2198,0.727,-0.3528404878542909,0.15269461077844312,0.4940119760479042,-0.08921710789638193,0.042666666666666665,0.6706666666666666,0.8025,0.633,-0.364
5y,H,10,0.2,0.9469,0.1427,-0.364,0.2204,0.718,-0.3528404878542909,0.1536926147704591,0.47704590818363274,-0.09848723472840426,0.052,0.648,0.8025,0.633,-0.364
5y,H,10,0.25,0.9291,0.1406,-0.364,0.2211,0.708,-0.3528404878542909,0.1536926147704591,0.4720558882235529,-0.10772481385907529,0.064,0.6346666666666667,0.8025,0.633,-0.364
5y,H,10,0.3,0.9076,0.1381,-0.364,0.2216,0.697,-0.3528404878542909,0.15469061876247506,0.43912175648702595,-0.11534336703323078,0.07333333333333333,0.576,0.8025,0.633,-0.364
5y,H,10,0.4,0.8893,0.1359,-0.364,0.2225,0.686,-0.3528404878542909,0.156686626746507,0.4281437125748503,-0.1231809368584027,0.08533333333333333,0.5626666666666666,0.8025,0.633,-0.364
5y,H,10,0.5,0.8832,0.1351,-0.364,0.2234,0.681,-0.3528404878542909,0.15768463073852296,0.42015968063872255,-0.12747230446118174,0.088,0.5546666666666666,0.8025,0.633,-0.364
5y,H,10,0.75,0.9109,0.1385,-0.364,0.2241,0.693,-0.3528404878542909,0.15768463073852296,0.5319361277445109,-0.12832289209231085,0.088,0.6906666666666667,0.8025,0.633,-0.364
5y,H,10,1.0,0.9386,0.1417,-0.364,0.225,0.704,-0.3528404878542909,0.15768463073852296,0.6117764471057884,-0.12921379543683809,0.088,0.8186666666666667,0.8025,0.633,-0.364
5y,H,14,0.01,1.0123,0.1503,-0.364,0.219,0.752,-0.3528404878542909,0.1506986027944112,0.5548902195608783,-0.06222445957554312,0.024,0.7906666666666666,0.8025,0.633,-0.364
5y,H,14,0.02,1.0099,0.15,-0.364,0.219,0.75,-0.3528404878542909,0.1506986027944112,0.5528942115768463,-0.06323500079275768,0.024,0.7893333333333333,0.8025,0.633,-0.364
5y,H,14,0.03,1.0075,0.1498,-0.364,0.219,0.749,-0.3528404878542909,0.1506986027944112,0.5508982035928144,-0.06424555894483253,0.024,0.792,0.8025,0.633,-0.364
5y,H,14,0.05,1.0028,0.1492,-0.364,0.219,0.747,-0.3528404878542909,0.1506986027944112,0.5409181636726547,-0.06626672448016535,0.025333333333333333,0.7706666666666667,0.8025,0.633,-0.364
5y,H,14,0.07,0.9981,0.1487,-0.364,0.2191,0.745,-0.3528404878542909,0.15169660678642716,0.5349301397205589,-0.0682879530331737,0.025333333333333333,0.7773333333333333,0.8025,0.633,-0.364
5y,H,14,0.1,0.9909,0.1478,-0.364,0.2191,0.741,-0.3528404878542909,0.15169660678642716,0.5,-0.07131990712759251,0.030666666666666665,0.688,0.8025,0.633,-0.364
5y,H,14,0.15,0.979,0.1465,-0.364,0.2193,0.735,-0.3528404878542909,0.15169660678642716,0.49101796407185627,-0.07637343436670174,0.032,0.6706666666666666,0.8025,0.633,-0.364
5y,H,14,0.2,0.9669,0.1451,-0.364,0.2195,0.729,-0.3528404878542909,0.15269461077844312,0.4740518962075848,-0.08142725683743057,0.036,0.6573333333333333,0.8025,0.633,-0.364
5y,H,14,0.25,0.9548,0.1436,-0.364,0.2198,0.723,-0.3528404878542909,0.1536926147704591,0.47604790419161674,-0.08648132508153361,0.042666666666666665,0.6533333333333333,0.8025,0.633,-0.364
5y,H,14,0.3,0.9426,0.1422,-0.364,0.2202,0.716,-0.3528404878542909,0.1536926147704591,0.46706586826347307,-0.09153558954253649,0.044,0.624,0.8025,0.633,-0.364
5y,H,14,0.4,0.9198,0.1395,-0.364,0.221,0.704,-0.3528404878542909,0.1536926147704591,0.43213572854291415,-0.10204051109325452,0.058666666666666666,0.58,0.8025,0.633,-0.364
5y,H,14,0.5,0.8976,0.1369,-0.364,0.2219,0.691,-0.3528404878542909,0.1536926147704591,0.4301397205588822,-0.11235985650285563,0.072,0.5666666666666667,0.8025,0.633,-0.364
5y,H,14,0.75,0.8958,0.1367,-0.364,0.2228,0.689,-0.3528404878542909,0.1536926147704591,0.42714570858283435,-0.111733183064046,0.072,0.5613333333333334,0.8025,0.633,-0.364
5y,H,14,1.0,0.8942,0.1365,-0.364,0.224,0.685,-0.3528404878542909,0.15568862275449102,0.4231536926147705,-0.11122744683041863,0.06933333333333333,0.5386666666666666,0.8025,0.633,-0.364
5y,H,21,0.01,1.0126,0.1503,-0.364,0.219,0.752,-0.3528404878542909,0.1506986027944112,0.5538922155688623,-0.061939608510109045,0.024,0.784,0.8025,0.633,-0.364
5y,H,21,0.02,1.0107,0.1501,-0.364,0.219,0.751,-0.3528404878542909,0.1506986027944112,0.5568862275449101,-0.06266501089901766,0.024,0.7866666666666666,0.8025,0.633,-0.364
5y,H,21,0.03,1.0087,0.1499,-0.364,0.219,0.75,-0.3528404878542909,0.1506986027944112,0.5528942115768463,-0.06339014284195221,0.024,0.788,0.8025,0.633,-0.364
5y,H,21,0.05,1.0047,0.1494,-0.364,0.219,0.748,-0.3528404878542909,0.1506986027944112,0.5518962075848304,-0.06483959534544248,0.025333333333333333,0.7773333333333333,0.8025,0.633,-0.364
5y,H,21,0.07,1.0008,0.149,-0.364,0.219,0.746,-0.3528404878542909,0.15169660678642716,0.5479041916167665,-0.0662879659316743,0.025333333333333333,0.7853333333333333,0.8025,0.633,-0.364
5y,H,21,0.1,0.9949,0.1483,-0.364,0.2191,0.743,-0.3528404878542909,0.15169660678642716,0.5518962075848304,-0.06845849302171936,0.02666666666666667,0.7826666666666666,0.8025,0.633,-0.364
5y,H,21,0.15,0.985,0.1472,-0.364,0.2191,0.739,-0.3528404878542909,0.15169660678642716,0.5109780439121756,-0.07207062732645386,0.030666666666666665,0.692,0.8025,0.633,-0.364
5y,H,21,0.2,0.9752,0.146,-0.364,0.2192,0.734,-0.3528404878542909,0.15169660678642716,0.499001996007984,-0.07567599687154969,0.032,0.6666666666666666,0.8025,0.633,-0.364
5y,H,21,0.25,0.9654,0.1449,-0.364,0.2193,0.729,-0.3528404878542909,0.15169660678642716,0.4870259481037924,-0.0792746002695337,0.034666666666666665,0.6653333333333333,0.8025,0.633,-0.364
5y,H,21,0.3,0.9556,0.1437,-0.364,0.2194,0.724,-0.3528404878542909,0.15169660678642716,0.48303393213572854,-0.08286643613355438,0.03866666666666667,0.6573333333333333,0.8025,0.633,-0.364
5y,H,21,0.4,0.936,0.1414,-0.364,0.2198,0.714,-0.3528404878542909,0.15169660678642716,0.4740518962075848,-0.09002979971541636,0.04533333333333334,0.6333333333333333,0.8025,0.633,-0.364
5y,H,21,0.5,0.9166,0.1391,-0.364,0.2202,0.704,-0.3528404878542909,0.1536926147704591,0.46107784431137727,-0.09716607653478115,0.052,0.6146666666666667,0.8025,0.633,-0.364
5y,H,21,0.75,0.8721,0.1338,-0.364,0.2213,0.68,-0.3528404878542909,0.15469061876247506,0.43912175648702595,-0.11586064482960656,0.07333333333333333,0.5706666666666667,0.8025,0.633,-0.364
5y,H,21,1.0,0.8277,0.1284,-0.364,0.2228,0.656,-0.3528404878542909,0.156686626746507,0.39820359281437123,-0.1343739084321277,0.09066666666666667,0.23066666666666666,0.8025,0.633,-0.364
5y,H,28,0.01,1.0123,0.1503,-0.364,0.219,0.752,-0.3528404878542909,0.1506986027944112,0.5479041916167665,-0.062286674034633394,0.024,0.788,0.8025,0.633,-0.364
5y,H,28,0.02,1.01,0.15,-0.364,0.219,0.75,-0.3528404878542909,0.1506986027944112,0.5548902195608783,-0.06335930983398386,0.024,0.7906666666666666,0.8025,0.633,-0.364
5y,H,28,0.03,1.0077,0.1498,-0.364,0.219,0.749,-0.3528404878542909,0.1506986027944112,0.5548902195608783,-0.06443184308439431,0.024,0.7893333333333333,0.8025,0.633,-0.364
5y,H,28,0.05,1.0031,0.1492,-0.364,0.219,0.747,-0.3528404878542909,0.1506986027944112,0.5449101796407185,-0.06657660193839354,0.025333333333333333,0.772,0.8025,0.633,-0.364
5y,H,28,0.07,0.9985,0.1487,-0.364,0.219,0.745,-0.3528404878542909,0.1506986027944112,0.5109780439121756,-0.06872095059663197,0.02666666666666667,0.6986666666666667,0.8025,0.633,-0.364
5y,H,28,0.1,0.9915,0.1479,-0.364,0.2191,0.742,-0.3528404878542909,0.1506986027944112,0.49500998003992014,-0.07193670446693723,0.030666666666666665,0.6813333333333333,0.8025,0.633,-0.364
5y,H,28,0.15,0.98,0.1466,-0.364,0.2191,0.736,-0.3528404878542909,0.1506986027944112,0.48303393213572854,-0.07729424327197354,0.032,0.668,0.8025,0.633,-0.364
5y,H,28,0.2,0.9684,0.1452,-0.364,0.2192,0.731,-0.3528404878542909,0.1506986027944112,0.4740518962075848,-0.08264921835350258,0.03866666666666667,0.66,0.8025,0.633,-0.364
5y,H,28,0.25,0.9568,0.1439,-0.364,0.2193,0.725,-0.3528404878542909,0.1506986027944112,0.47005988023952094,-0.08800162971152425,0.042666666666666665,0.644,0.8025,0.633,-0.364
5y,H,28,0.3,0.9452,0.1425,-0.364,0.2195,0.719,-0.3528404878542909,0.1506986027944112,0.46706586826347307,-0.09335147734603844,0.04666666666666667,0.6213333333333333,0.8025,0.633,-0.364
5y,H,28,0.4,0.922,0.1398,-0.364,0.2198,0.708,-0.3528404878542909,0.1506986027944112,0.4481037924151697,-0.10404348144454512,0.058666666666666666,0.5946666666666667,0.8025,0.633,-0.364
5y,H,28,0.5,0.8988,0.137,-0.364,0.2202,0.696,-0.3528404878542909,0.1506986027944112,0.4530938123752495,-0.1147252306490224,0.07333333333333333,0.572,0.8025,0.633,-0.364
5y,H,28,0.75,0.8925,0.1363,-0.364,0.2211,0.691,-0.3528404878542909,0.15269461077844312,0.4471057884231537,-0.11718202599039174,0.07733333333333334,0.5746666666666667,0.8025,0.633,-0.364
5y,H,28,1.0,0.8862,0.1355,-0.364,0.2222,0.685,-0.3528404878542909,0.15269461077844312,0.4600798403193613,-0.11951063515639482,0.08266666666666667,0.5773333333333334,0.8025,0.633,-0.364
5y,H,42,0.01,1.0136,0.1505,-0.364,0.219,0.752,-0.3528404878542909,0.1506986027944112,0.5598802395209581,-0.06164373377113752,0.024,0.7933333333333333,0.8025,0.633,-0.364
5y,H,42,0.02,1.0125,0.1503,-0.364,0.219,0.752,-0.3528404878542909,0.1506986027944112,0.5538922155688623,-0.062073531855931896,0.024,0.788,0.8025,0.633,-0.364
5y,H,42,0.03,1.0115,0.1502,-0.364,0.219,0.751,-0.3528404878542909,0.1506986027944112,0.5439121756487026,-0.0625033299407265,0.024,0.792,0.8025,0.633,-0.364
5y,H,42,0.05,1.0094,0.15,-0.364,0.219,0.75,-0.3528404878542909,0.1506986027944112,0.5489021956087824,-0.06336292611031558,0.024,0.784,0.8025,0.633,-0.364
5y,H,42,0.07,1.0073,0.1497,-0.364,0.219,0.749,-0.3528404878542909,0.1506986027944112,0.5419161676646707,-0.06422252227990488,0.024,0.78,0.8025,0.633,-0.364
5y,H,42,0.1,1.0041,0.1494,-0.364,0.219,0.748,-0.3528404878542909,0.1506986027944112,0.5479041916167665,-0.06551191653428845,0.025333333333333333,0.78,0.8025,0.633,-0.364
5y,H,42,0.15,0.9989,0.1488,-0.364,0.219,0.745,-0.3528404878542909,0.1506986027944112,0.5119760479041916,-0.06766090695826132,0.025333333333333333,0.6893333333333334,0.8025,0.633,-0.364
5y,H,42,0.2,0.9936,0.1482,-0.364,0.2191,0.743,-0.3528404878542909,0.1506986027944112,0.5099800399201597,-0.06980989738223409,0.029333333333333333,0.684,0.8025,0.633,-0.364
5y,H,42,0.25,0.9884,0.1476,-0.364,0.2191,0.74,-0.3528404878542909,0.1506986027944112,0.5,-0.07195888780620696,0.030666666666666665,0.672,0.8025,0.633,-0.364
5y,H,42,0.3,0.9832,0.147,-0.364,0.2191,0.738,-0.3528404878542909,0.1506986027944112,0.4880239520958084,-0.07410787823017995,0.030666666666666665,0.6733333333333333,0.8025,0.633,-0.364
