structure,resell,crash,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,beats_bh_return,beats_bh_sharpe
F(초기40% 10일분할),73,23,0.0334,0.0066,-0.2885,0.1305,0.117,False,False
F(초기40% 10일분할),73,24,0.0138,0.0028,-0.2931,0.1326,0.088,False,False
F(초기40% 10일분할),73,25,0.0138,0.0028,-0.2931,0.1326,0.088,False,False
F(초기40% 10일분할),73,26,0.0138,0.0028,-0.2931,0.1326,0.088,False,False
F(초기40% 10일분할),73,27,-0.014,-0.0028,-0.2931,0.1358,0.046,False,False
F(초기40% 10일분할),73,28,0.1442,0.0274,-0.2931,0.1704,0.247,False,False
F(초기40% 10일분할),73,29,0.1742,0.0327,-0.2931,0.1888,0.268,False,False
F(초기40% 10일분할),73,30,0.1821,0.0341,-0.2931,0.1898,0.275,False,False
F(초기40% 10일분할),73,31,0.2397,0.044,-0.2931,0.1907,0.327,False,False
F(초기40% 10일분할),73,32,0.2547,0.0466,-0.2931,0.1908,0.34,False,False
F(초기40% 10일분할),73,33,0.2547,0.0466,-0.2931,0.1908,0.34,False,False
F(초기40% 10일분할),73,34,-0.0592,-0.0122,-0.3452,0.2184,0.051,False,False
F(초기40% 10일분할),73,35,-0.0592,-0.0122,-0.3452,0.2184,0.051,False,False
F(초기40% 10일분할),73,36,-0.0465,-0.0095,-0.3452,0.2188,0.063,False,False
F(초기40% 10일분할),73,37,-0.0166,-0.0034,-0.3736,0.2223,0.095,False,False
F(초기40% 10일분할),73,38,-0.1212,-0.0256,-0.3736,0.2267,-0.005,False,False
F(초기40% 10일분할),73,39,-0.1187,-0.025,-0.3736,0.2267,-0.003,False,False
F(초기40% 10일분할),73,40,-0.1058,-0.0222,-0.3736,0.2268,0.011,False,False
F(초기40% 10일분할),73,41,-0.0255,-0.0052,-0.3863,0.2342,0.094,False,False
F(초기40% 10일분할),73,42,-0.0778,-0.0161,-0.3863,0.2381,0.048,False,False
F(초기40% 10일분할),73,43,-0.0304,-0.0062,-0.3863,0.2384,0.092,False,False
F(초기40% 10일분할),73,44,-0.0595,-0.0122,-0.3863,0.2395,0.066,False,False
F(초기40% 10일분할),73,45,-0.1175,-0.0248,-0.3863,0.2417,0.014,False,False
F(초기40% 10일분할),74,10,-0.0651,-0.0134,-0.256,0.101,-0.087,False,False
F(초기40% 10일분할),74,11,-0.0703,-0.0145,-0.2602,0.1019,-0.097,False,False
F(초기40% 10일분할),74,12,-0.0703,-0.0145,-0.2602,0.1019,-0.097,False,False
F(초기40% 10일분할),74,13,-0.0703,-0.0145,-0.2602,0.1019,-0.097,False,False
F(초기40% 10일분할),74,14,-0.0703,-0.0145,-0.2602,0.1019,-0.097,False,False
F(초기40% 10일분할),74,15,-0.0703,-0.0145,-0.2602,0.1019,-0.097,False,False
F(초기40% 10일분할),74,16,-0.0275,-0.0056,-0.2612,0.1028,-0.005,False,False
F(초기40% 10일분할),74,17,-0.0203,-0.0041,-0.2885,0.1177,0.023,False,False
F(초기40% 10일분할),74,18,-0.0203,-0.0041,-0.2885,0.1177,0.023,False,False
F(초기40% 10일분할),74,19,0.0485,0.0096,-0.2885,0.1262,0.141,False,False
F(초기40% 10일분할),74,20,0.0558,0.011,-0.2885,0.1263,0.152,False,False
F(초기40% 10일분할),74,21,0.0558,0.011,-0.2885,0.1263,0.152,False,False
F(초기40% 10일분할),74,22,0.0674,0.0132,-0.2885,0.1266,0.17,False,False
F(초기40% 10일분할),74,23,0.0544,0.0107,-0.2885,0.1276,0.15,False,False
F(초기40% 10일분할),74,24,0.0344,0.0068,-0.2931,0.1297,0.119,False,False
F(초기40% 10일분할),74,25,0.0344,0.0068,-0.2931,0.1297,0.119,False,False
F(초기40% 10일분할),74,26,0.0344,0.0068,-0.2931,0.1297,0.119,False,False
F(초기40% 10일분할),74,27,0.006,0.0012,-0.2931,0.133,0.076,False,False
F(초기40% 10일분할),74,28,0.1846,0.0346,-0.2931,0.1692,0.29,False,False
F(초기40% 10일분할),74,29,0.2315,0.0426,-0.2931,0.1881,0.321,False,False
F(초기40% 10일분할),74,30,0.2435,0.0447,-0.2931,0.189,0.331,False,False
F(초기40% 10일분할),74,31,0.3041,0.0547,-0.2931,0.19,0.382,False,False
F(초기40% 10일분할),74,32,0.32,0.0573,-0.2931,0.1901,0.395,False,False
F(초기40% 10일분할),74,33,0.32,0.0573,-0.2931,0.1901,0.395,False,False
F(초기40% 10일분할),74,34,-0.0301,-0.0061,-0.3401,0.2184,0.079,False,False
F(초기40% 10일분할),74,35,-0.0301,-0.0061,-0.3401,0.2184,0.079,False,False
F(초기40% 10일분할),74,36,-0.0155,-0.0031,-0.3401,0.2188,0.094,False,False
F(초기40% 10일분할),74,37,0.0137,0.0027,-0.3736,0.2224,0.123,False,False
F(초기40% 10일분할),74,38,-0.0941,-0.0196,-0.3736,0.2268,0.023,False,False
F(초기40% 10일분할),74,39,-0.0916,-0.0191,-0.3736,0.2268,0.025,False,False
F(초기40% 10일분할),74,40,-0.0782,-0.0162,-0.3736,0.2269,0.038,False,False
F(초기40% 10일분할),74,41,-0.001,-0.0002,-0.3863,0.2345,0.116,False,False
F(초기40% 10일분할),74,42,-0.0551,-0.0113,-0.3863,0.2384,0.07,False,False
F(초기40% 10일분할),74,43,-0.0065,-0.0013,-0.3863,0.2387,0.113,False,False
F(초기40% 10일분할),74,44,-0.0363,-0.0074,-0.3863,0.2398,0.088,False,False
F(초기40% 10일분할),74,45,-0.0957,-0.02,-0.3863,0.242,0.035,False,False
F(초기40% 10일분할),75,10,-0.0244,-0.0049,-0.256,0.1032,0.002,False,False
F(초기40% 10일분할),75,11,-0.0299,-0.0061,-0.2602,0.1041,-0.008,False,False
F(초기40% 10일분할),75,12,-0.0299,-0.0061,-0.2602,0.1041,-0.008,False,False
F(초기40% 10일분할),75,13,-0.0299,-0.0061,-0.2602,0.1041,-0.008,False,False
F(초기40% 10일분할),75,14,-0.0299,-0.0061,-0.2602,0.1041,-0.008,False,False
F(초기40% 10일분할),75,15,-0.0299,-0.0061,-0.2602,0.1041,-0.008,False,False
F(초기40% 10일분할),75,16,0.0148,0.0029,-0.2612,0.105,0.081,False,False
F(초기40% 10일분할),75,17,0.0224,0.0044,-0.2885,0.1196,0.098,False,False
F(초기40% 10일분할),75,18,0.0224,0.0044,-0.2885,0.1196,0.098,False,False
F(초기40% 10일분할),75,19,0.1108,0.0213,-0.2885,0.1303,0.232,False,False
F(초기40% 10일분할),75,20,0.1185,0.0227,-0.2885,0.1304,0.243,False,False
F(초기40% 10일분할),75,21,0.1185,0.0227,-0.2885,0.1304,0.243,False,False
F(초기40% 10일분할),75,22,0.1308,0.025,-0.2885,0.1306,0.26,False,False
F(초기40% 10일분할),75,23,0.117,0.0224,-0.2885,0.1317,0.24,False,False
F(초기40% 10일분할),75,24,0.0958,0.0185,-0.2931,0.1337,0.208,False,False
F(초기40% 10일분할),75,25,0.0958,0.0185,-0.2931,0.1337,0.208,False,False
F(초기40% 10일분할),75,26,0.0958,0.0185,-0.2931,0.1337,0.208,False,False
F(초기40% 10일분할),75,27,0.0658,0.0129,-0.2931,0.1369,0.165,False,False
F(초기40% 10일분할),75,28,0.255,0.0466,-0.2931,0.1723,0.357,False,False
F(초기40% 10일분할),75,29,0.3046,0.0548,-0.2931,0.1908,0.382,False,False
F(초기40% 10일분할),75,30,0.3104,0.0557,-0.2931,0.1918,0.386,False,False
F(초기40% 10일분할),75,31,0.3104,0.0557,-0.2931,0.1918,0.386,False,False
F(초기40% 10일분할),75,32,0.3104,0.0557,-0.2931,0.1918,0.386,False,False
F(초기40% 10일분할),75,33,0.3104,0.0557,-0.2931,0.1918,0.386,False,False
F(초기40% 10일분할),75,34,-0.0371,-0.0076,-0.3401,0.2199,0.073,False,False
F(초기40% 10일분할),75,35,-0.0371,-0.0076,-0.3401,0.2199,0.073,False,False
F(초기40% 10일분할),75,36,-0.0259,-0.0053,-0.3401,0.2203,0.085,False,False
F(초기40% 10일분할),75,37,0.0251,0.005,-0.3736,0.2241,0.134,False,False
F(초기40% 10일분할),75,38,-0.0839,-0.0174,-0.3736,0.2284,0.034,False,False
F(초기40% 10일분할),75,39,-0.0814,-0.0169,-0.3736,0.2284,0.037,False,False
F(초기40% 10일분할),75,40,-0.0679,-0.014,-0.3736,0.2285,0.05,False,False
F(초기40% 10일분할),75,41,0.0087,0.0017,-0.3863,0.2361,0.125,False,False
F(초기40% 10일분할),75,42,-0.0459,-0.0094,-0.3863,0.24,0.079,False,False
F(초기40% 10일분할),75,43,0.0032,0.0006,-0.3863,0.2403,0.123,False,False
F(초기40% 10일분할),75,44,-0.027,-0.0055,-0.3863,0.2413,0.097,False,False
F(초기40% 10일분할),75,45,-0.0869,-0.0181,-0.3863,0.2435,0.044,False,False
F(초기40% 10일분할),76,10,0.0105,0.0021,-0.256,0.1126,0.076,False,False
F(초기40% 10일분할),76,11,0.0048,0.001,-0.2602,0.1134,0.065,False,False
F(초기40% 10일분할),76,12,0.0048,0.001,-0.2602,0.1134,0.065,False,False
F(초기40% 10일분할),76,13,0.0048,0.001,-0.2602,0.1134,0.065,False,False
F(초기40% 10일분할),76,14,0.0048,0.001,-0.2602,0.1134,0.065,False,False
F(초기40% 10일분할),76,15,0.0048,0.001,-0.2602,0.1134,0.065,False,False
F(초기40% 10일분할),76,16,0.0511,0.01,-0.2612,0.1142,0.147,False,False
F(초기40% 10일분할),76,17,0.0563,0.011,-0.2885,0.126,0.153,False,False
F(초기40% 10일분할),76,18,0.0563,0.011,-0.2885,0.126,0.153,False,False
F(초기40% 10일분할),76,19,0.1344,0.0256,-0.2885,0.1344,0.261,False,False
F(초기40% 10일분할),76,20,0.141,0.0268,-0.2885,0.1345,0.27,False,False
F(초기40% 10일분할),76,21,0.141,0.0268,-0.2885,0.1345,0.27,False,False
F(초기40% 10일분할),76,22,0.1536,0.0291,-0.2885,0.1347,0.287,False,False
F(초기40% 10일분할),76,23,0.1407,0.0268,-0.2885,0.1356,0.269,False,False
F(초기40% 10일분할),76,24,0.1185,0.0227,-0.2931,0.1376,0.237,False,False
F(초기40% 10일분할),76,25,0.1185,0.0227,-0.2931,0.1376,0.237,False,False
F(초기40% 10일분할),76,26,0.1185,0.0227,-0.2931,0.1376,0.237,False,False
F(초기40% 10일분할),76,27,0.0963,0.0186,-0.2931,0.1404,0.206,False,False
F(초기40% 10일분할),76,28,0.2878,0.052,-0.2931,0.175,0.385,False,False
F(초기40% 10일분할),76,29,0.3315,0.0591,-0.2931,0.1923,0.403,False,False
F(초기40% 10일분할),76,30,0.3423,0.0608,-0.2931,0.1933,0.41,False,False
F(초기40% 10일분할),76,31,0.3423,0.0608,-0.2931,0.1933,0.41,False,False
F(초기40% 10일분할),76,32,0.3423,0.0608,-0.2931,0.1933,0.41,False,False
F(초기40% 10일분할),76,33,0.3423,0.0608,-0.2931,0.1933,0.41,False,False
F(초기40% 10일분할),76,34,-0.0243,-0.0049,-0.3404,0.2212,0.087,False,False
F(초기40% 10일분할),76,35,-0.0243,-0.0049,-0.3404,0.2212,0.087,False,False
F(초기40% 10일분할),76,36,-0.0108,-0.0022,-0.3404,0.2216,0.1,False,False
F(초기40% 10일분할),76,37,0.041,0.0081,-0.3736,0.2253,0.149,False,False
F(초기40% 10일분할),76,38,-0.0498,-0.0102,-0.3736,0.2295,0.068,False,False
F(초기40% 10일분할),76,39,-0.0472,-0.0096,-0.3736,0.2295,0.071,False,False
F(초기40% 10일분할),76,40,-0.0332,-0.0068,-0.3736,0.2296,0.084,False,False
F(초기40% 10일분할),76,41,0.0463,0.0091,-0.3863,0.2371,0.158,False,False
F(초기40% 10일분할),76,42,-0.0074,-0.0015,-0.3863,0.2409,0.114,False,False
F(초기40% 10일분할),76,43,0.0154,0.0031,-0.3863,0.2414,0.133,False,False
F(초기40% 10일분할),76,44,-0.0151,-0.0031,-0.3863,0.2424,0.108,False,False
F(초기40% 10일분할),76,45,-0.0758,-0.0157,-0.3863,0.2446,0.055,False,False
F(초기40% 10일분할),77,10,0.0371,0.0073,-0.256,0.1148,0.123,False,False
F(초기40% 10일분할),77,11,0.0313,0.0062,-0.2602,0.1156,0.113,False,False
F(초기40% 10일분할),77,12,0.0313,0.0062,-0.2602,0.1156,0.113,False,False
F(초기40% 10일분할),77,13,0.0313,0.0062,-0.2602,0.1156,0.113,False,False
F(초기40% 10일분할),77,14,0.0313,0.0062,-0.2602,0.1156,0.113,False,False
F(초기40% 10일분할),77,15,0.0313,0.0062,-0.2602,0.1156,0.113,False,False
F(초기40% 10일분할),77,16,0.0778,0.0151,-0.2612,0.1163,0.191,False,False
F(초기40% 10일분할),77,17,0.0832,0.0162,-0.2885,0.128,0.193,False,False
F(초기40% 10일분할),77,18,0.0832,0.0162,-0.2885,0.128,0.193,False,False
F(초기40% 10일분할),77,19,0.1633,0.0308,-0.2885,0.1363,0.298,False,False
F(초기40% 10일분할),77,20,0.1701,0.032,-0.2885,0.1363,0.307,False,False
F(초기40% 10일분할),77,21,0.1701,0.032,-0.2885,0.1363,0.307,False,False
F(초기40% 10일분할),77,22,0.183,0.0343,-0.2885,0.1366,0.323,False,False
F(초기40% 10일분할),77,23,0.1697,0.0319,-0.2885,0.1375,0.305,False,False
F(초기40% 10일분할),77,24,0.147,0.0279,-0.2931,0.1394,0.273,False,False
F(초기40% 10일분할),77,25,0.147,0.0279,-0.2931,0.1394,0.273,False,False
F(초기40% 10일분할),77,26,0.147,0.0279,-0.2931,0.1394,0.273,False,False
F(초기40% 10일분할),77,27,0.1242,0.0238,-0.2931,0.1422,0.241,False,False
F(초기40% 10일분할),77,28,0.3128,0.0561,-0.2931,0.1756,0.407,False,False
F(초기40% 10일분할),77,29,0.3504,0.0621,-0.2931,0.1927,0.417,False,False
F(초기40% 10일분할),77,30,0.361,0.0638,-0.2931,0.1937,0.424,False,False
F(초기40% 10일분할),77,31,0.361,0.0638,-0.2931,0.1937,0.424,False,False
F(초기40% 10일분할),77,32,0.361,0.0638,-0.2931,0.1937,0.424,False,False
F(초기40% 10일분할),77,33,0.361,0.0638,-0.2931,0.1937,0.424,False,False
F(초기40% 10일분할),77,34,0.0058,0.0012,-0.3401,0.2214,0.115,False,False
F(초기40% 10일분할),77,35,0.0058,0.0012,-0.3401,0.2214,0.115,False,False
F(초기40% 10일분할),77,36,0.0197,0.0039,-0.3401,0.2218,0.128,False,False
F(초기40% 10일분할),77,37,0.073,0.0142,-0.3736,0.2255,0.177,False,False
F(초기40% 10일분할),77,38,-0.0206,-0.0042,-0.3736,0.2297,0.095,False,False
F(초기40% 10일분할),77,39,-0.0182,-0.0037,-0.3736,0.2297,0.098,False,False
F(초기40% 10일분할),77,40,-0.0038,-0.0008,-0.3736,0.2298,0.111,False,False
F(초기40% 10일분할),77,41,0.0776,0.0151,-0.3863,0.2373,0.184,False,False
F(초기40% 10일분할),77,42,0.0225,0.0045,-0.3863,0.241,0.139,False,False
F(초기40% 10일분할),77,43,0.046,0.0091,-0.3863,0.2415,0.159,False,False
F(초기40% 10일분할),77,44,0.0159,0.0032,-0.3863,0.2425,0.134,False,False
F(초기40% 10일분할),77,45,-0.0463,-0.0095,-0.3863,0.2447,0.082,False,False
F(초기40% 10일분할),78,10,0.0189,0.0038,-0.256,0.122,0.093,False,False
F(초기40% 10일분할),78,11,0.0131,0.0026,-0.2602,0.1228,0.083,False,False
F(초기40% 10일분할),78,12,0.0131,0.0026,-0.2602,0.1228,0.083,False,False
F(초기40% 10일분할),78,13,0.0131,0.0026,-0.2602,0.1228,0.083,False,False
F(초기40% 10일분할),78,14,0.0131,0.0026,-0.2602,0.1228,0.083,False,False
F(초기40% 10일분할),78,15,0.0131,0.0026,-0.2602,0.1228,0.083,False,False
F(초기40% 10일분할),78,16,0.0588,0.0115,-0.2612,0.1235,0.158,False,False
F(초기40% 10일분할),78,17,0.0517,0.0102,-0.2885,0.13,0.145,False,False
F(초기40% 10일분할),78,18,0.0517,0.0102,-0.2885,0.13,0.145,False,False
F(초기40% 10일분할),78,19,0.1295,0.0247,-0.2885,0.1381,0.251,False,False
F(초기40% 10일분할),78,20,0.1361,0.0259,-0.2885,0.1382,0.26,False,False
F(초기40% 10일분할),78,21,0.1361,0.0259,-0.2885,0.1382,0.26,False,False
F(초기40% 10일분할),78,22,0.1486,0.0282,-0.2885,0.1385,0.276,False,False
F(초기40% 10일분할),78,23,0.1357,0.0259,-0.2885,0.1393,0.259,False,False
F(초기40% 10일분할),78,24,0.1137,0.0218,-0.2931,0.1412,0.228,False,False
F(초기40% 10일분할),78,25,0.1137,0.0218,-0.2931,0.1412,0.228,False,False
F(초기40% 10일분할),78,26,0.1137,0.0218,-0.2931,0.1412,0.228,False,False
F(초기40% 10일분할),78,27,0.0915,0.0177,-0.2931,0.144,0.198,False,False
F(초기40% 10일분할),78,28,0.2746,0.0499,-0.2931,0.1771,0.37,False,False
F(초기40% 10일분할),78,29,0.3112,0.0558,-0.2931,0.194,0.384,False,False
F(초기40% 10일분할),78,30,0.2732,0.0496,-0.2931,0.2008,0.348,False,False
F(초기40% 10일분할),78,31,0.2732,0.0496,-0.2931,0.2008,0.348,False,False
F(초기40% 10일분할),78,32,0.2732,0.0496,-0.2931,0.2008,0.348,False,False
F(초기40% 10일분할),78,33,0.2732,0.0496,-0.2931,0.2008,0.348,False,False
F(초기40% 10일분할),78,34,-0.0838,-0.0174,-0.3401,0.2271,0.033,False,False
F(초기40% 10일분할),78,35,-0.0838,-0.0174,-0.3401,0.2271,0.033,False,False
F(초기40% 10일분할),78,36,-0.0711,-0.0147,-0.3401,0.2275,0.046,False,False
F(초기40% 10일분할),78,37,-0.0225,-0.0046,-0.3736,0.2312,0.095,False,False
F(초기40% 10일분할),78,38,-0.0225,-0.0046,-0.3736,0.2312,0.095,False,False
F(초기40% 10일분할),78,39,-0.0201,-0.0041,-0.3736,0.2312,0.097,False,False
F(초기40% 10일분할),78,40,-0.0057,-0.0012,-0.3736,0.2313,0.11,False,False
F(초기40% 10일분할),78,41,0.0755,0.0147,-0.3863,0.2387,0.182,False,False
F(초기40% 10일분할),78,42,0.0205,0.0041,-0.3863,0.2425,0.138,False,False
F(초기40% 10일분할),78,43,0.044,0.0087,-0.3863,0.243,0.158,False,False
F(초기40% 10일분할),78,44,0.014,0.0028,-0.3863,0.244,0.133,False,False
F(초기40% 10일분할),78,45,-0.0481,-0.0098,-0.3863,0.2461,0.081,False,False
F(초기40% 10일분할),79,10,0.1348,0.0257,-0.256,0.1506,0.249,False,False
F(초기40% 10일분할),79,11,0.1284,0.0245,-0.2602,0.1512,0.241,False,False
F(초기40% 10일분할),79,12,0.1284,0.0245,-0.2602,0.1512,0.241,False,False
F(초기40% 10일분할),79,13,0.1284,0.0245,-0.2602,0.1512,0.241,False,False
F(초기40% 10일분할),79,14,0.1284,0.0245,-0.2602,0.1512,0.241,False,False
F(초기40% 10일분할),79,15,0.1284,0.0245,-0.2602,0.1512,0.241,False,False
F(초기40% 10일분할),79,16,0.1794,0.0337,-0.2612,0.1518,0.301,False,False
F(초기40% 10일분할),79,17,0.1715,0.0323,-0.2885,0.1571,0.287,False,False
F(초기40% 10일분할),79,18,0.1715,0.0323,-0.2885,0.1571,0.287,False,False
F(초기40% 10일분할),79,19,0.2219,0.041,-0.2885,0.1601,0.339,False,False
F(초기40% 10일분할),79,20,0.2219,0.041,-0.2885,0.1601,0.339,False,False
F(초기40% 10일분할),79,21,0.2219,0.041,-0.2885,0.1601,0.339,False,False
F(초기40% 10일분할),79,22,0.2353,0.0433,-0.2885,0.1604,0.353,False,False
F(초기40% 10일분할),79,23,0.2353,0.0433,-0.2885,0.1604,0.353,False,False
F(초기40% 10일분할),79,24,0.21,0.039,-0.2931,0.162,0.325,False,False
F(초기40% 10일분할),79,25,0.21,0.039,-0.2931,0.162,0.325,False,False
F(초기40% 10일분할),79,26,0.21,0.039,-0.2931,0.162,0.325,False,False
F(초기40% 10일분할),79,27,0.21,0.039,-0.2931,0.162,0.325,False,False
F(초기40% 10일분할),79,28,0.4133,0.0718,-0.2931,0.1921,0.467,False,False
F(초기40% 10일분할),79,29,0.3986,0.0696,-0.2931,0.2033,0.442,False,False
F(초기40% 10일분할),79,30,0.3582,0.0633,-0.2931,0.2098,0.406,False,False
F(초기40% 10일분할),79,31,0.3582,0.0633,-0.2931,0.2098,0.406,False,False
F(초기40% 10일분할),79,32,0.3582,0.0633,-0.2931,0.2098,0.406,False,False
F(초기40% 10일분할),79,33,0.3582,0.0633,-0.2931,0.2098,0.406,False,False
F(초기40% 10일분할),79,34,-0.0129,-0.0026,-0.3435,0.2349,0.105,False,False
F(초기40% 10일분할),79,35,-0.0129,-0.0026,-0.3435,0.2349,0.105,False,False
F(초기40% 10일분할),79,36,0.0027,0.0005,-0.3435,0.2353,0.119,False,False
F(초기40% 10일분할),79,37,0.2824,0.0511,-0.3736,0.2562,0.329,False,False
F(초기40% 10일분할),79,38,0.2824,0.0511,-0.3736,0.2562,0.329,False,False
F(초기40% 10일분할),79,39,0.2855,0.0517,-0.3736,0.2562,0.331,False,False
F(초기40% 10일분할),79,40,0.3043,0.0547,-0.3736,0.2563,0.343,False,False
F(초기40% 10일분할),79,41,0.4107,0.0714,-0.3863,0.2631,0.402,False,False
F(초기40% 10일분할),79,42,0.3583,0.0633,-0.3863,0.2639,0.372,False,False
F(초기40% 10일분할),79,43,0.3583,0.0633,-0.3863,0.2639,0.372,False,False
F(초기40% 10일분할),79,44,0.3179,0.0569,-0.3863,0.2648,0.348,False,False
F(초기40% 10일분할),79,45,0.252,0.0461,-0.3863,0.2667,0.308,False,False
F(초기40% 10일분할),80,10,0.1446,0.0275,-0.256,0.1508,0.261,False,False
F(초기40% 10일분할),80,11,0.1382,0.0263,-0.2602,0.1514,0.253,False,False
F(초기40% 10일분할),80,12,0.1382,0.0263,-0.2602,0.1514,0.253,False,False
F(초기40% 10일분할),80,13,0.1382,0.0263,-0.2602,0.1514,0.253,False,False
F(초기40% 10일분할),80,14,0.1382,0.0263,-0.2602,0.1514,0.253,False,False
F(초기40% 10일분할),80,15,0.1382,0.0263,-0.2602,0.1514,0.253,False,False
F(초기40% 10일분할),80,16,0.1992,0.0371,-0.2612,0.1521,0.323,False,False
F(초기40% 10일분할),80,17,0.1911,0.0357,-0.2885,0.1574,0.309,False,False
F(초기40% 10일분할),80,18,0.1911,0.0357,-0.2885,0.1574,0.309,False,False
F(초기40% 10일분할),80,19,0.2424,0.0445,-0.2885,0.1604,0.36,False,False
F(초기40% 10일분할),80,20,0.2424,0.0445,-0.2885,0.1604,0.36,False,False
F(초기40% 10일분할),80,21,0.2424,0.0445,-0.2885,0.1604,0.36,False,False
F(초기40% 10일분할),80,22,0.2561,0.0468,-0.2885,0.1606,0.374,False,False
F(초기40% 10일분할),80,23,0.2561,0.0468,-0.2885,0.1606,0.374,False,False
F(초기40% 10일분할),80,24,0.2303,0.0425,-0.2931,0.1622,0.346,False,False
F(초기40% 10일분할),80,25,0.2303,0.0425,-0.2931,0.1622,0.346,False,False
F(초기40% 10일분할),80,26,0.2303,0.0425,-0.2931,0.1622,0.346,False,False
F(초기40% 10일분할),80,27,0.2303,0.0425,-0.2931,0.1622,0.346,False,False
F(초기40% 10일분할),80,28,0.437,0.0754,-0.2931,0.1923,0.485,False,False
F(초기40% 10일분할),80,29,0.4221,0.0732,-0.2931,0.2035,0.458,False,False
F(초기40% 10일분할),80,30,0.3809,0.0669,-0.2931,0.21,0.422,False,False
F(초기40% 10일분할),80,31,0.3809,0.0669,-0.2931,0.21,0.422,False,False
F(초기40% 10일분할),80,32,0.3809,0.0669,-0.2931,0.21,0.422,False,False
F(초기40% 10일분할),80,33,0.3809,0.0669,-0.2931,0.21,0.422,False,False
F(초기40% 10일분할),80,34,0.0036,0.0007,-0.3435,0.235,0.12,False,False
F(초기40% 10일분할),80,35,0.0036,0.0007,-0.3435,0.235,0.12,False,False
F(초기40% 10일분할),80,36,0.0195,0.0039,-0.3435,0.2354,0.134,False,False
F(초기40% 10일분할),80,37,0.3038,0.0547,-0.3736,0.2564,0.342,False,False
F(초기40% 10일분할),80,38,0.3038,0.0547,-0.3736,0.2564,0.342,False,False
F(초기40% 10일분할),80,39,0.307,0.0552,-0.3736,0.2564,0.344,False,False
F(초기40% 10일분할),80,40,0.3262,0.0583,-0.3736,0.2565,0.356,False,False
F(초기40% 10일분할),80,41,0.4343,0.075,-0.3863,0.2632,0.415,False,False
F(초기40% 10일분할),80,42,0.381,0.0669,-0.3863,0.264,0.385,False,False
F(초기40% 10일분할),80,43,0.381,0.0669,-0.3863,0.264,0.385,False,False
F(초기40% 10일분할),80,44,0.3408,0.0606,-0.3863,0.265,0.362,False,False
F(초기40% 10일분할),80,45,0.2737,0.0497,-0.3863,0.2669,0.321,False,False
F(초기40% 10일분할),81,10,0.1429,0.0271,-0.256,0.166,0.25,False,False
F(초기40% 10일분할),81,11,0.1364,0.026,-0.2602,0.1665,0.243,False,False
F(초기40% 10일분할),81,12,0.1364,0.026,-0.2602,0.1665,0.243,False,False
F(초기40% 10일분할),81,13,0.1364,0.026,-0.2602,0.1665,0.243,False,False
F(초기40% 10일분할),81,14,0.1364,0.026,-0.2602,0.1665,0.243,False,False
F(초기40% 10일분할),81,15,0.1364,0.026,-0.2602,0.1665,0.243,False,False
F(초기40% 10일분할),81,16,0.1974,0.0368,-0.2612,0.1671,0.307,False,False
F(초기40% 10일분할),81,17,0.1776,0.0333,-0.2885,0.1684,0.286,False,False
F(초기40% 10일분할),81,18,0.1776,0.0333,-0.2885,0.1684,0.286,False,False
F(초기40% 10일분할),81,19,0.2283,0.0421,-0.2885,0.1712,0.335,False,False
F(초기40% 10일분할),81,20,0.2283,0.0421,-0.2885,0.1712,0.335,False,False
F(초기40% 10일분할),81,21,0.2283,0.0421,-0.2885,0.1712,0.335,False,False
F(초기40% 10일분할),81,22,0.2418,0.0444,-0.2885,0.1714,0.348,False,False
F(초기40% 10일분할),81,23,0.2418,0.0444,-0.2885,0.1714,0.348,False,False
F(초기40% 10일분할),81,24,0.2164,0.0401,-0.2931,0.1729,0.321,False,False
F(초기40% 10일분할),81,25,0.2164,0.0401,-0.2931,0.1729,0.321,False,False
F(초기40% 10일분할),81,26,0.2164,0.0401,-0.2931,0.1729,0.321,False,False
F(초기40% 10일분할),81,27,0.2164,0.0401,-0.2931,0.1729,0.321,False,False
F(초기40% 10일분할),81,28,0.4207,0.073,-0.2931,0.2014,0.46,False,False
F(초기40% 10일분할),81,29,0.4125,0.0717,-0.2931,0.2121,0.442,False,False
F(초기40% 10일분할),81,30,0.3841,0.0674,-0.2931,0.2122,0.422,False,False
F(초기40% 10일분할),81,31,0.3841,0.0674,-0.2931,0.2122,0.422,False,False
F(초기40% 10일분할),81,32,0.3841,0.0674,-0.2931,0.2122,0.422,False,False
F(초기40% 10일분할),81,33,0.3841,0.0674,-0.2931,0.2122,0.422,False,False
F(초기40% 10일분할),81,34,0.0059,0.0012,-0.3435,0.237,0.123,False,False
F(초기40% 10일분할),81,35,0.0059,0.0012,-0.3435,0.237,0.123,False,False
F(초기40% 10일분할),81,36,0.0059,0.0012,-0.3435,0.237,0.123,False,False
F(초기40% 10일분할),81,37,0.2795,0.0507,-0.3736,0.2578,0.327,False,False
F(초기40% 10일분할),81,38,0.2795,0.0507,-0.3736,0.2578,0.327,False,False
F(초기40% 10일분할),81,39,0.2826,0.0512,-0.3736,0.2579,0.329,False,False
F(초기40% 10일분할),81,40,0.3014,0.0543,-0.3736,0.258,0.34,False,False
F(초기40% 10일분할),81,41,0.4075,0.071,-0.3863,0.2646,0.4,False,False
F(초기40% 10일분할),81,42,0.3553,0.0629,-0.3863,0.2655,0.37,False,False
