initial_allocation,ramp_days,buy_interval_days,buy_step,resell_level,crash_level,total_return,cagr,max_drawdown,annualized_vol,sharpe_like
0.1,1,3,0.05,60,10,0.6758,0.0872,-0.185,0.1114,0.809
0.1,1,3,0.05,60,15,0.6574,0.0853,-0.1851,0.1169,0.761
0.1,1,3,0.05,60,20,0.6709,0.0867,-0.189,0.1245,0.732
0.1,1,3,0.05,60,25,0.8294,0.1028,-0.189,0.1295,0.823
0.1,1,3,0.05,60,30,0.9362,0.113,-0.189,0.1321,0.879
0.1,1,3,0.05,65,10,0.8138,0.1012,-0.208,0.1252,0.836
0.1,1,3,0.05,65,15,0.8278,0.1026,-0.208,0.1285,0.827
0.1,1,3,0.05,65,20,0.8514,0.1049,-0.2083,0.134,0.814
0.1,1,3,0.05,65,25,1.0114,0.1198,-0.2083,0.1384,0.89
0.1,1,3,0.05,65,30,1.2145,0.1374,-0.2083,0.1405,0.99
0.1,1,3,0.05,70,10,0.7624,0.0961,-0.2337,0.1447,0.709
0.1,1,3,0.05,70,15,0.7624,0.0961,-0.2337,0.1447,0.709
0.1,1,3,0.05,70,20,0.7822,0.0981,-0.2288,0.1454,0.719
0.1,1,3,0.05,70,25,0.8705,0.1068,-0.2543,0.1489,0.758
0.1,1,3,0.05,70,30,0.98,0.117,-0.2543,0.1501,0.815
0.1,1,3,0.05,75,10,1.0559,0.1238,-0.238,0.1506,0.854
0.1,1,3,0.05,75,15,1.0559,0.1238,-0.238,0.1506,0.854
0.1,1,3,0.05,75,20,1.0643,0.1246,-0.2349,0.1507,0.857
0.1,1,3,0.05,75,25,1.1371,0.1309,-0.2543,0.1535,0.881
0.1,1,3,0.05,75,30,1.1797,0.1345,-0.2543,0.1538,0.9
0.1,1,3,0.05,80,10,1.2207,0.1379,-0.2543,0.1599,0.891
0.1,1,3,0.05,80,15,1.2207,0.1379,-0.2543,0.1599,0.891
0.1,1,3,0.05,80,20,1.2207,0.1379,-0.2543,0.1599,0.891
0.1,1,3,0.05,80,25,1.2951,0.144,-0.2543,0.1607,0.921
0.1,1,3,0.05,80,30,1.293,0.1439,-0.2543,0.1607,0.92
0.1,1,3,0.05,85,10,1.2683,0.1419,-0.2543,0.1647,0.891
0.1,1,3,0.05,85,15,1.2683,0.1419,-0.2543,0.1647,0.891
0.1,1,3,0.05,85,20,1.2683,0.1419,-0.2543,0.1647,0.891
0.1,1,3,0.05,85,25,1.2683,0.1419,-0.2543,0.1647,0.891
0.1,1,3,0.05,85,30,1.2683,0.1419,-0.2543,0.1647,0.891
0.1,1,3,0.05,90,10,1.2683,0.1419,-0.2543,0.1647,0.891
0.1,1,3,0.05,90,15,1.2683,0.1419,-0.2543,0.1647,0.891
0.1,1,3,0.05,90,20,1.2683,0.1419,-0.2543,0.1647,0.891
0.1,1,3,0.05,90,25,1.2683,0.1419,-0.2543,0.1647,0.891
0.1,1,3,0.05,90,30,1.2683,0.1419,-0.2543,0.1647,0.891
0.1,1,3,0.1,60,10,0.7506,0.0949,-0.189,0.1267,0.782
0.1,1,3,0.1,60,15,0.7455,0.0944,-0.189,0.1282,0.771
0.1,1,3,0.1,60,20,0.7675,0.0966,-0.189,0.1309,0.773
0.1,1,3,0.1,60,25,0.8819,0.1078,-0.189,0.1335,0.837
0.1,1,3,0.1,60,30,0.9518,0.1144,-0.189,0.1356,0.87
0.1,1,3,0.1,65,10,0.9925,0.1181,-0.2083,0.1391,0.875
0.1,1,3,0.1,65,15,0.9912,0.118,-0.2083,0.1392,0.874
0.1,1,3,0.1,65,20,1.0265,0.1212,-0.2083,0.1405,0.888
0.1,1,3,0.1,65,25,1.1337,0.1306,-0.2083,0.1427,0.935
0.1,1,3,0.1,65,30,1.2695,0.142,-0.2083,0.144,0.997
0.1,1,3,0.1,70,10,1.0032,0.1191,-0.2543,0.152,0.819
0.1,1,3,0.1,70,15,1.0032,0.1191,-0.2543,0.152,0.819
0.1,1,3,0.1,70,20,1.0032,0.1191,-0.2543,0.152,0.819
0.1,1,3,0.1,70,25,1.0703,0.1251,-0.2543,0.1534,0.848
0.1,1,3,0.1,70,30,1.1195,0.1294,-0.2543,0.1538,0.871
0.1,1,3,0.1,75,10,1.2584,0.1411,-0.2543,0.1563,0.926
0.1,1,3,0.1,75,15,1.2584,0.1411,-0.2543,0.1563,0.926
0.1,1,3,0.1,75,20,1.2584,0.1411,-0.2543,0.1563,0.926
0.1,1,3,0.1,75,25,1.2871,0.1434,-0.2543,0.1571,0.935
0.1,1,3,0.1,75,30,1.286,0.1433,-0.2543,0.1571,0.934
0.1,1,3,0.1,80,10,1.3202,0.1461,-0.2543,0.1625,0.923
0.1,1,3,0.1,80,15,1.3202,0.1461,-0.2543,0.1625,0.923
0.1,1,3,0.1,80,20,1.3202,0.1461,-0.2543,0.1625,0.923
0.1,1,3,0.1,80,25,1.3273,0.1466,-0.2543,0.1626,0.926
0.1,1,3,0.1,80,30,1.3265,0.1466,-0.2543,0.1626,0.926
0.1,1,3,0.1,85,10,1.3125,0.1454,-0.2543,0.1653,0.907
0.1,1,3,0.1,85,15,1.3125,0.1454,-0.2543,0.1653,0.907
0.1,1,3,0.1,85,20,1.3125,0.1454,-0.2543,0.1653,0.907
0.1,1,3,0.1,85,25,1.3125,0.1454,-0.2543,0.1653,0.907
0.1,1,3,0.1,85,30,1.3125,0.1454,-0.2543,0.1653,0.907
0.1,1,3,0.1,90,10,1.3125,0.1454,-0.2543,0.1653,0.907
0.1,1,3,0.1,90,15,1.3125,0.1454,-0.2543,0.1653,0.907
0.1,1,3,0.1,90,20,1.3125,0.1454,-0.2543,0.1653,0.907
0.1,1,3,0.1,90,25,1.3125,0.1454,-0.2543,0.1653,0.907
0.1,1,3,0.1,90,30,1.3125,0.1454,-0.2543,0.1653,0.907
0.1,1,3,0.15,60,10,0.8123,0.1011,-0.189,0.1335,0.791
0.1,1,3,0.15,60,15,0.8207,0.1019,-0.189,0.1337,0.796
0.1,1,3,0.15,60,20,0.8418,0.104,-0.189,0.1347,0.805
0.1,1,3,0.15,60,25,0.9027,0.1098,-0.189,0.1363,0.835
0.1,1,3,0.15,60,30,0.9553,0.1147,-0.189,0.1378,0.86
0.1,1,3,0.15,65,10,1.0564,0.1239,-0.2083,0.1447,0.882
0.1,1,3,0.15,65,15,1.0564,0.1239,-0.2083,0.1447,0.882
0.1,1,3,0.15,65,20,1.0844,0.1263,-0.2083,0.145,0.896
0.1,1,3,0.15,65,25,1.1422,0.1313,-0.2083,0.1463,0.92
0.1,1,3,0.15,65,30,1.2229,0.1381,-0.2083,0.147,0.957
0.1,1,3,0.15,70,10,1.1215,0.1296,-0.2543,0.1549,0.867
0.1,1,3,0.15,70,15,1.1215,0.1296,-0.2543,0.1549,0.867
0.1,1,3,0.15,70,20,1.1215,0.1296,-0.2543,0.1549,0.867
0.1,1,3,0.15,70,25,1.1492,0.1319,-0.2543,0.1555,0.878
0.1,1,3,0.15,70,30,1.166,0.1334,-0.2543,0.1556,0.885
0.1,1,3,0.15,75,10,1.3222,0.1462,-0.2543,0.1587,0.942
0.1,1,3,0.15,75,15,1.3222,0.1462,-0.2543,0.1587,0.942
0.1,1,3,0.15,75,20,1.3222,0.1462,-0.2543,0.1587,0.942
0.1,1,3,0.15,75,25,1.3253,0.1465,-0.2543,0.1589,0.943
0.1,1,3,0.15,75,30,1.3253,0.1465,-0.2543,0.1589,0.943
0.1,1,3,0.15,80,10,1.3534,0.1487,-0.2543,0.1634,0.933
0.1,1,3,0.15,80,15,1.3534,0.1487,-0.2543,0.1634,0.933
0.1,1,3,0.15,80,20,1.3534,0.1487,-0.2543,0.1634,0.933
0.1,1,3,0.15,80,25,1.3534,0.1487,-0.2543,0.1634,0.933
0.1,1,3,0.15,80,30,1.3534,0.1487,-0.2543,0.1634,0.933
0.1,1,3,0.15,85,10,1.3345,0.1472,-0.2543,0.1654,0.916
0.1,1,3,0.15,85,15,1.3345,0.1472,-0.2543,0.1654,0.916
0.1,1,3,0.15,85,20,1.3345,0.1472,-0.2543,0.1654,0.916
0.1,1,3,0.15,85,25,1.3345,0.1472,-0.2543,0.1654,0.916
0.1,1,3,0.15,85,30,1.3345,0.1472,-0.2543,0.1654,0.916
0.1,1,3,0.15,90,10,1.3345,0.1472,-0.2543,0.1654,0.916
0.1,1,3,0.15,90,15,1.3345,0.1472,-0.2543,0.1654,0.916
0.1,1,3,0.15,90,20,1.3345,0.1472,-0.2543,0.1654,0.916
0.1,1,3,0.15,90,25,1.3345,0.1472,-0.2543,0.1654,0.916
0.1,1,3,0.15,90,30,1.3345,0.1472,-0.2543,0.1654,0.916
0.1,1,3,0.2,60,10,0.8528,0.105,-0.189,0.1377,0.797
0.1,1,3,0.2,60,15,0.8528,0.105,-0.189,0.1377,0.797
0.1,1,3,0.2,60,20,0.8607,0.1058,-0.189,0.1377,0.802
0.1,1,3,0.2,60,25,0.9093,0.1104,-0.189,0.1388,0.827
0.1,1,3,0.2,60,30,0.9632,0.1155,-0.189,0.1399,0.854
0.1,1,3,0.2,65,10,1.0793,0.1259,-0.2083,0.148,0.878
0.1,1,3,0.2,65,15,1.0793,0.1259,-0.2083,0.148,0.878
0.1,1,3,0.2,65,20,1.0802,0.126,-0.2083,0.1481,0.878
0.1,1,3,0.2,65,25,1.1222,0.1296,-0.2083,0.1489,0.896
0.1,1,3,0.2,65,30,1.1815,0.1347,-0.2083,0.1495,0.923
0.1,1,3,0.2,70,10,1.1652,0.1333,-0.2543,0.1565,0.881
0.1,1,3,0.2,70,15,1.1652,0.1333,-0.2543,0.1565,0.881
0.1,1,3,0.2,70,20,1.1652,0.1333,-0.2543,0.1565,0.881
0.1,1,3,0.2,70,25,1.1754,0.1342,-0.2543,0.1567,0.885
0.1,1,3,0.2,70,30,1.1848,0.135,-0.2543,0.1568,0.889
0.1,1,3,0.2,75,10,1.3593,0.1492,-0.2543,0.1601,0.952
0.1,1,3,0.2,75,15,1.3593,0.1492,-0.2543,0.1601,0.952
0.1,1,3,0.2,75,20,1.3593,0.1492,-0.2543,0.1601,0.952
0.1,1,3,0.2,75,25,1.3538,0.1487,-0.2543,0.1601,0.949
0.1,1,3,0.2,75,30,1.3538,0.1487,-0.2543,0.1601,0.949
0.1,1,3,0.2,80,10,1.3589,0.1491,-0.2543,0.1638,0.934
0.1,1,3,0.2,80,15,1.3589,0.1491,-0.2543,0.1638,0.934
0.1,1,3,0.2,80,20,1.3589,0.1491,-0.2543,0.1638,0.934
0.1,1,3,0.2,80,25,1.3589,0.1491,-0.2543,0.1638,0.934
0.1,1,3,0.2,80,30,1.3589,0.1491,-0.2543,0.1638,0.934
0.1,1,3,0.2,85,10,1.346,0.1481,-0.2543,0.1654,0.921
0.1,1,3,0.2,85,15,1.346,0.1481,-0.2543,0.1654,0.921
0.1,1,3,0.2,85,20,1.346,0.1481,-0.2543,0.1654,0.921
0.1,1,3,0.2,85,25,1.346,0.1481,-0.2543,0.1654,0.921
0.1,1,3,0.2,85,30,1.346,0.1481,-0.2543,0.1654,0.921
0.1,1,3,0.2,90,10,1.346,0.1481,-0.2543,0.1654,0.921
0.1,1,3,0.2,90,15,1.346,0.1481,-0.2543,0.1654,0.921
0.1,1,3,0.2,90,20,1.346,0.1481,-0.2543,0.1654,0.921
0.1,1,3,0.2,90,25,1.346,0.1481,-0.2543,0.1654,0.921
0.1,1,3,0.2,90,30,1.346,0.1481,-0.2543,0.1654,0.921
0.1,1,3,0.25,60,10,0.8847,0.1081,-0.189,0.1405,0.804
0.1,1,3,0.25,60,15,0.8847,0.1081,-0.189,0.1405,0.804
0.1,1,3,0.25,60,20,0.885,0.1081,-0.189,0.1405,0.804
0.1,1,3,0.25,60,25,0.9284,0.1122,-0.189,0.1413,0.826
0.1,1,3,0.25,60,30,0.9763,0.1167,-0.189,0.142,0.851
0.1,1,3,0.25,65,10,1.0891,0.1267,-0.2108,0.1501,0.873
0.1,1,3,0.25,65,15,1.0891,0.1267,-0.2108,0.1501,0.873
0.1,1,3,0.25,65,20,1.0891,0.1267,-0.2108,0.1501,0.873
0.1,1,3,0.25,65,25,1.121,0.1295,-0.2109,0.1506,0.887
0.1,1,3,0.25,65,30,1.1636,0.1332,-0.2109,0.1511,0.906
0.1,1,3,0.25,70,10,1.1735,0.134,-0.2543,0.1576,0.88
0.1,1,3,0.25,70,15,1.1735,0.134,-0.2543,0.1576,0.88
0.1,1,3,0.25,70,20,1.1735,0.134,-0.2543,0.1576,0.88
0.1,1,3,0.25,70,25,1.1706,0.1338,-0.2543,0.1577,0.878
0.1,1,3,0.25,70,30,1.171,0.1338,-0.2543,0.1577,0.878
0.1,1,3,0.25,75,10,1.3496,0.1484,-0.2543,0.161,0.943
0.1,1,3,0.25,75,15,1.3496,0.1484,-0.2543,0.161,0.943
0.1,1,3,0.25,75,20,1.3496,0.1484,-0.2543,0.161,0.943
0.1,1,3,0.25,75,25,1.3495,0.1484,-0.2543,0.161,0.943
0.1,1,3,0.25,75,30,1.3495,0.1484,-0.2543,0.161,0.943
0.1,1,3,0.25,80,10,1.3641,0.1495,-0.2543,0.164,0.935
0.1,1,3,0.25,80,15,1.3641,0.1495,-0.2543,0.164,0.935
0.1,1,3,0.25,80,20,1.3641,0.1495,-0.2543,0.164,0.935
0.1,1,3,0.25,80,25,1.3641,0.1495,-0.2543,0.164,0.935
0.1,1,3,0.25,80,30,1.3641,0.1495,-0.2543,0.164,0.935
0.1,1,3,0.25,85,10,1.3552,0.1488,-0.2543,0.1655,0.925
0.1,1,3,0.25,85,15,1.3552,0.1488,-0.2543,0.1655,0.925
0.1,1,3,0.25,85,20,1.3552,0.1488,-0.2543,0.1655,0.925
0.1,1,3,0.25,85,25,1.3552,0.1488,-0.2543,0.1655,0.925
0.1,1,3,0.25,85,30,1.3552,0.1488,-0.2543,0.1655,0.925
0.1,1,3,0.25,90,10,1.3552,0.1488,-0.2543,0.1655,0.925
0.1,1,3,0.25,90,15,1.3552,0.1488,-0.2543,0.1655,0.925
0.1,1,3,0.25,90,20,1.3552,0.1488,-0.2543,0.1655,0.925
0.1,1,3,0.25,90,25,1.3552,0.1488,-0.2543,0.1655,0.925
0.1,1,3,0.25,90,30,1.3552,0.1488,-0.2543,0.1655,0.925
0.1,1,5,0.05,60,10,0.602,0.0793,-0.1379,0.0988,0.824
0.1,1,5,0.05,60,15,0.5325,0.0716,-0.1706,0.1098,0.687
0.1,1,5,0.05,60,20,0.6012,0.0792,-0.189,0.1207,0.694
0.1,1,5,0.05,60,25,0.8256,0.1024,-0.189,0.1272,0.833
0.1,1,5,0.05,60,30,0.9795,0.1169,-0.189,0.1303,0.917
0.1,1,5,0.05,65,10,0.7283,0.0927,-0.1764,0.1095,0.867
0.1,1,5,0.05,65,15,0.7151,0.0913,-0.181,0.1199,0.791
0.1,1,5,0.05,65,20,0.7099,0.0908,-0.2083,0.1296,0.738
0.1,1,5,0.05,65,25,0.9438,0.1137,-0.2083,0.1357,0.864
0.1,1,5,0.05,65,30,1.2125,0.1373,-0.2083,0.1392,0.997
0.1,1,5,0.05,70,10,0.5872,0.0777,-0.2251,0.1345,0.626
0.1,1,5,0.05,70,15,0.5803,0.0769,-0.2251,0.1346,0.62
0.1,1,5,0.05,70,20,0.6206,0.0813,-0.2277,0.139,0.634
0.1,1,5,0.05,70,25,0.7868,0.0986,-0.2543,0.1459,0.72
0.1,1,5,0.05,70,30,0.9542,0.1146,-0.2543,0.1484,0.808
0.1,1,5,0.05,75,10,0.8727,0.107,-0.2268,0.1429,0.785
0.1,1,5,0.05,75,15,0.8697,0.1067,-0.2268,0.143,0.783
0.1,1,5,0.05,75,20,0.8822,0.1079,-0.2277,0.1456,0.779
0.1,1,5,0.05,75,25,1.0162,0.1203,-0.2543,0.1511,0.83
0.1,1,5,0.05,75,30,1.1517,0.1321,-0.2543,0.1522,0.895
0.1,1,5,0.05,80,10,1.1193,0.1294,-0.2543,0.1569,0.857
0.1,1,5,0.05,80,15,1.1193,0.1294,-0.2543,0.1569,0.857
0.1,1,5,0.05,80,20,1.1193,0.1294,-0.2543,0.1569,0.857
0.1,1,5,0.05,80,25,1.2908,0.1437,-0.2543,0.1595,0.925
0.1,1,5,0.05,80,30,1.3105,0.1453,-0.2543,0.1597,0.932
0.1,1,5,0.05,85,10,1.253,0.1406,-0.2543,0.1645,0.885
0.1,1,5,0.05,85,15,1.253,0.1406,-0.2543,0.1645,0.885
0.1,1,5,0.05,85,20,1.253,0.1406,-0.2543,0.1645,0.885
0.1,1,5,0.05,85,25,1.253,0.1406,-0.2543,0.1645,0.885
0.1,1,5,0.05,85,30,1.253,0.1406,-0.2543,0.1645,0.885
0.1,1,5,0.05,90,10,1.253,0.1406,-0.2543,0.1645,0.885
0.1,1,5,0.05,90,15,1.253,0.1406,-0.2543,0.1645,0.885
0.1,1,5,0.05,90,20,1.253,0.1406,-0.2543,0.1645,0.885
0.1,1,5,0.05,90,25,1.253,0.1406,-0.2543,0.1645,0.885
0.1,1,5,0.05,90,30,1.253,0.1406,-0.2543,0.1645,0.885
0.1,1,5,0.1,60,10,0.6858,0.0883,-0.189,0.1153,0.794
0.1,1,5,0.1,60,15,0.6662,0.0862,-0.189,0.1199,0.752
0.1,1,5,0.1,60,20,0.6829,0.088,-0.189,0.1262,0.734
0.1,1,5,0.1,60,25,0.8381,0.1036,-0.189,0.1305,0.823
0.1,1,5,0.1,60,30,0.9341,0.1128,-0.189,0.133,0.873
0.1,1,5,0.1,65,10,0.8819,0.1078,-0.2083,0.1285,0.864
0.1,1,5,0.1,65,15,0.8793,0.1076,-0.2083,0.1308,0.85
0.1,1,5,0.1,65,20,0.8995,0.1095,-0.2083,0.1353,0.839
0.1,1,5,0.1,65,25,1.0487,0.1232,-0.2083,0.1391,0.908
0.1,1,5,0.1,65,30,1.2317,0.1389,-0.2083,0.141,0.996
0.1,1,5,0.1,70,10,0.8009,0.1,-0.238,0.1469,0.724
0.1,1,5,0.1,70,15,0.8009,0.1,-0.238,0.1469,0.724
0.1,1,5,0.1,70,20,0.8097,0.1008,-0.2364,0.147,0.729
0.1,1,5,0.1,70,25,0.9142,0.1109,-0.2543,0.1498,0.779
0.1,1,5,0.1,70,30,1.0118,0.1199,-0.2543,0.1509,0.829
0.1,1,5,0.1,75,10,1.0787,0.1258,-0.244,0.152,0.859
0.1,1,5,0.1,75,15,1.0787,0.1258,-0.244,0.152,0.859
0.1,1,5,0.1,75,20,1.0788,0.1258,-0.244,0.152,0.859
0.1,1,5,0.1,75,25,1.1695,0.1337,-0.2543,0.1541,0.894
0.1,1,5,0.1,75,30,1.1989,0.1361,-0.2543,0.1544,0.907
0.1,1,5,0.1,80,10,1.2481,0.1402,-0.2543,0.1604,0.901
0.1,1,5,0.1,80,15,1.2481,0.1402,-0.2543,0.1604,0.901
0.1,1,5,0.1,80,20,1.2481,0.1402,-0.2543,0.1604,0.901
0.1,1,5,0.1,80,25,1.303,0.1447,-0.2543,0.1611,0.923
0.1,1,5,0.1,80,30,1.3012,0.1445,-0.2543,0.1611,0.922
0.1,1,5,0.1,85,10,1.2753,0.1424,-0.2543,0.1648,0.894
0.1,1,5,0.1,85,15,1.2753,0.1424,-0.2543,0.1648,0.894
0.1,1,5,0.1,85,20,1.2753,0.1424,-0.2543,0.1648,0.894
0.1,1,5,0.1,85,25,1.2753,0.1424,-0.2543,0.1648,0.894
0.1,1,5,0.1,85,30,1.2753,0.1424,-0.2543,0.1648,0.894
0.1,1,5,0.1,90,10,1.2753,0.1424,-0.2543,0.1648,0.894
0.1,1,5,0.1,90,15,1.2753,0.1424,-0.2543,0.1648,0.894
0.1,1,5,0.1,90,20,1.2753,0.1424,-0.2543,0.1648,0.894
0.1,1,5,0.1,90,25,1.2753,0.1424,-0.2543,0.1648,0.894
0.1,1,5,0.1,90,30,1.2753,0.1424,-0.2543,0.1648,0.894
0.1,1,5,0.15,60,10,0.7352,0.0934,-0.189,0.1242,0.784
0.1,1,5,0.15,60,15,0.7173,0.0915,-0.189,0.1263,0.759
0.1,1,5,0.15,60,20,0.7481,0.0947,-0.189,0.1297,0.765
0.1,1,5,0.15,60,25,0.8767,0.1073,-0.189,0.1327,0.837
0.1,1,5,0.15,60,30,0.9532,0.1145,-0.189,0.135,0.874
0.1,1,5,0.15,65,10,0.983,0.1173,-0.2083,0.1365,0.884
0.1,1,5,0.15,65,15,0.9746,0.1165,-0.2083,0.1369,0.876
0.1,1,5,0.15,65,20,1.0052,0.1193,-0.2083,0.139,0.883
0.1,1,5,0.15,65,25,1.1256,0.1299,-0.2083,0.1416,0.937
0.1,1,5,0.15,65,30,1.2715,0.1421,-0.2083,0.1431,1.004
0.1,1,5,0.15,70,10,0.9543,0.1146,-0.2528,0.1509,0.797
0.1,1,5,0.15,70,15,0.9543,0.1146,-0.2528,0.1509,0.797
0.1,1,5,0.15,70,20,0.9543,0.1146,-0.2528,0.1509,0.797
0.1,1,5,0.15,70,25,1.0415,0.1225,-0.2543,0.1526,0.837
0.1,1,5,0.15,70,30,1.1103,0.1286,-0.2543,0.1532,0.869
0.1,1,5,0.15,75,10,1.1993,0.1362,-0.2543,0.1552,0.903
0.1,1,5,0.15,75,15,1.1993,0.1362,-0.2543,0.1552,0.903
0.1,1,5,0.15,75,20,1.1993,0.1362,-0.2543,0.1552,0.903
0.1,1,5,0.15,75,25,1.2554,0.1408,-0.2543,0.1564,0.924
0.1,1,5,0.15,75,30,1.259,0.1411,-0.2543,0.1564,0.925
0.1,1,5,0.15,80,10,1.2933,0.1439,-0.2543,0.1621,0.914
0.1,1,5,0.15,80,15,1.2933,0.1439,-0.2543,0.1621,0.914
0.1,1,5,0.15,80,20,1.2933,0.1439,-0.2543,0.1621,0.914
0.1,1,5,0.15,80,25,1.3087,0.1451,-0.2543,0.1623,0.919
0.1,1,5,0.15,80,30,1.3078,0.1451,-0.2543,0.1623,0.919
0.1,1,5,0.15,85,10,1.2979,0.1443,-0.2543,0.1652,0.901
0.1,1,5,0.15,85,15,1.2979,0.1443,-0.2543,0.1652,0.901
0.1,1,5,0.15,85,20,1.2979,0.1443,-0.2543,0.1652,0.901
0.1,1,5,0.15,85,25,1.2979,0.1443,-0.2543,0.1652,0.901
0.1,1,5,0.15,85,30,1.2979,0.1443,-0.2543,0.1652,0.901
0.1,1,5,0.15,90,10,1.2979,0.1443,-0.2543,0.1652,0.901
0.1,1,5,0.15,90,15,1.2979,0.1443,-0.2543,0.1652,0.901
0.1,1,5,0.15,90,20,1.2979,0.1443,-0.2543,0.1652,0.901
0.1,1,5,0.15,90,25,1.2979,0.1443,-0.2543,0.1652,0.901
0.1,1,5,0.15,90,30,1.2979,0.1443,-0.2543,0.1652,0.901
0.1,1,5,0.2,60,10,0.7712,0.097,-0.189,0.1293,0.783
0.1,1,5,0.2,60,15,0.7628,0.0962,-0.189,0.1302,0.773
0.1,1,5,0.2,60,20,0.8035,0.1002,-0.189,0.132,0.793
0.1,1,5,0.2,60,25,0.905,0.11,-0.189,0.1343,0.847
0.1,1,5,0.2,60,30,0.9607,0.1152,-0.189,0.1362,0.872
0.1,1,5,0.2,65,10,1.0159,0.1203,-0.2083,0.1412,0.878
0.1,1,5,0.2,65,15,1.0152,0.1202,-0.2083,0.1412,0.877
0.1,1,5,0.2,65,20,1.0664,0.1248,-0.2083,0.142,0.902
0.1,1,5,0.2,65,25,1.1538,0.1323,-0.2083,0.1439,0.939
0.1,1,5,0.2,65,30,1.2616,0.1413,-0.2083,0.145,0.988
0.1,1,5,0.2,70,10,1.098,0.1275,-0.2543,0.1532,0.863
0.1,1,5,0.2,70,15,1.098,0.1275,-0.2543,0.1532,0.863
0.1,1,5,0.2,70,20,1.098,0.1275,-0.2543,0.1532,0.863
0.1,1,5,0.2,70,25,1.1499,0.132,-0.2543,0.1543,0.884
0.1,1,5,0.2,70,30,1.1827,0.1348,-0.2543,0.1546,0.898
0.1,1,5,0.2,75,10,1.2664,0.1417,-0.2543,0.1572,0.925
0.1,1,5,0.2,75,15,1.2664,0.1417,-0.2543,0.1572,0.925
0.1,1,5,0.2,75,20,1.2664,0.1417,-0.2543,0.1572,0.925
0.1,1,5,0.2,75,25,1.2932,0.1439,-0.2543,0.1577,0.935
0.1,1,5,0.2,75,30,1.2925,0.1438,-0.2543,0.1577,0.934
0.1,1,5,0.2,80,10,1.3201,0.146,-0.2543,0.1629,0.922
0.1,1,5,0.2,80,15,1.3201,0.146,-0.2543,0.1629,0.922
0.1,1,5,0.2,80,20,1.3201,0.146,-0.2543,0.1629,0.922
0.1,1,5,0.2,80,25,1.3208,0.1461,-0.2543,0.1629,0.922
0.1,1,5,0.2,80,30,1.3207,0.1461,-0.2543,0.1629,0.922
0.1,1,5,0.2,85,10,1.3187,0.1459,-0.2543,0.1653,0.91
0.1,1,5,0.2,85,15,1.3187,0.1459,-0.2543,0.1653,0.91
0.1,1,5,0.2,85,20,1.3187,0.1459,-0.2543,0.1653,0.91
0.1,1,5,0.2,85,25,1.3187,0.1459,-0.2543,0.1653,0.91
0.1,1,5,0.2,85,30,1.3187,0.1459,-0.2543,0.1653,0.91
0.1,1,5,0.2,90,10,1.3187,0.1459,-0.2543,0.1653,0.91
0.1,1,5,0.2,90,15,1.3187,0.1459,-0.2543,0.1653,0.91
0.1,1,5,0.2,90,20,1.3187,0.1459,-0.2543,0.1653,0.91
0.1,1,5,0.2,90,25,1.3187,0.1459,-0.2543,0.1653,0.91
0.1,1,5,0.2,90,30,1.3187,0.1459,-0.2543,0.1653,0.91
0.1,1,5,0.25,60,10,0.8029,0.1002,-0.189,0.1329,0.788
0.1,1,5,0.25,60,15,0.8067,0.1006,-0.189,0.1329,0.79
0.1,1,5,0.25,60,20,0.8367,0.1035,-0.189,0.134,0.805
0.1,1,5,0.25,60,25,0.9058,0.1101,-0.189,0.1358,0.84
0.1,1,5,0.25,60,30,0.9543,0.1146,-0.189,0.1374,0.862
0.1,1,5,0.25,65,10,1.0695,0.125,-0.2083,0.1442,0.892
0.1,1,5,0.25,65,15,1.0695,0.125,-0.2083,0.1442,0.892
0.1,1,5,0.25,65,20,1.1088,0.1285,-0.2083,0.1445,0.912
0.1,1,5,0.25,65,25,1.1616,0.133,-0.2083,0.1459,0.932
0.1,1,5,0.25,65,30,1.2473,0.1401,-0.2083,0.1467,0.971
0.1,1,5,0.25,70,10,1.1377,0.1309,-0.2543,0.1547,0.876
0.1,1,5,0.25,70,15,1.1377,0.1309,-0.2543,0.1547,0.876
0.1,1,5,0.25,70,20,1.1377,0.1309,-0.2543,0.1547,0.876
0.1,1,5,0.25,70,25,1.1723,0.1339,-0.2543,0.1554,0.889
0.1,1,5,0.25,70,30,1.1908,0.1355,-0.2543,0.1556,0.897
0.1,1,5,0.25,75,10,1.2995,0.1444,-0.2543,0.1584,0.934
0.1,1,5,0.25,75,15,1.2995,0.1444,-0.2543,0.1584,0.934
0.1,1,5,0.25,75,20,1.2995,0.1444,-0.2543,0.1584,0.934
0.1,1,5,0.25,75,25,1.3099,0.1452,-0.2543,0.1586,0.938
0.1,1,5,0.25,75,30,1.3098,0.1452,-0.2543,0.1586,0.938
0.1,1,5,0.25,80,10,1.3358,0.1473,-0.2543,0.1634,0.926
0.1,1,5,0.25,80,15,1.3358,0.1473,-0.2543,0.1634,0.926
0.1,1,5,0.25,80,20,1.3358,0.1473,-0.2543,0.1634,0.926
0.1,1,5,0.25,80,25,1.3358,0.1473,-0.2543,0.1634,0.926
0.1,1,5,0.25,80,30,1.3358,0.1473,-0.2543,0.1634,0.926
0.1,1,5,0.25,85,10,1.3296,0.1468,-0.2543,0.1653,0.914
0.1,1,5,0.25,85,15,1.3296,0.1468,-0.2543,0.1653,0.914
0.1,1,5,0.25,85,20,1.3296,0.1468,-0.2543,0.1653,0.914
