initial_allocation,ramp_days,buy_interval_days,buy_step,resell_level,crash_level,total_return,cagr,max_drawdown,annualized_vol,sharpe_like
0.2,2,3,0.15,75,20,1.3238,0.1463,-0.2543,0.1588,0.943
0.2,2,3,0.15,75,25,1.3268,0.1466,-0.2543,0.1589,0.943
0.2,2,3,0.15,75,30,1.3268,0.1466,-0.2543,0.1589,0.943
0.2,2,3,0.15,80,10,1.355,0.1488,-0.2543,0.1634,0.934
0.2,2,3,0.15,80,15,1.355,0.1488,-0.2543,0.1634,0.934
0.2,2,3,0.15,80,20,1.355,0.1488,-0.2543,0.1634,0.934
0.2,2,3,0.15,80,25,1.355,0.1488,-0.2543,0.1634,0.934
0.2,2,3,0.15,80,30,1.355,0.1488,-0.2543,0.1634,0.934
0.2,2,3,0.15,85,10,1.3361,0.1473,-0.2543,0.1654,0.917
0.2,2,3,0.15,85,15,1.3361,0.1473,-0.2543,0.1654,0.917
0.2,2,3,0.15,85,20,1.3361,0.1473,-0.2543,0.1654,0.917
0.2,2,3,0.15,85,25,1.3361,0.1473,-0.2543,0.1654,0.917
0.2,2,3,0.15,85,30,1.3361,0.1473,-0.2543,0.1654,0.917
0.2,2,3,0.15,90,10,1.3361,0.1473,-0.2543,0.1654,0.917
0.2,2,3,0.15,90,15,1.3361,0.1473,-0.2543,0.1654,0.917
0.2,2,3,0.15,90,20,1.3361,0.1473,-0.2543,0.1654,0.917
0.2,2,3,0.15,90,25,1.3361,0.1473,-0.2543,0.1654,0.917
0.2,2,3,0.15,90,30,1.3361,0.1473,-0.2543,0.1654,0.917
0.2,2,3,0.2,60,10,0.8549,0.1052,-0.189,0.1377,0.798
0.2,2,3,0.2,60,15,0.8549,0.1052,-0.189,0.1377,0.798
0.2,2,3,0.2,60,20,0.8628,0.106,-0.189,0.1378,0.803
0.2,2,3,0.2,60,25,0.9114,0.1106,-0.189,0.1389,0.828
0.2,2,3,0.2,60,30,0.9654,0.1157,-0.189,0.1399,0.855
0.2,2,3,0.2,65,10,1.0817,0.1261,-0.2083,0.1481,0.879
0.2,2,3,0.2,65,15,1.0817,0.1261,-0.2083,0.1481,0.879
0.2,2,3,0.2,65,20,1.0825,0.1262,-0.2083,0.1481,0.879
0.2,2,3,0.2,65,25,1.1246,0.1298,-0.2083,0.1489,0.897
0.2,2,3,0.2,65,30,1.1839,0.1349,-0.2083,0.1495,0.924
0.2,2,3,0.2,70,10,1.1676,0.1335,-0.2543,0.1565,0.882
0.2,2,3,0.2,70,15,1.1676,0.1335,-0.2543,0.1565,0.882
0.2,2,3,0.2,70,20,1.1676,0.1335,-0.2543,0.1565,0.882
0.2,2,3,0.2,70,25,1.1779,0.1344,-0.2543,0.1568,0.886
0.2,2,3,0.2,70,30,1.1873,0.1352,-0.2543,0.1568,0.89
0.2,2,3,0.2,75,10,1.3619,0.1494,-0.2543,0.1601,0.953
0.2,2,3,0.2,75,15,1.3619,0.1494,-0.2543,0.1601,0.953
0.2,2,3,0.2,75,20,1.3619,0.1494,-0.2543,0.1601,0.953
0.2,2,3,0.2,75,25,1.3565,0.1489,-0.2543,0.1601,0.95
0.2,2,3,0.2,75,30,1.3565,0.1489,-0.2543,0.1601,0.95
0.2,2,3,0.2,80,10,1.3616,0.1493,-0.2543,0.1638,0.935
0.2,2,3,0.2,80,15,1.3616,0.1493,-0.2543,0.1638,0.935
0.2,2,3,0.2,80,20,1.3616,0.1493,-0.2543,0.1638,0.935
0.2,2,3,0.2,80,25,1.3616,0.1493,-0.2543,0.1638,0.935
0.2,2,3,0.2,80,30,1.3616,0.1493,-0.2543,0.1638,0.935
0.2,2,3,0.2,85,10,1.3487,0.1483,-0.2543,0.1655,0.922
0.2,2,3,0.2,85,15,1.3487,0.1483,-0.2543,0.1655,0.922
0.2,2,3,0.2,85,20,1.3487,0.1483,-0.2543,0.1655,0.922
0.2,2,3,0.2,85,25,1.3487,0.1483,-0.2543,0.1655,0.922
0.2,2,3,0.2,85,30,1.3487,0.1483,-0.2543,0.1655,0.922
0.2,2,3,0.2,90,10,1.3487,0.1483,-0.2543,0.1655,0.922
0.2,2,3,0.2,90,15,1.3487,0.1483,-0.2543,0.1655,0.922
0.2,2,3,0.2,90,20,1.3487,0.1483,-0.2543,0.1655,0.922
0.2,2,3,0.2,90,25,1.3487,0.1483,-0.2543,0.1655,0.922
0.2,2,3,0.2,90,30,1.3487,0.1483,-0.2543,0.1655,0.922
0.2,2,3,0.25,60,10,0.884,0.108,-0.189,0.1406,0.803
0.2,2,3,0.25,60,15,0.884,0.108,-0.189,0.1406,0.803
0.2,2,3,0.25,60,20,0.8842,0.1081,-0.189,0.1406,0.803
0.2,2,3,0.25,60,25,0.9277,0.1122,-0.189,0.1413,0.826
0.2,2,3,0.25,60,30,0.9756,0.1166,-0.189,0.142,0.85
0.2,2,3,0.25,65,10,1.0883,0.1267,-0.2108,0.1501,0.873
0.2,2,3,0.25,65,15,1.0883,0.1267,-0.2108,0.1501,0.873
0.2,2,3,0.25,65,20,1.0883,0.1267,-0.2108,0.1501,0.873
0.2,2,3,0.25,65,25,1.1202,0.1294,-0.2109,0.1506,0.887
0.2,2,3,0.25,65,30,1.1628,0.1331,-0.2109,0.1511,0.906
0.2,2,3,0.25,70,10,1.1727,0.1339,-0.2543,0.1577,0.879
0.2,2,3,0.25,70,15,1.1727,0.1339,-0.2543,0.1577,0.879
0.2,2,3,0.25,70,20,1.1727,0.1339,-0.2543,0.1577,0.879
0.2,2,3,0.25,70,25,1.1698,0.1337,-0.2543,0.1578,0.877
0.2,2,3,0.25,70,30,1.1702,0.1337,-0.2543,0.1578,0.877
0.2,2,3,0.25,75,10,1.3487,0.1483,-0.2543,0.161,0.943
0.2,2,3,0.25,75,15,1.3487,0.1483,-0.2543,0.161,0.943
0.2,2,3,0.25,75,20,1.3487,0.1483,-0.2543,0.161,0.943
0.2,2,3,0.25,75,25,1.3486,0.1483,-0.2543,0.161,0.943
0.2,2,3,0.25,75,30,1.3486,0.1483,-0.2543,0.161,0.943
0.2,2,3,0.25,80,10,1.3632,0.1495,-0.2543,0.1641,0.934
0.2,2,3,0.25,80,15,1.3632,0.1495,-0.2543,0.1641,0.934
0.2,2,3,0.25,80,20,1.3632,0.1495,-0.2543,0.1641,0.934
0.2,2,3,0.25,80,25,1.3632,0.1495,-0.2543,0.1641,0.934
0.2,2,3,0.25,80,30,1.3632,0.1495,-0.2543,0.1641,0.934
0.2,2,3,0.25,85,10,1.3543,0.1488,-0.2543,0.1655,0.924
0.2,2,3,0.25,85,15,1.3543,0.1488,-0.2543,0.1655,0.924
0.2,2,3,0.25,85,20,1.3543,0.1488,-0.2543,0.1655,0.924
0.2,2,3,0.25,85,25,1.3543,0.1488,-0.2543,0.1655,0.924
0.2,2,3,0.25,85,30,1.3543,0.1488,-0.2543,0.1655,0.924
0.2,2,3,0.25,90,10,1.3543,0.1488,-0.2543,0.1655,0.924
0.2,2,3,0.25,90,15,1.3543,0.1488,-0.2543,0.1655,0.924
0.2,2,3,0.25,90,20,1.3543,0.1488,-0.2543,0.1655,0.924
0.2,2,3,0.25,90,25,1.3543,0.1488,-0.2543,0.1655,0.924
0.2,2,3,0.25,90,30,1.3543,0.1488,-0.2543,0.1655,0.924
0.2,2,5,0.05,60,10,0.6123,0.0804,-0.1379,0.099,0.834
0.2,2,5,0.05,60,15,0.5423,0.0727,-0.1706,0.11,0.696
0.2,2,5,0.05,60,20,0.6115,0.0804,-0.189,0.1209,0.702
0.2,2,5,0.05,60,25,0.8373,0.1035,-0.189,0.1274,0.84
0.2,2,5,0.05,60,30,0.9922,0.1181,-0.189,0.1304,0.924
0.2,2,5,0.05,65,10,0.7394,0.0938,-0.1764,0.1096,0.876
0.2,2,5,0.05,65,15,0.7262,0.0925,-0.181,0.12,0.799
0.2,2,5,0.05,65,20,0.7209,0.0919,-0.2083,0.1297,0.745
0.2,2,5,0.05,65,25,0.9563,0.1148,-0.2083,0.1359,0.871
0.2,2,5,0.05,65,30,1.2267,0.1384,-0.2083,0.1393,1.004
0.2,2,5,0.05,70,10,0.5974,0.0788,-0.2251,0.1346,0.633
0.2,2,5,0.05,70,15,0.5905,0.0781,-0.2251,0.1348,0.627
0.2,2,5,0.05,70,20,0.6311,0.0825,-0.2277,0.1391,0.641
0.2,2,5,0.05,70,25,0.7983,0.0997,-0.2543,0.146,0.726
0.2,2,5,0.05,70,30,0.9668,0.1158,-0.2543,0.1485,0.815
0.2,2,5,0.05,75,10,0.8847,0.1081,-0.2268,0.1431,0.792
0.2,2,5,0.05,75,15,0.8817,0.1078,-0.2268,0.1431,0.79
0.2,2,5,0.05,75,20,0.8943,0.109,-0.2277,0.1457,0.786
0.2,2,5,0.05,75,25,1.0292,0.1214,-0.2543,0.1512,0.837
0.2,2,5,0.05,75,30,1.1656,0.1333,-0.2543,0.1523,0.901
0.2,2,5,0.05,80,10,1.1329,0.1305,-0.2543,0.157,0.863
0.2,2,5,0.05,80,15,1.1329,0.1305,-0.2543,0.157,0.863
0.2,2,5,0.05,80,20,1.1329,0.1305,-0.2543,0.157,0.863
0.2,2,5,0.05,80,25,1.3055,0.1449,-0.2543,0.1596,0.931
0.2,2,5,0.05,80,30,1.3253,0.1465,-0.2543,0.1598,0.938
0.2,2,5,0.05,85,10,1.2675,0.1418,-0.2543,0.1646,0.891
0.2,2,5,0.05,85,15,1.2675,0.1418,-0.2543,0.1646,0.891
0.2,2,5,0.05,85,20,1.2675,0.1418,-0.2543,0.1646,0.891
0.2,2,5,0.05,85,25,1.2675,0.1418,-0.2543,0.1646,0.891
0.2,2,5,0.05,85,30,1.2675,0.1418,-0.2543,0.1646,0.891
0.2,2,5,0.05,90,10,1.2675,0.1418,-0.2543,0.1646,0.891
0.2,2,5,0.05,90,15,1.2675,0.1418,-0.2543,0.1646,0.891
0.2,2,5,0.05,90,20,1.2675,0.1418,-0.2543,0.1646,0.891
0.2,2,5,0.05,90,25,1.2675,0.1418,-0.2543,0.1646,0.891
0.2,2,5,0.05,90,30,1.2675,0.1418,-0.2543,0.1646,0.891
0.2,2,5,0.1,60,10,0.6956,0.0893,-0.189,0.1155,0.801
0.2,2,5,0.1,60,15,0.6758,0.0872,-0.189,0.1202,0.759
0.2,2,5,0.1,60,20,0.6926,0.089,-0.189,0.1264,0.74
0.2,2,5,0.1,60,25,0.8487,0.1047,-0.189,0.1307,0.83
0.2,2,5,0.1,60,30,0.9453,0.1138,-0.189,0.1332,0.879
0.2,2,5,0.1,65,10,0.8928,0.1089,-0.2083,0.1287,0.87
0.2,2,5,0.1,65,15,0.8902,0.1086,-0.2083,0.131,0.856
0.2,2,5,0.1,65,20,0.9105,0.1106,-0.2083,0.1355,0.845
0.2,2,5,0.1,65,25,1.0605,0.1242,-0.2083,0.1393,0.914
0.2,2,5,0.1,65,30,1.2446,0.1399,-0.2083,0.1412,1.002
0.2,2,5,0.1,70,10,0.8114,0.101,-0.238,0.1471,0.73
0.2,2,5,0.1,70,15,0.8114,0.101,-0.238,0.1471,0.73
0.2,2,5,0.1,70,20,0.8201,0.1019,-0.2364,0.1472,0.735
0.2,2,5,0.1,70,25,0.9253,0.1119,-0.2543,0.15,0.785
0.2,2,5,0.1,70,30,1.0234,0.1209,-0.2543,0.1511,0.834
0.2,2,5,0.1,75,10,1.0907,0.1269,-0.244,0.1521,0.864
0.2,2,5,0.1,75,15,1.0907,0.1269,-0.244,0.1521,0.864
0.2,2,5,0.1,75,20,1.0908,0.1269,-0.244,0.1521,0.864
0.2,2,5,0.1,75,25,1.182,0.1347,-0.2543,0.1543,0.899
0.2,2,5,0.1,75,30,1.2116,0.1372,-0.2543,0.1546,0.912
0.2,2,5,0.1,80,10,1.2611,0.1413,-0.2543,0.1606,0.906
0.2,2,5,0.1,80,15,1.2611,0.1413,-0.2543,0.1606,0.906
0.2,2,5,0.1,80,20,1.2611,0.1413,-0.2543,0.1606,0.906
0.2,2,5,0.1,80,25,1.3163,0.1457,-0.2543,0.1612,0.928
0.2,2,5,0.1,80,30,1.3145,0.1456,-0.2543,0.1612,0.927
0.2,2,5,0.1,85,10,1.2884,0.1435,-0.2543,0.1649,0.899
0.2,2,5,0.1,85,15,1.2884,0.1435,-0.2543,0.1649,0.899
0.2,2,5,0.1,85,20,1.2884,0.1435,-0.2543,0.1649,0.899
0.2,2,5,0.1,85,25,1.2884,0.1435,-0.2543,0.1649,0.899
0.2,2,5,0.1,85,30,1.2884,0.1435,-0.2543,0.1649,0.899
0.2,2,5,0.1,90,10,1.2884,0.1435,-0.2543,0.1649,0.899
0.2,2,5,0.1,90,15,1.2884,0.1435,-0.2543,0.1649,0.899
0.2,2,5,0.1,90,20,1.2884,0.1435,-0.2543,0.1649,0.899
0.2,2,5,0.1,90,25,1.2884,0.1435,-0.2543,0.1649,0.899
0.2,2,5,0.1,90,30,1.2884,0.1435,-0.2543,0.1649,0.899
0.2,2,5,0.15,60,10,0.7469,0.0946,-0.189,0.1243,0.792
0.2,2,5,0.15,60,15,0.7289,0.0927,-0.189,0.1264,0.767
0.2,2,5,0.15,60,20,0.7599,0.0959,-0.189,0.1298,0.773
0.2,2,5,0.15,60,25,0.8893,0.1085,-0.189,0.1328,0.845
0.2,2,5,0.15,60,30,0.9664,0.1158,-0.189,0.135,0.882
0.2,2,5,0.15,65,10,0.9964,0.1185,-0.2083,0.1365,0.891
0.2,2,5,0.15,65,15,0.9879,0.1177,-0.2083,0.137,0.884
0.2,2,5,0.15,65,20,1.0188,0.1205,-0.2083,0.139,0.891
0.2,2,5,0.15,65,25,1.14,0.1311,-0.2083,0.1417,0.944
0.2,2,5,0.15,65,30,1.2868,0.1434,-0.2083,0.1432,1.011
0.2,2,5,0.15,70,10,0.9675,0.1159,-0.2528,0.151,0.804
0.2,2,5,0.15,70,15,0.9675,0.1159,-0.2528,0.151,0.804
0.2,2,5,0.15,70,20,0.9675,0.1159,-0.2528,0.151,0.804
0.2,2,5,0.15,70,25,1.0553,0.1238,-0.2543,0.1527,0.844
0.2,2,5,0.15,70,30,1.1246,0.1298,-0.2543,0.1532,0.876
0.2,2,5,0.15,75,10,1.2142,0.1374,-0.2543,0.1553,0.91
0.2,2,5,0.15,75,15,1.2142,0.1374,-0.2543,0.1553,0.91
0.2,2,5,0.15,75,20,1.2142,0.1374,-0.2543,0.1553,0.91
0.2,2,5,0.15,75,25,1.2706,0.1421,-0.2543,0.1564,0.931
0.2,2,5,0.15,75,30,1.2742,0.1423,-0.2543,0.1564,0.932
0.2,2,5,0.15,80,10,1.3088,0.1451,-0.2543,0.1621,0.92
0.2,2,5,0.15,80,15,1.3088,0.1451,-0.2543,0.1621,0.92
0.2,2,5,0.15,80,20,1.3088,0.1451,-0.2543,0.1621,0.92
0.2,2,5,0.15,80,25,1.3243,0.1464,-0.2543,0.1623,0.926
0.2,2,5,0.15,80,30,1.3234,0.1463,-0.2543,0.1623,0.926
0.2,2,5,0.15,85,10,1.3134,0.1455,-0.2543,0.1653,0.908
0.2,2,5,0.15,85,15,1.3134,0.1455,-0.2543,0.1653,0.908
0.2,2,5,0.15,85,20,1.3134,0.1455,-0.2543,0.1653,0.908
0.2,2,5,0.15,85,25,1.3134,0.1455,-0.2543,0.1653,0.908
0.2,2,5,0.15,85,30,1.3134,0.1455,-0.2543,0.1653,0.908
0.2,2,5,0.15,90,10,1.3134,0.1455,-0.2543,0.1653,0.908
0.2,2,5,0.15,90,15,1.3134,0.1455,-0.2543,0.1653,0.908
0.2,2,5,0.15,90,20,1.3134,0.1455,-0.2543,0.1653,0.908
0.2,2,5,0.15,90,25,1.3134,0.1455,-0.2543,0.1653,0.908
0.2,2,5,0.15,90,30,1.3134,0.1455,-0.2543,0.1653,0.908
0.2,2,5,0.2,60,10,0.7792,0.0978,-0.189,0.1294,0.789
0.2,2,5,0.2,60,15,0.7707,0.097,-0.189,0.1302,0.778
0.2,2,5,0.2,60,20,0.8116,0.101,-0.189,0.132,0.798
0.2,2,5,0.2,60,25,0.9136,0.1108,-0.189,0.1344,0.852
0.2,2,5,0.2,60,30,0.9695,0.116,-0.189,0.1363,0.877
0.2,2,5,0.2,65,10,1.0249,0.1211,-0.2083,0.1412,0.883
0.2,2,5,0.2,65,15,1.0242,0.121,-0.2083,0.1412,0.882
0.2,2,5,0.2,65,20,1.0757,0.1256,-0.2083,0.142,0.907
0.2,2,5,0.2,65,25,1.1635,0.1331,-0.2083,0.144,0.944
0.2,2,5,0.2,65,30,1.2717,0.1421,-0.2083,0.145,0.992
0.2,2,5,0.2,70,10,1.1075,0.1283,-0.2543,0.1532,0.868
0.2,2,5,0.2,70,15,1.1075,0.1283,-0.2543,0.1532,0.868
0.2,2,5,0.2,70,20,1.1075,0.1283,-0.2543,0.1532,0.868
0.2,2,5,0.2,70,25,1.1596,0.1328,-0.2543,0.1543,0.888
0.2,2,5,0.2,70,30,1.1925,0.1356,-0.2543,0.1546,0.903
0.2,2,5,0.2,75,10,1.2766,0.1425,-0.2543,0.1572,0.93
0.2,2,5,0.2,75,15,1.2766,0.1425,-0.2543,0.1572,0.93
0.2,2,5,0.2,75,20,1.2766,0.1425,-0.2543,0.1572,0.93
0.2,2,5,0.2,75,25,1.3035,0.1447,-0.2543,0.1577,0.939
0.2,2,5,0.2,75,30,1.3028,0.1447,-0.2543,0.1577,0.939
0.2,2,5,0.2,80,10,1.3305,0.1469,-0.2543,0.1629,0.926
0.2,2,5,0.2,80,15,1.3305,0.1469,-0.2543,0.1629,0.926
0.2,2,5,0.2,80,20,1.3305,0.1469,-0.2543,0.1629,0.926
0.2,2,5,0.2,80,25,1.3312,0.1469,-0.2543,0.1629,0.926
0.2,2,5,0.2,80,30,1.3312,0.1469,-0.2543,0.1629,0.926
0.2,2,5,0.2,85,10,1.3291,0.1468,-0.2543,0.1653,0.914
0.2,2,5,0.2,85,15,1.3291,0.1468,-0.2543,0.1653,0.914
0.2,2,5,0.2,85,20,1.3291,0.1468,-0.2543,0.1653,0.914
0.2,2,5,0.2,85,25,1.3291,0.1468,-0.2543,0.1653,0.914
0.2,2,5,0.2,85,30,1.3291,0.1468,-0.2543,0.1653,0.914
0.2,2,5,0.2,90,10,1.3291,0.1468,-0.2543,0.1653,0.914
0.2,2,5,0.2,90,15,1.3291,0.1468,-0.2543,0.1653,0.914
0.2,2,5,0.2,90,20,1.3291,0.1468,-0.2543,0.1653,0.914
0.2,2,5,0.2,90,25,1.3291,0.1468,-0.2543,0.1653,0.914
0.2,2,5,0.2,90,30,1.3291,0.1468,-0.2543,0.1653,0.914
0.2,2,5,0.25,60,10,0.8102,0.1009,-0.189,0.1329,0.792
0.2,2,5,0.25,60,15,0.814,0.1013,-0.189,0.133,0.795
0.2,2,5,0.25,60,20,0.8442,0.1042,-0.189,0.134,0.81
0.2,2,5,0.25,60,25,0.9135,0.1108,-0.189,0.1358,0.845
0.2,2,5,0.25,60,30,0.9622,0.1154,-0.189,0.1374,0.866
0.2,2,5,0.25,65,10,1.0778,0.1258,-0.2083,0.1442,0.896
0.2,2,5,0.25,65,15,1.0778,0.1258,-0.2083,0.1442,0.896
0.2,2,5,0.25,65,20,1.1173,0.1292,-0.2083,0.1446,0.916
0.2,2,5,0.25,65,25,1.1703,0.1337,-0.2083,0.1459,0.936
0.2,2,5,0.25,65,30,1.2564,0.1409,-0.2083,0.1467,0.975
0.2,2,5,0.25,70,10,1.1463,0.1317,-0.2543,0.1547,0.88
0.2,2,5,0.25,70,15,1.1463,0.1317,-0.2543,0.1547,0.88
0.2,2,5,0.25,70,20,1.1463,0.1317,-0.2543,0.1547,0.88
0.2,2,5,0.25,70,25,1.1811,0.1346,-0.2543,0.1554,0.893
0.2,2,5,0.25,70,30,1.1996,0.1362,-0.2543,0.1556,0.901
0.2,2,5,0.25,75,10,1.3088,0.1451,-0.2543,0.1584,0.938
0.2,2,5,0.25,75,15,1.3088,0.1451,-0.2543,0.1584,0.938
0.2,2,5,0.25,75,20,1.3088,0.1451,-0.2543,0.1584,0.938
0.2,2,5,0.25,75,25,1.3192,0.146,-0.2543,0.1587,0.941
0.2,2,5,0.25,75,30,1.3191,0.146,-0.2543,0.1587,0.941
0.2,2,5,0.25,80,10,1.3453,0.1481,-0.2543,0.1634,0.93
0.2,2,5,0.25,80,15,1.3453,0.1481,-0.2543,0.1634,0.93
0.2,2,5,0.25,80,20,1.3453,0.1481,-0.2543,0.1634,0.93
0.2,2,5,0.25,80,25,1.3453,0.1481,-0.2543,0.1634,0.93
0.2,2,5,0.25,80,30,1.3453,0.1481,-0.2543,0.1634,0.93
0.2,2,5,0.25,85,10,1.339,0.1476,-0.2543,0.1654,0.918
0.2,2,5,0.25,85,15,1.339,0.1476,-0.2543,0.1654,0.918
0.2,2,5,0.25,85,20,1.339,0.1476,-0.2543,0.1654,0.918
0.2,2,5,0.25,85,25,1.339,0.1476,-0.2543,0.1654,0.918
0.2,2,5,0.25,85,30,1.339,0.1476,-0.2543,0.1654,0.918
0.2,2,5,0.25,90,10,1.339,0.1476,-0.2543,0.1654,0.918
0.2,2,5,0.25,90,15,1.339,0.1476,-0.2543,0.1654,0.918
0.2,2,5,0.25,90,20,1.339,0.1476,-0.2543,0.1654,0.918
0.2,2,5,0.25,90,25,1.339,0.1476,-0.2543,0.1654,0.918
0.2,2,5,0.25,90,30,1.339,0.1476,-0.2543,0.1654,0.918
0.2,2,10,0.05,60,10,0.5843,0.0774,-0.1221,0.0909,0.868
0.2,2,10,0.05,60,15,0.4439,0.0613,-0.1632,0.1063,0.615
0.2,2,10,0.05,60,20,0.547,0.0732,-0.189,0.1188,0.657
0.2,2,10,0.05,60,25,0.8156,0.1014,-0.189,0.1259,0.833
0.2,2,10,0.05,60,30,1.0116,0.1199,-0.189,0.1296,0.941
0.2,2,10,0.05,65,10,0.748,0.0947,-0.1277,0.0952,1.001
0.2,2,10,0.05,65,15,0.636,0.083,-0.1632,0.113,0.765
0.2,2,10,0.05,65,20,0.6385,0.0833,-0.2083,0.1268,0.696
0.2,2,10,0.05,65,25,0.923,0.1117,-0.2083,0.1337,0.862
0.2,2,10,0.05,65,30,1.221,0.138,-0.2083,0.1388,1.004
0.2,2,10,0.05,70,10,0.6016,0.0793,-0.1691,0.1173,0.711
0.2,2,10,0.05,70,15,0.4583,0.063,-0.1798,0.1239,0.557
0.2,2,10,0.05,70,20,0.5008,0.068,-0.2277,0.1347,0.557
0.2,2,10,0.05,70,25,0.7437,0.0942,-0.2543,0.1437,0.701
0.2,2,10,0.05,70,30,0.9275,0.1121,-0.2543,0.1478,0.796
0.2,2,10,0.05,75,10,0.7347,0.0933,-0.189,0.1313,0.748
0.2,2,10,0.05,75,15,0.7015,0.0899,-0.189,0.1327,0.718
0.2,2,10,0.05,75,20,0.7444,0.0943,-0.2277,0.1414,0.711
0.2,2,10,0.05,75,25,0.9685,0.1159,-0.2543,0.1485,0.816
0.2,2,10,0.05,75,30,1.1346,0.1307,-0.2543,0.1517,0.889
0.2,2,10,0.05,80,10,0.8992,0.1095,-0.2543,0.1536,0.756
0.2,2,10,0.05,80,15,0.8992,0.1095,-0.2543,0.1536,0.756
0.2,2,10,0.05,80,20,0.9247,0.1119,-0.2543,0.1541,0.768
0.2,2,10,0.05,80,25,1.2714,0.1421,-0.2543,0.1579,0.924
0.2,2,10,0.05,80,30,1.3598,0.1492,-0.2543,0.1593,0.956
0.2,2,10,0.05,85,10,1.2539,0.1407,-0.2543,0.1644,0.886
0.2,2,10,0.05,85,15,1.2539,0.1407,-0.2543,0.1644,0.886
0.2,2,10,0.05,85,20,1.2539,0.1407,-0.2543,0.1644,0.886
0.2,2,10,0.05,85,25,1.2539,0.1407,-0.2543,0.1644,0.886
0.2,2,10,0.05,85,30,1.2539,0.1407,-0.2543,0.1644,0.886
0.2,2,10,0.05,90,10,1.2539,0.1407,-0.2543,0.1644,0.886
0.2,2,10,0.05,90,15,1.2539,0.1407,-0.2543,0.1644,0.886
0.2,2,10,0.05,90,20,1.2539,0.1407,-0.2543,0.1644,0.886
0.2,2,10,0.05,90,25,1.2539,0.1407,-0.2543,0.1644,0.886
0.2,2,10,0.05,90,30,1.2539,0.1407,-0.2543,0.1644,0.886
0.2,2,10,0.1,60,10,0.5739,0.0762,-0.1362,0.0985,0.798
0.2,2,10,0.1,60,15,0.5136,0.0694,-0.1697,0.1096,0.669
0.2,2,10,0.1,60,20,0.5893,0.0779,-0.189,0.1207,0.684
0.2,2,10,0.1,60,25,0.8156,0.1014,-0.189,0.1273,0.826
0.2,2,10,0.1,60,30,0.9754,0.1166,-0.189,0.1304,0.914
0.2,2,10,0.1,65,10,0.7527,0.0952,-0.173,0.1082,0.897
0.2,2,10,0.1,65,15,0.7264,0.0925,-0.1793,0.1195,0.803
0.2,2,10,0.1,65,20,0.7232,0.0921,-0.2083,0.1296,0.747
0.2,2,10,0.1,65,25,0.946,0.1139,-0.2083,0.1357,0.866
0.2,2,10,0.1,65,30,1.2258,0.1384,-0.2083,0.1393,1.004
0.2,2,10,0.1,70,10,0.5686,0.0756,-0.223,0.1337,0.614
0.2,2,10,0.1,70,15,0.5577,0.0744,-0.223,0.134,0.605
0.2,2,10,0.1,70,20,0.5965,0.0787,-0.2277,0.1387,0.618
0.2,2,10,0.1,70,25,0.7644,0.0963,-0.2543,0.1458,0.706
0.2,2,10,0.1,70,30,0.937,0.113,-0.2543,0.1484,0.799
0.2,2,10,0.1,75,10,0.8545,0.1052,-0.2265,0.1425,0.776
0.2,2,10,0.1,75,15,0.8516,0.1049,-0.2265,0.1425,0.774
0.2,2,10,0.1,75,20,0.8667,0.1064,-0.2277,0.1453,0.771
0.2,2,10,0.1,75,25,1.0047,0.1192,-0.2543,0.151,0.824
0.2,2,10,0.1,75,30,1.1426,0.1314,-0.2543,0.1522,0.89
0.2,2,10,0.1,80,10,1.1335,0.1306,-0.2543,0.157,0.863
0.2,2,10,0.1,80,15,1.1335,0.1306,-0.2543,0.157,0.863
0.2,2,10,0.1,80,20,1.1335,0.1306,-0.2543,0.157,0.863
0.2,2,10,0.1,80,25,1.3253,0.1465,-0.2543,0.1597,0.939
0.2,2,10,0.1,80,30,1.3368,0.1474,-0.2543,0.1599,0.943
0.2,2,10,0.1,85,10,1.2611,0.1413,-0.2543,0.1646,0.888
0.2,2,10,0.1,85,15,1.2611,0.1413,-0.2543,0.1646,0.888
0.2,2,10,0.1,85,20,1.2611,0.1413,-0.2543,0.1646,0.888
0.2,2,10,0.1,85,25,1.2611,0.1413,-0.2543,0.1646,0.888
0.2,2,10,0.1,85,30,1.2611,0.1413,-0.2543,0.1646,0.888
0.2,2,10,0.1,90,10,1.2611,0.1413,-0.2543,0.1646,0.888
0.2,2,10,0.1,90,15,1.2611,0.1413,-0.2543,0.1646,0.888
0.2,2,10,0.1,90,20,1.2611,0.1413,-0.2543,0.1646,0.888
0.2,2,10,0.1,90,25,1.2611,0.1413,-0.2543,0.1646,0.888
0.2,2,10,0.1,90,30,1.2611,0.1413,-0.2543,0.1646,0.888
0.2,2,10,0.15,60,10,0.5941,0.0785,-0.1765,0.1074,0.759
0.2,2,10,0.15,60,15,0.589,0.0779,-0.1795,0.1142,0.716
0.2,2,10,0.15,60,20,0.6363,0.083,-0.189,0.1233,0.711
0.2,2,10,0.15,60,25,0.8199,0.1019,-0.189,0.1288,0.82
0.2,2,10,0.15,60,30,0.9392,0.1132,-0.189,0.1315,0.885
0.2,2,10,0.15,65,10,0.7814,0.098,-0.2043,0.1206,0.839
0.2,2,10,0.15,65,15,0.8029,0.1002,-0.2043,0.1259,0.824
0.2,2,10,0.15,65,20,0.8338,0.1032,-0.2083,0.1328,0.809
0.2,2,10,0.15,65,25,0.9966,0.1185,-0.2083,0.1377,0.885
0.2,2,10,0.15,65,30,1.2301,0.1387,-0.2083,0.14,1.001
