sample,structure,interval,step,crash_frac,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,bench_return,bench_sharpe
2011,F79,5,0.05,0.5,5.5861,0.1275,-0.364,0.1921,0.723,8.8541,0.815
2011,F79,5,0.05,0.75,5.6853,0.1286,-0.364,0.193,0.725,8.8541,0.815
2011,F79,5,0.05,1.0,5.804,0.1298,-0.364,0.1933,0.73,8.8541,0.815
2011,F79,5,0.1,0.0,5.2437,0.1237,-0.364,0.1848,0.725,8.8541,0.815
2011,F79,5,0.1,0.25,5.5306,0.1269,-0.364,0.1931,0.717,8.8541,0.815
2011,F79,5,0.1,0.5,5.6526,0.1282,-0.364,0.1943,0.72,8.8541,0.815
2011,F79,5,0.1,0.75,5.7363,0.1291,-0.364,0.1946,0.723,8.8541,0.815
2011,F79,5,0.1,1.0,5.8264,0.1301,-0.364,0.1948,0.727,8.8541,0.815
2011,F79,5,0.15,0.0,5.4889,0.1264,-0.364,0.1941,0.712,8.8541,0.815
2011,F79,5,0.15,0.25,5.6316,0.128,-0.364,0.1954,0.716,8.8541,0.815
2011,F79,5,0.15,0.5,5.65,0.1282,-0.364,0.1962,0.715,8.8541,0.815
2011,F79,5,0.15,0.75,5.6731,0.1284,-0.364,0.1964,0.715,8.8541,0.815
2011,F79,5,0.15,1.0,5.718,0.1289,-0.364,0.1965,0.717,8.8541,0.815
2011,F79,5,0.2,0.0,5.5169,0.1267,-0.364,0.1971,0.706,8.8541,0.815
2011,F79,5,0.2,0.25,5.6178,0.1278,-0.364,0.1973,0.71,8.8541,0.815
2011,F79,5,0.2,0.5,5.6059,0.1277,-0.364,0.1978,0.708,8.8541,0.815
2011,F79,5,0.2,0.75,5.6068,0.1277,-0.364,0.1979,0.708,8.8541,0.815
2011,F79,5,0.2,1.0,5.6303,0.128,-0.364,0.198,0.709,8.8541,0.815
2011,F79,5,0.3,0.0,5.5097,0.1267,-0.364,0.1992,0.7,8.8541,0.815
2011,F79,5,0.3,0.25,5.5693,0.1273,-0.364,0.1993,0.703,8.8541,0.815
2011,F79,5,0.3,0.5,5.5759,0.1274,-0.364,0.1996,0.702,8.8541,0.815
2011,F79,5,0.3,0.75,5.5799,0.1274,-0.364,0.1996,0.702,8.8541,0.815
2011,F79,5,0.3,1.0,5.6046,0.1277,-0.364,0.1997,0.703,8.8541,0.815
2011,F79,5,0.4,0.0,5.57,0.1273,-0.364,0.2001,0.701,8.8541,0.815
2011,F79,5,0.4,0.25,5.5877,0.1275,-0.364,0.2002,0.701,8.8541,0.815
2011,F79,5,0.4,0.5,5.5966,0.1276,-0.364,0.2004,0.701,8.8541,0.815
2011,F79,5,0.4,0.75,5.6009,0.1277,-0.364,0.2005,0.701,8.8541,0.815
2011,F79,5,0.4,1.0,5.6268,0.1279,-0.364,0.2005,0.702,8.8541,0.815
2011,F79,5,0.5,0.0,5.5907,0.1276,-0.364,0.2009,0.7,8.8541,0.815
2011,F79,5,0.5,0.25,5.5524,0.1271,-0.364,0.2009,0.698,8.8541,0.815
2011,F79,5,0.5,0.5,5.5655,0.1273,-0.364,0.201,0.698,8.8541,0.815
2011,F79,5,0.5,0.75,5.5705,0.1273,-0.364,0.2011,0.698,8.8541,0.815
2011,F79,5,0.5,1.0,5.5975,0.1276,-0.364,0.2012,0.699,8.8541,0.815
2011,F79,7,0.02,0.0,1.063,0.0472,-0.3404,0.1307,0.419,8.8541,0.815
2011,F79,7,0.02,0.25,4.9279,0.12,-0.364,0.1863,0.703,8.8541,0.815
2011,F79,7,0.02,0.5,5.4267,0.1257,-0.364,0.1901,0.72,8.8541,0.815
2011,F79,7,0.02,0.75,5.6859,0.1286,-0.364,0.1918,0.728,8.8541,0.815
2011,F79,7,0.02,1.0,5.8057,0.1299,-0.364,0.1927,0.732,8.8541,0.815
2011,F79,7,0.05,0.0,2.5719,0.0844,-0.364,0.1637,0.578,8.8541,0.815
2011,F79,7,0.05,0.25,5.0904,0.1219,-0.364,0.1886,0.706,8.8541,0.815
2011,F79,7,0.05,0.5,5.5485,0.1271,-0.364,0.1913,0.723,8.8541,0.815
2011,F79,7,0.05,0.75,5.7138,0.1289,-0.364,0.1925,0.728,8.8541,0.815
2011,F79,7,0.05,1.0,5.8226,0.13,-0.364,0.193,0.732,8.8541,0.815
2011,F79,7,0.1,0.0,4.7872,0.1183,-0.364,0.1773,0.721,8.8541,0.815
2011,F79,7,0.1,0.25,5.4102,0.1256,-0.364,0.1912,0.716,8.8541,0.815
2011,F79,7,0.1,0.5,5.6146,0.1278,-0.364,0.1931,0.721,8.8541,0.815
2011,F79,7,0.1,0.75,5.7277,0.129,-0.364,0.1936,0.725,8.8541,0.815
2011,F79,7,0.1,1.0,5.8485,0.1303,-0.364,0.1939,0.731,8.8541,0.815
2011,F79,7,0.15,0.0,5.4707,0.1262,-0.364,0.186,0.734,8.8541,0.815
2011,F79,7,0.15,0.25,5.5529,0.1271,-0.364,0.1934,0.717,8.8541,0.815
2011,F79,7,0.15,0.5,5.6933,0.1287,-0.364,0.1945,0.721,8.8541,0.815
2011,F79,7,0.15,0.75,5.7768,0.1296,-0.364,0.1948,0.724,8.8541,0.815
2011,F79,7,0.15,1.0,5.8744,0.1306,-0.364,0.195,0.729,8.8541,0.815
2011,F79,7,0.2,0.0,5.5504,0.1271,-0.364,0.1926,0.719,8.8541,0.815
2011,F79,7,0.2,0.25,5.569,0.1273,-0.364,0.195,0.714,8.8541,0.815
2011,F79,7,0.2,0.5,5.6464,0.1282,-0.364,0.1958,0.715,8.8541,0.815
2011,F79,7,0.2,0.75,5.697,0.1287,-0.364,0.1961,0.717,8.8541,0.815
2011,F79,7,0.2,1.0,5.7618,0.1294,-0.364,0.1962,0.72,8.8541,0.815
2011,F79,7,0.3,0.0,5.3581,0.125,-0.364,0.1974,0.697,8.8541,0.815
2011,F79,7,0.3,0.25,5.5102,0.1267,-0.364,0.1977,0.704,8.8541,0.815
2011,F79,7,0.3,0.5,5.5156,0.1267,-0.364,0.198,0.703,8.8541,0.815
2011,F79,7,0.3,0.75,5.5227,0.1268,-0.364,0.1982,0.703,8.8541,0.815
2011,F79,7,0.3,1.0,5.5486,0.1271,-0.364,0.1982,0.704,8.8541,0.815
2011,F79,7,0.4,0.0,5.4438,0.1259,-0.364,0.1989,0.698,8.8541,0.815
2011,F79,7,0.4,0.25,5.557,0.1272,-0.364,0.1991,0.703,8.8541,0.815
2011,F79,7,0.4,0.5,5.5578,0.1272,-0.364,0.1993,0.702,8.8541,0.815
2011,F79,7,0.4,0.75,5.561,0.1272,-0.364,0.1994,0.702,8.8541,0.815
2011,F79,7,0.4,1.0,5.5843,0.1275,-0.364,0.1994,0.703,8.8541,0.815
2011,F79,7,0.5,0.0,5.5816,0.1275,-0.364,0.2,0.702,8.8541,0.815
2011,F79,7,0.5,0.25,5.6972,0.1287,-0.364,0.2001,0.707,8.8541,0.815
2011,F79,7,0.5,0.5,5.6999,0.1287,-0.364,0.2003,0.707,8.8541,0.815
2011,F79,7,0.5,0.75,5.7033,0.1288,-0.364,0.2004,0.706,8.8541,0.815
2011,F79,7,0.5,1.0,5.7276,0.129,-0.364,0.2004,0.708,8.8541,0.815
2011,F79,10,0.02,0.0,0.8253,0.0391,-0.2722,0.1045,0.42,8.8541,0.815
2011,F79,10,0.02,0.25,4.8606,0.1192,-0.364,0.1858,0.701,8.8541,0.815
2011,F79,10,0.02,0.5,5.4374,0.1259,-0.364,0.1897,0.722,8.8541,0.815
2011,F79,10,0.02,0.75,5.6873,0.1286,-0.364,0.1916,0.729,8.8541,0.815
2011,F79,10,0.02,1.0,5.8101,0.1299,-0.364,0.1927,0.732,8.8541,0.815
2011,F79,10,0.05,0.0,1.7113,0.0656,-0.364,0.1555,0.487,8.8541,0.815
2011,F79,10,0.05,0.25,5.0176,0.121,-0.364,0.1874,0.705,8.8541,0.815
2011,F79,10,0.05,0.5,5.4853,0.1264,-0.364,0.1907,0.721,8.8541,0.815
2011,F79,10,0.05,0.75,5.7314,0.1291,-0.364,0.1922,0.73,8.8541,0.815
2011,F79,10,0.05,1.0,5.8355,0.1302,-0.364,0.1928,0.733,8.8541,0.815
2011,F79,10,0.1,0.0,3.522,0.1008,-0.364,0.1701,0.651,8.8541,0.815
2011,F79,10,0.1,0.25,5.2694,0.124,-0.364,0.1896,0.713,8.8541,0.815
2011,F79,10,0.1,0.5,5.6305,0.128,-0.364,0.192,0.725,8.8541,0.815
2011,F79,10,0.1,0.75,5.7581,0.1294,-0.364,0.1929,0.729,8.8541,0.815
2011,F79,10,0.1,1.0,5.874,0.1306,-0.364,0.1932,0.734,8.8541,0.815
2011,F79,10,0.15,0.0,4.8465,0.119,-0.364,0.1778,0.723,8.8541,0.815
2011,F79,10,0.15,0.25,5.4802,0.1263,-0.364,0.1914,0.719,8.8541,0.815
2011,F79,10,0.15,0.5,5.6949,0.1287,-0.364,0.1931,0.725,8.8541,0.815
2011,F79,10,0.15,0.75,5.7857,0.1297,-0.364,0.1937,0.728,8.8541,0.815
2011,F79,10,0.15,1.0,5.9114,0.131,-0.364,0.1939,0.733,8.8541,0.815
2011,F79,10,0.2,0.0,5.3624,0.125,-0.364,0.1839,0.734,8.8541,0.815
2011,F79,10,0.2,0.25,5.6293,0.128,-0.364,0.1929,0.723,8.8541,0.815
2011,F79,10,0.2,0.5,5.7634,0.1294,-0.364,0.1942,0.726,8.8541,0.815
2011,F79,10,0.2,0.75,5.8721,0.1306,-0.364,0.1946,0.73,8.8541,0.815
2011,F79,10,0.2,1.0,5.9754,0.1316,-0.364,0.1947,0.734,8.8541,0.815
2011,F79,10,0.3,0.0,5.6384,0.1281,-0.364,0.1924,0.724,8.8541,0.815
2011,F79,10,0.3,0.25,5.7017,0.1288,-0.364,0.1952,0.72,8.8541,0.815
2011,F79,10,0.3,0.5,5.7517,0.1293,-0.364,0.196,0.72,8.8541,0.815
2011,F79,10,0.3,0.75,5.7877,0.1297,-0.364,0.1962,0.721,8.8541,0.815
2011,F79,10,0.3,1.0,5.8297,0.1301,-0.364,0.1963,0.723,8.8541,0.815
2011,F79,10,0.4,0.0,5.618,0.1279,-0.364,0.1965,0.712,8.8541,0.815
2011,F79,10,0.4,0.25,5.6424,0.1281,-0.364,0.197,0.712,8.8541,0.815
2011,F79,10,0.4,0.5,5.6526,0.1282,-0.364,0.1974,0.712,8.8541,0.815
2011,F79,10,0.4,0.75,5.6604,0.1283,-0.364,0.1976,0.712,8.8541,0.815
2011,F79,10,0.4,1.0,5.6786,0.1285,-0.364,0.1976,0.712,8.8541,0.815
2011,F79,10,0.5,0.0,5.6597,0.1283,-0.364,0.1985,0.709,8.8541,0.815
2011,F79,10,0.5,0.25,5.5589,0.1272,-0.364,0.1987,0.704,8.8541,0.815
2011,F79,10,0.5,0.5,5.5558,0.1272,-0.364,0.1989,0.703,8.8541,0.815
2011,F79,10,0.5,0.75,5.5571,0.1272,-0.364,0.1989,0.703,8.8541,0.815
2011,F79,10,0.5,1.0,5.5679,0.1273,-0.364,0.1989,0.704,8.8541,0.815
2011,F79,14,0.02,0.0,0.5722,0.0292,-0.1956,0.0788,0.406,8.8541,0.815
2011,F79,14,0.02,0.25,4.8312,0.1188,-0.364,0.1854,0.7,8.8541,0.815
2011,F79,14,0.02,0.5,5.4584,0.1261,-0.364,0.1895,0.723,8.8541,0.815
2011,F79,14,0.02,0.75,5.6985,0.1287,-0.364,0.1915,0.73,8.8541,0.815
2011,F79,14,0.02,1.0,5.8104,0.1299,-0.364,0.1927,0.732,8.8541,0.815
2011,F79,14,0.05,0.0,1.241,0.0527,-0.3608,0.1428,0.432,8.8541,0.815
2011,F79,14,0.05,0.25,4.9917,0.1207,-0.364,0.1864,0.706,8.8541,0.815
2011,F79,14,0.05,0.5,5.4763,0.1263,-0.364,0.1902,0.722,8.8541,0.815
2011,F79,14,0.05,0.75,5.7327,0.1291,-0.364,0.1919,0.731,8.8541,0.815
2011,F79,14,0.05,1.0,5.8372,0.1302,-0.364,0.1927,0.733,8.8541,0.815
2011,F79,14,0.1,0.0,2.4889,0.0828,-0.364,0.1629,0.571,8.8541,0.815
2011,F79,14,0.1,0.25,5.1445,0.1225,-0.364,0.1882,0.71,8.8541,0.815
2011,F79,14,0.1,0.5,5.6228,0.1279,-0.364,0.1911,0.727,8.8541,0.815
2011,F79,14,0.1,0.75,5.7799,0.1296,-0.364,0.1924,0.731,8.8541,0.815
2011,F79,14,0.1,1.0,5.8803,0.1306,-0.364,0.1929,0.735,8.8541,0.815
2011,F79,14,0.15,0.0,3.6927,0.1034,-0.364,0.1706,0.664,8.8541,0.815
2011,F79,14,0.15,0.25,5.3799,0.1252,-0.364,0.1895,0.719,8.8541,0.815
2011,F79,14,0.15,0.5,5.7065,0.1288,-0.364,0.1919,0.729,8.8541,0.815
2011,F79,14,0.15,0.75,5.8021,0.1298,-0.364,0.1929,0.731,8.8541,0.815
2011,F79,14,0.15,1.0,5.9213,0.1311,-0.364,0.1932,0.736,8.8541,0.815
2011,F79,14,0.2,0.0,4.7426,0.1177,-0.364,0.176,0.722,8.8541,0.815
2011,F79,14,0.2,0.25,5.529,0.1269,-0.364,0.1906,0.724,8.8541,0.815
2011,F79,14,0.2,0.5,5.7408,0.1292,-0.364,0.1926,0.729,8.8541,0.815
2011,F79,14,0.2,0.75,5.8458,0.1303,-0.364,0.1933,0.732,8.8541,0.815
2011,F79,14,0.2,1.0,5.9609,0.1315,-0.364,0.1936,0.737,8.8541,0.815
2011,F79,14,0.3,0.0,5.3962,0.1254,-0.364,0.1839,0.736,8.8541,0.815
2011,F79,14,0.3,0.25,5.661,0.1283,-0.364,0.1926,0.725,8.8541,0.815
2011,F79,14,0.3,0.5,5.8415,0.1302,-0.364,0.1939,0.73,8.8541,0.815
2011,F79,14,0.3,0.75,5.9487,0.1314,-0.364,0.1944,0.734,8.8541,0.815
2011,F79,14,0.3,1.0,6.0404,0.1323,-0.364,0.1946,0.738,8.8541,0.815
2011,F79,14,0.4,0.0,5.6801,0.1285,-0.364,0.1896,0.734,8.8541,0.815
2011,F79,14,0.4,0.25,5.7737,0.1295,-0.364,0.1938,0.727,8.8541,0.815
2011,F79,14,0.4,0.5,5.8928,0.1308,-0.364,0.195,0.73,8.8541,0.815
2011,F79,14,0.4,0.75,5.9561,0.1314,-0.364,0.1954,0.732,8.8541,0.815
2011,F79,14,0.4,1.0,6.0151,0.132,-0.364,0.1955,0.734,8.8541,0.815
2011,F79,14,0.5,0.0,5.6964,0.1287,-0.364,0.1947,0.721,8.8541,0.815
2011,F79,14,0.5,0.25,5.8281,0.1301,-0.364,0.1953,0.726,8.8541,0.815
2011,F79,14,0.5,0.5,5.8875,0.1307,-0.364,0.1962,0.726,8.8541,0.815
2011,F79,14,0.5,0.75,5.9087,0.1309,-0.364,0.1965,0.726,8.8541,0.815
2011,F79,14,0.5,1.0,5.9373,0.1312,-0.364,0.1966,0.727,8.8541,0.815
2011,F79,21,0.02,0.0,0.3573,0.0196,-0.1296,0.0566,0.373,8.8541,0.815
2011,F79,21,0.02,0.25,4.7488,0.1178,-0.364,0.1851,0.696,8.8541,0.815
2011,F79,21,0.02,0.5,5.4282,0.1258,-0.364,0.1893,0.722,8.8541,0.815
2011,F79,21,0.02,0.75,5.6564,0.1283,-0.364,0.1913,0.728,8.8541,0.815
2011,F79,21,0.02,1.0,5.7891,0.1297,-0.364,0.1927,0.731,8.8541,0.815
2011,F79,21,0.05,0.0,0.9109,0.0421,-0.3003,0.1162,0.414,8.8541,0.815
2011,F79,21,0.05,0.25,4.8146,0.1186,-0.364,0.1858,0.698,8.8541,0.815
2011,F79,21,0.05,0.5,5.3928,0.1254,-0.364,0.1897,0.719,8.8541,0.815
2011,F79,21,0.05,0.75,5.6546,0.1282,-0.364,0.1916,0.727,8.8541,0.815
2011,F79,21,0.05,1.0,5.7841,0.1296,-0.364,0.1927,0.731,8.8541,0.815
2011,F79,21,0.1,0.0,1.5322,0.0609,-0.364,0.1532,0.464,8.8541,0.815
2011,F79,21,0.1,0.25,4.8865,0.1195,-0.364,0.1868,0.699,8.8541,0.815
2011,F79,21,0.1,0.5,5.3867,0.1253,-0.364,0.1904,0.717,8.8541,0.815
2011,F79,21,0.1,0.75,5.6583,0.1283,-0.364,0.192,0.727,8.8541,0.815
2011,F79,21,0.1,1.0,5.7751,0.1295,-0.364,0.1928,0.73,8.8541,0.815
2011,F79,21,0.15,0.0,2.3645,0.0803,-0.364,0.1623,0.558,8.8541,0.815
2011,F79,21,0.15,0.25,4.9183,0.1199,-0.364,0.188,0.698,8.8541,0.815
2011,F79,21,0.15,0.5,5.4149,0.1256,-0.364,0.1909,0.717,8.8541,0.815
2011,F79,21,0.15,0.75,5.6488,0.1282,-0.364,0.1923,0.725,8.8541,0.815
2011,F79,21,0.15,1.0,5.7652,0.1294,-0.364,0.1929,0.729,8.8541,0.815
2011,F79,21,0.2,0.0,3.1531,0.0949,-0.364,0.1679,0.625,8.8541,0.815
2011,F79,21,0.2,0.25,5.0052,0.1209,-0.364,0.1888,0.7,8.8541,0.815
2011,F79,21,0.2,0.5,5.4817,0.1264,-0.364,0.1914,0.719,8.8541,0.815
2011,F79,21,0.2,0.75,5.6269,0.1279,-0.364,0.1926,0.723,8.8541,0.815
2011,F79,21,0.2,1.0,5.7544,0.1293,-0.364,0.1931,0.728,8.8541,0.815
2011,F79,21,0.3,0.0,4.3881,0.1132,-0.364,0.1748,0.702,8.8541,0.815
2011,F79,21,0.3,0.25,5.173,0.1229,-0.364,0.1903,0.706,8.8541,0.815
2011,F79,21,0.3,0.5,5.4487,0.126,-0.364,0.1924,0.715,8.8541,0.815
2011,F79,21,0.3,0.75,5.6128,0.1278,-0.364,0.1932,0.721,8.8541,0.815
2011,F79,21,0.3,1.0,5.7301,0.1291,-0.364,0.1936,0.726,8.8541,0.815
2011,F79,21,0.4,0.0,4.9825,0.1206,-0.364,0.1797,0.725,8.8541,0.815
2011,F79,21,0.4,0.25,5.2234,0.1234,-0.364,0.1917,0.705,8.8541,0.815
2011,F79,21,0.4,0.5,5.4619,0.1261,-0.364,0.1933,0.713,8.8541,0.815
2011,F79,21,0.4,0.75,5.6172,0.1278,-0.364,0.1939,0.719,8.8541,0.815
2011,F79,21,0.4,1.0,5.7231,0.129,-0.364,0.1943,0.723,8.8541,0.815
2011,F79,21,0.5,0.0,5.2713,0.124,-0.364,0.1844,0.728,8.8541,0.815
2011,F79,21,0.5,0.25,5.277,0.1241,-0.364,0.1929,0.704,8.8541,0.815
2011,F79,21,0.5,0.5,5.4934,0.1265,-0.364,0.1942,0.712,8.8541,0.815
2011,F79,21,0.5,0.75,5.6285,0.128,-0.364,0.1947,0.718,8.8541,0.815
2011,F79,21,0.5,1.0,5.7219,0.129,-0.364,0.195,0.721,8.8541,0.815
2011,F79,28,0.02,0.0,0.2506,0.0143,-0.0985,0.046,0.333,8.8541,0.815
2011,F79,28,0.02,0.25,4.7394,0.1177,-0.364,0.185,0.696,8.8541,0.815
2011,F79,28,0.02,0.5,5.4368,0.1259,-0.364,0.1892,0.723,8.8541,0.815
2011,F79,28,0.02,0.75,5.6672,0.1284,-0.364,0.1912,0.729,8.8541,0.815
2011,F79,28,0.02,1.0,5.787,0.1297,-0.364,0.1927,0.731,8.8541,0.815
2011,F79,28,0.05,0.0,0.6992,0.0343,-0.2379,0.0931,0.41,8.8541,0.815
2011,F79,28,0.05,0.25,4.7977,0.1184,-0.364,0.1854,0.698,8.8541,0.815
2011,F79,28,0.05,0.5,5.4198,0.1257,-0.364,0.1895,0.721,8.8541,0.815
2011,F79,28,0.05,0.75,5.6706,0.1284,-0.364,0.1914,0.729,8.8541,0.815
2011,F79,28,0.05,1.0,5.779,0.1296,-0.364,0.1927,0.731,8.8541,0.815
2011,F79,28,0.1,0.0,1.2085,0.0517,-0.3556,0.1405,0.43,8.8541,0.815
2011,F79,28,0.1,0.25,4.8694,0.1193,-0.364,0.1861,0.7,8.8541,0.815
2011,F79,28,0.1,0.5,5.3904,0.1253,-0.364,0.19,0.718,8.8541,0.815
2011,F79,28,0.1,0.75,5.6565,0.1283,-0.364,0.1917,0.727,8.8541,0.815
2011,F79,28,0.1,1.0,5.7649,0.1294,-0.364,0.1927,0.73,8.8541,0.815
2011,F79,28,0.15,0.0,1.685,0.0649,-0.364,0.1555,0.483,8.8541,0.815
2011,F79,28,0.15,0.25,4.9234,0.1199,-0.364,0.1869,0.701,8.8541,0.815
2011,F79,28,0.15,0.5,5.4381,0.1259,-0.364,0.1904,0.72,8.8541,0.815
2011,F79,28,0.15,0.75,5.6611,0.1283,-0.364,0.1919,0.727,8.8541,0.815
2011,F79,28,0.15,1.0,5.7501,0.1293,-0.364,0.1928,0.729,8.8541,0.815
2011,F79,28,0.2,0.0,2.2881,0.0787,-0.364,0.1618,0.55,8.8541,0.815
2011,F79,28,0.2,0.25,4.959,0.1203,-0.364,0.1878,0.701,8.8541,0.815
2011,F79,28,0.2,0.5,5.471,0.1262,-0.364,0.1909,0.72,8.8541,0.815
2011,F79,28,0.2,0.75,5.671,0.1284,-0.364,0.1922,0.727,8.8541,0.815
2011,F79,28,0.2,1.0,5.7343,0.1291,-0.364,0.1929,0.728,8.8541,0.815
2011,F79,28,0.3,0.0,3.2805,0.097,-0.364,0.1698,0.631,8.8541,0.815
2011,F79,28,0.3,0.25,5.1299,0.1224,-0.364,0.189,0.707,8.8541,0.815
2011,F79,28,0.3,0.5,5.5137,0.1267,-0.364,0.1915,0.72,8.8541,0.815
2011,F79,28,0.3,0.75,5.6462,0.1282,-0.364,0.1926,0.724,8.8541,0.815
2011,F79,28,0.3,1.0,5.7004,0.1287,-0.364,0.1932,0.725,8.8541,0.815
2011,F79,28,0.4,0.0,4.0352,0.1084,-0.364,0.1747,0.678,8.8541,0.815
2011,F79,28,0.4,0.25,5.2531,0.1238,-0.364,0.19,0.711,8.8541,0.815
2011,F79,28,0.4,0.5,5.5214,0.1268,-0.364,0.1922,0.719,8.8541,0.815
2011,F79,28,0.4,0.75,5.6169,0.1278,-0.364,0.1931,0.721,8.8541,0.815
2011,F79,28,0.4,1.0,5.6632,0.1283,-0.364,0.1937,0.722,8.8541,0.815
2011,F79,28,0.5,0.0,4.707,0.1173,-0.364,0.1794,0.709,8.8541,0.815
2011,F79,28,0.5,0.25,5.2903,0.1242,-0.364,0.191,0.71,8.8541,0.815
2011,F79,28,0.5,0.5,5.505,0.1266,-0.364,0.193,0.716,8.8541,0.815
2011,F79,28,0.5,0.75,5.5824,0.1275,-0.364,0.1937,0.718,8.8541,0.815
2011,F79,28,0.5,1.0,5.6207,0.1279,-0.364,0.1942,0.718,8.8541,0.815
2011,F79,42,0.02,0.0,0.155,0.0092,-0.09,0.0364,0.271,8.8541,0.815
2011,F79,42,0.02,0.25,4.7047,0.1172,-0.364,0.1848,0.694,8.8541,0.815
2011,F79,42,0.02,0.5,5.4333,0.1258,-0.364,0.189,0.723,8.8541,0.815
2011,F79,42,0.02,0.75,5.6758,0.1285,-0.364,0.1911,0.73,8.8541,0.815
2011,F79,42,0.02,1.0,5.7857,0.1297,-0.364,0.1927,0.731,8.8541,0.815
2011,F79,42,0.05,0.0,0.4177,0.0225,-0.1586,0.0656,0.372,8.8541,0.815
2011,F79,42,0.05,0.25,4.7298,0.1176,-0.364,0.185,0.695,8.8541,0.815
2011,F79,42,0.05,0.5,5.4192,0.1257,-0.364,0.1891,0.722,8.8541,0.815
2011,F79,42,0.05,0.75,5.6537,0.1282,-0.364,0.1913,0.728,8.8541,0.815
2011,F79,42,0.05,1.0,5.7759,0.1295,-0.364,0.1927,0.73,8.8541,0.815
2011,F79,42,0.1,0.0,0.8296,0.0392,-0.2989,0.1138,0.396,8.8541,0.815
2011,F79,42,0.1,0.25,4.7537,0.1178,-0.364,0.1854,0.695,8.8541,0.815
2011,F79,42,0.1,0.5,5.3933,0.1254,-0.364,0.1894,0.72,8.8541,0.815
2011,F79,42,0.1,0.75,5.642,0.1281,-0.364,0.1914,0.727,8.8541,0.815
2011,F79,42,0.1,1.0,5.7594,0.1294,-0.364,0.1927,0.73,8.8541,0.815
2011,F79,42,0.15,0.0,1.1288,0.0493,-0.355,0.14,0.414,8.8541,0.815
2011,F79,42,0.15,0.25,4.7725,0.1181,-0.364,0.1857,0.696,8.8541,0.815
2011,F79,42,0.15,0.5,5.3672,0.1251,-0.364,0.1896,0.718,8.8541,0.815
2011,F79,42,0.15,0.75,5.6326,0.128,-0.364,0.1915,0.727,8.8541,0.815
2011,F79,42,0.15,1.0,5.7425,0.1292,-0.364,0.1927,0.729,8.8541,0.815
2011,F79,42,0.2,0.0,1.3814,0.0568,-0.364,0.1534,0.438,8.8541,0.815
2011,F79,42,0.2,0.25,4.7761,0.1181,-0.364,0.186,0.695,8.8541,0.815
2011,F79,42,0.2,0.5,5.3407,0.1248,-0.364,0.1898,0.716,8.8541,0.815
2011,F79,42,0.2,0.75,5.6228,0.1279,-0.364,0.1916,0.726,8.8541,0.815
2011,F79,42,0.2,1.0,5.7254,0.129,-0.364,0.1928,0.728,8.8541,0.815
2011,F79,42,0.3,0.0,2.0209,0.0729,-0.364,0.1631,0.514,8.8541,0.815
2011,F79,42,0.3,0.25,4.7633,0.118,-0.364,0.1867,0.692,8.8541,0.815
2011,F79,42,0.3,0.5,5.3221,0.1246,-0.364,0.1902,0.714,8.8541,0.815
2011,F79,42,0.3,0.75,5.5976,0.1276,-0.364,0.1918,0.724,8.8541,0.815
2011,F79,42,0.3,1.0,5.6901,0.1286,-0.364,0.1929,0.726,8.8541,0.815
2011,F79,42,0.4,0.0,2.5564,0.0841,-0.364,0.1692,0.563,8.8541,0.815
2011,F79,42,0.4,0.25,4.7463,0.1178,-0.364,0.1875,0.689,8.8541,0.815
2011,F79,42,0.4,0.5,5.3134,0.1245,-0.364,0.1906,0.713,8.8541,0.815
2011,F79,42,0.4,0.75,5.5655,0.1273,-0.364,0.192,0.722,8.8541,0.815
2011,F79,42,0.4,1.0,5.6537,0.1282,-0.364,0.1931,0.723,8.8541,0.815
2011,F79,42,0.5,0.0,3.0655,0.0934,-0.364,0.1753,0.598,8.8541,0.815
2011,F79,42,0.5,0.25,4.7279,0.1175,-0.364,0.1883,0.686,8.8541,0.815
2011,F79,42,0.5,0.5,5.3035,0.1244,-0.364,0.191,0.711,8.8541,0.815
2011,F79,42,0.5,0.75,5.5322,0.1269,-0.364,0.1923,0.719,8.8541,0.815
2011,F79,42,0.5,1.0,5.6161,0.1278,-0.364,0.1933,0.721,8.8541,0.815
2011,F79,63,0.02,0.0,0.1081,0.0066,-0.0844,0.0313,0.225,8.8541,0.815
2011,F79,63,0.02,0.25,4.6843,0.117,-0.364,0.1848,0.693,8.8541,0.815
2011,F79,63,0.02,0.5,5.4116,0.1256,-0.364,0.189,0.722,8.8541,0.815
2011,F79,63,0.02,0.75,5.6636,0.1283,-0.364,0.1911,0.729,8.8541,0.815
2011,F79,63,0.02,1.0,5.7871,0.1297,-0.364,0.1927,0.731,8.8541,0.815
2011,F79,63,0.05,0.0,0.2863,0.0162,-0.0991,0.0493,0.35,8.8541,0.815
2011,F79,63,0.05,0.25,4.6748,0.1169,-0.364,0.185,0.692,8.8541,0.815
2011,F79,63,0.05,0.5,5.3797,0.1252,-0.364,0.1891,0.72,8.8541,0.815
2011,F79,63,0.05,0.75,5.6238,0.1279,-0.364,0.1912,0.727,8.8541,0.815
2011,F79,63,0.05,1.0,5.7796,0.1296,-0.364,0.1927,0.731,8.8541,0.815
2011,F79,63,0.1,0.0,0.6201,0.0312,-0.1937,0.0842,0.408,8.8541,0.815
2011,F79,63,0.1,0.25,4.6535,0.1166,-0.364,0.1853,0.69,8.8541,0.815
