sample,ma,buffer,cap,crash,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,dd_2022,r2_worst,r2_neg,episodes
5y,125,0.03,0.25,28,0.8483,0.1309,-0.235,0.1439,0.931,-0.2242138723069088,-0.011959604550921266,0.005333333333333333,7
5y,125,0.03,0.25,29,0.8467,0.1307,-0.235,0.1439,0.929,-0.2242138723069088,-0.011959604550921266,0.005333333333333333,7
5y,125,0.03,0.25,30,0.8489,0.131,-0.235,0.1439,0.931,-0.2242138723069088,-0.011959604550921266,0.005333333333333333,7
5y,125,0.03,0.25,31,0.8637,0.1328,-0.235,0.144,0.942,-0.2242138723069088,-0.011959604550921266,0.005333333333333333,7
5y,125,0.03,0.5,28,0.8576,0.132,-0.2763,0.1596,0.86,-0.2660745523009187,-0.03181213427688723,0.017333333333333333,7
5y,125,0.03,0.5,29,0.856,0.1318,-0.2763,0.1596,0.859,-0.2660745523009187,-0.03181213427688723,0.017333333333333333,7
5y,125,0.03,0.5,30,0.8581,0.1321,-0.2763,0.1596,0.861,-0.2660745523009187,-0.03181213427688723,0.017333333333333333,7
5y,125,0.03,0.5,31,0.873,0.1339,-0.2763,0.1597,0.871,-0.2660745523009187,-0.03181213427688723,0.017333333333333333,7
5y,125,0.03,0.75,28,0.8638,0.1328,-0.3168,0.1847,0.77,-0.3071623900947943,-0.057184369893956255,0.024,7
5y,125,0.03,0.75,29,0.8622,0.1326,-0.3168,0.1847,0.769,-0.3071623900947943,-0.057184369893956255,0.024,7
5y,125,0.03,0.75,30,0.8644,0.1329,-0.3168,0.1847,0.771,-0.3071623900947943,-0.057184369893956255,0.024,7
5y,125,0.03,0.75,31,0.8793,0.1347,-0.3168,0.1848,0.779,-0.3071623900947943,-0.057184369893956255,0.024,7
2011,125,0.03,0.0,28,4.2963,0.112,-0.2182,0.1297,0.885,-0.1816251878293479,-0.11541225440005831,0.15322112594312245,19
2011,125,0.03,0.0,29,4.2564,0.1114,-0.2182,0.1307,0.876,-0.18162518782934778,-0.11541225440005831,0.15118978525827045,19
2011,125,0.03,0.0,30,4.3787,0.1131,-0.2182,0.1307,0.887,-0.181625187829348,-0.11541225440005853,0.15002901915264075,19
2011,125,0.03,0.0,31,4.4443,0.1139,-0.2182,0.1308,0.892,-0.1816251878293479,-0.11341306522600347,0.15002901915264075,19
2011,125,0.03,0.25,28,4.9008,0.1196,-0.235,0.1335,0.915,-0.2242138723069088,-0.06942851516673998,0.11027278003482298,19
2011,125,0.03,0.25,29,4.8564,0.1191,-0.235,0.1344,0.907,-0.2242138723069087,-0.06942851516673998,0.10882182240278584,19
2011,125,0.03,0.25,30,4.9926,0.1207,-0.235,0.1345,0.917,-0.22421387230690892,-0.06942851516674065,0.1085316308763784,19
2011,125,0.03,0.25,31,5.0657,0.1216,-0.235,0.1346,0.922,-0.2242138723069087,-0.0673254016571796,0.10562971561230412,19
2011,125,0.03,0.5,28,5.476,0.1263,-0.2763,0.145,0.895,-0.2660745523009186,-0.09907362244675477,0.04556006964596634,19
2011,125,0.03,0.5,29,5.4273,0.1258,-0.2763,0.1459,0.887,-0.2660745523009188,-0.08952333768663534,0.04875217643644805,19
2011,125,0.03,0.5,30,5.5768,0.1274,-0.2763,0.1459,0.897,-0.2660745523009185,-0.08952333768663523,0.04875217643644805,19
2011,125,0.03,0.5,31,5.657,0.1283,-0.2763,0.146,0.902,-0.2660745523009186,-0.08952333768663534,0.046430644225188625,19
2011,125,0.03,0.75,28,6.0348,0.1322,-0.3168,0.1636,0.843,-0.3071623900947942,-0.14951078466968026,0.05484619849100406,19
2011,125,0.03,0.75,29,5.9818,0.1317,-0.3168,0.1644,0.837,-0.3071623900947942,-0.14049515987037708,0.05368543238537435,19
2011,125,0.03,0.75,30,6.1442,0.1334,-0.3168,0.1644,0.846,-0.3071623900947944,-0.14049515987037742,0.05165409170052235,19
2011,125,0.03,0.75,31,6.2314,0.1342,-0.3168,0.1645,0.85,-0.3071623900947945,-0.14049515987037753,0.05165409170052235,19
5y,125,0.05,0.0,28,0.5738,0.0951,-0.2454,0.1434,0.708,-0.23337212152906317,-0.08405821458382401,0.04666666666666667,6
5y,125,0.05,0.0,29,0.5724,0.0949,-0.2454,0.1434,0.707,-0.23337212152906317,-0.08405821458382401,0.04666666666666667,6
5y,125,0.05,0.0,30,0.5743,0.0951,-0.2454,0.1435,0.708,-0.23337212152906317,-0.08405821458382401,0.04666666666666667,6
5y,125,0.05,0.0,31,0.5869,0.0969,-0.2454,0.1435,0.719,-0.23337212152906317,-0.08405821458382401,0.04666666666666667,6
5y,125,0.05,0.25,28,0.6469,0.1051,-0.272,0.1482,0.751,-0.2617661849402627,-0.07947261715542964,0.04533333333333334,6
5y,125,0.05,0.25,29,0.6455,0.1049,-0.272,0.1482,0.75,-0.2617661849402627,-0.07947261715542964,0.04533333333333334,6
5y,125,0.05,0.25,30,0.6474,0.1051,-0.272,0.1482,0.752,-0.2617661849402627,-0.07947261715542964,0.04533333333333334,6
5y,125,0.05,0.25,31,0.6606,0.1069,-0.272,0.1483,0.762,-0.2617661849402627,-0.07947261715542964,0.04533333333333334,6
5y,125,0.05,0.5,28,0.7204,0.1148,-0.3001,0.1628,0.752,-0.29026259192585213,-0.07634117067149682,0.042666666666666665,6
5y,125,0.05,0.5,29,0.719,0.1146,-0.3001,0.1628,0.751,-0.29026259192585213,-0.07634117067149682,0.042666666666666665,6
5y,125,0.05,0.5,30,0.721,0.1148,-0.3001,0.1628,0.752,-0.29026259192585213,-0.07634117067149682,0.042666666666666665,6
5y,125,0.05,0.5,31,0.7348,0.1166,-0.3001,0.1629,0.762,-0.29026259192585213,-0.07634117067149682,0.042666666666666665,6
5y,125,0.05,0.75,28,0.7938,0.1241,-0.3283,0.1864,0.724,-0.31882919018406664,-0.08014527759898205,0.044,6
5y,125,0.05,0.75,29,0.7923,0.1239,-0.3283,0.1864,0.723,-0.31882919018406664,-0.08014527759898205,0.044,6
5y,125,0.05,0.75,30,0.7944,0.1242,-0.3283,0.1864,0.724,-0.31882919018406664,-0.08014527759898205,0.044,6
5y,125,0.05,0.75,31,0.8088,0.126,-0.3283,0.1865,0.732,-0.31882919018406664,-0.08014527759898205,0.044,6
2011,125,0.05,0.0,28,3.8353,0.1055,-0.2454,0.1341,0.817,-0.23337212152906328,-0.09539515039676671,0.17237376668601276,12
2011,125,0.05,0.0,29,4.17,0.1103,-0.2454,0.1358,0.84,-0.23337212152906317,-0.09539515039676671,0.13406848520023215,12
2011,125,0.05,0.0,30,4.2892,0.1119,-0.2454,0.1358,0.851,-0.23337212152906328,-0.09539515039676683,0.13406848520023215,12
2011,125,0.05,0.0,31,4.3535,0.1127,-0.2454,0.1359,0.856,-0.23337212152906306,-0.0933507220954255,0.132617527568195,12
2011,125,0.05,0.25,28,4.4345,0.1138,-0.272,0.1376,0.854,-0.2617661849402627,-0.10169384232759549,0.12217063261752757,12
2011,125,0.05,0.25,29,4.8106,0.1185,-0.272,0.1392,0.877,-0.26176618494026294,-0.09217133325106086,0.08850841555426582,12
2011,125,0.05,0.25,30,4.9446,0.1202,-0.272,0.1393,0.887,-0.2617661849402628,-0.09217133325106097,0.08850841555426582,12
2011,125,0.05,0.25,31,5.0169,0.121,-0.272,0.1393,0.892,-0.2617661849402628,-0.09217133325106075,0.08560650029019153,12
2011,125,0.05,0.5,28,5.0939,0.1219,-0.3001,0.1481,0.853,-0.29026259192585213,-0.12876552506128391,0.06877539175856065,12
2011,125,0.05,0.5,29,5.5157,0.1267,-0.3001,0.1496,0.875,-0.29026259192585224,-0.11952998979912943,0.056877539175856064,12
2011,125,0.05,0.5,30,5.6659,0.1284,-0.3001,0.1497,0.884,-0.290262591925852,-0.11952998979912921,0.056877539175856064,12
2011,125,0.05,0.5,31,5.747,0.1292,-0.3001,0.1498,0.889,-0.29026259192585213,-0.11952998979912921,0.056006964596633776,12
2011,125,0.05,0.75,28,5.8171,0.13,-0.3283,0.1653,0.824,-0.3188291901840663,-0.16383230462108467,0.06993615786419037,12
2011,125,0.05,0.75,29,6.2889,0.1348,-0.3283,0.1667,0.844,-0.3188291901840665,-0.15496849532762258,0.06761462565293093,12
2011,125,0.05,0.75,30,6.457,0.1365,-0.3283,0.1667,0.853,-0.31882919018406664,-0.15496849532762258,0.06645385954730122,12
2011,125,0.05,0.75,31,6.5477,0.1373,-0.3283,0.1668,0.857,-0.3188291901840664,-0.15496849532762258,0.06645385954730122,12
5y,150,0.0,0.0,28,0.998,0.1487,-0.1312,0.1326,1.117,-0.09853426292733292,0.0754696587088064,0.0,16
5y,150,0.0,0.0,29,0.9963,0.1485,-0.1312,0.1326,1.115,-0.09853426292733292,0.0754696587088064,0.0,16
5y,150,0.0,0.0,30,0.9986,0.1487,-0.1312,0.1326,1.117,-0.09853426292733292,0.0754696587088064,0.0,16
5y,150,0.0,0.0,31,1.0146,0.1506,-0.1312,0.1327,1.128,-0.09853426292733292,0.0754696587088064,0.0,16
5y,150,0.0,0.25,28,0.9723,0.1457,-0.1749,0.1382,1.058,-0.16323771648039176,0.03973982000563736,0.0,16
5y,150,0.0,0.25,29,0.9707,0.1455,-0.1749,0.1382,1.057,-0.16323771648039176,0.03973982000563736,0.0,16
5y,150,0.0,0.25,30,0.973,0.1458,-0.1749,0.1382,1.058,-0.16323771648039176,0.03973982000563736,0.0,16
5y,150,0.0,0.25,31,0.9888,0.1476,-0.1749,0.1383,1.069,-0.16323771648039176,0.03973982000563736,0.0,16
5y,150,0.0,0.5,28,0.9426,0.1422,-0.2371,0.1551,0.939,-0.22634452450740972,0.0030371999646572334,0.0,16
5y,150,0.0,0.5,29,0.9409,0.142,-0.2371,0.1551,0.938,-0.22634452450740972,0.0030371999646572334,0.0,16
5y,150,0.0,0.5,30,0.9432,0.1423,-0.2371,0.1551,0.939,-0.22634452450740972,0.0030371999646572334,0.0,16
5y,150,0.0,0.5,31,0.9587,0.1441,-0.2371,0.1552,0.949,-0.22634452450740972,0.0030371999646572334,0.0,16
5y,150,0.0,0.75,28,0.9,0.1372,-0.2977,0.1821,0.8,-0.28777129113709865,-0.0440915516193221,0.021333333333333333,16
5y,150,0.0,0.75,29,0.8985,0.137,-0.2977,0.1821,0.799,-0.28777129113709865,-0.0440915516193221,0.021333333333333333,16
5y,150,0.0,0.75,30,0.9007,0.1372,-0.2977,0.1821,0.8,-0.28777129113709865,-0.0440915516193221,0.021333333333333333,16
5y,150,0.0,0.75,31,0.9159,0.1391,-0.2977,0.1822,0.809,-0.28777129113709865,-0.0440915516193221,0.021333333333333333,16
2011,150,0.0,0.0,28,3.1038,0.0941,-0.2497,0.126,0.778,-0.09853426292733292,-0.2080999839679426,0.15815438189204875,70
2011,150,0.0,0.0,29,3.0448,0.093,-0.2497,0.1271,0.765,-0.09853426292733303,-0.2080999839679426,0.16221706326175275,70
2011,150,0.0,0.0,30,3.1392,0.0947,-0.2497,0.1272,0.777,-0.0985342629273327,-0.2080999839679426,0.16134648868253046,70
2011,150,0.0,0.0,31,3.1897,0.0955,-0.2497,0.1273,0.782,-0.0985342629273328,-0.2080999839679426,0.1604759141033082,70
2011,150,0.0,0.25,28,3.9188,0.1067,-0.2118,0.1301,0.847,-0.16323771648039176,-0.14475770209185357,0.11665699361578642,70
2011,150,0.0,0.25,29,3.8481,0.1057,-0.2118,0.1312,0.834,-0.16323771648039154,-0.14475770209185357,0.12188044109112015,70
2011,150,0.0,0.25,30,3.9611,0.1073,-0.2118,0.1313,0.845,-0.16323771648039165,-0.14475770209185357,0.12188044109112015,70
2011,150,0.0,0.25,31,4.0217,0.1082,-0.2118,0.1314,0.85,-0.16323771648039198,-0.14475770209185357,0.1195589088798607,70
2011,150,0.0,0.5,28,4.8191,0.1187,-0.2371,0.1425,0.86,-0.22634452450740938,-0.08560105026827247,0.06964596633778293,70
2011,150,0.0,0.5,29,4.7355,0.1176,-0.2371,0.1435,0.849,-0.2263445245074096,-0.08560105026827247,0.07196749854904237,70
2011,150,0.0,0.5,30,4.8692,0.1193,-0.2371,0.1436,0.859,-0.22634452450740938,-0.08560105026827247,0.0713871154962275,70
2011,150,0.0,0.5,31,4.9409,0.1201,-0.2371,0.1436,0.864,-0.2263445245074095,-0.08560105026827247,0.0693557748113755,70
2011,150,0.0,0.75,28,5.6914,0.1286,-0.2977,0.1622,0.829,-0.28777129113709854,-0.1257073416966875,0.053395240858966915,70
2011,150,0.0,0.75,29,5.6144,0.1278,-0.2977,0.1631,0.821,-0.28777129113709876,-0.11643938811189536,0.052524666279744635,70
2011,150,0.0,0.75,30,5.7687,0.1295,-0.2977,0.1632,0.83,-0.28777129113709865,-0.11643938811189525,0.05107370864770749,70
2011,150,0.0,0.75,31,5.8513,0.1303,-0.2977,0.1632,0.834,-0.28777129113709865,-0.11643938811189503,0.05107370864770749,70
5y,150,0.02,0.0,28,0.9753,0.146,-0.1315,0.1375,1.065,-0.11232337928844838,0.059765593408063644,0.0,5
5y,150,0.02,0.0,29,0.9737,0.1458,-0.1315,0.1375,1.063,-0.11232337928844838,0.059765593408063644,0.0,5
5y,150,0.02,0.0,30,0.9759,0.1461,-0.1315,0.1375,1.065,-0.11232337928844838,0.059765593408063644,0.0,5
5y,150,0.02,0.0,31,0.9918,0.1479,-0.1315,0.1376,1.076,-0.11232337928844838,0.059765593408063644,0.0,5
5y,150,0.02,0.25,28,0.9534,0.1435,-0.1847,0.1428,1.015,-0.1732633503827703,0.027337074715808818,0.0,5
5y,150,0.02,0.25,29,0.9518,0.1433,-0.1847,0.1428,1.014,-0.1732633503827703,0.027337074715808818,0.0,5
5y,150,0.02,0.25,30,0.954,0.1436,-0.1847,0.1428,1.015,-0.1732633503827703,0.027337074715808818,0.0,5
5y,150,0.02,0.25,31,0.9697,0.1454,-0.1847,0.1429,1.026,-0.1732633503827703,0.027337074715808818,0.0,5
5y,150,0.02,0.5,28,0.9281,0.1405,-0.2435,0.1586,0.912,-0.23280647546727407,-0.005933092354501124,0.0013333333333333333,5
5y,150,0.02,0.5,29,0.9264,0.1403,-0.2435,0.1586,0.911,-0.23280647546727407,-0.005933092354501124,0.0013333333333333333,5
5y,150,0.02,0.5,30,0.9287,0.1406,-0.2435,0.1586,0.912,-0.23280647546727407,-0.005933092354501124,0.0013333333333333333,5
5y,150,0.02,0.5,31,0.9441,0.1424,-0.2435,0.1587,0.922,-0.23280647546727407,-0.005933092354501124,0.0013333333333333333,5
5y,150,0.02,0.75,28,0.8992,0.1371,-0.3007,0.1841,0.793,-0.29088577773521807,-0.04541071300398403,0.02266666666666667,5
5y,150,0.02,0.75,29,0.8976,0.1369,-0.3007,0.1841,0.792,-0.29088577773521807,-0.04541071300398403,0.02266666666666667,5
5y,150,0.02,0.75,30,0.8998,0.1371,-0.3007,0.1841,0.793,-0.29088577773521807,-0.04541071300398403,0.02266666666666667,5
5y,150,0.02,0.75,31,0.915,0.139,-0.3007,0.1842,0.802,-0.29088577773521807,-0.04541071300398403,0.02266666666666667,5
2011,150,0.02,0.0,28,3.9598,0.1073,-0.2465,0.1306,0.848,-0.11232337928844849,-0.1421653357784305,0.1363900174114916,20
2011,150,0.02,0.0,29,3.9225,0.1068,-0.2465,0.1315,0.839,-0.11232337928844827,-0.1421653357784305,0.13726059199071386,20
2011,150,0.02,0.0,30,4.037,0.1084,-0.2465,0.1316,0.85,-0.11232337928844838,-0.1421653357784305,0.13697040046430645,20
2011,150,0.02,0.0,31,4.0984,0.1093,-0.2465,0.1317,0.856,-0.11232337928844838,-0.1421653357784305,0.13580963435867674,20
2011,150,0.02,0.25,28,4.6366,0.1164,-0.2167,0.1344,0.889,-0.1732633503827704,-0.09214670320848495,0.0975043528728961,20
2011,150,0.02,0.25,29,4.5942,0.1158,-0.2167,0.1353,0.88,-0.1732633503827702,-0.09214670320848495,0.0983749274521184,20
2011,150,0.02,0.25,30,4.7243,0.1175,-0.2167,0.1353,0.891,-0.1732633503827703,-0.09214670320848495,0.09808473592571097,20
2011,150,0.02,0.25,31,4.7941,0.1183,-0.2167,0.1354,0.896,-0.17326335038276997,-0.09214670320848495,0.09779454439930355,20
2011,150,0.02,0.5,28,5.357,0.125,-0.2435,0.1457,0.883,-0.2328064754672743,-0.05823556724119794,0.05281485780615206,20
2011,150,0.02,0.5,29,5.3091,0.1244,-0.2435,0.1465,0.876,-0.2328064754672743,-0.0614687292897641,0.05310504933255949,20
2011,150,0.02,0.5,30,5.4559,0.1261,-0.2435,0.1466,0.885,-0.2328064754672743,-0.060240273913060194,0.05165409170052235,20
2011,150,0.02,0.5,31,5.5346,0.1269,-0.2435,0.1467,0.89,-0.23280647546727418,-0.06024027391306053,0.04962275101567034,20
2011,150,0.02,0.75,28,6.0854,0.1328,-0.3007,0.1641,0.844,-0.29088577773521807,-0.12953051357004175,0.0461404526987812,20
2011,150,0.02,0.75,29,6.0321,0.1322,-0.3007,0.1648,0.838,-0.2908857777352183,-0.12030308758105224,0.044399303540336624,20
2011,150,0.02,0.75,30,6.1956,0.1339,-0.3007,0.1649,0.847,-0.2908857777352182,-0.12030308758105213,0.04352872896111434,20
2011,150,0.02,0.75,31,6.2834,0.1348,-0.3007,0.1649,0.851,-0.2908857777352182,-0.12030308758105179,0.04352872896111434,20
5y,150,0.03,0.0,28,0.9245,0.1401,-0.1519,0.139,1.017,-0.13839380409494018,0.03251198943913547,0.0,5
5y,150,0.03,0.0,29,0.9229,0.1399,-0.1519,0.139,1.016,-0.13839380409494018,0.03251198943913547,0.0,5
5y,150,0.03,0.0,30,0.9251,0.1402,-0.1519,0.139,1.018,-0.13839380409494018,0.03251198943913547,0.0,5
5y,150,0.03,0.0,31,0.9406,0.142,-0.1519,0.1391,1.029,-0.13839380409494018,0.03251198943913547,0.0,5
5y,150,0.03,0.25,28,0.9146,0.1389,-0.2036,0.1441,0.979,-0.1924005890561854,0.006931096899012612,0.0,5
5y,150,0.03,0.25,29,0.913,0.1387,-0.2036,0.1441,0.977,-0.1924005890561854,0.006931096899012612,0.0,5
5y,150,0.03,0.25,30,0.9152,0.139,-0.2036,0.1442,0.979,-0.1924005890561854,0.006931096899012612,0.0,5
5y,150,0.03,0.25,31,0.9306,0.1408,-0.2036,0.1442,0.99,-0.1924005890561854,0.006931096899012612,0.0,5
5y,150,0.03,0.5,28,0.9018,0.1374,-0.2558,0.1597,0.89,-0.2452796273729242,-0.01949837459679249,0.014666666666666666,5
5y,150,0.03,0.5,29,0.9002,0.1372,-0.2558,0.1597,0.888,-0.2452796273729242,-0.01949837459679249,0.014666666666666666,5
5y,150,0.03,0.5,30,0.9024,0.1374,-0.2558,0.1597,0.89,-0.2452796273729242,-0.01949837459679249,0.014666666666666666,5
5y,150,0.03,0.5,31,0.9176,0.1393,-0.2558,0.1598,0.9,-0.2452796273729242,-0.01949837459679249,0.014666666666666666,5
5y,150,0.03,0.75,28,0.8858,0.1355,-0.3067,0.1848,0.783,-0.29697583894383195,-0.05301600497960335,0.02266666666666667,5
5y,150,0.03,0.75,29,0.8843,0.1353,-0.3067,0.1848,0.782,-0.29697583894383195,-0.05301600497960335,0.02266666666666667,5
5y,150,0.03,0.75,30,0.8864,0.1355,-0.3067,0.1848,0.783,-0.29697583894383195,-0.05301600497960335,0.02266666666666667,5
5y,150,0.03,0.75,31,0.9016,0.1373,-0.3067,0.1848,0.792,-0.29697583894383195,-0.05301600497960335,0.02266666666666667,5
2011,150,0.03,0.0,28,4.1865,0.1105,-0.248,0.1325,0.859,-0.13839380409494018,-0.14333742794954096,0.14509576320371445,17
2011,150,0.03,0.0,29,4.1475,0.11,-0.248,0.1334,0.851,-0.13839380409494006,-0.14333742794954096,0.1453859547301219,17
2011,150,0.03,0.0,30,4.2672,0.1116,-0.248,0.1335,0.861,-0.1383938040949405,-0.14333742794954096,0.1453859547301219,17
2011,150,0.03,0.0,31,4.3314,0.1124,-0.248,0.1336,0.867,-0.1383938040949404,-0.14333742794954096,0.14306442251886245,17
2011,150,0.03,0.25,28,4.8254,0.1187,-0.2175,0.1361,0.895,-0.1924005890561854,-0.09303617316644153,0.10011607661056297,17
2011,150,0.03,0.25,29,4.7815,0.1182,-0.2175,0.137,0.886,-0.1924005890561854,-0.09303617316644153,0.09779454439930355,17
2011,150,0.03,0.25,30,4.916,0.1198,-0.2175,0.1371,0.896,-0.1924005890561855,-0.09303617316644153,0.0975043528728961,17
2011,150,0.03,0.25,31,4.9882,0.1207,-0.2175,0.1372,0.902,-0.19240058905618518,-0.09303617316644153,0.09402205455600697,17
2011,150,0.03,0.5,28,5.4955,0.1265,-0.2558,0.1471,0.886,-0.24527962737292408,-0.07354692018346043,0.05977945443993035,17
2011,150,0.03,0.5,29,5.4467,0.126,-0.2558,0.1479,0.878,-0.2452796273729242,-0.06372603919963649,0.05861868833430064,17
2011,150,0.03,0.5,30,5.5966,0.1276,-0.2558,0.148,0.888,-0.24527962737292397,-0.06372603919963615,0.05658734764944864,17
2011,150,0.03,0.5,31,5.6771,0.1285,-0.2558,0.148,0.893,-0.24527962737292408,-0.06372603919963671,0.05571677307022635,17
2011,150,0.03,0.75,28,6.1607,0.1335,-0.3067,0.1648,0.845,-0.29697583894383206,-0.13700633662666872,0.04991294254207777,17
2011,150,0.03,0.75,29,6.1068,0.133,-0.3067,0.1656,0.839,-0.29697583894383184,-0.12785815822192725,0.04875217643644805,17
2011,150,0.03,0.75,30,6.2721,0.1346,-0.3067,0.1656,0.848,-0.29697583894383217,-0.1278581582219278,0.047011027278003485,17
2011,150,0.03,0.75,31,6.3608,0.1355,-0.3067,0.1657,0.852,-0.29697583894383206,-0.1278581582219278,0.047011027278003485,17
5y,150,0.05,0.0,28,0.8308,0.1287,-0.1948,0.1422,0.927,-0.18198249281591117,0.02179479380020055,0.0,4
5y,150,0.05,0.0,29,0.8293,0.1286,-0.1948,0.1422,0.926,-0.18198249281591117,0.02179479380020055,0.0,4
5y,150,0.05,0.0,30,0.8314,0.1288,-0.1948,0.1422,0.927,-0.18198249281591117,0.02179479380020055,0.0,4
5y,150,0.05,0.0,31,0.8461,0.1306,-0.1948,0.1423,0.938,-0.18198249281591117,0.02179479380020055,0.0,4
5y,150,0.05,0.25,28,0.8446,0.1304,-0.2339,0.147,0.911,-0.22315702674404814,-0.006499167783889259,0.004,4
5y,150,0.05,0.25,29,0.843,0.1302,-0.2339,0.147,0.91,-0.22315702674404814,-0.006499167783889259,0.004,4
5y,150,0.05,0.25,30,0.8451,0.1305,-0.2339,0.1471,0.912,-0.22315702674404814,-0.006499167783889259,0.004,4
5y,150,0.05,0.25,31,0.8599,0.1323,-0.2339,0.1471,0.922,-0.22315702674404814,-0.006499167783889259,0.004,4
5y,150,0.05,0.5,28,0.8553,0.1317,-0.2747,0.1618,0.849,-0.2645125609264247,-0.03548198689176929,0.014666666666666666,4
5y,150,0.05,0.5,29,0.8537,0.1316,-0.2747,0.1618,0.848,-0.2645125609264247,-0.03548198689176929,0.014666666666666666,4
5y,150,0.05,0.5,30,0.8559,0.1318,-0.2747,0.1618,0.85,-0.2645125609264247,-0.03548198689176929,0.014666666666666666,4
5y,150,0.05,0.5,31,0.8707,0.1336,-0.2747,0.1619,0.859,-0.2645125609264247,-0.03548198689176929,0.014666666666666666,4
5y,150,0.05,0.75,28,0.8627,0.1327,-0.3156,0.1858,0.766,-0.3059668244064754,-0.06512699604396888,0.024,4
5y,150,0.05,0.75,29,0.8612,0.1325,-0.3156,0.1859,0.765,-0.3059668244064754,-0.06512699604396888,0.024,4
5y,150,0.05,0.75,30,0.8633,0.1327,-0.3156,0.1859,0.766,-0.3059668244064754,-0.06512699604396888,0.024,4
5y,150,0.05,0.75,31,0.8783,0.1345,-0.3156,0.1859,0.775,-0.3059668244064754,-0.06512699604396888,0.024,4
2011,150,0.05,0.0,28,4.3381,0.1125,-0.2534,0.1342,0.864,-0.18198249281591128,-0.13110038885393938,0.14103308183401045,10
2011,150,0.05,0.0,29,4.7076,0.1173,-0.2534,0.1359,0.886,-0.18198249281591095,-0.09539515039676705,0.13290771909460244,10
2011,150,0.05,0.0,30,4.8392,0.1189,-0.2534,0.1359,0.897,-0.18198249281591128,-0.09539515039676683,0.1317469529889727,10
2011,150,0.05,0.0,31,4.9102,0.1198,-0.2534,0.136,0.902,-0.18198249281591117,-0.09335072209542539,0.13000580383052815,10
2011,150,0.05,0.25,28,4.853,0.1191,-0.2339,0.1376,0.888,-0.22315702674404803,-0.09467742012636504,0.1065002901915264,10
2011,150,0.05,0.25,29,5.2582,0.1238,-0.2339,0.1393,0.91,-0.22315702674404803,-0.06197266410135194,0.07573998839233895,10
2011,150,0.05,0.25,30,5.4025,0.1255,-0.2339,0.1394,0.92,-0.22315702674404803,-0.06197266410135205,0.07515960533952408,10
2011,150,0.05,0.25,31,5.4803,0.1263,-0.2339,0.1394,0.926,-0.22315702674404791,-0.05985270019248723,0.0722576900754498,10
2011,150,0.05,0.5,28,5.4028,0.1255,-0.2747,0.1481,0.874,-0.2645125609264245,-0.0971562080346996,0.0722576900754498,10
2011,150,0.05,0.5,29,5.8461,0.1303,-0.2747,0.1497,0.896,-0.2645125609264245,-0.08758559769183039,0.040336622170632615,10
2011,150,0.05,0.5,30,6.0039,0.1319,-0.2747,0.1497,0.905,-0.2645125609264245,-0.08758559769183005,0.040336622170632615,10
2011,150,0.05,0.5,31,6.089,0.1328,-0.2747,0.1498,0.91,-0.2645125609264245,-0.08758559769183027,0.03946604759141033,10
2011,150,0.05,0.75,28,5.9877,0.1318,-0.3156,0.1653,0.834,-0.30596682440647527,-0.14804317420858903,0.060069645966337785,10
2011,150,0.05,0.75,29,6.4714,0.1366,-0.3156,0.1667,0.854,-0.30596682440647516,-0.13901199198065517,0.05542658154381892,10
2011,150,0.05,0.75,30,6.6437,0.1382,-0.3156,0.1667,0.862,-0.30596682440647527,-0.13901199198065528,0.053975623911781775,10
2011,150,0.05,0.75,31,6.7366,0.1391,-0.3156,0.1668,0.867,-0.3059668244064754,-0.1390119919806556,0.053975623911781775,10
5y,175,0.0,0.0,28,1.114,0.1617,-0.1315,0.1341,1.19,-0.05931163327853539,0.08182397896413462,0.0,9
5y,175,0.0,0.0,29,1.1122,0.1615,-0.1315,0.1341,1.189,-0.05931163327853539,0.08182397896413462,0.0,9
5y,175,0.0,0.0,30,1.1147,0.1618,-0.1315,0.1341,1.19,-0.05931163327853539,0.08182397896413462,0.0,9
5y,175,0.0,0.0,31,1.1316,0.1637,-0.1315,0.1342,1.202,-0.05931163327853539,0.08182397896413462,0.0,9
5y,175,0.0,0.25,28,1.0629,0.156,-0.1437,0.1394,1.115,-0.13165137357931367,0.047132759548552894,0.0,9
5y,175,0.0,0.25,29,1.0612,0.1559,-0.1437,0.1394,1.114,-0.13165137357931367,0.047132759548552894,0.0,9
5y,175,0.0,0.25,30,1.0636,0.1561,-0.1437,0.1394,1.115,-0.13165137357931367,0.047132759548552894,0.0,9
5y,175,0.0,0.25,31,1.0801,0.158,-0.1437,0.1395,1.126,-0.13165137357931367,0.047132759548552894,0.0,9
5y,175,0.0,0.5,28,1.0055,0.1495,-0.2148,0.1555,0.978,-0.20379153937503214,0.009809151273222794,0.0,9
5y,175,0.0,0.5,29,1.0038,0.1493,-0.2148,0.1555,0.977,-0.20379153937503214,0.009809151273222794,0.0,9
5y,175,0.0,0.5,30,1.0061,0.1496,-0.2148,0.1556,0.978,-0.20379153937503214,0.009809151273222794,0.0,9
5y,175,0.0,0.5,31,1.0222,0.1514,-0.2148,0.1556,0.988,-0.20379153937503214,0.009809151273222794,0.0,9
5y,175,0.0,0.75,28,0.9327,0.141,-0.2858,0.182,0.819,-0.27572215759068663,-0.04327412515240603,0.021333333333333333,9
5y,175,0.0,0.75,29,0.9311,0.1409,-0.2858,0.182,0.818,-0.27572215759068663,-0.04327412515240603,0.021333333333333333,9
