sample,ma,buffer,cap,crash,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,dd_2022,r2_worst,r2_neg,episodes
5y,175,0.0,0.75,30,0.9333,0.1411,-0.2858,0.182,0.82,-0.27572215759068663,-0.04327412515240603,0.021333333333333333,9
5y,175,0.0,0.75,31,0.9488,0.1429,-0.2858,0.1821,0.828,-0.27572215759068663,-0.04327412515240603,0.021333333333333333,9
2011,175,0.0,0.0,28,4.1525,0.11,-0.2049,0.1313,0.863,-0.05931163327853528,-0.12337156563646046,0.1494486360998259,47
2011,175,0.0,0.0,29,4.1137,0.1095,-0.2049,0.1322,0.854,-0.05931163327853528,-0.12337156563646046,0.15322112594312245,47
2011,175,0.0,0.0,30,4.233,0.1111,-0.2049,0.1323,0.865,-0.05931163327853539,-0.12337156563646023,0.1526407428903076,47
2011,175,0.0,0.0,31,4.2969,0.112,-0.2049,0.1324,0.87,-0.0593116332785355,-0.12139036469357423,0.15089959373186304,47
2011,175,0.0,0.25,28,4.8485,0.119,-0.185,0.1349,0.903,-0.1316513735793139,-0.06999203196465953,0.10156703424260012,47
2011,175,0.0,0.25,29,4.8045,0.1185,-0.185,0.1358,0.895,-0.13165137357931356,-0.07827560845363102,0.10214741729541497,47
2011,175,0.0,0.25,30,4.9399,0.1201,-0.185,0.1359,0.905,-0.13165137357931378,-0.07706915181231189,0.10127684271619268,47
2011,175,0.0,0.25,31,5.0124,0.121,-0.185,0.1359,0.91,-0.1316513735793139,-0.07706915181231144,0.09982588508415555,47
2011,175,0.0,0.5,28,5.5299,0.1269,-0.2148,0.1459,0.894,-0.20379153937503203,-0.06889249976154133,0.03250145095763204,47
2011,175,0.0,0.5,29,5.4807,0.1263,-0.2148,0.1467,0.886,-0.20379153937503214,-0.08482405631430368,0.029889727219965176,47
2011,175,0.0,0.5,30,5.6319,0.128,-0.2148,0.1468,0.896,-0.20379153937503203,-0.08362617101869785,0.02959953569355775,47
2011,175,0.0,0.5,31,5.7129,0.1289,-0.2148,0.1469,0.901,-0.20379153937503203,-0.08362617101869751,0.027858386535113175,47
2011,175,0.0,0.75,28,6.1122,0.133,-0.2858,0.164,0.846,-0.27572215759068675,-0.11091649029256134,0.041497388276262336,47
2011,175,0.0,0.75,29,6.0587,0.1325,-0.2858,0.1647,0.84,-0.27572215759068663,-0.10149174604620792,0.040917005223447475,47
2011,175,0.0,0.75,30,6.2233,0.1342,-0.2858,0.1648,0.849,-0.2757221575906865,-0.10149174604620781,0.040336622170632615,47
2011,175,0.0,0.75,31,6.3115,0.135,-0.2858,0.1648,0.853,-0.27572215759068663,-0.1014917460462077,0.040336622170632615,47
5y,175,0.02,0.0,28,0.9956,0.1484,-0.1315,0.1367,1.085,-0.08374503166442249,0.08933184061623867,0.0,5
5y,175,0.02,0.0,29,0.9939,0.1482,-0.1315,0.1367,1.084,-0.08374503166442249,0.08933184061623867,0.0,5
5y,175,0.02,0.0,30,0.9962,0.1485,-0.1315,0.1367,1.086,-0.08374503166442249,0.08933184061623867,0.0,5
5y,175,0.02,0.0,31,1.0122,0.1503,-0.1315,0.1368,1.097,-0.08374503166442249,0.08933184061623867,0.0,5
5y,175,0.02,0.25,28,0.9746,0.146,-0.1605,0.1417,1.037,-0.14867777116304548,0.05197147688696302,0.0,5
5y,175,0.02,0.25,29,0.9729,0.1458,-0.1605,0.1417,1.035,-0.14867777116304548,0.05197147688696302,0.0,5
5y,175,0.02,0.25,30,0.9752,0.146,-0.1605,0.1417,1.037,-0.14867777116304548,0.05197147688696302,0.0,5
5y,175,0.02,0.25,31,0.9911,0.1479,-0.1605,0.1418,1.048,-0.14867777116304548,0.05197147688696302,0.0,5
5y,175,0.02,0.5,28,0.9465,0.1427,-0.2252,0.1573,0.93,-0.2142679379540261,0.012209451951134653,0.0,5
5y,175,0.02,0.5,29,0.9449,0.1425,-0.2252,0.1573,0.929,-0.2142679379540261,0.012209451951134653,0.0,5
5y,175,0.02,0.5,30,0.9471,0.1427,-0.2252,0.1573,0.931,-0.2142679379540261,0.012209451951134653,0.0,5
5y,175,0.02,0.5,31,0.9627,0.1446,-0.2252,0.1574,0.941,-0.2142679379540261,0.012209451951134653,0.0,5
5y,175,0.02,0.75,28,0.9037,0.1376,-0.2905,0.1829,0.799,-0.28051868644260725,-0.04323459537012986,0.021333333333333333,5
5y,175,0.02,0.75,29,0.9021,0.1374,-0.2905,0.1829,0.798,-0.28051868644260725,-0.04323459537012986,0.021333333333333333,5
5y,175,0.02,0.75,30,0.9043,0.1377,-0.2905,0.1829,0.8,-0.28051868644260725,-0.04323459537012986,0.021333333333333333,5
5y,175,0.02,0.75,31,0.9196,0.1395,-0.2905,0.183,0.808,-0.28051868644260725,-0.04323459537012986,0.021333333333333333,5
2011,175,0.02,0.0,28,4.4515,0.114,-0.2318,0.1351,0.869,-0.08374503166442238,-0.14875120204498993,0.144805571677307,20
2011,175,0.02,0.0,29,4.4105,0.1135,-0.2318,0.136,0.861,-0.08374503166442238,-0.14875120204498993,0.14625652930934416,20
2011,175,0.02,0.0,30,4.5363,0.1151,-0.2318,0.1361,0.871,-0.0837450316644226,-0.14875120204499004,0.144805571677307,20
2011,175,0.02,0.0,31,4.6038,0.116,-0.2318,0.1362,0.876,-0.08374503166442249,-0.14682735967913774,0.1433546140452699,20
2011,175,0.02,0.25,28,5.101,0.122,-0.195,0.1384,0.903,-0.14867777116304537,-0.09292601694896807,0.0954730121880441,20
2011,175,0.02,0.25,29,5.055,0.1215,-0.195,0.1393,0.895,-0.14867777116304537,-0.09292601694896807,0.09663377829367382,20
2011,175,0.02,0.25,30,5.1959,0.1231,-0.195,0.1394,0.905,-0.14867777116304548,-0.0929260169489684,0.0963435867672664,20
2011,175,0.02,0.25,31,5.2715,0.124,-0.195,0.1394,0.91,-0.14867777116304537,-0.09087600834778353,0.0943122460824144,20
2011,175,0.02,0.5,28,5.741,0.1292,-0.2252,0.1486,0.894,-0.214267937954026,-0.04209116244772537,0.0330818340104469,20
2011,175,0.02,0.5,29,5.6903,0.1286,-0.2252,0.1494,0.887,-0.21426793795402588,-0.058481298725165054,0.03250145095763204,20
2011,175,0.02,0.5,30,5.8459,0.1303,-0.2252,0.1495,0.896,-0.214267937954026,-0.05724893306304679,0.03221125943122461,20
2011,175,0.02,0.5,31,5.9294,0.1312,-0.2252,0.1495,0.901,-0.214267937954026,-0.05724893306304646,0.030179918746372606,20
2011,175,0.02,0.75,28,6.2819,0.1347,-0.2905,0.1654,0.849,-0.28051868644260747,-0.11680444441234017,0.04207777132907719,20
2011,175,0.02,0.75,29,6.2271,0.1342,-0.2905,0.1661,0.843,-0.28051868644260747,-0.1074421155196712,0.04062681369704005,20
2011,175,0.02,0.75,30,6.3952,0.1359,-0.2905,0.1662,0.852,-0.28051868644260747,-0.10744211551967109,0.04004643064422519,20
2011,175,0.02,0.75,31,6.4854,0.1367,-0.2905,0.1663,0.856,-0.28051868644260725,-0.1074421155196712,0.04004643064422519,20
5y,175,0.03,0.0,28,1.0561,0.1553,-0.1481,0.139,1.113,-0.09564464456119337,0.12964036321627082,0.0,3
5y,175,0.03,0.0,29,1.0544,0.1551,-0.1481,0.139,1.112,-0.09564464456119337,0.12964036321627082,0.0,3
5y,175,0.03,0.0,30,1.0568,0.1554,-0.1481,0.139,1.113,-0.09564464456119337,0.12964036321627082,0.0,3
5y,175,0.03,0.0,31,1.0733,0.1572,-0.1481,0.1391,1.124,-0.09564464456119337,0.12964036321627082,0.0,3
5y,175,0.03,0.25,28,1.0192,0.1511,-0.1687,0.1438,1.055,-0.15697630046078448,0.074860845014177,0.0,3
5y,175,0.03,0.25,29,1.0175,0.1509,-0.1687,0.1438,1.054,-0.15697630046078448,0.074860845014177,0.0,3
5y,175,0.03,0.25,30,1.0199,0.1512,-0.1687,0.1438,1.055,-0.15697630046078448,0.074860845014177,0.0,3
5y,175,0.03,0.25,31,1.0361,0.153,-0.1687,0.1439,1.066,-0.15697630046078448,0.074860845014177,0.0,3
5y,175,0.03,0.5,28,0.9757,0.1461,-0.2302,0.1588,0.942,-0.21937792103736387,0.019099853976748182,0.0,3
5y,175,0.03,0.5,29,0.974,0.1459,-0.2302,0.1588,0.941,-0.21937792103736387,0.019099853976748182,0.0,3
5y,175,0.03,0.5,30,0.9763,0.1462,-0.2302,0.1588,0.942,-0.21937792103736387,0.019099853976748182,0.0,3
5y,175,0.03,0.5,31,0.9921,0.148,-0.2302,0.1589,0.952,-0.21937792103736387,0.019099853976748182,0.0,3
5y,175,0.03,0.75,28,0.925,0.1401,-0.2928,0.1837,0.809,-0.2828600199682343,-0.03765233039313598,0.016,3
5y,175,0.03,0.75,29,0.9234,0.1399,-0.2928,0.1837,0.808,-0.2828600199682343,-0.03765233039313598,0.016,3
5y,175,0.03,0.75,30,0.9256,0.1402,-0.2928,0.1837,0.809,-0.2828600199682343,-0.03765233039313598,0.016,3
5y,175,0.03,0.75,31,0.941,0.142,-0.2928,0.1838,0.818,-0.2828600199682343,-0.03765233039313598,0.016,3
2011,175,0.03,0.0,28,5.2785,0.1241,-0.2258,0.1366,0.927,-0.09564464456119337,-0.12020981759168292,0.11027278003482298,12
2011,175,0.03,0.0,29,5.2313,0.1235,-0.2258,0.1375,0.918,-0.09564464456119326,-0.12020981759168292,0.11085316308763785,12
2011,175,0.03,0.0,30,5.3762,0.1252,-0.2258,0.1376,0.928,-0.09564464456119337,-0.12020981759168281,0.1105629715612304,12
2011,175,0.03,0.0,31,5.454,0.1261,-0.2258,0.1377,0.934,-0.09564464456119348,-0.11822147102362435,0.10969239698200813,12
2011,175,0.03,0.25,28,5.7626,0.1294,-0.1952,0.1398,0.943,-0.15697630046078448,-0.07720213903345563,0.0632617527568195,12
2011,175,0.03,0.25,29,5.7117,0.1289,-0.1952,0.1407,0.934,-0.1569763004607846,-0.07720213903345563,0.06471271038885665,12
2011,175,0.03,0.25,30,5.8678,0.1305,-0.1952,0.1408,0.944,-0.15697630046078448,-0.0772021390334553,0.06471271038885665,12
2011,175,0.03,0.25,31,5.9516,0.1314,-0.1952,0.1408,0.949,-0.15697630046078448,-0.0751165940972277,0.062100986651189787,12
2011,175,0.03,0.5,28,6.1939,0.1339,-0.2302,0.1496,0.917,-0.21937792103736387,-0.041751414884518834,0.017991874637260593,12
2011,175,0.03,0.5,29,6.1398,0.1333,-0.2302,0.1504,0.91,-0.21937792103736375,-0.04941519324896593,0.01857225769007545,12
2011,175,0.03,0.5,30,6.3058,0.135,-0.2302,0.1505,0.919,-0.21937792103736353,-0.04817096084743655,0.01857225769007545,12
2011,175,0.03,0.5,31,6.395,0.1359,-0.2302,0.1506,0.924,-0.21937792103736387,-0.04817096084743644,0.01654091700522345,12
2011,175,0.03,0.75,28,6.5497,0.1373,-0.2928,0.166,0.861,-0.28286001996823407,-0.11967853624074054,0.03801508995937319,12
2011,175,0.03,0.75,29,6.4929,0.1368,-0.2928,0.1667,0.855,-0.2828600199682343,-0.11034667420537736,0.038885664538595474,12
2011,175,0.03,0.75,30,6.6671,0.1385,-0.2928,0.1668,0.863,-0.2828600199682342,-0.11034667420537736,0.038305281485780614,12
2011,175,0.03,0.75,31,6.7607,0.1393,-0.2928,0.1668,0.868,-0.2828600199682343,-0.11034667420537758,0.038305281485780614,12
5y,175,0.05,0.0,28,0.9211,0.1397,-0.1481,0.1404,1.006,-0.1147418666367237,0.10032043310848593,0.0,3
5y,175,0.05,0.0,29,0.9195,0.1395,-0.1481,0.1404,1.004,-0.1147418666367237,0.0993979124986688,0.0,3
5y,175,0.05,0.0,30,0.9218,0.1397,-0.1481,0.1404,1.006,-0.1147418666367237,0.10067307825881522,0.0,3
5y,175,0.05,0.0,31,0.9372,0.1416,-0.1481,0.1405,1.017,-0.1147418666367237,0.09918871701591847,0.0,3
5y,175,0.05,0.25,28,0.9193,0.1395,-0.1818,0.1451,0.976,-0.17030764665191556,0.057863289619223934,0.0,3
5y,175,0.05,0.25,29,0.9177,0.1393,-0.1818,0.1451,0.975,-0.17030764665191556,0.057863289619223934,0.0,3
5y,175,0.05,0.25,30,0.9199,0.1395,-0.1818,0.1451,0.977,-0.17030764665191556,0.057863289619223934,0.0,3
5y,175,0.05,0.25,31,0.9353,0.1414,-0.1818,0.1452,0.987,-0.17030764665191556,0.057863289619223934,0.0,3
5y,175,0.05,0.5,28,0.9101,0.1384,-0.2383,0.1598,0.895,-0.2275951741642146,0.008372253916047567,0.0,3
5y,175,0.05,0.5,29,0.9085,0.1382,-0.2383,0.1598,0.894,-0.2275951741642146,0.008372253916047567,0.0,3
5y,175,0.05,0.5,30,0.9108,0.1384,-0.2383,0.1598,0.895,-0.2275951741642146,0.008372253916047567,0.0,3
5y,175,0.05,0.5,31,0.9261,0.1403,-0.2383,0.1599,0.905,-0.2275951741642146,0.008372253916047567,0.0,3
5y,175,0.05,0.75,28,0.8929,0.1363,-0.2965,0.1842,0.789,-0.2866288247120079,-0.042709781606793173,0.02,3
5y,175,0.05,0.75,29,0.8913,0.1361,-0.2965,0.1842,0.788,-0.2866288247120079,-0.042709781606793173,0.02,3
5y,175,0.05,0.75,30,0.8935,0.1364,-0.2965,0.1842,0.789,-0.2866288247120079,-0.042709781606793173,0.02,3
5y,175,0.05,0.75,31,0.9087,0.1382,-0.2965,0.1843,0.798,-0.2866288247120079,-0.042709781606793173,0.02,3
2011,175,0.05,0.0,28,4.8517,0.119,-0.2292,0.1373,0.89,-0.1147418666367237,-0.10815422150759968,0.1334881021474173,11
2011,175,0.05,0.0,29,4.8076,0.1185,-0.2292,0.1382,0.882,-0.11474186663672381,-0.10815422150759968,0.1334881021474173,11
2011,175,0.05,0.0,30,4.9427,0.1202,-0.2292,0.1383,0.892,-0.1147418666367237,-0.10815422150760001,0.13203714451538015,11
2011,175,0.05,0.0,31,5.0152,0.121,-0.2292,0.1383,0.897,-0.11474186663672359,-0.10613862900797799,0.1302959953569356,11
2011,175,0.05,0.25,28,5.4072,0.1255,-0.1979,0.1404,0.915,-0.17030764665191556,-0.07187866527284614,0.06035983749274521,11
2011,175,0.05,0.25,29,5.359,0.125,-0.1979,0.1413,0.907,-0.17030764665191556,-0.07187866527284614,0.061520603598374926,11
2011,175,0.05,0.25,30,5.5069,0.1266,-0.1979,0.1414,0.916,-0.17030764665191556,-0.07187866527284537,0.0612304120719675,11
2011,175,0.05,0.25,31,5.5863,0.1275,-0.1979,0.1414,0.922,-0.17030764665191578,-0.0697810891603281,0.057457922228670924,11
2011,175,0.05,0.5,28,5.8995,0.1308,-0.2383,0.1501,0.897,-0.2275951741642146,-0.05183846134982528,0.02176436448055717,11
2011,175,0.05,0.5,29,5.8475,0.1303,-0.2383,0.1509,0.89,-0.2275951741642146,-0.04559181292751391,0.02379570516540917,11
2011,175,0.05,0.5,30,6.0068,0.132,-0.2383,0.151,0.899,-0.2275951741642145,-0.04434257605542591,0.02379570516540917,11
2011,175,0.05,0.5,31,6.0923,0.1328,-0.2383,0.151,0.904,-0.2275951741642147,-0.04434257605542591,0.022344747533372025,11
2011,175,0.05,0.75,28,6.3942,0.1358,-0.2965,0.1662,0.852,-0.2866288247120079,-0.12430491296082602,0.04323853743470691,11
2011,175,0.05,0.75,29,6.3386,0.1353,-0.2965,0.167,0.846,-0.2866288247120079,-0.11502209290734433,0.04207777132907719,11
2011,175,0.05,0.75,30,6.5093,0.137,-0.2965,0.167,0.854,-0.2866288247120079,-0.11502209290734433,0.041497388276262336,11
2011,175,0.05,0.75,31,6.6009,0.1378,-0.2965,0.1671,0.859,-0.2866288247120078,-0.11502209290734444,0.041497388276262336,11
5y,200,0.0,0.0,28,1.0225,0.1515,-0.1315,0.1349,1.118,-0.08374503166442249,0.06998390986914416,0.0,10
5y,200,0.0,0.0,29,1.0208,0.1513,-0.1315,0.1349,1.117,-0.08374503166442249,0.06998390986914416,0.0,10
5y,200,0.0,0.0,30,1.0231,0.1515,-0.1315,0.1349,1.118,-0.08374503166442249,0.06998390986914416,0.0,10
5y,200,0.0,0.0,31,1.0393,0.1534,-0.1315,0.135,1.129,-0.08374503166442249,0.06998390986914416,0.0,10
5y,200,0.0,0.25,28,1.0024,0.1492,-0.1605,0.1401,1.067,-0.14867777116304548,0.04010740212320685,0.0,10
5y,200,0.0,0.25,29,1.0007,0.149,-0.1605,0.1401,1.066,-0.14867777116304548,0.04010740212320685,0.0,10
5y,200,0.0,0.25,30,1.003,0.1492,-0.1605,0.1401,1.067,-0.14867777116304548,0.04010740212320685,0.0,10
5y,200,0.0,0.25,31,1.0191,0.1511,-0.1605,0.1402,1.078,-0.14867777116304548,0.04010740212320685,0.0,10
5y,200,0.0,0.5,28,0.9731,0.1458,-0.2252,0.1561,0.954,-0.2142679379540261,0.0031690845581673344,0.0,10
5y,200,0.0,0.5,29,0.9715,0.1456,-0.2252,0.1561,0.953,-0.2142679379540261,0.0031690845581673344,0.0,10
5y,200,0.0,0.5,30,0.9738,0.1459,-0.2252,0.1561,0.954,-0.2142679379540261,0.0031690845581673344,0.0,10
5y,200,0.0,0.5,31,0.9896,0.1477,-0.2252,0.1562,0.964,-0.2142679379540261,0.0031690845581673344,0.0,10
5y,200,0.0,0.75,28,0.9169,0.1392,-0.2905,0.1823,0.809,-0.28051868644260725,-0.04743056849044003,0.021333333333333333,10
5y,200,0.0,0.75,29,0.9153,0.139,-0.2905,0.1823,0.808,-0.28051868644260725,-0.04743056849044003,0.021333333333333333,10
5y,200,0.0,0.75,30,0.9175,0.1392,-0.2905,0.1823,0.81,-0.28051868644260725,-0.04743056849044003,0.021333333333333333,10
5y,200,0.0,0.75,31,0.9329,0.1411,-0.2905,0.1823,0.818,-0.28051868644260725,-0.04743056849044003,0.021333333333333333,10
2011,200,0.0,0.0,28,4.2005,0.1107,-0.2026,0.1339,0.853,-0.08374503166442271,-0.1265763817381641,0.1445153801508996,41
2011,200,0.0,0.0,29,4.1614,0.1101,-0.2026,0.1348,0.845,-0.08374503166442238,-0.1265763817381641,0.1485780615206036,41
2011,200,0.0,0.0,30,4.2817,0.1118,-0.2026,0.1349,0.855,-0.08374503166442249,-0.12657638173816332,0.146836912362159,41
2011,200,0.0,0.0,31,4.3463,0.1126,-0.2026,0.1349,0.861,-0.08374503166442249,-0.12460242375527464,0.1456761462565293,41
2011,200,0.0,0.25,28,4.9146,0.1198,-0.1871,0.1373,0.895,-0.1486777711630456,-0.07270592576360202,0.06877539175856065,41
2011,200,0.0,0.25,29,4.8701,0.1193,-0.1871,0.1382,0.887,-0.14867777116304548,-0.0838273400106394,0.0702263493905978,41
2011,200,0.0,0.25,30,5.007,0.1209,-0.1871,0.1382,0.897,-0.14867777116304526,-0.08262815010053537,0.0693557748113755,41
2011,200,0.0,0.25,31,5.0804,0.1218,-0.1871,0.1383,0.902,-0.14867777116304548,-0.08262815010053548,0.0673244341265235,41
2011,200,0.0,0.5,28,5.6081,0.1277,-0.2252,0.1477,0.89,-0.2142679379540261,-0.07262997468117438,0.023505513639001743,41
2011,200,0.0,0.5,29,5.5584,0.1272,-0.2252,0.1485,0.883,-0.21426793795402588,-0.08849758180486311,0.024376088218224026,41
2011,200,0.0,0.5,30,5.7113,0.1289,-0.2252,0.1486,0.892,-0.21426793795402588,-0.08730450483294427,0.024376088218224026,41
2011,200,0.0,0.5,31,5.7933,0.1297,-0.2252,0.1487,0.897,-0.214267937954026,-0.08730450483294427,0.022344747533372025,41
2011,200,0.0,0.75,28,6.1701,0.1336,-0.2905,0.1649,0.845,-0.28051868644260713,-0.11680444441233995,0.044399303540336624,41
2011,200,0.0,0.75,29,6.1162,0.1331,-0.2905,0.1656,0.839,-0.28051868644260713,-0.10744211551967098,0.04381892048752176,41
2011,200,0.0,0.75,30,6.2821,0.1347,-0.2905,0.1657,0.848,-0.28051868644260736,-0.1074421155196712,0.04323853743470691,41
2011,200,0.0,0.75,31,6.3711,0.1356,-0.2905,0.1658,0.852,-0.28051868644260713,-0.10744211551967098,0.04323853743470691,41
5y,200,0.02,0.0,28,1.0015,0.1491,-0.1481,0.1381,1.08,-0.09564464456119337,0.09963805002505088,0.0,4
5y,200,0.02,0.0,29,0.9998,0.1489,-0.1481,0.1381,1.079,-0.09564464456119337,0.09963805002505088,0.0,4
5y,200,0.02,0.0,30,1.0022,0.1491,-0.1481,0.1381,1.08,-0.09564464456119337,0.09963805002505088,0.0,4
5y,200,0.02,0.0,31,1.0182,0.151,-0.1481,0.1382,1.091,-0.09564464456119337,0.09963805002505088,0.0,4
5y,200,0.02,0.25,28,0.9785,0.1464,-0.1687,0.143,1.031,-0.15697630046078448,0.053178806665839184,0.0,4
5y,200,0.02,0.25,29,0.9768,0.1462,-0.1687,0.143,1.03,-0.15697630046078448,0.053178806665839184,0.0,4
5y,200,0.02,0.25,30,0.9791,0.1465,-0.1687,0.143,1.032,-0.15697630046078448,0.053178806665839184,0.0,4
5y,200,0.02,0.25,31,0.995,0.1483,-0.1687,0.1431,1.042,-0.15697630046078448,0.053178806665839184,0.0,4
5y,200,0.02,0.5,28,0.9487,0.1429,-0.2302,0.1582,0.928,-0.21937792103736387,0.0052018864569685075,0.0,4
5y,200,0.02,0.5,29,0.9471,0.1427,-0.2302,0.1582,0.926,-0.21937792103736387,0.0052018864569685075,0.0,4
5y,200,0.02,0.5,30,0.9493,0.143,-0.2302,0.1582,0.928,-0.21937792103736387,0.0052018864569685075,0.0,4
5y,200,0.02,0.5,31,0.965,0.1448,-0.2302,0.1583,0.938,-0.21937792103736387,0.0052018864569685075,0.0,4
5y,200,0.02,0.75,28,0.9046,0.1377,-0.2928,0.1834,0.798,-0.2828600199682343,-0.04784650524973133,0.021333333333333333,4
5y,200,0.02,0.75,29,0.903,0.1375,-0.2928,0.1834,0.798,-0.2828600199682343,-0.04784650524973133,0.021333333333333333,4
5y,200,0.02,0.75,30,0.9052,0.1378,-0.2928,0.1834,0.799,-0.2828600199682343,-0.04784650524973133,0.021333333333333333,4
5y,200,0.02,0.75,31,0.9205,0.1396,-0.2928,0.1834,0.807,-0.2828600199682343,-0.04784650524973133,0.021333333333333333,4
2011,200,0.02,0.0,28,4.7474,0.1178,-0.2403,0.1373,0.882,-0.09564464456119337,-0.16518963027513422,0.11723737666860128,18
2011,200,0.02,0.0,29,4.7042,0.1172,-0.2403,0.1381,0.874,-0.09564464456119326,-0.16518963027513422,0.11810795124782357,18
2011,200,0.02,0.0,30,4.8368,0.1189,-0.2403,0.1382,0.884,-0.09564464456119348,-0.1651896302751339,0.11781775972141613,18
2011,200,0.02,0.0,31,4.908,0.1197,-0.2403,0.1383,0.889,-0.09564464456119337,-0.1633029391448938,0.11694718514219385,18
2011,200,0.02,0.25,28,5.3526,0.1249,-0.2017,0.1404,0.911,-0.15697630046078426,-0.10370883739121439,0.10127684271619268,18
2011,200,0.02,0.25,29,5.3048,0.1244,-0.2017,0.1413,0.903,-0.15697630046078437,-0.10370883739121439,0.10214741729541497,18
2011,200,0.02,0.25,30,5.4515,0.126,-0.2017,0.1413,0.913,-0.15697630046078448,-0.10370883739121484,0.10214741729541497,18
2011,200,0.02,0.25,31,5.5302,0.1269,-0.2017,0.1414,0.918,-0.15697630046078448,-0.10168319821861549,0.10011607661056297,18
2011,200,0.02,0.5,28,5.9339,0.1312,-0.2302,0.1501,0.899,-0.21937792103736387,-0.04533725811870981,0.04730121880441091,18
2011,200,0.02,0.5,29,5.8818,0.1307,-0.2302,0.1509,0.892,-0.21937792103736375,-0.06134237675566934,0.04875217643644805,18
2011,200,0.02,0.5,30,6.0418,0.1323,-0.2302,0.1509,0.901,-0.21937792103736375,-0.060113755994545603,0.04875217643644805,18
2011,200,0.02,0.5,31,6.1277,0.1332,-0.2302,0.151,0.906,-0.21937792103736387,-0.060113755994545715,0.04352872896111434,18
2011,200,0.02,0.75,28,6.4013,0.1359,-0.2928,0.1662,0.852,-0.2828600199682343,-0.11967853624074054,0.04526987811955891,18
2011,200,0.02,0.75,29,6.3456,0.1354,-0.2928,0.1669,0.846,-0.2828600199682343,-0.11034667420537758,0.04381892048752176,18
2011,200,0.02,0.75,30,6.5164,0.137,-0.2928,0.167,0.855,-0.2828600199682342,-0.11034667420537736,0.04323853743470691,18
2011,200,0.02,0.75,31,6.6081,0.1379,-0.2928,0.167,0.859,-0.2828600199682343,-0.11034667420537725,0.042948345908299476,18
5y,200,0.03,0.0,28,0.8992,0.1371,-0.1481,0.1398,0.993,-0.12025015632742708,0.09316285138004377,0.0,3
5y,200,0.03,0.0,29,0.8976,0.1369,-0.1481,0.1398,0.992,-0.12025015632742708,0.09316285138004377,0.0,3
5y,200,0.03,0.0,30,0.8998,0.1371,-0.1481,0.1398,0.993,-0.12025015632742708,0.09316285138004377,0.0,3
5y,200,0.03,0.0,31,0.915,0.139,-0.1481,0.1399,1.004,-0.12025015632742708,0.09316285138004377,0.0,3
5y,200,0.03,0.25,28,0.9024,0.1374,-0.1856,0.1446,0.967,-0.17417955615279723,0.04855427177109095,0.0,3
5y,200,0.03,0.25,29,0.9008,0.1373,-0.1856,0.1446,0.966,-0.17417955615279723,0.04855427177109095,0.0,3
5y,200,0.03,0.25,30,0.903,0.1375,-0.1856,0.1446,0.968,-0.17417955615279723,0.04855427177109095,0.0,3
5y,200,0.03,0.25,31,0.9183,0.1393,-0.1856,0.1447,0.978,-0.17417955615279723,0.04855427177109095,0.0,3
5y,200,0.03,0.5,28,0.8986,0.137,-0.2407,0.1594,0.889,-0.22999821875587323,0.0022761085409517268,0.0,3
5y,200,0.03,0.5,29,0.897,0.1368,-0.2407,0.1594,0.888,-0.22999821875587323,0.0022761085409517268,0.0,3
5y,200,0.03,0.5,30,0.8992,0.1371,-0.2407,0.1594,0.889,-0.22999821875587323,0.0022761085409517268,0.0,3
5y,200,0.03,0.5,31,0.9144,0.1389,-0.2407,0.1595,0.899,-0.22999821875587323,0.0022761085409517268,0.0,3
5y,200,0.03,0.75,28,0.887,0.1356,-0.2976,0.184,0.786,-0.2877385166036698,-0.045700688472651185,0.02,3
5y,200,0.03,0.75,29,0.8854,0.1354,-0.2976,0.184,0.785,-0.2877385166036698,-0.045700688472651185,0.02,3
5y,200,0.03,0.75,30,0.8876,0.1357,-0.2976,0.184,0.786,-0.2877385166036698,-0.045700688472651185,0.02,3
5y,200,0.03,0.75,31,0.9027,0.1375,-0.2976,0.1841,0.795,-0.2877385166036698,-0.045700688472651185,0.02,3
2011,200,0.03,0.0,28,4.7942,0.1183,-0.2259,0.139,0.877,-0.12025015632742697,-0.12031099812957902,0.1105629715612304,13
2011,200,0.03,0.0,29,4.7506,0.1178,-0.2259,0.1398,0.869,-0.12025015632742697,-0.12031099812957902,0.11114335461404527,13
2011,200,0.03,0.0,30,4.8843,0.1194,-0.2259,0.1399,0.879,-0.12025015632742708,-0.12031099812957935,0.11085316308763785,13
2011,200,0.03,0.0,31,4.9561,0.1203,-0.2259,0.14,0.884,-0.1202501563274272,-0.11832288023192317,0.10998258850841555,13
2011,200,0.03,0.25,28,5.3963,0.1254,-0.1953,0.142,0.906,-0.17417955615279723,-0.07728173402025662,0.0632617527568195,13
2011,200,0.03,0.25,29,5.3482,0.1249,-0.1953,0.1428,0.898,-0.17417955615279734,-0.07728173402025662,0.06471271038885665,13
2011,200,0.03,0.25,30,5.4958,0.1265,-0.1953,0.1429,0.908,-0.17417955615279712,-0.07728173402025651,0.06471271038885665,13
2011,200,0.03,0.25,31,5.575,0.1274,-0.1953,0.1429,0.913,-0.17417955615279712,-0.07519636897057647,0.062100986651189787,13
2011,200,0.03,0.5,28,5.9421,0.1313,-0.2407,0.1512,0.894,-0.22999821875587312,-0.05478830627733022,0.0240858966918166,13
2011,200,0.03,0.5,29,5.8899,0.1307,-0.2407,0.152,0.887,-0.22999821875587312,-0.049269214164170294,0.0240858966918166,13
