sample,resell,crash,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,dd_2022,r2_worst,r2_neg,crash_buys
5y,77,23,0.8244,0.128,-0.2302,0.1524,0.87,-0.21496411855081266,-0.0015944014425421926,0.0013333333333333333,29
5y,77,24,0.8478,0.1308,-0.2302,0.1526,0.885,-0.21496411855081266,0.008765418408219317,0.0,31
5y,77,25,0.8502,0.1311,-0.2302,0.1529,0.886,-0.21937792103736387,0.010108180535031597,0.0,29
5y,77,26,0.8502,0.1311,-0.2302,0.1529,0.886,-0.21937792103736387,0.010108180535031597,0.0,29
5y,77,27,0.8667,0.1331,-0.2302,0.1531,0.897,-0.21937792103736387,0.019099853976748182,0.0,33
5y,77,28,0.9757,0.1461,-0.2302,0.1588,0.942,-0.21937792103736387,0.019099853976748182,0.0,37
5y,77,29,0.974,0.1459,-0.2302,0.1588,0.941,-0.21937792103736387,0.019099853976748182,0.0,36
5y,77,30,0.9763,0.1462,-0.2302,0.1588,0.942,-0.21937792103736387,0.019099853976748182,0.0,32
5y,77,31,0.9921,0.148,-0.2302,0.1589,0.952,-0.21937792103736387,0.019099853976748182,0.0,29
5y,77,32,0.9244,0.1401,-0.2394,0.1595,0.906,-0.23261084588739445,0.001824309067394836,0.0,31
5y,77,33,0.9244,0.1401,-0.2394,0.1595,0.906,-0.23261084588739445,0.001824309067394836,0.0,32
5y,77,34,0.9025,0.1375,-0.2394,0.1596,0.89,-0.23261084588739445,-0.009565987969939238,0.004,31
5y,77,35,0.9025,0.1375,-0.2394,0.1596,0.89,-0.23261084588739445,-0.009565987969939238,0.004,28
5y,77,36,0.8941,0.1364,-0.2394,0.1596,0.885,-0.23261084588739445,-0.009565987969939238,0.004,30
5y,77,37,0.8941,0.1364,-0.2394,0.1596,0.885,-0.23261084588739445,-0.009565987969939238,0.004,35
5y,77,38,0.9049,0.1377,-0.2394,0.1597,0.892,-0.23261084588739445,-0.003923633952471639,0.0026666666666666666,39
5y,77,39,0.8865,0.1355,-0.2394,0.1597,0.879,-0.23261084588739445,-0.003923633952471639,0.0026666666666666666,42
5y,77,40,0.8865,0.1355,-0.2394,0.1597,0.879,-0.23261084588739445,-0.003923633952471639,0.0026666666666666666,44
5y,77,41,0.8479,0.1308,-0.2394,0.1608,0.849,-0.23261084588739445,-0.024291618881653765,0.008,46
5y,77,42,0.8479,0.1308,-0.2394,0.1608,0.849,-0.23261084588739445,-0.024291618881653765,0.008,42
5y,77,43,0.8479,0.1308,-0.2394,0.1608,0.849,-0.23261084588739445,-0.024291618881653765,0.008,40
5y,77,44,0.8598,0.1323,-0.2394,0.1612,0.855,-0.23261084588739445,-0.017981108079461183,0.005333333333333333,39
5y,77,45,0.8598,0.1323,-0.2394,0.1612,0.855,-0.23261084588739445,-0.017981108079461183,0.005333333333333333,38
5y,78,15,0.608,0.0998,-0.2391,0.1468,0.724,-0.23913923971793072,-0.04009382592062272,0.037333333333333336,14
5y,78,16,0.608,0.0998,-0.2391,0.1468,0.724,-0.23913923971793072,-0.04009382592062272,0.037333333333333336,15
5y,78,17,0.6623,0.1071,-0.2391,0.1498,0.757,-0.23913923971793072,-0.04009382592062272,0.037333333333333336,21
5y,78,18,0.6623,0.1071,-0.2391,0.1498,0.757,-0.23913923971793072,-0.04009382592062272,0.037333333333333336,21
5y,78,19,0.6749,0.1088,-0.2391,0.1499,0.767,-0.23913923971793072,-0.04009382592062305,0.037333333333333336,20
5y,78,20,0.6944,0.1114,-0.2391,0.1502,0.781,-0.23913923971793072,-0.04009382592062305,0.037333333333333336,20
5y,78,21,0.8044,0.1255,-0.2391,0.1536,0.85,-0.23913923971793072,-0.05265729501256411,0.021333333333333333,24
5y,78,22,0.8044,0.1255,-0.2391,0.1536,0.85,-0.23913923971793072,-0.05265729501256411,0.021333333333333333,25
5y,78,23,0.8668,0.1332,-0.2391,0.1558,0.884,-0.23913923971793072,-0.019869292571349062,0.006666666666666667,29
5y,78,24,0.8862,0.1355,-0.2391,0.1561,0.896,-0.23913923971793072,-0.009699099641911069,0.004,31
5y,78,25,0.8968,0.1368,-0.2391,0.1561,0.903,-0.23913923971793072,-0.0041199170407456576,0.0026666666666666666,29
5y,78,26,0.8968,0.1368,-0.2391,0.1561,0.903,-0.23913923971793072,-0.0041199170407456576,0.0026666666666666666,29
5y,78,27,0.9137,0.1388,-0.2391,0.1563,0.913,-0.23913923971793072,0.004745102237026844,0.0,33
5y,78,28,1.0182,0.151,-0.2391,0.1615,0.955,-0.23913923971793072,0.004745102237026844,0.0,37
5y,78,29,1.0182,0.151,-0.2391,0.1615,0.955,-0.23913923971793072,0.004745102237026844,0.0,36
5y,78,30,1.0182,0.151,-0.2391,0.1615,0.955,-0.23913923971793072,0.004745102237026844,0.0,32
5y,78,31,1.0358,0.153,-0.2391,0.1616,0.966,-0.23913923971793072,0.004745102237026844,0.0,29
5y,78,32,1.0029,0.1492,-0.2391,0.1619,0.944,-0.23913923971793072,0.004745102237026844,0.0,31
5y,78,33,1.0029,0.1492,-0.2391,0.1619,0.944,-0.23913923971793072,0.004745102237026844,0.0,32
5y,78,34,0.9814,0.1467,-0.2391,0.162,0.93,-0.23913923971793072,-0.006045695233559578,0.004,31
5y,78,35,0.9814,0.1467,-0.2391,0.162,0.93,-0.23913923971793072,-0.006045695233559578,0.004,28
5y,78,36,0.9732,0.1458,-0.2391,0.162,0.925,-0.23913923971793072,-0.006045695233559578,0.004,30
5y,78,37,0.9732,0.1458,-0.2391,0.162,0.925,-0.23913923971793072,-0.006045695233559578,0.004,35
5y,78,38,0.9839,0.147,-0.2391,0.1621,0.931,-0.23913923971793072,-0.0006695658919164682,0.0013333333333333333,39
5y,78,39,0.966,0.145,-0.2391,0.1621,0.92,-0.23913923971793072,-0.0006695658919164682,0.0013333333333333333,42
5y,78,40,0.966,0.145,-0.2391,0.1621,0.92,-0.23913923971793072,-0.0006695658919164682,0.0013333333333333333,44
5y,78,41,0.9233,0.1399,-0.2391,0.1632,0.888,-0.23913923971793072,-0.022415045983615323,0.008,46
5y,78,42,0.9233,0.1399,-0.2391,0.1632,0.888,-0.23913923971793072,-0.022415045983615323,0.008,42
5y,78,43,0.9233,0.1399,-0.2391,0.1632,0.888,-0.23913923971793072,-0.022415045983615323,0.008,40
5y,78,44,0.9349,0.1413,-0.2391,0.1636,0.893,-0.23913923971793072,-0.016512457950917492,0.005333333333333333,39
5y,78,45,0.9349,0.1413,-0.2391,0.1636,0.893,-0.23913923971793072,-0.016512457950917492,0.005333333333333333,38
5y,79,15,0.635,0.1035,-0.2391,0.1475,0.744,-0.23913923971793072,-0.03682475170800403,0.036,14
5y,79,16,0.635,0.1035,-0.2391,0.1475,0.744,-0.23913923971793072,-0.03682475170800403,0.036,15
5y,79,17,0.6809,0.1096,-0.2391,0.1502,0.771,-0.23913923971793072,-0.03682475170800403,0.036,21
5y,79,18,0.6809,0.1096,-0.2391,0.1502,0.771,-0.23913923971793072,-0.03682475170800403,0.036,21
5y,79,19,0.6937,0.1113,-0.2391,0.1502,0.781,-0.23913923971793072,-0.036824751708004144,0.036,20
5y,79,20,0.7116,0.1136,-0.2391,0.1506,0.793,-0.23913923971793072,-0.036824751708004144,0.036,20
5y,79,21,0.8334,0.1291,-0.2391,0.1543,0.868,-0.23913923971793072,-0.049423405593663206,0.021333333333333333,24
5y,79,22,0.8334,0.1291,-0.2391,0.1543,0.868,-0.23913923971793072,-0.049423405593663206,0.021333333333333333,25
5y,79,23,0.8975,0.1368,-0.2391,0.1565,0.901,-0.23913923971793072,-0.01620571368939383,0.005333333333333333,29
5y,79,24,0.9171,0.1392,-0.2391,0.1568,0.914,-0.23913923971793072,-0.00599750613215233,0.004,31
5y,79,25,0.928,0.1405,-0.2391,0.1568,0.921,-0.23913923971793072,-0.0003937427214565359,0.0013333333333333333,29
5y,79,26,0.928,0.1405,-0.2391,0.1568,0.921,-0.23913923971793072,-0.0003937427214565359,0.0013333333333333333,29
5y,79,27,0.9451,0.1425,-0.2391,0.157,0.931,-0.23913923971793072,0.008504445818095396,0.0,33
5y,79,28,1.0453,0.1541,-0.2391,0.1618,0.971,-0.23913923971793072,0.008504445818095396,0.0,37
5y,79,29,1.0453,0.1541,-0.2391,0.1618,0.971,-0.23913923971793072,0.008504445818095396,0.0,36
5y,79,30,1.0453,0.1541,-0.2391,0.1618,0.971,-0.23913923971793072,0.008504445818095396,0.0,32
5y,79,31,1.0618,0.1559,-0.2391,0.1618,0.98,-0.23913923971793072,0.008504445818095396,0.0,29
5y,79,32,1.0311,0.1524,-0.2391,0.1621,0.96,-0.23913923971793072,0.008504445818095396,0.0,31
5y,79,33,1.0311,0.1524,-0.2391,0.1621,0.96,-0.23913923971793072,0.008504445818095396,0.0,32
5y,79,34,1.0092,0.15,-0.2391,0.1623,0.946,-0.23913923971793072,-0.002332849333830045,0.0013333333333333333,31
5y,79,35,1.0092,0.15,-0.2391,0.1623,0.946,-0.23913923971793072,-0.002332849333830045,0.0013333333333333333,28
5y,79,36,1.0017,0.1491,-0.2391,0.1623,0.942,-0.23913923971793072,-0.002332849333830045,0.0013333333333333333,30
5y,79,37,1.0017,0.1491,-0.2391,0.1623,0.942,-0.23913923971793072,-0.002332849333830045,0.0013333333333333333,35
5y,79,38,1.0125,0.1503,-0.2391,0.1623,0.948,-0.23913923971793072,0.003065410757674414,0.0,39
5y,79,39,0.9958,0.1484,-0.2391,0.1624,0.937,-0.23913923971793072,0.003065410757674414,0.0,42
5y,79,40,0.9958,0.1484,-0.2391,0.1624,0.937,-0.23913923971793072,0.003065410757674414,0.0,44
5y,79,41,0.9524,0.1434,-0.2391,0.1634,0.905,-0.23913923971793072,-0.018774032841326393,0.006666666666666667,46
5y,79,42,0.9524,0.1434,-0.2391,0.1634,0.905,-0.23913923971793072,-0.018774032841326393,0.006666666666666667,42
5y,79,43,0.9524,0.1434,-0.2391,0.1634,0.905,-0.23913923971793072,-0.018774032841326393,0.006666666666666667,40
5y,79,44,0.9642,0.1447,-0.2391,0.1638,0.911,-0.23913923971793072,-0.01284634146217023,0.004,39
5y,79,45,0.9642,0.1447,-0.2391,0.1638,0.911,-0.23913923971793072,-0.01284634146217023,0.004,38
5y,80,15,0.6922,0.1111,-0.2391,0.152,0.772,-0.23913923971793072,-0.0328143724162141,0.028,14
5y,80,16,0.6922,0.1111,-0.2391,0.152,0.772,-0.23913923971793072,-0.0328143724162141,0.028,15
5y,80,17,0.7017,0.1123,-0.2391,0.1527,0.777,-0.23913923971793072,-0.0328143724162141,0.028,21
5y,80,18,0.7017,0.1123,-0.2391,0.1527,0.777,-0.23913923971793072,-0.0328143724162141,0.028,21
5y,80,19,0.7146,0.114,-0.2391,0.1528,0.786,-0.23913923971793072,-0.03281437241621443,0.028,20
5y,80,20,0.7215,0.1149,-0.2391,0.1529,0.791,-0.23913923971793072,-0.03281437241621443,0.028,20
5y,80,21,0.8459,0.1306,-0.2391,0.1576,0.861,-0.23913923971793072,-0.04545618970500709,0.02,24
5y,80,22,0.8459,0.1306,-0.2391,0.1576,0.861,-0.23913923971793072,-0.04545618970500709,0.02,25
5y,80,23,0.9112,0.1385,-0.2391,0.1598,0.895,-0.23913923971793072,-0.011711370665513088,0.004,29
5y,80,24,0.931,0.1408,-0.2391,0.16,0.907,-0.23913923971793072,-0.001456528169382798,0.0013333333333333333,31
5y,80,25,0.9419,0.1421,-0.2391,0.1601,0.914,-0.23913923971793072,0.004177390068981435,0.0,29
5y,80,26,0.9419,0.1421,-0.2391,0.1601,0.914,-0.23913923971793072,0.004177390068981435,0.0,29
5y,80,27,0.9592,0.1442,-0.2391,0.1603,0.924,-0.23913923971793072,0.013116269431657557,0.0,33
5y,80,28,1.0349,0.1529,-0.2391,0.1623,0.962,-0.23913923971793072,0.013116269431657557,0.0,37
5y,80,29,1.0349,0.1529,-0.2391,0.1623,0.962,-0.23913923971793072,0.013116269431657557,0.0,36
5y,80,30,1.0349,0.1529,-0.2391,0.1623,0.962,-0.23913923971793072,0.013116269431657557,0.0,32
5y,80,31,1.0448,0.154,-0.2391,0.1624,0.967,-0.23913923971793072,0.013116269431657557,0.0,29
5y,80,32,1.0262,0.1519,-0.2391,0.1626,0.955,-0.23913923971793072,0.013116269431657557,0.0,31
5y,80,33,1.0262,0.1519,-0.2391,0.1626,0.955,-0.23913923971793072,0.013116269431657557,0.0,32
5y,80,34,1.0044,0.1494,-0.2391,0.1627,0.941,-0.23913923971793072,0.002221932644629776,0.0,31
5y,80,35,1.0044,0.1494,-0.2391,0.1627,0.941,-0.23913923971793072,0.002221932644629776,0.0,28
5y,80,36,0.9998,0.1489,-0.2391,0.1627,0.938,-0.23913923971793072,0.002221932644629776,0.0,30
5y,80,37,0.9998,0.1489,-0.2391,0.1627,0.938,-0.23913923971793072,0.002221932644629776,0.0,35
5y,80,38,1.0106,0.1501,-0.2391,0.1628,0.945,-0.23913923971793072,0.007647341921249717,0.0,39
5y,80,39,1.0005,0.1489,-0.2391,0.1628,0.938,-0.23913923971793072,0.007647341921249717,0.0,42
5y,80,40,1.0005,0.1489,-0.2391,0.1628,0.938,-0.23913923971793072,0.007647341921249717,0.0,44
5y,80,41,0.9569,0.1439,-0.2391,0.1638,0.906,-0.23913923971793072,-0.014307372631959914,0.004,46
5y,80,42,0.9569,0.1439,-0.2391,0.1638,0.906,-0.23913923971793072,-0.014307372631959914,0.004,42
5y,80,43,0.9569,0.1439,-0.2391,0.1638,0.906,-0.23913923971793072,-0.014307372631959914,0.004,40
5y,80,44,0.9687,0.1453,-0.2391,0.1643,0.912,-0.23913923971793072,-0.008348885396165517,0.004,39
5y,80,45,0.9687,0.1453,-0.2391,0.1643,0.912,-0.23913923971793072,-0.008348885396165517,0.004,38
5y,81,15,0.6732,0.1086,-0.2391,0.1518,0.758,-0.23913923971793072,-0.034374380477574684,0.032,14
5y,81,16,0.6732,0.1086,-0.2391,0.1518,0.758,-0.23913923971793072,-0.034374380477574684,0.032,15
5y,81,17,0.6895,0.1107,-0.2391,0.1524,0.768,-0.23913923971793072,-0.034374380477574684,0.032,21
5y,81,18,0.6895,0.1107,-0.2391,0.1524,0.768,-0.23913923971793072,-0.034374380477574684,0.032,21
5y,81,19,0.7023,0.1124,-0.2391,0.1525,0.778,-0.23913923971793072,-0.03437438047757457,0.032,20
5y,81,20,0.7098,0.1134,-0.2391,0.1527,0.783,-0.23913923971793072,-0.03437438047757457,0.032,20
5y,81,21,0.8527,0.1314,-0.2391,0.1576,0.866,-0.23913923971793072,-0.04349154262874022,0.02,24
5y,81,22,0.8527,0.1314,-0.2391,0.1576,0.866,-0.23913923971793072,-0.04349154262874022,0.02,25
5y,81,23,0.9189,0.1394,-0.2391,0.1599,0.9,-0.23913923971793072,-0.0092667122964194,0.004,29
5y,81,24,0.9389,0.1418,-0.2391,0.1601,0.912,-0.23913923971793072,0.0010134968646589027,0.0,31
5y,81,25,0.9508,0.1432,-0.2391,0.1601,0.92,-0.23913923971793072,0.00716437537712733,0.0,29
5y,81,26,0.9508,0.1432,-0.2391,0.1601,0.92,-0.23913923971793072,0.00716437537712733,0.0,29
5y,81,27,0.9681,0.1452,-0.2391,0.1603,0.93,-0.23913923971793072,0.016129843967555235,0.0,33
5y,81,28,1.0432,0.1538,-0.2391,0.1623,0.967,-0.23913923971793072,0.016129843967555235,0.0,37
5y,81,29,1.0432,0.1538,-0.2391,0.1623,0.967,-0.23913923971793072,0.016129843967555235,0.0,36
5y,81,30,1.0432,0.1538,-0.2391,0.1623,0.967,-0.23913923971793072,0.016129843967555235,0.0,32
5y,81,31,1.0532,0.155,-0.2391,0.1623,0.973,-0.23913923971793072,0.016129843967555235,0.0,29
5y,81,32,1.0345,0.1528,-0.2391,0.1625,0.96,-0.23913923971793072,0.016129843967555235,0.0,31
5y,81,33,1.0345,0.1528,-0.2391,0.1625,0.96,-0.23913923971793072,0.016129843967555235,0.0,32
5y,81,34,1.0141,0.1505,-0.2391,0.1627,0.947,-0.23913923971793072,0.005969632721864793,0.0,31
5y,81,35,1.0141,0.1505,-0.2391,0.1627,0.947,-0.23913923971793072,0.005969632721864793,0.0,28
5y,81,36,1.0095,0.15,-0.2391,0.1627,0.944,-0.23913923971793072,0.005969632721864793,0.0,30
5y,81,37,1.0095,0.15,-0.2391,0.1627,0.944,-0.23913923971793072,0.005969632721864793,0.0,35
5y,81,38,1.0209,0.1513,-0.2391,0.1627,0.951,-0.23913923971793072,0.011688076662170088,0.0,39
5y,81,39,1.0107,0.1501,-0.2391,0.1628,0.945,-0.23913923971793072,0.011688076662170088,0.0,42
5y,81,40,1.0107,0.1501,-0.2391,0.1628,0.945,-0.23913923971793072,0.011688076662170088,0.0,44
5y,81,41,0.9636,0.1447,-0.2391,0.1638,0.911,-0.23913923971793072,-0.01204422492128221,0.004,46
5y,81,42,0.9636,0.1447,-0.2391,0.1638,0.911,-0.23913923971793072,-0.01204422492128221,0.004,42
5y,81,43,0.9636,0.1447,-0.2391,0.1638,0.911,-0.23913923971793072,-0.01204422492128221,0.004,40
5y,81,44,0.9744,0.1459,-0.2391,0.1642,0.915,-0.23913923971793072,-0.006585944734112004,0.004,39
5y,81,45,0.9744,0.1459,-0.2391,0.1642,0.915,-0.23913923971793072,-0.006585944734112004,0.004,38
5y,82,15,0.7317,0.1162,-0.2391,0.1559,0.787,-0.23913923971793072,-0.03038986706727631,0.02666666666666667,14
5y,82,16,0.7317,0.1162,-0.2391,0.1559,0.787,-0.23913923971793072,-0.03038986706727631,0.02666666666666667,15
5y,82,17,0.7317,0.1162,-0.2391,0.1559,0.787,-0.23913923971793072,-0.03038986706727631,0.02666666666666667,21
5y,82,18,0.7317,0.1162,-0.2391,0.1559,0.787,-0.23913923971793072,-0.03038986706727631,0.02666666666666667,21
5y,82,19,0.7448,0.1179,-0.2391,0.156,0.796,-0.23913923971793072,-0.03038986706727609,0.02666666666666667,20
5y,82,20,0.7448,0.1179,-0.2391,0.156,0.796,-0.23913923971793072,-0.03038986706727609,0.02666666666666667,20
5y,82,21,0.9195,0.1395,-0.2391,0.1614,0.893,-0.23913923971793072,-0.04154475377652056,0.018666666666666668,24
5y,82,22,0.9195,0.1395,-0.2391,0.1614,0.893,-0.23913923971793072,-0.04154475377652056,0.018666666666666668,25
5y,82,23,0.9885,0.1476,-0.2391,0.1637,0.927,-0.23913923971793072,-0.007085467210322771,0.004,29
5y,82,24,1.0091,0.1499,-0.2391,0.1639,0.938,-0.23913923971793072,0.0032173753436117725,0.0,31
5y,82,25,1.0205,0.1512,-0.2391,0.164,0.945,-0.23913923971793072,0.008893862548131626,0.0,29
5y,82,26,1.0205,0.1512,-0.2391,0.164,0.945,-0.23913923971793072,0.008893862548131626,0.0,29
5y,82,27,1.0385,0.1533,-0.2391,0.1642,0.955,-0.23913923971793072,0.017874726503297023,0.0,33
5y,82,28,1.0554,0.1552,-0.2391,0.1644,0.964,-0.23913923971793072,0.017874726503297023,0.0,37
5y,82,29,1.0554,0.1552,-0.2391,0.1644,0.964,-0.23913923971793072,0.017874726503297023,0.0,36
5y,82,30,1.0554,0.1552,-0.2391,0.1644,0.964,-0.23913923971793072,0.017874726503297023,0.0,32
5y,82,31,1.0596,0.1557,-0.2391,0.1644,0.966,-0.23913923971793072,0.017874726503297023,0.0,29
5y,82,32,1.0518,0.1548,-0.2391,0.1645,0.961,-0.23913923971793072,0.017874726503297023,0.0,31
5y,82,33,1.0518,0.1548,-0.2391,0.1645,0.961,-0.23913923971793072,0.017874726503297023,0.0,32
5y,82,34,1.0329,0.1527,-0.2391,0.1646,0.949,-0.23913923971793072,0.00849812948313633,0.0,31
5y,82,35,1.0329,0.1527,-0.2391,0.1646,0.949,-0.23913923971793072,0.00849812948313633,0.0,28
5y,82,36,1.031,0.1524,-0.2391,0.1646,0.948,-0.23913923971793072,0.00849812948313633,0.0,30
5y,82,37,1.031,0.1524,-0.2391,0.1646,0.948,-0.23913923971793072,0.00849812948313633,0.0,35
5y,82,38,1.041,0.1536,-0.2391,0.1647,0.954,-0.23913923971793072,0.013507938483721782,0.0,39
5y,82,39,1.0368,0.1531,-0.2391,0.1647,0.951,-0.23913923971793072,0.013507938483721782,0.0,42
5y,82,40,1.0368,0.1531,-0.2391,0.1647,0.951,-0.23913923971793072,0.013507938483721782,0.0,44
5y,82,41,0.9923,0.148,-0.2391,0.1657,0.92,-0.23913923971793072,-0.008614707849997849,0.004,46
5y,82,42,0.9923,0.148,-0.2391,0.1657,0.92,-0.23913923971793072,-0.008614707849997849,0.004,42
5y,82,43,0.9923,0.148,-0.2391,0.1657,0.92,-0.23913923971793072,-0.008614707849997849,0.004,40
5y,82,44,1.0063,0.1496,-0.2391,0.1661,0.926,-0.23913923971793072,-0.0016664253793048367,0.0013333333333333333,39
5y,82,45,1.0063,0.1496,-0.2391,0.1661,0.926,-0.23913923971793072,-0.0016664253793048367,0.0013333333333333333,38
5y,83,15,0.9282,0.1405,-0.2391,0.1721,0.853,-0.23913923971793072,-0.06808579016567928,0.025333333333333333,14
5y,83,16,0.9282,0.1405,-0.2391,0.1721,0.853,-0.23913923971793072,-0.06808579016567928,0.025333333333333333,15
5y,83,17,0.9282,0.1405,-0.2391,0.1721,0.853,-0.23913923971793072,-0.06808579016567928,0.025333333333333333,21
5y,83,18,0.9282,0.1405,-0.2391,0.1721,0.853,-0.23913923971793072,-0.06808579016567928,0.025333333333333333,21
5y,83,19,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,20
5y,83,20,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,20
5y,83,21,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,24
5y,83,22,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,25
5y,83,23,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,29
5y,83,24,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,31
5y,83,25,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,29
5y,83,26,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,29
5y,83,27,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,33
5y,83,28,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,37
5y,83,29,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,36
5y,83,30,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,32
5y,83,31,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,29
5y,83,32,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,31
5y,83,33,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,32
5y,83,34,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,31
5y,83,35,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,28
5y,83,36,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,30
5y,83,37,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,35
5y,83,38,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,39
5y,83,39,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,42
5y,83,40,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,44
5y,83,41,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,46
5y,83,42,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,42
5y,83,43,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,40
5y,83,44,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,39
5y,83,45,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,38
5y,84,15,0.9282,0.1405,-0.2391,0.1721,0.853,-0.23913923971793072,-0.06808579016567928,0.025333333333333333,14
5y,84,16,0.9282,0.1405,-0.2391,0.1721,0.853,-0.23913923971793072,-0.06808579016567928,0.025333333333333333,15
5y,84,17,0.9282,0.1405,-0.2391,0.1721,0.853,-0.23913923971793072,-0.06808579016567928,0.025333333333333333,21
5y,84,18,0.9282,0.1405,-0.2391,0.1721,0.853,-0.23913923971793072,-0.06808579016567928,0.025333333333333333,21
5y,84,19,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,20
5y,84,20,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,20
5y,84,21,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,24
5y,84,22,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,25
5y,84,23,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,29
5y,84,24,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,31
5y,84,25,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,29
5y,84,26,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,29
5y,84,27,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,33
5y,84,28,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,37
5y,84,29,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,36
5y,84,30,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,32
5y,84,31,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,29
5y,84,32,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,31
5y,84,33,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,32
5y,84,34,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,31
5y,84,35,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,28
5y,84,36,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,30
5y,84,37,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,35
5y,84,38,0.9428,0.1422,-0.2391,0.1722,0.862,-0.23913923971793072,-0.06808579016567917,0.025333333333333333,39
