sample,resell,crash,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,dd_2022,r2_worst,r2_neg,crash_buys
2011,75,44,5.7674,0.1295,-0.2394,0.1561,0.86,-0.23261084588739445,-0.05906575546324366,0.017991874637260593,116
2011,75,45,5.8495,0.1303,-0.2394,0.1572,0.86,-0.23261084588739445,-0.08234365935960652,0.014799767846778875,124
2011,76,15,3.2845,0.0971,-0.2093,0.1349,0.756,-0.20223911136495432,-0.08621136294096232,0.07603017991874637,45
2011,76,16,3.3363,0.0979,-0.2093,0.135,0.761,-0.2022391113649541,-0.08621136294096232,0.07603017991874637,47
2011,76,17,3.5679,0.1015,-0.2093,0.1361,0.78,-0.20223911136495432,-0.08621136294096221,0.07603017991874637,50
2011,76,18,3.7221,0.1039,-0.2093,0.1374,0.79,-0.20223911136495398,-0.08621136294096221,0.07603017991874637,53
2011,76,19,4.0056,0.108,-0.2093,0.138,0.814,-0.20223911136495432,-0.08621136294096243,0.0763203714451538,53
2011,76,20,4.0539,0.1087,-0.2093,0.1382,0.818,-0.2022391113649542,-0.08621136294096221,0.0763203714451538,56
2011,76,21,4.1569,0.1101,-0.2302,0.1412,0.812,-0.2186282116856374,-0.09664157833425457,0.0713871154962275,61
2011,76,22,4.2842,0.1118,-0.2302,0.1415,0.822,-0.2186282116856374,-0.09664157833425457,0.0713871154962275,64
2011,76,23,4.5917,0.1158,-0.2302,0.1437,0.836,-0.21496411855081266,-0.09240545227926578,0.04207777132907719,68
2011,76,24,4.7022,0.1172,-0.2302,0.1439,0.844,-0.21496411855081277,-0.092405452279266,0.03946604759141033,73
2011,76,25,4.5221,0.1149,-0.2302,0.1442,0.829,-0.21937792103736375,-0.09750833122553149,0.040917005223447475,74
2011,76,26,5.3215,0.1246,-0.2302,0.1462,0.878,-0.21937792103736375,-0.07164752724055246,0.024666279744631456,81
2011,76,27,5.5207,0.1268,-0.2302,0.1469,0.888,-0.21937792103736375,-0.03698182895999269,0.017411491584445733,88
2011,76,28,5.8789,0.1306,-0.2302,0.1489,0.902,-0.21937792103736398,-0.03698182895999291,0.017701683110853163,91
2011,76,29,5.7884,0.1297,-0.2302,0.1498,0.891,-0.21937792103736375,-0.049415193248965816,0.017411491584445733,90
2011,76,30,5.9693,0.1316,-0.2302,0.1499,0.902,-0.21937792103736387,-0.04817096084743677,0.017411491584445733,87
2011,76,31,6.0224,0.1321,-0.2302,0.1499,0.905,-0.21937792103736375,-0.04817096084743655,0.01596053395240859,86
2011,76,32,5.8222,0.13,-0.2394,0.1502,0.891,-0.23261084588739434,-0.04817096084743655,0.02118398142774231,88
2011,76,33,5.7645,0.1294,-0.2394,0.1504,0.887,-0.23261084588739445,-0.04817096084743666,0.02060359837492745,87
2011,76,34,5.5743,0.1274,-0.2394,0.1506,0.874,-0.23261084588739456,-0.048066822643709206,0.022344747533372025,90
2011,76,35,5.4055,0.1255,-0.2394,0.1515,0.859,-0.23261084588739445,-0.04806682264370943,0.02930934416715032,87
2011,76,36,5.7987,0.1298,-0.2394,0.1521,0.88,-0.23261084588739434,-0.04806682264370943,0.01857225769007545,96
2011,76,37,6.14,0.1333,-0.2394,0.1525,0.899,-0.23261084588739434,-0.048066822643709095,0.016831108531630876,101
2011,76,38,6.3191,0.1351,-0.2394,0.1537,0.904,-0.23261084588739445,-0.04806682264370965,0.010737086477074869,103
2011,76,39,6.3058,0.135,-0.2394,0.1538,0.902,-0.23261084588739445,-0.04806682264370943,0.010737086477074869,115
2011,76,40,6.2804,0.1347,-0.2394,0.154,0.9,-0.23261084588739434,-0.048066822643708984,0.011027278003482298,121
2011,76,41,6.2271,0.1342,-0.2394,0.1559,0.888,-0.23261084588739434,-0.048066822643709206,0.011897852582704585,129
2011,76,42,6.2211,0.1341,-0.2394,0.1565,0.885,-0.23261084588739434,-0.04806682264370932,0.011897852582704585,124
2011,76,43,6.2354,0.1343,-0.2394,0.1565,0.886,-0.23261084588739467,-0.048066822643708984,0.011897852582704585,118
2011,76,44,6.3434,0.1353,-0.2394,0.1568,0.89,-0.23261084588739422,-0.05069113015416671,0.009576320371445153,116
2011,76,45,6.3364,0.1353,-0.2394,0.1579,0.885,-0.23261084588739445,-0.0721241677445057,0.008995937318630296,124
2011,77,15,3.6219,0.1024,-0.2093,0.1364,0.785,-0.2022391113649541,-0.07732032267871936,0.05571677307022635,45
2011,77,16,3.6777,0.1032,-0.2093,0.1364,0.79,-0.20223911136495432,-0.07732032267871969,0.05571677307022635,47
2011,77,17,3.9361,0.107,-0.2093,0.1377,0.809,-0.2022391113649542,-0.07732032267871936,0.05571677307022635,50
2011,77,18,4.1231,0.1096,-0.2093,0.139,0.82,-0.2022391113649542,-0.07732032267871947,0.05571677307022635,53
2011,77,19,4.4466,0.114,-0.2093,0.1396,0.845,-0.2022391113649542,-0.07732032267871936,0.056006964596633776,53
2011,77,20,4.5027,0.1147,-0.2093,0.1398,0.849,-0.20223911136495443,-0.07732032267871969,0.056006964596633776,56
2011,77,21,4.9206,0.1199,-0.2302,0.1429,0.866,-0.21862821168563729,-0.09627573903329567,0.05107370864770749,61
2011,77,22,5.067,0.1216,-0.2302,0.1432,0.875,-0.2186282116856375,-0.09627573903329589,0.05107370864770749,64
2011,77,23,5.0639,0.1216,-0.2302,0.1446,0.868,-0.21496411855081288,-0.09203789744507307,0.0412071967498549,68
2011,77,24,5.0821,0.1218,-0.2302,0.1447,0.869,-0.21496411855081254,-0.09203789744507296,0.040336622170632615,73
2011,77,25,4.8922,0.1195,-0.2302,0.1449,0.854,-0.21937792103736353,-0.09714284293947861,0.04236796285548462,74
2011,77,26,5.7431,0.1292,-0.2302,0.1471,0.902,-0.21937792103736364,-0.07166070296066551,0.025827045850261174,81
2011,77,27,5.8616,0.1305,-0.2302,0.1476,0.907,-0.21937792103736387,-0.04175141488451861,0.017701683110853163,88
2011,77,28,6.1939,0.1339,-0.2302,0.1496,0.917,-0.21937792103736387,-0.041751414884518834,0.017991874637260593,91
2011,77,29,6.1398,0.1333,-0.2302,0.1504,0.91,-0.21937792103736375,-0.04941519324896593,0.01857225769007545,90
2011,77,30,6.3058,0.135,-0.2302,0.1505,0.919,-0.21937792103736353,-0.04817096084743655,0.01857225769007545,87
2011,77,31,6.395,0.1359,-0.2302,0.1506,0.924,-0.21937792103736387,-0.04817096084743644,0.01654091700522345,86
2011,77,32,6.1456,0.1334,-0.2394,0.1509,0.907,-0.23261084588739445,-0.04817096084743666,0.022925130586186882,88
2011,77,33,6.096,0.1329,-0.2394,0.151,0.904,-0.23261084588739445,-0.04817096084743666,0.022344747533372025,87
2011,77,34,5.8795,0.1306,-0.2394,0.1513,0.89,-0.23261084588739456,-0.04806682264370932,0.024666279744631456,90
2011,77,35,5.7173,0.1289,-0.2394,0.1521,0.875,-0.23261084588739456,-0.048066822643709095,0.03221125943122461,87
2011,77,36,6.1315,0.1332,-0.2394,0.1528,0.897,-0.23261084588739445,-0.04806682264370943,0.021474172954149738,96
2011,77,37,6.4895,0.1368,-0.2394,0.1531,0.916,-0.23261084588739445,-0.04806682264370954,0.019733023795705164,101
2011,77,38,6.6714,0.1385,-0.2394,0.1543,0.92,-0.23261084588739456,-0.04806682264370932,0.014219384793964016,103
2011,77,39,6.6553,0.1384,-0.2394,0.1544,0.919,-0.23261084588739445,-0.04806682264370943,0.014219384793964016,115
2011,77,40,6.6287,0.1381,-0.2394,0.1546,0.916,-0.23261084588739445,-0.04806682264370932,0.014509576320371444,121
2011,77,41,6.5085,0.137,-0.2394,0.1565,0.901,-0.23261084588739445,-0.048066822643709206,0.01567034242600116,129
2011,77,42,6.5041,0.1369,-0.2394,0.1571,0.898,-0.23261084588739445,-0.04806682264370954,0.01567034242600116,124
2011,77,43,6.5179,0.137,-0.2394,0.1571,0.898,-0.23261084588739456,-0.048066822643709206,0.01567034242600116,118
2011,77,44,6.64,0.1382,-0.2394,0.1574,0.903,-0.23261084588739467,-0.05069113015416715,0.011897852582704585,116
2011,77,45,6.6327,0.1381,-0.2394,0.1585,0.898,-0.23261084588739445,-0.07212416774450581,0.011317469529889728,124
2011,78,15,3.9582,0.1073,-0.2391,0.1427,0.788,-0.2391392397179305,-0.08517430531253001,0.0502031340684852,45
2011,78,16,4.0193,0.1082,-0.2391,0.1427,0.793,-0.23913923971793072,-0.08517430531253001,0.0502031340684852,47
2011,78,17,4.2604,0.1115,-0.2391,0.1438,0.809,-0.23913923971793072,-0.08517430531253023,0.0502031340684852,50
2011,78,18,4.4531,0.114,-0.2391,0.1451,0.819,-0.2391392397179305,-0.0851743053125299,0.0502031340684852,53
2011,78,19,4.8574,0.1191,-0.2391,0.1456,0.848,-0.23913923971793072,-0.08517430531253001,0.05107370864770749,53
2011,78,20,4.9097,0.1198,-0.2391,0.1458,0.851,-0.2391392397179306,-0.08517430531253012,0.05107370864770749,56
2011,78,21,5.2202,0.1234,-0.2391,0.147,0.868,-0.23913923971793072,-0.08517430531253023,0.04759141033081834,61
2011,78,22,5.3739,0.1252,-0.2391,0.1472,0.877,-0.23913923971793072,-0.08517430531253001,0.04759141033081834,64
2011,78,23,5.3096,0.1244,-0.2391,0.1485,0.866,-0.2391392397179305,-0.08517430531252979,0.042948345908299476,68
2011,78,24,5.3132,0.1245,-0.2391,0.1486,0.866,-0.2391392397179305,-0.08517430531253012,0.04004643064422519,73
2011,78,25,5.1411,0.1225,-0.2391,0.1487,0.853,-0.23913923971793072,-0.08517430531252979,0.03975623911781776,74
2011,78,26,5.6997,0.1287,-0.2391,0.1507,0.881,-0.2391392397179306,-0.07417139299984332,0.030760301799187463,81
2011,78,27,5.5916,0.1276,-0.2391,0.151,0.873,-0.2391392397179306,-0.07417139299984332,0.04323853743470691,88
2011,78,28,5.8736,0.1306,-0.2391,0.1528,0.882,-0.2391392397179306,-0.07417139299984321,0.04323853743470691,91
2011,78,29,5.8146,0.13,-0.2391,0.1543,0.871,-0.23913923971793072,-0.06604065193426634,0.04265815438189205,90
2011,78,30,5.9328,0.1312,-0.2391,0.1543,0.878,-0.23913923971793072,-0.06604065193426611,0.04265815438189205,87
2011,78,31,6.027,0.1322,-0.2391,0.1544,0.884,-0.2391392397179306,-0.06604065193426611,0.03801508995937319,86
2011,78,32,5.916,0.131,-0.2391,0.1546,0.876,-0.23913923971793072,-0.066040651934266,0.03685432385374347,88
2011,78,33,5.8676,0.1305,-0.2391,0.1548,0.872,-0.23913923971793083,-0.06604065193426645,0.03685432385374347,87
2011,78,34,5.6958,0.1287,-0.2391,0.155,0.861,-0.23913923971793072,-0.06604065193426623,0.04672083575159605,90
2011,78,35,5.536,0.127,-0.2391,0.1558,0.847,-0.23913923971793072,-0.066040651934266,0.051363900174114914,87
2011,78,36,5.9875,0.1318,-0.2391,0.1565,0.872,-0.23913923971793072,-0.06604065193426623,0.028438769587928032,96
2011,78,37,6.3591,0.1355,-0.2391,0.1568,0.891,-0.23913923971793072,-0.06604065193426623,0.025827045850261174,101
2011,78,38,6.414,0.136,-0.2391,0.1568,0.894,-0.2391392397179306,-0.06604065193426611,0.022634939059779455,103
2011,78,39,6.4035,0.1359,-0.2391,0.1569,0.893,-0.23913923971793072,-0.06604065193426611,0.022634939059779455,115
2011,78,40,6.3706,0.1356,-0.2391,0.1572,0.89,-0.23913923971793083,-0.06604065193426623,0.024956471271038887,121
2011,78,41,6.273,0.1346,-0.2391,0.1588,0.877,-0.2391392397179306,-0.06604065193426611,0.026987811955890888,129
2011,78,42,6.2312,0.1342,-0.2391,0.1593,0.872,-0.23913923971793072,-0.066040651934266,0.026987811955890888,124
2011,78,43,6.2445,0.1344,-0.2391,0.1593,0.873,-0.2391392397179306,-0.06604065193426589,0.026987811955890888,118
2011,78,44,6.3001,0.1349,-0.2391,0.1597,0.875,-0.23913923971793072,-0.06604065193426611,0.0261172373766686,116
2011,78,45,6.6104,0.1379,-0.2391,0.1608,0.886,-0.23913923971793072,-0.06745186150982752,0.023215322112594312,124
2011,79,15,3.9858,0.1077,-0.2391,0.1467,0.773,-0.23913923971793072,-0.07417139299984343,0.04556006964596634,45
2011,79,16,4.0602,0.1087,-0.2391,0.1468,0.779,-0.2391392397179306,-0.07417139299984343,0.04556006964596634,47
2011,79,17,4.2741,0.1117,-0.2391,0.1477,0.793,-0.2391392397179306,-0.07417139299984354,0.04556006964596634,50
2011,79,18,4.4487,0.114,-0.2391,0.1489,0.801,-0.23913923971793072,-0.0741713929998431,0.04556006964596634,53
2011,79,19,4.8318,0.1188,-0.2391,0.1494,0.828,-0.2391392397179306,-0.07417139299984343,0.0461404526987812,53
2011,79,20,4.8784,0.1194,-0.2391,0.1495,0.831,-0.2391392397179306,-0.0741713929998431,0.0461404526987812,56
2011,79,21,5.2065,0.1233,-0.2391,0.1508,0.848,-0.2391392397179306,-0.07417139299984332,0.042948345908299476,61
2011,79,22,5.36,0.125,-0.2391,0.1511,0.857,-0.23913923971793072,-0.07417139299984354,0.042948345908299476,64
2011,79,23,5.3015,0.1243,-0.2391,0.1523,0.848,-0.2391392397179305,-0.07417139299984299,0.03946604759141033,68
2011,79,24,5.3332,0.1247,-0.2391,0.1524,0.85,-0.23913923971793083,-0.07417139299984332,0.03685432385374347,73
2011,79,25,5.1696,0.1228,-0.2391,0.1525,0.838,-0.2391392397179306,-0.0741713929998431,0.03627394080092861,74
2011,79,26,5.4604,0.1261,-0.2391,0.1533,0.854,-0.23913923971793083,-0.07417139299984354,0.035403366221706326,81
2011,79,27,5.3961,0.1254,-0.2391,0.1536,0.848,-0.2391392397179306,-0.07417139299984332,0.04381892048752176,88
2011,79,28,5.6506,0.1282,-0.2391,0.1552,0.857,-0.23913923971793072,-0.07417139299984321,0.04381892048752176,91
2011,79,29,5.709,0.1288,-0.2391,0.1564,0.855,-0.23913923971793072,-0.06611764433840595,0.04236796285548462,90
2011,79,30,5.7719,0.1295,-0.2391,0.1564,0.859,-0.23913923971793072,-0.06604065193426634,0.04236796285548462,87
2011,79,31,5.8541,0.1304,-0.2391,0.1565,0.864,-0.23913923971793072,-0.06604065193426589,0.038305281485780614,86
2011,79,32,5.7551,0.1293,-0.2391,0.1567,0.857,-0.2391392397179306,-0.06604065193426634,0.03743470690655833,88
2011,79,33,5.7011,0.1287,-0.2391,0.1568,0.853,-0.2391392397179305,-0.06604065193426611,0.03743470690655833,87
2011,79,34,5.5856,0.1275,-0.2391,0.157,0.845,-0.2391392397179306,-0.066040651934266,0.04526987811955891,90
2011,79,35,5.437,0.1259,-0.2391,0.1578,0.832,-0.2391392397179306,-0.066040651934266,0.04991294254207777,87
2011,79,36,5.87,0.1305,-0.2391,0.1584,0.856,-0.2391392397179306,-0.066040651934266,0.028438769587928032,96
2011,79,37,6.2273,0.1342,-0.2391,0.1588,0.875,-0.23913923971793083,-0.06604065193426623,0.026697620429483458,101
2011,79,38,6.251,0.1344,-0.2391,0.1588,0.876,-0.2391392397179306,-0.06604065193426611,0.024956471271038887,103
2011,79,39,6.2561,0.1345,-0.2391,0.1589,0.876,-0.2391392397179306,-0.06604065193426589,0.024956471271038887,115
2011,79,40,6.2444,0.1344,-0.2391,0.1591,0.874,-0.2391392397179306,-0.066040651934266,0.025827045850261174,121
2011,79,41,6.2545,0.1345,-0.2391,0.1603,0.87,-0.23913923971793072,-0.06604065193426611,0.027278003482298318,129
2011,79,42,6.1402,0.1333,-0.2391,0.1607,0.861,-0.23913923971793072,-0.06604065193426623,0.027278003482298318,124
2011,79,43,6.1529,0.1334,-0.2391,0.1607,0.862,-0.23913923971793072,-0.06604065193426623,0.027278003482298318,118
2011,79,44,6.2305,0.1342,-0.2391,0.161,0.865,-0.2391392397179306,-0.06604065193426611,0.026697620429483458,116
2011,79,45,6.4534,0.1364,-0.2391,0.162,0.873,-0.2391392397179306,-0.08599649813661292,0.023215322112594312,124
2011,80,15,4.2229,0.111,-0.2391,0.1498,0.78,-0.23913923971793083,-0.07417139299984343,0.03569355774811375,45
2011,80,16,4.2987,0.112,-0.2391,0.1498,0.785,-0.23913923971793083,-0.07417139299984332,0.03569355774811375,47
2011,80,17,4.3922,0.1132,-0.2391,0.1501,0.792,-0.2391392397179306,-0.07417139299984321,0.03569355774811375,50
2011,80,18,4.5391,0.1151,-0.2391,0.1511,0.799,-0.23913923971793083,-0.07417139299984343,0.03569355774811375,53
2011,80,19,4.8844,0.1194,-0.2391,0.1516,0.822,-0.23913923971793072,-0.07417139299984343,0.03569355774811375,53
2011,80,20,4.8943,0.1196,-0.2391,0.1516,0.823,-0.2391392397179305,-0.07417139299984321,0.03569355774811375,56
2011,80,21,5.2824,0.1241,-0.2391,0.1532,0.843,-0.23913923971793072,-0.07417139299984343,0.033952408589669185,61
2011,80,22,5.4389,0.1259,-0.2391,0.1535,0.852,-0.23913923971793072,-0.07417139299984354,0.033952408589669185,64
2011,80,23,5.4248,0.1257,-0.2391,0.1546,0.846,-0.2391392397179306,-0.07417139299984321,0.02930934416715032,68
2011,80,24,5.479,0.1263,-0.2391,0.1547,0.849,-0.23913923971793083,-0.07417139299984354,0.02640742890307603,73
2011,80,25,5.3309,0.1247,-0.2391,0.1548,0.838,-0.23913923971793072,-0.07417139299984343,0.0261172373766686,74
2011,80,26,5.6392,0.1281,-0.2391,0.1556,0.855,-0.2391392397179306,-0.07417139299984321,0.0261172373766686,81
2011,80,27,5.5999,0.1277,-0.2391,0.1558,0.851,-0.2391392397179305,-0.07417139299984343,0.026697620429483458,88
2011,80,28,5.7783,0.1296,-0.2391,0.1566,0.859,-0.2391392397179306,-0.07417139299984321,0.026697620429483458,91
2011,80,29,5.8378,0.1302,-0.2391,0.1577,0.857,-0.2391392397179305,-0.06604065193426578,0.025246662797446313,90
2011,80,30,5.895,0.1308,-0.2391,0.1578,0.86,-0.23913923971793072,-0.06604065193426623,0.024956471271038887,87
2011,80,31,5.9471,0.1313,-0.2391,0.1578,0.863,-0.2391392397179306,-0.06604065193426611,0.024666279744631456,86
2011,80,32,5.8788,0.1306,-0.2391,0.158,0.858,-0.2391392397179305,-0.06604065193426589,0.024956471271038887,88
2011,80,33,5.8653,0.1305,-0.2391,0.1581,0.857,-0.23913923971793072,-0.06604065193426623,0.024956471271038887,87
2011,80,34,5.7508,0.1293,-0.2391,0.1582,0.85,-0.2391392397179306,-0.066040651934266,0.026697620429483458,90
2011,80,35,5.6324,0.128,-0.2391,0.1589,0.84,-0.2391392397179306,-0.066040651934266,0.028148578061520605,87
2011,80,36,6.0391,0.1323,-0.2391,0.1594,0.861,-0.23913923971793072,-0.06604065193426623,0.024376088218224026,96
2011,80,37,6.3739,0.1356,-0.2391,0.1598,0.878,-0.23913923971793072,-0.06604065193426623,0.022925130586186882,101
2011,80,38,6.4111,0.136,-0.2391,0.1598,0.88,-0.2391392397179306,-0.06604065193426611,0.022925130586186882,103
2011,80,39,6.4023,0.1359,-0.2391,0.1599,0.879,-0.23913923971793072,-0.06604065193426611,0.022925130586186882,115
2011,80,40,6.4109,0.136,-0.2391,0.1601,0.879,-0.23913923971793072,-0.06604065193426634,0.022925130586186882,121
2011,80,41,6.3579,0.1355,-0.2391,0.1611,0.871,-0.2391392397179306,-0.06604065193426623,0.02379570516540917,129
2011,80,42,6.2619,0.1345,-0.2391,0.1616,0.864,-0.2391392397179306,-0.066040651934266,0.02379570516540917,124
2011,80,43,6.2729,0.1346,-0.2391,0.1616,0.865,-0.2391392397179306,-0.06604065193426611,0.02379570516540917,118
2011,80,44,6.3519,0.1354,-0.2391,0.1619,0.868,-0.23913923971793072,-0.06604065193426623,0.02379570516540917,116
2011,80,45,6.406,0.136,-0.2391,0.1628,0.867,-0.2391392397179305,-0.07326323295698745,0.022925130586186882,124
2011,81,15,4.0605,0.1087,-0.2391,0.1511,0.761,-0.23913923971793083,-0.07306429415350113,0.0371445153801509,45
2011,81,16,4.1051,0.1094,-0.2391,0.1512,0.764,-0.2391392397179306,-0.07306429415350102,0.0371445153801509,47
2011,81,17,4.1971,0.1106,-0.2391,0.1515,0.771,-0.23913923971793072,-0.07306429415350069,0.0371445153801509,50
2011,81,18,4.398,0.1133,-0.2391,0.1525,0.782,-0.2391392397179306,-0.0730642941535008,0.0371445153801509,53
2011,81,19,4.7514,0.1178,-0.2391,0.1529,0.807,-0.2391392397179306,-0.07306429415350113,0.0371445153801509,53
2011,81,20,4.7578,0.1179,-0.2391,0.153,0.807,-0.2391392397179305,-0.07306429415350058,0.0371445153801509,56
2011,81,21,5.2013,0.1232,-0.2391,0.1546,0.831,-0.23913923971793072,-0.07306429415350102,0.03453279164248404,61
2011,81,22,5.3551,0.1249,-0.2391,0.1549,0.84,-0.2391392397179306,-0.07306429415350069,0.03453279164248404,64
2011,81,23,5.3512,0.1249,-0.2391,0.156,0.835,-0.2391392397179306,-0.07306429415350091,0.028728961114335462,68
2011,81,24,5.4048,0.1255,-0.2391,0.1561,0.838,-0.23913923971793072,-0.07306429415350102,0.0261172373766686,73
2011,81,25,5.2517,0.1238,-0.2391,0.1563,0.827,-0.2391392397179306,-0.07306429415350091,0.0261172373766686,74
2011,81,26,5.5158,0.1267,-0.2391,0.1569,0.841,-0.23913923971793072,-0.07306429415350102,0.0261172373766686,81
2011,81,27,5.4798,0.1263,-0.2391,0.1571,0.838,-0.23913923971793072,-0.07306429415350102,0.026987811955890888,88
2011,81,28,5.654,0.1282,-0.2391,0.1578,0.846,-0.2391392397179306,-0.0730642941535008,0.026987811955890888,91
2011,81,29,5.7062,0.1288,-0.2391,0.159,0.844,-0.23913923971793072,-0.06578382043099795,0.025536854323853744,90
2011,81,30,5.765,0.1294,-0.2391,0.159,0.847,-0.23913923971793083,-0.06578382043099795,0.025246662797446313,87
2011,81,31,5.81,0.1299,-0.2391,0.159,0.85,-0.2391392397179305,-0.06578382043099762,0.025246662797446313,86
2011,81,32,5.7416,0.1292,-0.2391,0.1592,0.845,-0.2391392397179305,-0.06578382043099773,0.026987811955890888,88
2011,81,33,5.725,0.129,-0.2391,0.1593,0.843,-0.2391392397179306,-0.06578382043099762,0.026697620429483458,87
2011,81,34,5.6253,0.1279,-0.2391,0.1594,0.837,-0.2391392397179306,-0.06578382043099762,0.028148578061520605,90
2011,81,35,5.5187,0.1268,-0.2391,0.1601,0.828,-0.2391392397179306,-0.06578382043099762,0.02930934416715032,87
2011,81,36,5.878,0.1306,-0.2391,0.1603,0.848,-0.2391392397179306,-0.06578382043099751,0.02930934416715032,96
2011,81,37,6.1257,0.1332,-0.2391,0.161,0.859,-0.2391392397179306,-0.06578382043099773,0.026697620429483458,101
2011,81,38,6.1313,0.1332,-0.2391,0.161,0.86,-0.2391392397179305,-0.06578382043099762,0.026697620429483458,103
2011,81,39,6.1229,0.1331,-0.2391,0.1611,0.859,-0.2391392397179306,-0.06578382043099784,0.026697620429483458,115
2011,81,40,6.1442,0.1334,-0.2391,0.1611,0.86,-0.2391392397179306,-0.06578382043099751,0.026697620429483458,121
2011,81,41,6.0389,0.1323,-0.2391,0.1621,0.85,-0.2391392397179305,-0.06578382043099762,0.027568195008705745,129
2011,81,42,5.923,0.1311,-0.2391,0.1626,0.841,-0.2391392397179306,-0.06578382043099784,0.027568195008705745,124
2011,81,43,5.9335,0.1312,-0.2391,0.1626,0.842,-0.2391392397179306,-0.06578382043099773,0.027568195008705745,118
2011,81,44,6.0018,0.1319,-0.2391,0.1629,0.844,-0.23913923971793072,-0.06578382043099795,0.027568195008705745,116
2011,81,45,5.7871,0.1297,-0.2391,0.1636,0.829,-0.2391392397179306,-0.07318480184479459,0.028148578061520605,124
2011,82,15,4.4643,0.1142,-0.2391,0.1535,0.783,-0.23913923971793072,-0.07306429415350102,0.035983749274521186,45
2011,82,16,4.4667,0.1142,-0.2391,0.1535,0.783,-0.23913923971793072,-0.0730642941535008,0.035983749274521186,47
2011,82,17,4.5013,0.1147,-0.2391,0.1536,0.786,-0.23913923971793072,-0.0730642941535008,0.035983749274521186,50
2011,82,18,4.7254,0.1175,-0.2391,0.1545,0.798,-0.23913923971793072,-0.07306429415350124,0.035983749274521186,53
2011,82,19,5.1044,0.1221,-0.2391,0.155,0.823,-0.2391392397179306,-0.0730642941535008,0.035983749274521186,53
2011,82,20,5.0842,0.1218,-0.2391,0.155,0.821,-0.23913923971793072,-0.07306429415350113,0.035983749274521186,56
2011,82,21,5.6155,0.1278,-0.2391,0.1568,0.848,-0.23913923971793072,-0.07306429415350102,0.03424260011607661,61
2011,82,22,5.603,0.1277,-0.2391,0.1568,0.847,-0.23913923971793072,-0.07306429415350102,0.03424260011607661,64
2011,82,23,5.6001,0.1277,-0.2391,0.158,0.842,-0.23913923971793083,-0.07306429415350102,0.028728961114335462,68
2011,82,24,5.6436,0.1281,-0.2391,0.1581,0.844,-0.2391392397179305,-0.0730642941535008,0.0261172373766686,73
2011,82,25,5.48,0.1263,-0.2391,0.1582,0.833,-0.23913923971793072,-0.0730642941535008,0.0261172373766686,74
2011,82,26,5.6672,0.1284,-0.2391,0.1587,0.843,-0.23913923971793072,-0.07306429415350102,0.0261172373766686,81
2011,82,27,5.6304,0.128,-0.2391,0.1588,0.84,-0.2391392397179306,-0.07306429415350069,0.027278003482298318,88
2011,82,28,5.6127,0.1278,-0.2391,0.1589,0.838,-0.2391392397179305,-0.07306429415350069,0.027278003482298318,91
2011,82,29,5.6646,0.1284,-0.2391,0.1601,0.837,-0.2391392397179306,-0.06578382043099773,0.025827045850261174,90
2011,82,30,5.7235,0.129,-0.2391,0.1601,0.84,-0.2391392397179306,-0.06578382043099773,0.025536854323853744,87
2011,82,31,5.749,0.1293,-0.2391,0.1601,0.841,-0.2391392397179305,-0.06578382043099762,0.025536854323853744,86
2011,82,32,5.7246,0.129,-0.2391,0.1603,0.839,-0.2391392397179306,-0.06578382043099773,0.028438769587928032,88
2011,82,33,5.6846,0.1286,-0.2391,0.1604,0.836,-0.2391392397179305,-0.06578382043099762,0.027278003482298318,87
2011,82,34,5.5907,0.1276,-0.2391,0.1605,0.83,-0.2391392397179305,-0.06578382043099751,0.028728961114335462,90
2011,82,35,5.5313,0.1269,-0.2391,0.1609,0.825,-0.2391392397179306,-0.06578382043099762,0.02959953569355775,87
2011,82,36,5.8843,0.1307,-0.2391,0.1611,0.845,-0.2391392397179306,-0.06578382043099762,0.02959953569355775,96
2011,82,37,6.1051,0.133,-0.2391,0.1617,0.855,-0.2391392397179306,-0.06578382043099762,0.026987811955890888,101
2011,82,38,6.0902,0.1328,-0.2391,0.1617,0.854,-0.2391392397179306,-0.06578382043099773,0.026987811955890888,103
2011,82,39,6.1223,0.1331,-0.2391,0.1618,0.856,-0.23913923971793072,-0.06578382043099784,0.026987811955890888,115
2011,82,40,6.1405,0.1333,-0.2391,0.1618,0.856,-0.2391392397179306,-0.06578382043099773,0.026987811955890888,121
2011,82,41,6.0454,0.1324,-0.2391,0.1628,0.847,-0.2391392397179306,-0.06578382043099762,0.027858386535113175,129
2011,82,42,5.9253,0.1311,-0.2391,0.1633,0.838,-0.2391392397179306,-0.06578382043099773,0.027858386535113175,124
2011,82,43,5.9349,0.1312,-0.2391,0.1633,0.839,-0.23913923971793072,-0.06578382043099784,0.027858386535113175,118
2011,82,44,6.0228,0.1321,-0.2391,0.1636,0.843,-0.23913923971793072,-0.06578382043099784,0.027278003482298318,116
2011,82,45,5.8948,0.1308,-0.2391,0.1642,0.833,-0.2391392397179305,-0.0731848018447947,0.027858386535113175,124
2011,83,15,5.1069,0.1221,-0.2391,0.159,0.806,-0.23913923971793072,-0.07579431069242004,0.04062681369704005,45
2011,83,16,5.1096,0.1221,-0.2391,0.159,0.806,-0.23913923971793072,-0.07579431069241982,0.04062681369704005,47
2011,83,17,5.1482,0.1226,-0.2391,0.159,0.809,-0.23913923971793072,-0.07579431069241971,0.04062681369704005,50
