base,resell_level,crash_level,crash_frac,total_return,cagr,max_drawdown,annualized_vol,sharpe_like
A,55,5,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,5,0.1,0.6772,0.0335,-0.1861,0.0789,0.458
A,55,5,0.2,0.825,0.039,-0.1861,0.0873,0.484
A,55,5,0.3,0.9121,0.0421,-0.1861,0.0939,0.487
A,55,5,0.4,0.953,0.0435,-0.1861,0.099,0.481
A,55,5,0.5,0.9785,0.0444,-0.1861,0.1031,0.474
A,55,5,0.6,0.9846,0.0446,-0.1861,0.106,0.466
A,55,5,0.7,0.9857,0.0446,-0.1861,0.1083,0.458
A,55,5,0.8,0.9858,0.0446,-0.1861,0.1102,0.452
A,55,5,0.9,0.9855,0.0446,-0.1861,0.1118,0.447
A,55,5,1.0,0.9846,0.0446,-0.1901,0.1132,0.443
A,55,6,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,6,0.1,0.7726,0.0371,-0.173,0.0808,0.493
A,55,6,0.2,0.9134,0.0422,-0.1828,0.0922,0.495
A,55,6,0.3,0.9882,0.0447,-0.1829,0.0993,0.491
A,55,6,0.4,1.017,0.0457,-0.1843,0.1045,0.481
A,55,6,0.5,1.0229,0.0459,-0.1854,0.1087,0.468
A,55,6,0.6,1.0047,0.0453,-0.1861,0.1118,0.453
A,55,6,0.7,1.0001,0.0451,-0.1873,0.1143,0.444
A,55,6,0.8,0.9962,0.045,-0.2021,0.1165,0.437
A,55,6,0.9,0.9939,0.0449,-0.2158,0.1181,0.432
A,55,6,1.0,0.9892,0.0448,-0.2299,0.1194,0.427
A,55,7,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,7,0.1,0.7341,0.0357,-0.1849,0.0837,0.461
A,55,7,0.2,0.8684,0.0406,-0.1862,0.0956,0.465
A,55,7,0.3,0.9152,0.0422,-0.1867,0.1035,0.452
A,55,7,0.4,0.9355,0.0429,-0.1868,0.1089,0.441
A,55,7,0.5,0.9541,0.0436,-0.1869,0.1125,0.436
A,55,7,0.6,0.9726,0.0442,-0.1978,0.115,0.434
A,55,7,0.7,0.9917,0.0448,-0.2065,0.117,0.434
A,55,7,0.8,1.0093,0.0454,-0.2145,0.1185,0.435
A,55,7,0.9,1.0256,0.046,-0.2228,0.1196,0.436
A,55,7,1.0,1.0433,0.0465,-0.2299,0.1205,0.439
A,55,8,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,8,0.1,0.7833,0.0375,-0.1846,0.0871,0.467
A,55,8,0.2,0.899,0.0417,-0.1862,0.1007,0.457
A,55,8,0.3,0.9552,0.0436,-0.1867,0.1084,0.449
A,55,8,0.4,0.9708,0.0441,-0.1868,0.113,0.44
A,55,8,0.5,0.9774,0.0444,-0.1911,0.116,0.433
A,55,8,0.6,0.9802,0.0445,-0.1948,0.1181,0.428
A,55,8,0.7,0.9819,0.0445,-0.196,0.1195,0.425
A,55,8,0.8,0.9823,0.0445,-0.1955,0.1206,0.422
A,55,8,0.9,0.9811,0.0445,-0.1978,0.1214,0.42
A,55,8,1.0,0.9778,0.0444,-0.1989,0.1221,0.417
A,55,9,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,9,0.1,0.87,0.0407,-0.1846,0.0898,0.49
A,55,9,0.2,1.0048,0.0453,-0.1862,0.1039,0.479
A,55,9,0.3,1.0383,0.0464,-0.1867,0.1114,0.464
A,55,9,0.4,1.0324,0.0462,-0.1868,0.1159,0.448
A,55,9,0.5,1.0201,0.0458,-0.1915,0.1189,0.437
A,55,9,0.6,1.0063,0.0453,-0.1958,0.121,0.428
A,55,9,0.7,0.9921,0.0449,-0.2001,0.1224,0.42
A,55,9,0.8,0.9778,0.0444,-0.2018,0.1235,0.414
A,55,9,0.9,0.9664,0.044,-0.2013,0.1242,0.409
A,55,9,1.0,0.9578,0.0437,-0.1989,0.1248,0.406
A,55,10,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,10,0.1,0.8684,0.0406,-0.1865,0.0928,0.476
A,55,10,0.2,0.968,0.044,-0.1868,0.1072,0.457
A,55,10,0.3,0.9919,0.0448,-0.1933,0.1147,0.441
A,55,10,0.4,0.9987,0.0451,-0.2068,0.1191,0.431
A,55,10,0.5,1.0087,0.0454,-0.2154,0.122,0.426
A,55,10,0.6,1.0126,0.0455,-0.2226,0.124,0.422
A,55,10,0.7,1.0078,0.0454,-0.2304,0.1255,0.417
A,55,10,0.8,0.9927,0.0449,-0.2366,0.1266,0.411
A,55,10,0.9,0.9728,0.0442,-0.2419,0.1276,0.404
A,55,10,1.0,0.948,0.0434,-0.2467,0.1284,0.396
A,55,11,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,11,0.1,0.8651,0.0405,-0.1861,0.0966,0.46
A,55,11,0.2,0.9635,0.0439,-0.2032,0.1115,0.442
A,55,11,0.3,1.0016,0.0452,-0.2305,0.1189,0.432
A,55,11,0.4,1.0285,0.0461,-0.2451,0.1232,0.428
A,55,11,0.5,1.0568,0.047,-0.2538,0.1258,0.429
A,55,11,0.6,1.078,0.0477,-0.2602,0.1276,0.43
A,55,11,0.7,1.0925,0.0481,-0.2664,0.1288,0.43
A,55,11,0.8,1.1016,0.0484,-0.2702,0.1296,0.431
A,55,11,0.9,1.1079,0.0486,-0.2721,0.1302,0.431
A,55,11,1.0,1.1111,0.0487,-0.2723,0.1306,0.431
A,55,12,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,12,0.1,0.8972,0.0416,-0.1851,0.0998,0.459
A,55,12,0.2,0.9527,0.0435,-0.2051,0.1153,0.428
A,55,12,0.3,0.9571,0.0437,-0.231,0.1227,0.411
A,55,12,0.4,0.9608,0.0438,-0.2472,0.1267,0.403
A,55,12,0.5,0.9577,0.0437,-0.2585,0.129,0.397
A,55,12,0.6,0.9545,0.0436,-0.2654,0.1304,0.393
A,55,12,0.7,0.9517,0.0435,-0.2694,0.1314,0.391
A,55,12,0.8,0.9485,0.0434,-0.2716,0.1321,0.389
A,55,12,0.9,0.9475,0.0433,-0.2724,0.1325,0.387
A,55,12,1.0,0.9492,0.0434,-0.2723,0.1328,0.387
A,55,13,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,13,0.1,0.8672,0.0406,-0.1853,0.1014,0.444
A,55,13,0.2,0.9083,0.042,-0.2065,0.1174,0.41
A,55,13,0.3,0.9087,0.042,-0.2313,0.1248,0.393
A,55,13,0.4,0.9074,0.042,-0.248,0.1285,0.385
A,55,13,0.5,0.9029,0.0418,-0.259,0.1306,0.38
A,55,13,0.6,0.9023,0.0418,-0.2656,0.1317,0.377
A,55,13,0.7,0.9048,0.0419,-0.2695,0.1324,0.377
A,55,13,0.8,0.9091,0.042,-0.2716,0.1329,0.377
A,55,13,0.9,0.9171,0.0423,-0.2724,0.1332,0.379
A,55,13,1.0,0.9282,0.0427,-0.2723,0.1334,0.381
A,55,14,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,14,0.1,0.8839,0.0411,-0.1861,0.1044,0.439
A,55,14,0.2,0.9293,0.0427,-0.213,0.1203,0.409
A,55,14,0.3,0.9311,0.0428,-0.2346,0.1273,0.394
A,55,14,0.4,0.9242,0.0426,-0.2472,0.1309,0.385
A,55,14,0.5,0.9246,0.0426,-0.2526,0.1329,0.381
A,55,14,0.6,0.9327,0.0428,-0.2539,0.1343,0.38
A,55,14,0.7,0.9461,0.0433,-0.2532,0.1352,0.382
A,55,14,0.8,0.9624,0.0439,-0.2512,0.1361,0.384
A,55,14,0.9,0.9827,0.0445,-0.2488,0.1368,0.388
A,55,14,1.0,1.0057,0.0453,-0.2461,0.1376,0.392
A,55,15,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,15,0.1,0.8711,0.0407,-0.1864,0.1067,0.428
A,55,15,0.2,0.9218,0.0425,-0.2202,0.1223,0.402
A,55,15,0.3,0.9302,0.0428,-0.2422,0.1288,0.39
A,55,15,0.4,0.9378,0.043,-0.2507,0.132,0.386
A,55,15,0.5,0.951,0.0435,-0.2535,0.1338,0.386
A,55,15,0.6,0.9701,0.0441,-0.2537,0.135,0.388
A,55,15,0.7,0.9935,0.0449,-0.2526,0.1359,0.392
A,55,15,0.8,1.0195,0.0458,-0.2508,0.1366,0.397
A,55,15,0.9,1.048,0.0467,-0.2486,0.1372,0.402
A,55,15,1.0,1.0784,0.0477,-0.2461,0.1378,0.408
A,55,16,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,16,0.1,0.8679,0.0406,-0.1866,0.1096,0.419
A,55,16,0.2,0.9199,0.0424,-0.2286,0.1248,0.396
A,55,16,0.3,0.9481,0.0434,-0.2487,0.1305,0.392
A,55,16,0.4,0.9727,0.0442,-0.2538,0.1331,0.392
A,55,16,0.5,0.9978,0.045,-0.2546,0.1346,0.396
A,55,16,0.6,1.023,0.0459,-0.2542,0.1356,0.4
A,55,16,0.7,1.0466,0.0467,-0.2527,0.1363,0.404
A,55,16,0.8,1.0676,0.0473,-0.2508,0.1369,0.407
A,55,16,0.9,1.0865,0.0479,-0.2486,0.1375,0.41
A,55,16,1.0,1.1033,0.0485,-0.2461,0.1379,0.413
A,55,17,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,17,0.1,0.8649,0.0405,-0.1864,0.1104,0.415
A,55,17,0.2,0.966,0.044,-0.2262,0.1262,0.405
A,55,17,0.3,1.0204,0.0458,-0.2426,0.1323,0.406
A,55,17,0.4,1.0675,0.0473,-0.2447,0.1352,0.411
A,55,17,0.5,1.1151,0.0488,-0.2429,0.1369,0.418
A,55,17,0.6,1.1623,0.0503,-0.2401,0.138,0.426
A,55,17,0.7,1.2063,0.0517,-0.239,0.139,0.433
A,55,17,0.8,1.245,0.0528,-0.2392,0.1397,0.439
A,55,17,0.9,1.2783,0.0538,-0.2392,0.1404,0.445
A,55,17,1.0,1.3053,0.0546,-0.2392,0.141,0.449
A,55,18,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,18,0.1,0.9095,0.042,-0.1864,0.1132,0.421
A,55,18,0.2,1.0227,0.0459,-0.2279,0.1287,0.414
A,55,18,0.3,1.0824,0.0478,-0.243,0.1344,0.416
A,55,18,0.4,1.1285,0.0493,-0.2448,0.1371,0.42
A,55,18,0.5,1.169,0.0505,-0.2429,0.1387,0.426
A,55,18,0.6,1.2043,0.0516,-0.2401,0.1398,0.431
A,55,18,0.7,1.2334,0.0525,-0.239,0.1406,0.435
A,55,18,0.8,1.2561,0.0532,-0.2392,0.1413,0.438
A,55,18,0.9,1.2741,0.0537,-0.2392,0.1419,0.441
A,55,18,1.0,1.2879,0.0541,-0.2392,0.1425,0.442
A,55,19,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,19,0.1,0.976,0.0443,-0.1864,0.1142,0.438
A,55,19,0.2,1.105,0.0485,-0.2235,0.1298,0.431
A,55,19,0.3,1.1621,0.0503,-0.236,0.1356,0.431
A,55,19,0.4,1.2056,0.0516,-0.237,0.1385,0.434
A,55,19,0.5,1.2477,0.0529,-0.2369,0.1402,0.439
A,55,19,0.6,1.2889,0.0541,-0.2384,0.1415,0.444
A,55,19,0.7,1.3284,0.0553,-0.239,0.1425,0.45
A,55,19,0.8,1.3655,0.0563,-0.2392,0.1434,0.455
A,55,19,0.9,1.4004,0.0573,-0.2392,0.1441,0.46
A,55,19,1.0,1.4327,0.0582,-0.2392,0.1449,0.464
A,55,20,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,20,0.1,1.0483,0.0467,-0.1865,0.1156,0.453
A,55,20,0.2,1.2062,0.0517,-0.219,0.1313,0.45
A,55,20,0.3,1.2774,0.0538,-0.2318,0.1372,0.451
A,55,20,0.4,1.3279,0.0553,-0.2338,0.1404,0.455
A,55,20,0.5,1.3718,0.0565,-0.2369,0.1424,0.458
A,55,20,0.6,1.4112,0.0576,-0.2384,0.144,0.462
A,55,20,0.7,1.451,0.0587,-0.239,0.1453,0.467
A,55,20,0.8,1.4834,0.0596,-0.2392,0.1464,0.47
A,55,20,0.9,1.5218,0.0607,-0.2392,0.1471,0.475
A,55,20,1.0,1.5606,0.0617,-0.2392,0.1478,0.48
A,55,21,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,21,0.1,1.0913,0.0481,-0.1865,0.1167,0.462
A,55,21,0.2,1.2748,0.0537,-0.2193,0.1326,0.462
A,55,21,0.3,1.3589,0.0562,-0.2329,0.1389,0.464
A,55,21,0.4,1.4147,0.0577,-0.2357,0.1422,0.467
A,55,21,0.5,1.4569,0.0589,-0.2369,0.1445,0.469
A,55,21,0.6,1.4964,0.06,-0.2384,0.1462,0.473
A,55,21,0.7,1.5391,0.0611,-0.239,0.1475,0.477
A,55,21,0.8,1.5769,0.0621,-0.2392,0.1486,0.481
A,55,21,0.9,1.6228,0.0633,-0.2392,0.1495,0.487
A,55,21,1.0,1.6709,0.0645,-0.2392,0.1503,0.493
A,55,22,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,22,0.1,1.1042,0.0485,-0.1865,0.1186,0.46
A,55,22,0.2,1.3169,0.0549,-0.2216,0.1341,0.467
A,55,22,0.3,1.4278,0.0581,-0.2302,0.1401,0.474
A,55,22,0.4,1.5015,0.0601,-0.2357,0.1433,0.48
A,55,22,0.5,1.5614,0.0617,-0.2381,0.1455,0.485
A,55,22,0.6,1.6118,0.063,-0.2389,0.1472,0.49
A,55,22,0.7,1.6612,0.0643,-0.2392,0.1484,0.495
A,55,22,0.8,1.7045,0.0654,-0.2392,0.1494,0.5
A,55,22,0.9,1.7561,0.0667,-0.2392,0.1501,0.506
A,55,22,1.0,1.8057,0.0679,-0.2392,0.1507,0.512
A,55,23,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,23,0.1,1.1836,0.051,-0.1866,0.1191,0.478
A,55,23,0.2,1.3981,0.0573,-0.2197,0.1351,0.481
A,55,23,0.3,1.504,0.0602,-0.232,0.1412,0.486
A,55,23,0.4,1.5794,0.0622,-0.2366,0.1445,0.491
A,55,23,0.5,1.6417,0.0638,-0.2385,0.1467,0.496
A,55,23,0.6,1.6939,0.0651,-0.2391,0.1484,0.501
A,55,23,0.7,1.744,0.0664,-0.24,0.1497,0.505
A,55,23,0.8,1.7859,0.0674,-0.243,0.1508,0.509
A,55,23,0.9,1.8344,0.0686,-0.2467,0.1516,0.514
A,55,23,1.0,1.8795,0.0697,-0.2508,0.1524,0.519
A,55,24,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,24,0.1,1.2121,0.0518,-0.1867,0.1203,0.481
A,55,24,0.2,1.4602,0.059,-0.2171,0.1364,0.489
A,55,24,0.3,1.6002,0.0627,-0.2305,0.1426,0.499
A,55,24,0.4,1.7074,0.0655,-0.2366,0.1458,0.509
A,55,24,0.5,1.7935,0.0676,-0.2385,0.148,0.517
A,55,24,0.6,1.8653,0.0693,-0.2391,0.1495,0.524
A,55,24,0.7,1.9324,0.0709,-0.2392,0.1507,0.531
A,55,24,0.8,1.9913,0.0722,-0.2392,0.1517,0.537
A,55,24,0.9,2.0543,0.0737,-0.2392,0.1524,0.544
A,55,24,1.0,2.1147,0.075,-0.2392,0.1531,0.55
A,55,25,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,25,0.1,1.3243,0.0552,-0.1865,0.121,0.505
A,55,25,0.2,1.5681,0.0619,-0.2126,0.1375,0.507
A,55,25,0.3,1.7057,0.0654,-0.2305,0.1438,0.514
A,55,25,0.4,1.8058,0.0679,-0.2366,0.1472,0.521
A,55,25,0.5,1.8783,0.0696,-0.2385,0.1493,0.527
A,55,25,0.6,1.937,0.071,-0.2391,0.1509,0.531
A,55,25,0.7,1.9851,0.0721,-0.2392,0.152,0.535
A,55,25,0.8,2.0222,0.073,-0.2392,0.153,0.538
A,55,25,0.9,2.0328,0.0732,-0.2392,0.1537,0.538
A,55,25,1.0,2.0404,0.0734,-0.2392,0.1543,0.537
A,55,26,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,26,0.1,1.4059,0.0575,-0.2034,0.1228,0.518
A,55,26,0.2,1.6578,0.0642,-0.2306,0.1392,0.518
A,55,26,0.3,1.8046,0.0679,-0.2387,0.1456,0.525
A,55,26,0.4,1.921,0.0706,-0.2387,0.1489,0.534
A,55,26,0.5,1.9986,0.0724,-0.2387,0.151,0.54
A,55,26,0.6,2.0497,0.0736,-0.2391,0.1525,0.543
A,55,26,0.7,2.0851,0.0744,-0.2392,0.1535,0.545
A,55,26,0.8,2.1207,0.0751,-0.2392,0.1544,0.548
A,55,26,0.9,2.1614,0.076,-0.2392,0.1552,0.551
A,55,26,1.0,2.2104,0.0771,-0.2392,0.1558,0.556
A,55,27,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,27,0.1,1.4124,0.0577,-0.2093,0.1242,0.514
A,55,27,0.2,1.6907,0.065,-0.235,0.1406,0.52
A,55,27,0.3,1.8573,0.0691,-0.2387,0.147,0.529
A,55,27,0.4,1.9751,0.0719,-0.2387,0.1503,0.538
A,55,27,0.5,2.0584,0.0738,-0.2387,0.1523,0.545
A,55,27,0.6,2.1224,0.0752,-0.2391,0.1537,0.55
A,55,27,0.7,2.1775,0.0764,-0.2392,0.1547,0.554
A,55,27,0.8,2.2315,0.0775,-0.2392,0.1555,0.559
A,55,27,0.9,2.2875,0.0787,-0.2392,0.1563,0.564
A,55,27,1.0,2.3466,0.0799,-0.2392,0.1569,0.57
A,55,28,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,28,0.1,1.3938,0.0571,-0.2223,0.1259,0.505
A,55,28,0.2,1.715,0.0657,-0.2387,0.142,0.52
A,55,28,0.3,1.9141,0.0705,-0.2387,0.1481,0.535
A,55,28,0.4,2.0512,0.0736,-0.2387,0.1513,0.546
A,55,28,0.5,2.1532,0.0759,-0.2387,0.1533,0.555
A,55,28,0.6,2.2333,0.0776,-0.2391,0.1546,0.562
A,55,28,0.7,2.2991,0.079,-0.2392,0.1557,0.567
A,55,28,0.8,2.356,0.0801,-0.2392,0.1565,0.572
A,55,28,0.9,2.4056,0.0811,-0.2392,0.1573,0.576
A,55,28,1.0,2.448,0.082,-0.2392,0.1581,0.579
A,55,29,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,29,0.1,1.4399,0.0584,-0.2291,0.1273,0.511
A,55,29,0.2,1.8073,0.0679,-0.2387,0.143,0.532
A,55,29,0.3,2.0123,0.0727,-0.2387,0.1489,0.547
A,55,29,0.4,2.1464,0.0757,-0.2387,0.152,0.557
A,55,29,0.5,2.2402,0.0777,-0.2387,0.1538,0.565
A,55,29,0.6,2.3099,0.0792,-0.2391,0.1552,0.57
A,55,29,0.7,2.3646,0.0803,-0.2392,0.1562,0.574
A,55,29,0.8,2.4103,0.0812,-0.2392,0.1572,0.577
A,55,29,0.9,2.4507,0.082,-0.2393,0.158,0.579
A,55,29,1.0,2.4883,0.0828,-0.2461,0.1589,0.581
A,55,30,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,30,0.1,1.5067,0.0603,-0.2298,0.1293,0.518
A,55,30,0.2,1.8969,0.0701,-0.2387,0.1446,0.542
A,55,30,0.3,2.1136,0.075,-0.2387,0.1502,0.558
A,55,30,0.4,2.2482,0.0779,-0.2387,0.1531,0.568
A,55,30,0.5,2.3364,0.0797,-0.2389,0.1549,0.574
A,55,30,0.6,2.3975,0.081,-0.2392,0.1562,0.578
A,55,30,0.7,2.4437,0.0819,-0.2392,0.1572,0.581
A,55,30,0.8,2.4827,0.0827,-0.2392,0.158,0.583
A,55,30,0.9,2.5188,0.0834,-0.24,0.1587,0.585
A,55,30,1.0,2.5536,0.0841,-0.2403,0.1593,0.588
A,55,31,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,31,0.1,1.5322,0.0609,-0.2323,0.1302,0.52
A,55,31,0.2,1.9336,0.0709,-0.2387,0.1453,0.546
A,55,31,0.3,2.1562,0.0759,-0.2387,0.1508,0.562
A,55,31,0.4,2.2977,0.0789,-0.2387,0.1537,0.572
A,55,31,0.5,2.3897,0.0808,-0.2389,0.1555,0.579
A,55,31,0.6,2.4513,0.0821,-0.2392,0.1567,0.583
A,55,31,0.7,2.4954,0.0829,-0.2392,0.1576,0.586
A,55,31,0.8,2.5304,0.0836,-0.2392,0.1584,0.588
A,55,31,0.9,2.5606,0.0842,-0.24,0.1589,0.59
A,55,31,1.0,2.5871,0.0847,-0.2403,0.1594,0.591
A,55,32,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,32,0.1,1.5479,0.0614,-0.2346,0.1307,0.522
A,55,32,0.2,1.97,0.0718,-0.2387,0.1459,0.549
A,55,32,0.3,2.1769,0.0764,-0.2387,0.1515,0.563
A,55,32,0.4,2.2868,0.0787,-0.2387,0.1544,0.569
A,55,32,0.5,2.3362,0.0797,-0.2389,0.1561,0.571
A,55,32,0.6,2.3475,0.08,-0.2392,0.1574,0.569
A,55,32,0.7,2.3357,0.0797,-0.2392,0.1583,0.565
A,55,32,0.8,2.3107,0.0792,-0.2392,0.1591,0.56
A,55,32,0.9,2.2785,0.0785,-0.24,0.1597,0.555
A,55,32,1.0,2.2431,0.0778,-0.2403,0.1602,0.549
A,55,33,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,33,0.1,1.5906,0.0625,-0.2346,0.1317,0.527
A,55,33,0.2,1.9861,0.0721,-0.2387,0.1466,0.55
A,55,33,0.3,2.1632,0.0761,-0.2387,0.1521,0.559
A,55,33,0.4,2.2567,0.0781,-0.2387,0.1549,0.564
A,55,33,0.5,2.3027,0.079,-0.2389,0.1566,0.565
A,55,33,0.6,2.3187,0.0794,-0.2392,0.1578,0.564
A,55,33,0.7,2.3164,0.0793,-0.2392,0.1588,0.561
A,55,33,0.8,2.3036,0.0791,-0.2392,0.1595,0.558
A,55,33,0.9,2.2863,0.0787,-0.24,0.1601,0.555
A,55,33,1.0,2.2683,0.0783,-0.2403,0.1606,0.551
A,55,34,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,34,0.1,1.6358,0.0636,-0.2387,0.1328,0.532
A,55,34,0.2,2.0167,0.0728,-0.2387,0.1476,0.551
A,55,34,0.3,2.1784,0.0764,-0.2387,0.1531,0.559
A,55,34,0.4,2.261,0.0782,-0.2387,0.1558,0.562
A,55,34,0.5,2.2974,0.0789,-0.2389,0.1575,0.562
A,55,34,0.6,2.3033,0.079,-0.2392,0.1587,0.56
A,55,34,0.7,2.2888,0.0787,-0.2392,0.1595,0.556
A,55,34,0.8,2.2617,0.0782,-0.2392,0.1602,0.551
A,55,34,0.9,2.2281,0.0775,-0.24,0.1607,0.546
A,55,34,1.0,2.1932,0.0767,-0.2403,0.1612,0.541
A,55,35,0.0,0.5529,0.0284,-0.1861,0.074,0.417
A,55,35,0.1,1.6724,0.0646,-0.2387,0.1335,0.537
A,55,35,0.2,2.0087,0.0726,-0.2387,0.1483,0.548
A,55,35,0.3,2.1406,0.0756,-0.2387,0.1538,0.552
A,55,35,0.4,2.2046,0.077,-0.2387,0.1566,0.553
A,55,35,0.5,2.2304,0.0775,-0.2389,0.1583,0.552
A,55,35,0.6,2.2331,0.0776,-0.2392,0.1595,0.549
A,55,35,0.7,2.2232,0.0774,-0.2392,0.1604,0.546
A,55,35,0.8,2.2084,0.077,-0.2392,0.1611,0.543
A,55,35,0.9,2.1945,0.0767,-0.24,0.1617,0.539
A,55,35,1.0,2.1855,0.0766,-0.2403,0.1622,0.537
A,56,5,0.0,0.5714,0.0292,-0.1861,0.074,0.427
A,56,5,0.1,0.7268,0.0354,-0.1861,0.0797,0.477
A,56,5,0.2,0.8739,0.0408,-0.1861,0.0879,0.5
A,56,5,0.3,0.9587,0.0437,-0.1861,0.0945,0.501
A,56,5,0.4,0.9963,0.045,-0.1861,0.0995,0.493
A,56,5,0.5,1.0188,0.0457,-0.1861,0.1035,0.485
A,56,5,0.6,1.0219,0.0458,-0.1861,0.1064,0.475
A,56,5,0.7,1.0203,0.0458,-0.1861,0.1087,0.467
A,56,5,0.8,1.018,0.0457,-0.1861,0.1105,0.461
A,56,5,0.9,1.0155,0.0456,-0.1861,0.1121,0.455
A,56,5,1.0,1.0125,0.0455,-0.1901,0.1134,0.45
A,56,6,0.0,0.5714,0.0292,-0.1861,0.074,0.427
A,56,6,0.1,0.8299,0.0392,-0.173,0.0818,0.512
A,56,6,0.2,0.9739,0.0442,-0.1828,0.0931,0.513
A,56,6,0.3,1.0517,0.0468,-0.1829,0.1001,0.508
A,56,6,0.4,1.084,0.0479,-0.1843,0.1051,0.498
A,56,6,0.5,1.0944,0.0482,-0.1854,0.1092,0.486
A,56,6,0.6,1.097,0.0483,-0.1861,0.1121,0.477
A,56,6,0.7,1.0976,0.0483,-0.1866,0.1145,0.47
A,56,6,0.8,1.0973,0.0483,-0.193,0.1165,0.464
A,56,6,0.9,1.0968,0.0483,-0.2057,0.118,0.459
A,56,6,1.0,1.0935,0.0482,-0.2191,0.1193,0.455
A,56,7,0.0,0.5714,0.0292,-0.1861,0.074,0.427
A,56,7,0.1,0.7939,0.0379,-0.1849,0.0845,0.484
A,56,7,0.2,0.9382,0.043,-0.1862,0.0963,0.487
A,56,7,0.3,0.9925,0.0449,-0.1867,0.1039,0.475
A,56,7,0.4,1.0238,0.0459,-0.1868,0.1091,0.467
A,56,7,0.5,1.0496,0.0467,-0.1869,0.1126,0.463
A,56,7,0.6,1.0701,0.0474,-0.1871,0.1151,0.461
A,56,7,0.7,1.091,0.0481,-0.1958,0.117,0.461
A,56,7,0.8,1.1104,0.0487,-0.2048,0.1184,0.462
A,56,7,0.9,1.1285,0.0493,-0.2126,0.1195,0.463
A,56,7,1.0,1.1481,0.0499,-0.2191,0.1204,0.466
A,56,8,0.0,0.5714,0.0292,-0.1861,0.074,0.427
A,56,8,0.1,0.8054,0.0383,-0.1846,0.088,0.472
A,56,8,0.2,0.9312,0.0428,-0.1862,0.1012,0.466
A,56,8,0.3,0.9927,0.0449,-0.1867,0.1088,0.459
A,56,8,0.4,1.0112,0.0455,-0.1868,0.1133,0.45
A,56,8,0.5,1.02,0.0458,-0.1869,0.1162,0.444
A,56,8,0.6,1.0244,0.0459,-0.1869,0.1183,0.44
A,56,8,0.7,1.0277,0.046,-0.1869,0.1197,0.437
A,56,8,0.8,1.0295,0.0461,-0.1869,0.1208,0.434
A,56,8,0.9,1.0296,0.0461,-0.1874,0.1216,0.432
A,56,8,1.0,1.0272,0.046,-0.19,0.1222,0.43
A,56,9,0.0,0.5714,0.0292,-0.1861,0.074,0.427
A,56,9,0.1,0.9051,0.0419,-0.1846,0.0906,0.499
A,56,9,0.2,1.0502,0.0468,-0.1862,0.1043,0.491
A,56,9,0.3,1.0876,0.048,-0.1867,0.1117,0.476
A,56,9,0.4,1.0829,0.0478,-0.1868,0.1162,0.461
A,56,9,0.5,1.071,0.0474,-0.1869,0.1192,0.45
A,56,9,0.6,1.0573,0.047,-0.1869,0.1212,0.441
A,56,9,0.7,1.0429,0.0465,-0.1897,0.1226,0.433
A,56,9,0.8,1.028,0.046,-0.191,0.1236,0.427
A,56,9,0.9,1.0158,0.0456,-0.1902,0.1244,0.422
A,56,9,1.0,1.0063,0.0453,-0.19,0.125,0.418
A,56,10,0.0,0.5714,0.0292,-0.1861,0.074,0.427
A,56,10,0.1,0.9062,0.0419,-0.1865,0.0935,0.487
A,56,10,0.2,1.0145,0.0456,-0.1868,0.1076,0.469
A,56,10,0.3,1.0413,0.0465,-0.1869,0.115,0.454
A,56,10,0.4,1.0498,0.0468,-0.1958,0.1194,0.444
A,56,10,0.5,1.0612,0.0471,-0.2045,0.1222,0.439
A,56,10,0.6,1.066,0.0473,-0.213,0.1242,0.435
