base,resell_level,crash_level,crash_frac,total_return,cagr,max_drawdown,annualized_vol,sharpe_like
B,85,20,0.25,0.7997,0.1249,-0.364,0.2281,0.632
B,85,20,0.5,0.8019,0.1252,-0.364,0.2283,0.633
B,85,20,0.75,0.7993,0.1248,-0.364,0.2284,0.631
B,85,20,1.0,0.8002,0.1249,-0.364,0.2285,0.632
B,85,25,0.25,0.7948,0.1243,-0.364,0.2283,0.629
B,85,25,0.5,0.7934,0.1241,-0.364,0.2284,0.628
B,85,25,0.75,0.7968,0.1245,-0.364,0.2284,0.63
B,85,25,1.0,0.8002,0.1249,-0.364,0.2285,0.632
B,85,30,0.25,0.7953,0.1243,-0.364,0.2283,0.63
B,85,30,0.5,0.7934,0.1241,-0.364,0.2284,0.628
B,85,30,0.75,0.7968,0.1245,-0.364,0.2284,0.63
B,85,30,1.0,0.8002,0.1249,-0.364,0.2285,0.632
B,85,35,0.25,0.7954,0.1243,-0.364,0.2283,0.63
B,85,35,0.5,0.7934,0.1241,-0.364,0.2284,0.628
B,85,35,0.75,0.7968,0.1245,-0.364,0.2284,0.63
B,85,35,1.0,0.8002,0.1249,-0.364,0.2285,0.632
B,85,40,0.25,0.7954,0.1243,-0.364,0.2283,0.63
B,85,40,0.5,0.7934,0.1241,-0.364,0.2284,0.628
B,85,40,0.75,0.7968,0.1245,-0.364,0.2284,0.63
B,85,40,1.0,0.8002,0.1249,-0.364,0.2285,0.632
B,90,10,0.25,0.7834,0.1228,-0.3559,0.2264,0.627
B,90,10,0.5,0.798,0.1247,-0.3623,0.2277,0.632
B,90,10,0.75,0.81,0.1262,-0.364,0.2279,0.637
B,90,10,1.0,0.8135,0.1266,-0.364,0.228,0.639
B,90,15,0.25,0.7924,0.124,-0.364,0.228,0.629
B,90,15,0.5,0.8007,0.125,-0.364,0.2283,0.632
B,90,15,0.75,0.7992,0.1248,-0.364,0.2284,0.631
B,90,15,1.0,0.8002,0.1249,-0.364,0.2285,0.632
B,90,20,0.25,0.7997,0.1249,-0.364,0.2281,0.632
B,90,20,0.5,0.8019,0.1252,-0.364,0.2283,0.633
B,90,20,0.75,0.7993,0.1248,-0.364,0.2284,0.631
B,90,20,1.0,0.8002,0.1249,-0.364,0.2285,0.632
B,90,25,0.25,0.7948,0.1243,-0.364,0.2283,0.629
B,90,25,0.5,0.7934,0.1241,-0.364,0.2284,0.628
B,90,25,0.75,0.7968,0.1245,-0.364,0.2284,0.63
B,90,25,1.0,0.8002,0.1249,-0.364,0.2285,0.632
B,90,30,0.25,0.7953,0.1243,-0.364,0.2283,0.63
B,90,30,0.5,0.7934,0.1241,-0.364,0.2284,0.628
B,90,30,0.75,0.7968,0.1245,-0.364,0.2284,0.63
B,90,30,1.0,0.8002,0.1249,-0.364,0.2285,0.632
B,90,35,0.25,0.7954,0.1243,-0.364,0.2283,0.63
B,90,35,0.5,0.7934,0.1241,-0.364,0.2284,0.628
B,90,35,0.75,0.7968,0.1245,-0.364,0.2284,0.63
B,90,35,1.0,0.8002,0.1249,-0.364,0.2285,0.632
B,90,40,0.25,0.7954,0.1243,-0.364,0.2283,0.63
B,90,40,0.5,0.7934,0.1241,-0.364,0.2284,0.628
B,90,40,0.75,0.7968,0.1245,-0.364,0.2284,0.63
B,90,40,1.0,0.8002,0.1249,-0.364,0.2285,0.632
C,55,10,0.25,0.3192,0.057,-0.1079,0.0794,0.741
C,55,10,0.5,0.4169,0.0723,-0.132,0.0981,0.763
C,55,10,0.75,0.4357,0.0751,-0.1355,0.1056,0.741
C,55,10,1.0,0.4094,0.0711,-0.1357,0.1086,0.689
C,55,15,0.25,0.2509,0.0458,-0.1463,0.1084,0.469
C,55,15,0.5,0.2035,0.0378,-0.1833,0.1232,0.364
C,55,15,0.75,0.1764,0.0331,-0.1949,0.1288,0.318
C,55,15,1.0,0.1696,0.0319,-0.1999,0.1327,0.303
C,55,20,0.25,0.3108,0.0557,-0.1912,0.1324,0.477
C,55,20,0.5,0.2714,0.0493,-0.2164,0.1457,0.404
C,55,20,0.75,0.2636,0.048,-0.2321,0.1523,0.385
C,55,20,1.0,0.2862,0.0517,-0.2387,0.1559,0.402
C,55,25,0.25,0.3622,0.0638,-0.2101,0.147,0.496
C,55,25,0.5,0.3835,0.0672,-0.2314,0.16,0.488
C,55,25,0.75,0.4253,0.0735,-0.2387,0.1654,0.513
C,55,25,1.0,0.4583,0.0785,-0.2387,0.1684,0.534
C,55,30,0.25,0.402,0.07,-0.2387,0.1591,0.506
C,55,30,0.5,0.4807,0.0818,-0.2387,0.1678,0.554
C,55,30,0.75,0.5336,0.0894,-0.2387,0.1706,0.589
C,55,30,1.0,0.5865,0.0968,-0.2387,0.1723,0.625
C,55,35,0.25,0.4126,0.0716,-0.2387,0.1643,0.505
C,55,35,0.5,0.4724,0.0805,-0.2387,0.1717,0.539
C,55,35,0.75,0.4645,0.0794,-0.2387,0.1741,0.527
C,55,35,1.0,0.4253,0.0735,-0.2387,0.1758,0.493
C,55,40,0.25,0.4363,0.0752,-0.2387,0.1715,0.51
C,55,40,0.5,0.4352,0.075,-0.2387,0.1793,0.495
C,55,40,0.75,0.4187,0.0725,-0.2387,0.1827,0.476
C,55,40,1.0,0.4133,0.0717,-0.2387,0.1848,0.469
C,60,10,0.25,0.3766,0.0661,-0.1079,0.0836,0.811
C,60,10,0.5,0.4865,0.0826,-0.132,0.1021,0.831
C,60,10,0.75,0.5074,0.0857,-0.1355,0.1094,0.809
C,60,10,1.0,0.4803,0.0817,-0.1357,0.1123,0.758
C,60,15,0.25,0.3173,0.0567,-0.1573,0.1119,0.551
C,60,15,0.5,0.2641,0.048,-0.1938,0.1264,0.435
C,60,15,0.75,0.2329,0.0428,-0.2053,0.1319,0.385
C,60,15,1.0,0.2244,0.0414,-0.2119,0.1357,0.367
C,60,20,0.25,0.344,0.061,-0.2086,0.1366,0.503
C,60,20,0.5,0.2854,0.0516,-0.2373,0.1496,0.412
C,60,20,0.75,0.2707,0.0491,-0.2508,0.1561,0.386
C,60,20,1.0,0.2906,0.0524,-0.2536,0.1596,0.401
C,60,25,0.25,0.3916,0.0684,-0.2286,0.1511,0.515
C,60,25,0.5,0.3994,0.0696,-0.2492,0.1638,0.494
C,60,25,0.75,0.4362,0.0752,-0.2542,0.169,0.515
C,60,25,1.0,0.466,0.0796,-0.2536,0.1718,0.533
C,60,30,0.25,0.43,0.0743,-0.2487,0.1627,0.523
C,60,30,0.5,0.4966,0.0841,-0.2532,0.1712,0.559
C,60,30,0.75,0.5446,0.091,-0.2543,0.174,0.589
C,60,30,1.0,0.5934,0.0978,-0.2536,0.1756,0.621
C,60,35,0.25,0.433,0.0747,-0.2538,0.1678,0.515
C,60,35,0.5,0.4848,0.0824,-0.2522,0.175,0.541
C,60,35,0.75,0.4757,0.081,-0.2484,0.1774,0.53
C,60,35,1.0,0.4369,0.0753,-0.2459,0.179,0.496
C,60,40,0.25,0.3879,0.0678,-0.2461,0.1767,0.461
C,60,40,0.5,0.3601,0.0635,-0.2488,0.1845,0.427
C,60,40,0.75,0.3474,0.0615,-0.239,0.1873,0.414
C,60,40,1.0,0.3437,0.0609,-0.2387,0.1891,0.408
C,65,10,0.25,0.4923,0.0835,-0.1313,0.0947,0.897
C,65,10,0.5,0.6174,0.1011,-0.1424,0.1092,0.94
C,65,10,0.75,0.647,0.1051,-0.1469,0.1153,0.927
C,65,10,1.0,0.6218,0.1017,-0.151,0.1179,0.883
C,65,15,0.25,0.4705,0.0803,-0.1629,0.1185,0.713
C,65,15,0.5,0.4375,0.0754,-0.1832,0.1334,0.613
C,65,15,0.75,0.4157,0.0721,-0.1948,0.1406,0.567
C,65,15,1.0,0.4115,0.0714,-0.1999,0.1454,0.549
C,65,20,0.25,0.3997,0.0696,-0.2698,0.1537,0.516
C,65,20,0.5,0.3744,0.0658,-0.2718,0.1636,0.472
C,65,20,0.75,0.3562,0.0629,-0.2718,0.1686,0.447
C,65,20,1.0,0.3675,0.0647,-0.2718,0.1714,0.452
C,65,25,0.25,0.4437,0.0763,-0.2714,0.1665,0.526
C,65,25,0.5,0.4743,0.0808,-0.2718,0.1768,0.53
C,65,25,0.75,0.5143,0.0866,-0.2718,0.1812,0.551
C,65,25,1.0,0.5384,0.0901,-0.2718,0.1835,0.563
C,65,30,0.25,0.4845,0.0823,-0.2718,0.1782,0.534
C,65,30,0.5,0.5559,0.0926,-0.2718,0.1862,0.57
C,65,30,0.75,0.5972,0.0983,-0.2718,0.1898,0.591
C,65,30,1.0,0.6516,0.1057,-0.2718,0.1912,0.623
C,65,35,0.25,0.5158,0.0869,-0.2718,0.1855,0.543
C,65,35,0.5,0.5879,0.097,-0.2718,0.1909,0.582
C,65,35,0.75,0.5882,0.0971,-0.2718,0.1925,0.579
C,65,35,1.0,0.5634,0.0936,-0.2718,0.1935,0.561
C,65,40,0.25,0.6168,0.101,-0.2718,0.1908,0.601
C,65,40,0.5,0.609,0.0999,-0.2718,0.1954,0.587
C,65,40,0.75,0.5812,0.0961,-0.2718,0.1973,0.565
C,65,40,1.0,0.5588,0.093,-0.2718,0.1986,0.548
C,70,10,0.25,0.2805,0.0508,-0.2138,0.1394,0.426
C,70,10,0.5,0.3352,0.0596,-0.2138,0.1469,0.469
C,70,10,0.75,0.3512,0.0621,-0.2138,0.1499,0.478
C,70,10,1.0,0.3445,0.0611,-0.2138,0.1511,0.469
C,70,15,0.25,0.2381,0.0437,-0.2138,0.1517,0.358
C,70,15,0.5,0.207,0.0384,-0.2239,0.1586,0.317
C,70,15,0.75,0.185,0.0346,-0.2284,0.1604,0.293
C,70,15,1.0,0.1735,0.0326,-0.2294,0.161,0.28
C,70,20,0.25,0.1835,0.0343,-0.2924,0.1702,0.284
C,70,20,0.5,0.1827,0.0342,-0.294,0.1765,0.279
C,70,20,0.75,0.1736,0.0326,-0.294,0.1802,0.268
C,70,20,1.0,0.1793,0.0336,-0.294,0.1821,0.273
C,70,25,0.25,0.2201,0.0406,-0.323,0.1836,0.309
C,70,25,0.5,0.2527,0.0461,-0.3476,0.1922,0.331
C,70,25,0.75,0.2942,0.053,-0.3496,0.196,0.362
C,70,25,1.0,0.3161,0.0565,-0.3497,0.198,0.378
C,70,30,0.25,0.301,0.0541,-0.3324,0.1944,0.369
C,70,30,0.5,0.3437,0.0609,-0.3482,0.2008,0.396
C,70,30,0.75,0.3866,0.0676,-0.3497,0.2034,0.425
C,70,30,1.0,0.4376,0.0754,-0.3497,0.2044,0.459
C,70,35,0.25,0.3242,0.0578,-0.3456,0.2004,0.382
C,70,35,0.5,0.3777,0.0663,-0.3496,0.2039,0.418
C,70,35,0.75,0.3946,0.0689,-0.3497,0.2048,0.429
C,70,35,1.0,0.3947,0.0689,-0.3497,0.2054,0.428
C,70,40,0.25,0.4901,0.0831,-0.349,0.2047,0.494
C,70,40,0.5,0.5129,0.0864,-0.3497,0.2074,0.505
C,70,40,0.75,0.5098,0.086,-0.3497,0.2082,0.502
C,70,40,1.0,0.5049,0.0853,-0.3497,0.2086,0.498
C,75,10,0.25,0.4009,0.0698,-0.2432,0.1713,0.481
C,75,10,0.5,0.4266,0.0737,-0.2432,0.1746,0.496
C,75,10,0.75,0.4335,0.0748,-0.2432,0.1756,0.5
C,75,10,1.0,0.4263,0.0737,-0.2432,0.176,0.493
C,75,15,0.25,0.3839,0.0672,-0.2432,0.1758,0.459
C,75,15,0.5,0.3806,0.0667,-0.2432,0.1779,0.453
C,75,15,0.75,0.3692,0.0649,-0.2432,0.1787,0.443
C,75,15,1.0,0.3623,0.0639,-0.2432,0.179,0.436
C,75,20,0.25,0.3714,0.0653,-0.2924,0.1883,0.431
C,75,20,0.5,0.3919,0.0685,-0.294,0.1924,0.442
C,75,20,0.75,0.3947,0.0689,-0.294,0.1944,0.441
C,75,20,1.0,0.4017,0.07,-0.294,0.1953,0.445
C,75,25,0.25,0.4216,0.073,-0.323,0.1994,0.454
C,75,25,0.5,0.4622,0.079,-0.3476,0.205,0.475
C,75,25,0.75,0.4996,0.0845,-0.3496,0.2066,0.497
C,75,25,1.0,0.5236,0.088,-0.3497,0.2072,0.512
C,75,30,0.25,0.5146,0.0867,-0.3324,0.2047,0.51
C,75,30,0.5,0.555,0.0924,-0.3482,0.2092,0.529
C,75,30,0.75,0.6079,0.0998,-0.3497,0.211,0.558
C,75,30,1.0,0.6594,0.1067,-0.3497,0.2116,0.587
C,75,35,0.25,0.5414,0.0905,-0.3456,0.2089,0.521
C,75,35,0.5,0.5784,0.0957,-0.3502,0.2113,0.54
C,75,35,0.75,0.5774,0.0956,-0.3554,0.2119,0.538
C,75,35,1.0,0.5637,0.0937,-0.3608,0.2123,0.529
C,75,40,0.25,0.7719,0.1214,-0.349,0.2129,0.647
C,75,40,0.5,0.7857,0.1231,-0.353,0.2149,0.65
C,75,40,0.75,0.774,0.1216,-0.3575,0.2154,0.643
C,75,40,1.0,0.7697,0.1211,-0.3608,0.2157,0.64
C,80,10,0.25,0.4069,0.0707,-0.3559,0.2074,0.434
C,80,10,0.5,0.4184,0.0725,-0.3623,0.2087,0.441
C,80,10,0.75,0.4279,0.0739,-0.364,0.209,0.447
C,80,10,1.0,0.4306,0.0743,-0.364,0.2091,0.449
C,80,15,0.25,0.4143,0.0719,-0.3626,0.2089,0.438
C,80,15,0.5,0.4209,0.0729,-0.364,0.2093,0.442
C,80,15,0.75,0.4172,0.0723,-0.364,0.2094,0.439
C,80,15,1.0,0.4115,0.0715,-0.364,0.2096,0.435
C,80,20,0.25,0.4476,0.0769,-0.364,0.2096,0.459
C,80,20,0.5,0.4584,0.0785,-0.364,0.2103,0.466
C,80,20,0.75,0.4567,0.0782,-0.364,0.2106,0.464
C,80,20,1.0,0.454,0.0778,-0.364,0.2108,0.462
C,80,25,0.25,0.6398,0.1041,-0.364,0.213,0.573
C,80,25,0.5,0.734,0.1165,-0.364,0.2154,0.622
C,80,25,0.75,0.769,0.121,-0.364,0.2162,0.638
C,80,25,1.0,0.792,0.1239,-0.364,0.2165,0.65
C,80,30,0.25,0.7426,0.1176,-0.364,0.2157,0.625
C,80,30,0.5,0.8066,0.1257,-0.364,0.2183,0.654
C,80,30,0.75,0.8676,0.1332,-0.364,0.2193,0.682
C,80,30,1.0,0.9168,0.1392,-0.364,0.2198,0.705
C,80,35,0.25,0.8085,0.126,-0.364,0.2183,0.655
C,80,35,0.5,0.8639,0.1328,-0.364,0.2196,0.68
C,80,35,0.75,0.8781,0.1345,-0.364,0.22,0.686
C,80,35,1.0,0.8802,0.1348,-0.364,0.2202,0.687
C,80,40,0.25,0.8482,0.1309,-0.364,0.2191,0.673
C,80,40,0.5,0.8678,0.1333,-0.364,0.2199,0.681
C,80,40,0.75,0.8707,0.1336,-0.364,0.2202,0.682
C,80,40,1.0,0.8733,0.1339,-0.364,0.2203,0.683
C,85,10,0.25,0.7826,0.1227,-0.3559,0.2264,0.626
C,85,10,0.5,0.7972,0.1246,-0.3623,0.2277,0.632
C,85,10,0.75,0.8092,0.1261,-0.364,0.2279,0.637
C,85,10,1.0,0.8127,0.1265,-0.364,0.228,0.638
C,85,15,0.25,0.7919,0.1239,-0.3626,0.2278,0.629
C,85,15,0.5,0.8003,0.125,-0.364,0.2282,0.632
C,85,15,0.75,0.7957,0.1244,-0.364,0.2283,0.63
C,85,15,1.0,0.7885,0.1235,-0.364,0.2284,0.626
C,85,20,0.25,0.7988,0.1248,-0.364,0.2279,0.632
C,85,20,0.5,0.8029,0.1253,-0.364,0.2282,0.633
C,85,20,0.75,0.7958,0.1244,-0.364,0.2283,0.63
C,85,20,1.0,0.7885,0.1235,-0.364,0.2284,0.626
C,85,25,0.25,0.7923,0.1239,-0.364,0.2282,0.628
C,85,25,0.5,0.7858,0.1231,-0.364,0.2284,0.625
C,85,25,0.75,0.7859,0.1231,-0.364,0.2284,0.625
C,85,25,1.0,0.7885,0.1235,-0.364,0.2284,0.626
C,85,30,0.25,0.7929,0.124,-0.364,0.2282,0.628
C,85,30,0.5,0.7858,0.1231,-0.364,0.2284,0.625
C,85,30,0.75,0.7859,0.1231,-0.364,0.2284,0.625
C,85,30,1.0,0.7885,0.1235,-0.364,0.2284,0.626
C,85,35,0.25,0.793,0.124,-0.364,0.2282,0.628
C,85,35,0.5,0.7858,0.1231,-0.364,0.2284,0.625
C,85,35,0.75,0.7859,0.1231,-0.364,0.2284,0.625
C,85,35,1.0,0.7885,0.1235,-0.364,0.2284,0.626
C,85,40,0.25,0.793,0.124,-0.364,0.2282,0.628
C,85,40,0.5,0.7858,0.1231,-0.364,0.2284,0.625
C,85,40,0.75,0.7859,0.1231,-0.364,0.2284,0.625
C,85,40,1.0,0.7885,0.1235,-0.364,0.2284,0.626
C,90,10,0.25,0.7826,0.1227,-0.3559,0.2264,0.626
C,90,10,0.5,0.7972,0.1246,-0.3623,0.2277,0.632
C,90,10,0.75,0.8092,0.1261,-0.364,0.2279,0.637
C,90,10,1.0,0.8127,0.1265,-0.364,0.228,0.638
C,90,15,0.25,0.7919,0.1239,-0.3626,0.2278,0.629
C,90,15,0.5,0.8003,0.125,-0.364,0.2282,0.632
C,90,15,0.75,0.7957,0.1244,-0.364,0.2283,0.63
C,90,15,1.0,0.7885,0.1235,-0.364,0.2284,0.626
C,90,20,0.25,0.7988,0.1248,-0.364,0.2279,0.632
C,90,20,0.5,0.8029,0.1253,-0.364,0.2282,0.633
C,90,20,0.75,0.7958,0.1244,-0.364,0.2283,0.63
C,90,20,1.0,0.7885,0.1235,-0.364,0.2284,0.626
C,90,25,0.25,0.7923,0.1239,-0.364,0.2282,0.628
C,90,25,0.5,0.7858,0.1231,-0.364,0.2284,0.625
C,90,25,0.75,0.7859,0.1231,-0.364,0.2284,0.625
C,90,25,1.0,0.7885,0.1235,-0.364,0.2284,0.626
C,90,30,0.25,0.7929,0.124,-0.364,0.2282,0.628
C,90,30,0.5,0.7858,0.1231,-0.364,0.2284,0.625
C,90,30,0.75,0.7859,0.1231,-0.364,0.2284,0.625
C,90,30,1.0,0.7885,0.1235,-0.364,0.2284,0.626
C,90,35,0.25,0.793,0.124,-0.364,0.2282,0.628
C,90,35,0.5,0.7858,0.1231,-0.364,0.2284,0.625
C,90,35,0.75,0.7859,0.1231,-0.364,0.2284,0.625
C,90,35,1.0,0.7885,0.1235,-0.364,0.2284,0.626
C,90,40,0.25,0.793,0.124,-0.364,0.2282,0.628
C,90,40,0.5,0.7858,0.1231,-0.364,0.2284,0.625
C,90,40,0.75,0.7859,0.1231,-0.364,0.2284,0.625
C,90,40,1.0,0.7885,0.1235,-0.364,0.2284,0.626
D,55,10,0.25,0.3135,0.0561,-0.1079,0.0793,0.731
D,55,10,0.5,0.4108,0.0713,-0.132,0.0981,0.754
D,55,10,0.75,0.4295,0.0742,-0.1355,0.1056,0.733
D,55,10,1.0,0.4033,0.0702,-0.1357,0.1086,0.681
D,55,15,0.25,0.2478,0.0453,-0.1463,0.1081,0.465
D,55,15,0.5,0.2071,0.0384,-0.1833,0.1228,0.369
D,55,15,0.75,0.1855,0.0347,-0.1949,0.1284,0.33
D,55,15,1.0,0.183,0.0342,-0.1999,0.132,0.321
D,55,20,0.25,0.3092,0.0554,-0.1912,0.1322,0.475
D,55,20,0.5,0.2764,0.0501,-0.2164,0.1454,0.41
D,55,20,0.75,0.2735,0.0496,-0.2321,0.1519,0.396
D,55,20,1.0,0.301,0.0541,-0.2387,0.1554,0.418
D,55,25,0.25,0.3672,0.0646,-0.2101,0.1467,0.502
D,55,25,0.5,0.3883,0.0679,-0.2314,0.1597,0.493
D,55,25,0.75,0.4233,0.0732,-0.2387,0.1652,0.512
D,55,25,1.0,0.4477,0.0769,-0.2387,0.1683,0.526
D,55,30,0.25,0.4076,0.0709,-0.2387,0.1588,0.512
D,55,30,0.5,0.4859,0.0825,-0.2387,0.1675,0.559
D,55,30,0.75,0.5315,0.0891,-0.2387,0.1704,0.588
D,55,30,1.0,0.575,0.0952,-0.2387,0.1722,0.616
D,55,35,0.25,0.4184,0.0725,-0.2387,0.164,0.51
D,55,35,0.5,0.4776,0.0813,-0.2387,0.1714,0.543
D,55,35,0.75,0.4624,0.0791,-0.2387,0.174,0.526
D,55,35,1.0,0.415,0.072,-0.2387,0.1757,0.485
D,55,40,0.25,0.4421,0.0761,-0.2387,0.1713,0.515
D,55,40,0.5,0.4403,0.0758,-0.2387,0.1791,0.499
D,55,40,0.75,0.4167,0.0722,-0.2387,0.1825,0.475
D,55,40,1.0,0.403,0.0702,-0.2387,0.1847,0.461
D,60,10,0.25,0.3706,0.0652,-0.1079,0.0836,0.8
D,60,10,0.5,0.4801,0.0817,-0.132,0.1021,0.823
D,60,10,0.75,0.501,0.0847,-0.1355,0.1093,0.801
D,60,10,1.0,0.4739,0.0808,-0.1357,0.1123,0.75
D,60,15,0.25,0.3146,0.0563,-0.1573,0.1117,0.548
D,60,15,0.5,0.268,0.0487,-0.1938,0.126,0.441
D,60,15,0.75,0.2424,0.0444,-0.2053,0.1315,0.397
D,60,15,1.0,0.2384,0.0438,-0.2119,0.1351,0.385
D,60,20,0.25,0.3427,0.0608,-0.2086,0.1365,0.502
D,60,20,0.5,0.2905,0.0524,-0.2373,0.1494,0.418
D,60,20,0.75,0.2807,0.0508,-0.2508,0.1557,0.397
D,60,20,1.0,0.3054,0.0548,-0.2536,0.159,0.416
D,60,25,0.25,0.397,0.0692,-0.2286,0.1507,0.521
D,60,25,0.5,0.4043,0.0704,-0.2492,0.1635,0.499
D,60,25,0.75,0.4342,0.0749,-0.2542,0.1688,0.514
D,60,25,1.0,0.4554,0.078,-0.2536,0.1717,0.525
D,60,30,0.25,0.4358,0.0751,-0.2487,0.1624,0.529
D,60,30,0.5,0.5019,0.0849,-0.2532,0.1709,0.564
D,60,30,0.75,0.5424,0.0907,-0.2543,0.1738,0.588
D,60,30,1.0,0.5818,0.0962,-0.2536,0.1755,0.613
D,60,35,0.25,0.4389,0.0756,-0.2538,0.1675,0.52
D,60,35,0.5,0.49,0.0831,-0.2522,0.1748,0.546
D,60,35,0.75,0.4736,0.0807,-0.2484,0.1772,0.528
D,60,35,1.0,0.4265,0.0737,-0.2459,0.1789,0.488
D,60,40,0.25,0.3936,0.0687,-0.2461,0.1764,0.466
D,60,40,0.5,0.3649,0.0643,-0.2488,0.1842,0.431
D,60,40,0.75,0.3456,0.0612,-0.239,0.1871,0.412
D,60,40,1.0,0.3339,0.0594,-0.2387,0.189,0.401
D,65,10,0.25,0.4858,0.0825,-0.1313,0.0947,0.888
D,65,10,0.5,0.6104,0.1001,-0.1424,0.1092,0.932
D,65,10,0.75,0.64,0.1041,-0.1469,0.1153,0.92
D,65,10,1.0,0.6148,0.1007,-0.151,0.1178,0.876
D,65,15,0.25,0.4652,0.0795,-0.1629,0.1183,0.708
D,65,15,0.5,0.4411,0.0759,-0.1832,0.1331,0.618
D,65,15,0.75,0.4266,0.0737,-0.1948,0.1401,0.579
D,65,15,1.0,0.4277,0.0739,-0.1999,0.1448,0.566
D,65,20,0.25,0.3971,0.0693,-0.2698,0.1535,0.514
D,65,20,0.5,0.3796,0.0666,-0.2718,0.1634,0.477
D,65,20,0.75,0.3669,0.0646,-0.2718,0.1683,0.457
D,65,20,1.0,0.3832,0.0671,-0.2718,0.171,0.467
D,65,25,0.25,0.4487,0.0771,-0.2714,0.1663,0.531
D,65,25,0.5,0.4795,0.0816,-0.2718,0.1766,0.534
D,65,25,0.75,0.5122,0.0863,-0.2718,0.1811,0.549
D,65,25,1.0,0.5273,0.0885,-0.2718,0.1834,0.556
D,65,30,0.25,0.4902,0.0832,-0.2718,0.178,0.539
D,65,30,0.5,0.5614,0.0933,-0.2718,0.1859,0.575
D,65,30,0.75,0.595,0.098,-0.2718,0.1896,0.59
D,65,30,1.0,0.6397,0.1041,-0.2718,0.1912,0.616
D,65,35,0.25,0.5217,0.0877,-0.2718,0.1853,0.548
D,65,35,0.5,0.5935,0.0978,-0.2718,0.1907,0.586
D,65,35,0.75,0.586,0.0967,-0.2718,0.1923,0.578
D,65,35,1.0,0.5521,0.092,-0.2718,0.1934,0.553
D,65,40,0.25,0.6232,0.1019,-0.2718,0.1906,0.606
D,65,40,0.5,0.6146,0.1007,-0.2718,0.1952,0.591
D,65,40,0.75,0.579,0.0958,-0.2718,0.1971,0.564
D,65,40,1.0,0.5475,0.0914,-0.2718,0.1986,0.541
D,70,10,0.25,0.2749,0.0498,-0.2138,0.1394,0.42
D,70,10,0.5,0.3294,0.0587,-0.2138,0.1469,0.463
D,70,10,0.75,0.3454,0.0612,-0.2138,0.1499,0.472
D,70,10,1.0,0.3387,0.0602,-0.2138,0.1511,0.463
D,70,15,0.25,0.2324,0.0427,-0.2138,0.1514,0.353
D,70,15,0.5,0.2098,0.0389,-0.2239,0.1583,0.321
D,70,15,0.75,0.1941,0.0362,-0.2284,0.1601,0.302
D,70,15,1.0,0.187,0.0349,-0.2294,0.1605,0.295
D,70,20,0.25,0.1807,0.0338,-0.2924,0.17,0.281
D,70,20,0.5,0.1871,0.0349,-0.294,0.1763,0.283
D,70,20,0.75,0.1828,0.0342,-0.294,0.1798,0.277
D,70,20,1.0,0.1928,0.0359,-0.294,0.1816,0.286
D,70,25,0.25,0.2241,0.0413,-0.323,0.1834,0.313
D,70,25,0.5,0.2571,0.0469,-0.3476,0.1919,0.335
D,70,25,0.75,0.2924,0.0527,-0.3496,0.1958,0.361
D,70,25,1.0,0.3066,0.055,-0.3497,0.1979,0.37
D,70,30,0.25,0.3058,0.0549,-0.3324,0.1941,0.373
D,70,30,0.5,0.3484,0.0617,-0.3482,0.2006,0.4
D,70,30,0.75,0.3847,0.0674,-0.3497,0.2033,0.423
D,70,30,1.0,0.4272,0.0738,-0.3497,0.2043,0.452
D,70,35,0.25,0.3292,0.0586,-0.3456,0.2001,0.386
D,70,35,0.5,0.3825,0.067,-0.3496,0.2037,0.421
D,70,35,0.75,0.3926,0.0686,-0.3497,0.2047,0.427
D,70,35,1.0,0.3846,0.0673,-0.3497,0.2054,0.421
D,70,40,0.25,0.4958,0.084,-0.349,0.2045,0.498
D,70,40,0.5,0.5183,0.0872,-0.3497,0.2072,0.509
D,70,40,0.75,0.5077,0.0857,-0.3497,0.2081,0.501
D,70,40,1.0,0.494,0.0837,-0.3497,0.2086,0.491
D,75,10,0.25,0.3948,0.0689,-0.2432,0.1712,0.476
D,75,10,0.5,0.4205,0.0728,-0.2432,0.1746,0.491
D,75,10,0.75,0.4273,0.0738,-0.2432,0.1756,0.495
D,75,10,1.0,0.4202,0.0728,-0.2432,0.176,0.488
D,75,15,0.25,0.3788,0.0664,-0.2432,0.1756,0.455
D,75,15,0.5,0.3837,0.0672,-0.2432,0.1776,0.456
D,75,15,0.75,0.3797,0.0666,-0.2432,0.1784,0.452
D,75,15,1.0,0.3779,0.0663,-0.2432,0.1786,0.45
D,75,20,0.25,0.3681,0.0648,-0.2924,0.1882,0.429
D,75,20,0.5,0.397,0.0692,-0.294,0.1921,0.446
D,75,20,0.75,0.4057,0.0706,-0.294,0.1941,0.45
D,75,20,1.0,0.4177,0.0724,-0.294,0.1949,0.457
D,75,25,0.25,0.4265,0.0737,-0.323,0.1992,0.458
D,75,25,0.5,0.4673,0.0798,-0.3476,0.2048,0.479
D,75,25,0.75,0.4975,0.0842,-0.3496,0.2064,0.496
D,75,25,1.0,0.5125,0.0864,-0.3497,0.2071,0.505
D,75,30,0.25,0.5205,0.0875,-0.3324,0.2044,0.514
D,75,30,0.5,0.5605,0.0932,-0.3482,0.209,0.532
D,75,30,0.75,0.6057,0.0995,-0.3497,0.2108,0.557
D,75,30,1.0,0.6474,0.1051,-0.3497,0.2115,0.58
D,75,35,0.25,0.5475,0.0914,-0.3456,0.2086,0.525
