base,resell_level,crash_level,crash_frac,total_return,cagr,max_drawdown,annualized_vol,sharpe_like
D,75,35,0.5,0.584,0.0965,-0.3502,0.211,0.544
D,75,35,0.75,0.5752,0.0953,-0.3554,0.2117,0.537
D,75,35,1.0,0.5524,0.0921,-0.3608,0.2122,0.523
D,75,40,0.25,0.7789,0.1223,-0.349,0.2127,0.651
D,75,40,0.5,0.792,0.1239,-0.353,0.2146,0.654
D,75,40,0.75,0.7715,0.1213,-0.3575,0.2153,0.642
D,75,40,1.0,0.7569,0.1195,-0.3608,0.2156,0.633
D,80,10,0.25,0.4009,0.0698,-0.3558,0.2074,0.43
D,80,10,0.5,0.4123,0.0716,-0.3623,0.2087,0.437
D,80,10,0.75,0.4217,0.073,-0.364,0.209,0.443
D,80,10,1.0,0.4245,0.0734,-0.364,0.2091,0.445
D,80,15,0.25,0.4113,0.0714,-0.3608,0.2086,0.436
D,80,15,0.5,0.4241,0.0734,-0.364,0.2091,0.444
D,80,15,0.75,0.4281,0.074,-0.364,0.2092,0.447
D,80,15,1.0,0.4277,0.0739,-0.364,0.2092,0.447
D,80,20,0.25,0.4441,0.0764,-0.364,0.2095,0.457
D,80,20,0.5,0.4638,0.0793,-0.364,0.2101,0.47
D,80,20,0.75,0.4682,0.0799,-0.364,0.2103,0.472
D,80,20,1.0,0.4707,0.0803,-0.364,0.2104,0.474
D,80,25,0.25,0.6452,0.1048,-0.364,0.2128,0.577
D,80,25,0.5,0.7401,0.1173,-0.364,0.2151,0.625
D,80,25,0.75,0.7665,0.1207,-0.364,0.2161,0.637
D,80,25,1.0,0.7791,0.1223,-0.364,0.2165,0.643
D,80,30,0.25,0.7491,0.1185,-0.364,0.2155,0.629
D,80,30,0.5,0.8129,0.1265,-0.364,0.2181,0.657
D,80,30,0.75,0.865,0.1329,-0.364,0.2192,0.681
D,80,30,1.0,0.9029,0.1375,-0.364,0.2198,0.698
D,80,35,0.25,0.8155,0.1268,-0.364,0.2181,0.659
D,80,35,0.5,0.8705,0.1336,-0.364,0.2194,0.684
D,80,35,0.75,0.8755,0.1342,-0.364,0.2198,0.685
D,80,35,1.0,0.8666,0.1331,-0.364,0.2201,0.68
D,80,40,0.25,0.8553,0.1317,-0.364,0.2189,0.677
D,80,40,0.5,0.8744,0.1341,-0.364,0.2197,0.685
D,80,40,0.75,0.868,0.1333,-0.364,0.22,0.681
D,80,40,1.0,0.8597,0.1323,-0.364,0.2202,0.677
D,85,10,0.25,0.775,0.1218,-0.3558,0.2264,0.623
D,85,10,0.5,0.7894,0.1236,-0.3623,0.2276,0.628
D,85,10,0.75,0.8014,0.1251,-0.364,0.2279,0.633
D,85,10,1.0,0.8049,0.1255,-0.364,0.228,0.635
D,85,15,0.25,0.7882,0.1234,-0.3608,0.2276,0.627
D,85,15,0.5,0.8044,0.1255,-0.364,0.228,0.635
D,85,15,0.75,0.8094,0.1261,-0.364,0.228,0.637
D,85,15,1.0,0.809,0.126,-0.364,0.2281,0.637
D,85,20,0.25,0.7945,0.1242,-0.364,0.2278,0.63
D,85,20,0.5,0.8096,0.1261,-0.364,0.228,0.637
D,85,20,0.75,0.8099,0.1261,-0.364,0.2281,0.637
D,85,20,1.0,0.809,0.126,-0.364,0.2281,0.637
D,85,25,0.25,0.7982,0.1247,-0.364,0.228,0.631
D,85,25,0.5,0.7921,0.1239,-0.364,0.2282,0.628
D,85,25,0.75,0.7835,0.1228,-0.364,0.2283,0.624
D,85,25,1.0,0.7755,0.1218,-0.364,0.2284,0.62
D,85,30,0.25,0.7997,0.1249,-0.364,0.228,0.632
D,85,30,0.5,0.7921,0.1239,-0.364,0.2282,0.628
D,85,30,0.75,0.7835,0.1228,-0.364,0.2283,0.624
D,85,30,1.0,0.7755,0.1218,-0.364,0.2284,0.62
D,85,35,0.25,0.8,0.1249,-0.364,0.228,0.632
D,85,35,0.5,0.7921,0.1239,-0.364,0.2282,0.628
D,85,35,0.75,0.7835,0.1228,-0.364,0.2283,0.624
D,85,35,1.0,0.7755,0.1218,-0.364,0.2284,0.62
D,85,40,0.25,0.8,0.1249,-0.364,0.228,0.632
D,85,40,0.5,0.7921,0.1239,-0.364,0.2282,0.628
D,85,40,0.75,0.7835,0.1228,-0.364,0.2283,0.624
D,85,40,1.0,0.7755,0.1218,-0.364,0.2284,0.62
D,90,10,0.25,0.775,0.1218,-0.3558,0.2264,0.623
D,90,10,0.5,0.7894,0.1236,-0.3623,0.2276,0.628
D,90,10,0.75,0.8014,0.1251,-0.364,0.2279,0.633
D,90,10,1.0,0.8049,0.1255,-0.364,0.228,0.635
D,90,15,0.25,0.7882,0.1234,-0.3608,0.2276,0.627
D,90,15,0.5,0.8044,0.1255,-0.364,0.228,0.635
D,90,15,0.75,0.8094,0.1261,-0.364,0.228,0.637
D,90,15,1.0,0.809,0.126,-0.364,0.2281,0.637
D,90,20,0.25,0.7945,0.1242,-0.364,0.2278,0.63
D,90,20,0.5,0.8096,0.1261,-0.364,0.228,0.637
D,90,20,0.75,0.8099,0.1261,-0.364,0.2281,0.637
D,90,20,1.0,0.809,0.126,-0.364,0.2281,0.637
D,90,25,0.25,0.7982,0.1247,-0.364,0.228,0.631
D,90,25,0.5,0.7921,0.1239,-0.364,0.2282,0.628
D,90,25,0.75,0.7835,0.1228,-0.364,0.2283,0.624
D,90,25,1.0,0.7755,0.1218,-0.364,0.2284,0.62
D,90,30,0.25,0.7997,0.1249,-0.364,0.228,0.632
D,90,30,0.5,0.7921,0.1239,-0.364,0.2282,0.628
D,90,30,0.75,0.7835,0.1228,-0.364,0.2283,0.624
D,90,30,1.0,0.7755,0.1218,-0.364,0.2284,0.62
D,90,35,0.25,0.8,0.1249,-0.364,0.228,0.632
D,90,35,0.5,0.7921,0.1239,-0.364,0.2282,0.628
D,90,35,0.75,0.7835,0.1228,-0.364,0.2283,0.624
D,90,35,1.0,0.7755,0.1218,-0.364,0.2284,0.62
D,90,40,0.25,0.8,0.1249,-0.364,0.228,0.632
D,90,40,0.5,0.7921,0.1239,-0.364,0.2282,0.628
D,90,40,0.75,0.7835,0.1228,-0.364,0.2283,0.624
D,90,40,1.0,0.7755,0.1218,-0.364,0.2284,0.62
E,55,10,0.25,0.3142,0.0562,-0.117,0.0889,0.662
E,55,10,0.5,0.388,0.0679,-0.1345,0.1032,0.69
E,55,10,0.75,0.4031,0.0702,-0.1356,0.109,0.679
E,55,10,1.0,0.379,0.0665,-0.1357,0.1115,0.635
E,55,15,0.25,0.2526,0.0461,-0.1709,0.1138,0.454
E,55,15,0.5,0.2208,0.0408,-0.1959,0.1253,0.382
E,55,15,0.75,0.2096,0.0388,-0.2006,0.1298,0.359
E,55,15,1.0,0.2049,0.038,-0.2047,0.133,0.348
E,55,20,0.25,0.3205,0.0572,-0.1986,0.1349,0.481
E,55,20,0.5,0.2884,0.0521,-0.2225,0.147,0.42
E,55,20,0.75,0.287,0.0518,-0.2367,0.1529,0.408
E,55,20,1.0,0.312,0.0559,-0.2387,0.1556,0.428
E,55,25,0.25,0.3645,0.0642,-0.2164,0.1481,0.496
E,55,25,0.5,0.3888,0.068,-0.2363,0.1605,0.491
E,55,25,0.75,0.43,0.0742,-0.2387,0.1657,0.517
E,55,25,1.0,0.4563,0.0782,-0.2387,0.1684,0.533
E,55,30,0.25,0.4167,0.0722,-0.2387,0.1594,0.519
E,55,30,0.5,0.4905,0.0832,-0.2387,0.1676,0.562
E,55,30,0.75,0.5354,0.0897,-0.2387,0.1705,0.591
E,55,30,1.0,0.5744,0.0951,-0.2387,0.1722,0.616
E,55,35,0.25,0.425,0.0735,-0.2387,0.1641,0.516
E,55,35,0.5,0.4827,0.0821,-0.2387,0.1715,0.547
E,55,35,0.75,0.4665,0.0797,-0.2387,0.174,0.529
E,55,35,1.0,0.4194,0.0726,-0.2387,0.1757,0.488
E,55,40,0.25,0.4458,0.0766,-0.2387,0.1713,0.518
E,55,40,0.5,0.4421,0.0761,-0.2387,0.1791,0.5
E,55,40,0.75,0.4181,0.0725,-0.2387,0.1825,0.476
E,55,40,1.0,0.4048,0.0704,-0.2387,0.1847,0.462
E,60,10,0.25,0.3762,0.066,-0.1445,0.098,0.704
E,60,10,0.5,0.4489,0.0771,-0.1466,0.1105,0.73
E,60,10,0.75,0.4632,0.0792,-0.1487,0.1154,0.72
E,60,10,1.0,0.4384,0.0755,-0.1509,0.1176,0.68
E,60,15,0.25,0.322,0.0575,-0.1977,0.1198,0.528
E,60,15,0.5,0.2908,0.0524,-0.217,0.1298,0.46
E,60,15,0.75,0.2772,0.0502,-0.221,0.1341,0.433
E,60,15,1.0,0.2716,0.0493,-0.2244,0.1372,0.42
E,60,20,0.25,0.3566,0.063,-0.2218,0.1402,0.507
E,60,20,0.5,0.3115,0.0558,-0.2448,0.1519,0.435
E,60,20,0.75,0.3093,0.0555,-0.2539,0.1573,0.423
E,60,20,1.0,0.3337,0.0594,-0.2563,0.1598,0.442
E,60,25,0.25,0.393,0.0686,-0.2392,0.1528,0.512
E,60,25,0.5,0.4057,0.0706,-0.2562,0.1646,0.498
E,60,25,0.75,0.4433,0.0763,-0.2561,0.1694,0.52
E,60,25,1.0,0.4666,0.0797,-0.2563,0.172,0.533
E,60,30,0.25,0.4417,0.076,-0.2513,0.1634,0.531
E,60,30,0.5,0.5042,0.0852,-0.256,0.1714,0.564
E,60,30,0.75,0.5445,0.0909,-0.257,0.1741,0.589
E,60,30,1.0,0.5799,0.0959,-0.2563,0.1757,0.611
E,60,35,0.25,0.4485,0.077,-0.2565,0.1681,0.527
E,60,35,0.5,0.4946,0.0838,-0.2551,0.1751,0.549
E,60,35,0.75,0.4748,0.0809,-0.2517,0.1775,0.529
E,60,35,1.0,0.4269,0.0738,-0.2494,0.1791,0.488
E,60,40,0.25,0.3996,0.0696,-0.2562,0.1771,0.47
E,60,40,0.5,0.3764,0.0661,-0.255,0.1845,0.44
E,60,40,0.75,0.3607,0.0636,-0.243,0.1872,0.424
E,60,40,1.0,0.3487,0.0617,-0.2387,0.1891,0.412
E,65,10,0.25,0.4408,0.0759,-0.1778,0.1127,0.708
E,65,10,0.5,0.5362,0.0898,-0.1778,0.1209,0.774
E,65,10,0.75,0.5579,0.0928,-0.1797,0.1251,0.775
E,65,10,1.0,0.5368,0.0899,-0.1824,0.1269,0.744
E,65,15,0.25,0.4395,0.0757,-0.1899,0.1307,0.625
E,65,15,0.5,0.4318,0.0745,-0.2021,0.1409,0.582
E,65,15,0.75,0.4294,0.0742,-0.2061,0.1464,0.563
E,65,15,1.0,0.4167,0.0722,-0.2096,0.1492,0.544
E,65,20,0.25,0.3925,0.0686,-0.2717,0.1582,0.499
E,65,20,0.5,0.3685,0.0648,-0.2718,0.1664,0.462
E,65,20,0.75,0.3617,0.0638,-0.2718,0.1705,0.449
E,65,20,1.0,0.3766,0.0661,-0.2718,0.1723,0.459
E,65,25,0.25,0.4336,0.0748,-0.2717,0.1692,0.512
E,65,25,0.5,0.4572,0.0783,-0.2718,0.1784,0.513
E,65,25,0.75,0.4937,0.0837,-0.2718,0.1823,0.533
E,65,25,1.0,0.508,0.0857,-0.2718,0.1842,0.54
E,65,30,0.25,0.4878,0.0828,-0.2718,0.1798,0.534
E,65,30,0.5,0.5471,0.0913,-0.2718,0.1873,0.562
E,65,30,0.75,0.6002,0.0987,-0.2718,0.19,0.592
E,65,30,1.0,0.6299,0.1028,-0.2718,0.1913,0.609
E,65,35,0.25,0.5266,0.0884,-0.2718,0.1861,0.55
E,65,35,0.5,0.587,0.0969,-0.2718,0.1909,0.582
E,65,35,0.75,0.5753,0.0953,-0.2718,0.1925,0.571
E,65,35,1.0,0.5404,0.0904,-0.2718,0.1936,0.545
E,65,40,0.25,0.6097,0.1,-0.2718,0.1908,0.597
E,65,40,0.5,0.5978,0.0984,-0.2718,0.1953,0.58
E,65,40,0.75,0.5619,0.0934,-0.2718,0.1971,0.553
E,65,40,1.0,0.5308,0.089,-0.2718,0.1986,0.53
E,70,10,0.25,0.2782,0.0504,-0.2367,0.1546,0.396
E,70,10,0.5,0.3165,0.0566,-0.2366,0.1578,0.429
E,70,10,0.75,0.3274,0.0584,-0.2376,0.1594,0.437
E,70,10,1.0,0.323,0.0576,-0.2391,0.16,0.431
E,70,15,0.25,0.242,0.0444,-0.2442,0.1626,0.349
E,70,15,0.5,0.2397,0.044,-0.2491,0.1653,0.344
E,70,15,0.75,0.234,0.043,-0.2511,0.166,0.337
E,70,15,1.0,0.2296,0.0422,-0.2516,0.1663,0.333
E,70,20,0.25,0.23,0.0423,-0.2939,0.1748,0.325
E,70,20,0.5,0.2301,0.0423,-0.294,0.1798,0.321
E,70,20,0.75,0.2328,0.0428,-0.294,0.1823,0.322
E,70,20,1.0,0.24,0.044,-0.294,0.1835,0.327
E,70,25,0.25,0.249,0.0455,-0.331,0.1869,0.332
E,70,25,0.5,0.2755,0.0499,-0.3495,0.194,0.349
E,70,25,0.75,0.3041,0.0546,-0.3497,0.197,0.369
E,70,25,1.0,0.3177,0.0568,-0.3497,0.1985,0.378
E,70,30,0.25,0.325,0.058,-0.339,0.1958,0.387
E,70,30,0.5,0.3642,0.0642,-0.3492,0.2014,0.41
E,70,30,0.75,0.4185,0.0725,-0.3497,0.2035,0.447
E,70,30,1.0,0.4528,0.0777,-0.3497,0.2044,0.469
E,70,35,0.25,0.3578,0.0632,-0.3485,0.2009,0.406
E,70,35,0.5,0.4109,0.0714,-0.3497,0.2038,0.441
E,70,35,0.75,0.4188,0.0726,-0.3497,0.2048,0.446
E,70,35,1.0,0.4097,0.0712,-0.3497,0.2055,0.439
E,70,40,0.25,0.513,0.0865,-0.3493,0.2047,0.509
E,70,40,0.5,0.5329,0.0893,-0.3497,0.2073,0.518
E,70,40,0.75,0.5217,0.0877,-0.3497,0.2081,0.509
E,70,40,1.0,0.5076,0.0857,-0.3497,0.2086,0.5
E,75,10,0.25,0.4346,0.0749,-0.2465,0.1822,0.489
E,75,10,0.5,0.4587,0.0785,-0.2495,0.1834,0.505
E,75,10,0.75,0.4649,0.0795,-0.2512,0.1839,0.509
E,75,10,1.0,0.4604,0.0788,-0.2527,0.1842,0.505
E,75,15,0.25,0.4384,0.0755,-0.2562,0.184,0.489
E,75,15,0.5,0.4461,0.0767,-0.2623,0.1851,0.493
E,75,15,0.75,0.4444,0.0764,-0.2643,0.1855,0.491
E,75,15,1.0,0.4434,0.0763,-0.2647,0.1856,0.49
E,75,20,0.25,0.427,0.0738,-0.2939,0.1921,0.468
E,75,20,0.5,0.4419,0.076,-0.294,0.1949,0.475
E,75,20,0.75,0.4512,0.0774,-0.294,0.1963,0.479
E,75,20,1.0,0.4619,0.079,-0.294,0.1968,0.486
E,75,25,0.25,0.4592,0.0786,-0.331,0.2018,0.477
E,75,25,0.5,0.4946,0.0838,-0.3495,0.2062,0.495
E,75,25,0.75,0.5155,0.0868,-0.3497,0.2074,0.506
E,75,25,1.0,0.5258,0.0883,-0.3497,0.208,0.512
E,75,30,0.25,0.5401,0.0903,-0.339,0.2062,0.524
E,75,30,0.5,0.5912,0.0975,-0.3492,0.21,0.55
E,75,30,0.75,0.6485,0.1053,-0.3497,0.2111,0.582
E,75,30,1.0,0.6778,0.1092,-0.3497,0.2117,0.597
E,75,35,0.25,0.5822,0.0962,-0.3485,0.2093,0.545
E,75,35,0.5,0.6173,0.1011,-0.3502,0.2113,0.563
E,75,35,0.75,0.6071,0.0997,-0.3554,0.2119,0.556
E,75,35,1.0,0.5843,0.0965,-0.3608,0.2124,0.542
E,75,40,0.25,0.8076,0.1259,-0.3493,0.213,0.665
E,75,40,0.5,0.8129,0.1265,-0.353,0.2148,0.664
E,75,40,0.75,0.7904,0.1237,-0.3575,0.2154,0.651
E,75,40,1.0,0.7748,0.1217,-0.3608,0.2157,0.642
E,80,10,0.25,0.5132,0.0865,-0.3596,0.2126,0.498
E,80,10,0.5,0.5296,0.0888,-0.364,0.2133,0.507
E,80,10,0.75,0.5394,0.0902,-0.364,0.2135,0.513
E,80,10,1.0,0.5403,0.0904,-0.364,0.2136,0.513
E,80,15,0.25,0.5256,0.0883,-0.364,0.2132,0.505
E,80,15,0.5,0.542,0.0906,-0.364,0.2135,0.514
E,80,15,0.75,0.5443,0.0909,-0.364,0.2136,0.516
E,80,15,1.0,0.5438,0.0909,-0.364,0.2136,0.515
E,80,20,0.25,0.5382,0.0901,-0.364,0.2134,0.512
E,80,20,0.5,0.5449,0.091,-0.364,0.2135,0.516
E,80,20,0.75,0.5446,0.091,-0.364,0.2136,0.516
E,80,20,1.0,0.5438,0.0909,-0.364,0.2136,0.515
E,80,25,0.25,0.7026,0.1124,-0.364,0.2162,0.603
E,80,25,0.5,0.7665,0.1207,-0.364,0.218,0.634
E,80,25,0.75,0.7767,0.122,-0.364,0.2186,0.638
E,80,25,1.0,0.7838,0.1229,-0.364,0.2189,0.641
E,80,30,0.25,0.7864,0.1232,-0.364,0.2179,0.644
E,80,30,0.5,0.8495,0.131,-0.364,0.2191,0.674
E,80,30,0.75,0.8804,0.1348,-0.364,0.2196,0.688
E,80,30,1.0,0.8983,0.1369,-0.364,0.22,0.696
E,80,35,0.25,0.8368,0.1295,-0.364,0.2188,0.668
E,80,35,0.5,0.8721,0.1338,-0.364,0.2197,0.684
E,80,35,0.75,0.8752,0.1342,-0.364,0.2201,0.684
E,80,35,1.0,0.8682,0.1333,-0.364,0.2203,0.68
E,80,40,0.25,0.8602,0.1323,-0.364,0.2192,0.679
E,80,40,0.5,0.8783,0.1345,-0.364,0.22,0.686
E,80,40,0.75,0.874,0.134,-0.364,0.2203,0.683
E,80,40,1.0,0.867,0.1332,-0.364,0.2204,0.68
E,85,10,0.25,0.7731,0.1215,-0.3596,0.2272,0.62
E,85,10,0.5,0.7923,0.1239,-0.364,0.2278,0.629
E,85,10,0.75,0.8038,0.1254,-0.364,0.2279,0.634
E,85,10,1.0,0.8049,0.1255,-0.364,0.228,0.635
E,85,15,0.25,0.7877,0.1234,-0.364,0.2277,0.627
E,85,15,0.5,0.8068,0.1258,-0.364,0.228,0.636
E,85,15,0.75,0.8096,0.1261,-0.364,0.2281,0.637
E,85,15,1.0,0.809,0.126,-0.364,0.2281,0.637
E,85,20,0.25,0.8025,0.1252,-0.364,0.2278,0.634
E,85,20,0.5,0.8103,0.1262,-0.364,0.228,0.637
E,85,20,0.75,0.8099,0.1261,-0.364,0.2281,0.637
E,85,20,1.0,0.809,0.126,-0.364,0.2281,0.637
E,85,25,0.25,0.7983,0.1247,-0.364,0.228,0.631
E,85,25,0.5,0.7921,0.1239,-0.364,0.2282,0.628
E,85,25,0.75,0.7835,0.1228,-0.364,0.2283,0.624
E,85,25,1.0,0.7755,0.1218,-0.364,0.2284,0.62
E,85,30,0.25,0.7997,0.1249,-0.364,0.228,0.632
E,85,30,0.5,0.7921,0.1239,-0.364,0.2282,0.628
E,85,30,0.75,0.7835,0.1228,-0.364,0.2283,0.624
E,85,30,1.0,0.7755,0.1218,-0.364,0.2284,0.62
E,85,35,0.25,0.7999,0.1249,-0.364,0.228,0.632
E,85,35,0.5,0.7921,0.1239,-0.364,0.2282,0.628
E,85,35,0.75,0.7835,0.1228,-0.364,0.2283,0.624
E,85,35,1.0,0.7755,0.1218,-0.364,0.2284,0.62
E,85,40,0.25,0.7999,0.1249,-0.364,0.228,0.632
E,85,40,0.5,0.7921,0.1239,-0.364,0.2282,0.628
E,85,40,0.75,0.7835,0.1228,-0.364,0.2283,0.624
E,85,40,1.0,0.7755,0.1218,-0.364,0.2284,0.62
E,90,10,0.25,0.7731,0.1215,-0.3596,0.2272,0.62
E,90,10,0.5,0.7923,0.1239,-0.364,0.2278,0.629
E,90,10,0.75,0.8038,0.1254,-0.364,0.2279,0.634
E,90,10,1.0,0.8049,0.1255,-0.364,0.228,0.635
E,90,15,0.25,0.7877,0.1234,-0.364,0.2277,0.627
E,90,15,0.5,0.8068,0.1258,-0.364,0.228,0.636
E,90,15,0.75,0.8096,0.1261,-0.364,0.2281,0.637
E,90,15,1.0,0.809,0.126,-0.364,0.2281,0.637
E,90,20,0.25,0.8025,0.1252,-0.364,0.2278,0.634
E,90,20,0.5,0.8103,0.1262,-0.364,0.228,0.637
E,90,20,0.75,0.8099,0.1261,-0.364,0.2281,0.637
E,90,20,1.0,0.809,0.126,-0.364,0.2281,0.637
E,90,25,0.25,0.7983,0.1247,-0.364,0.228,0.631
E,90,25,0.5,0.7921,0.1239,-0.364,0.2282,0.628
E,90,25,0.75,0.7835,0.1228,-0.364,0.2283,0.624
E,90,25,1.0,0.7755,0.1218,-0.364,0.2284,0.62
E,90,30,0.25,0.7997,0.1249,-0.364,0.228,0.632
E,90,30,0.5,0.7921,0.1239,-0.364,0.2282,0.628
E,90,30,0.75,0.7835,0.1228,-0.364,0.2283,0.624
E,90,30,1.0,0.7755,0.1218,-0.364,0.2284,0.62
E,90,35,0.25,0.7999,0.1249,-0.364,0.228,0.632
E,90,35,0.5,0.7921,0.1239,-0.364,0.2282,0.628
E,90,35,0.75,0.7835,0.1228,-0.364,0.2283,0.624
E,90,35,1.0,0.7755,0.1218,-0.364,0.2284,0.62
E,90,40,0.25,0.7999,0.1249,-0.364,0.228,0.632
E,90,40,0.5,0.7921,0.1239,-0.364,0.2282,0.628
E,90,40,0.75,0.7835,0.1228,-0.364,0.2283,0.624
E,90,40,1.0,0.7755,0.1218,-0.364,0.2284,0.62
F,55,10,0.25,0.3126,0.056,-0.1079,0.079,0.732
F,55,10,0.5,0.409,0.0711,-0.132,0.0976,0.755
F,55,10,0.75,0.4326,0.0746,-0.1355,0.105,0.74
F,55,10,1.0,0.4165,0.0722,-0.1357,0.108,0.701
F,55,15,0.25,0.2377,0.0436,-0.1463,0.1075,0.452
F,55,15,0.5,0.1982,0.0369,-0.1833,0.1221,0.358
F,55,15,0.75,0.1843,0.0344,-0.1949,0.1277,0.33
F,55,15,1.0,0.1914,0.0357,-0.1999,0.1315,0.333
F,55,20,0.25,0.3076,0.0552,-0.1912,0.1318,0.474
F,55,20,0.5,0.284,0.0513,-0.2164,0.145,0.419
F,55,20,0.75,0.2885,0.0521,-0.2321,0.1515,0.412
F,55,20,1.0,0.3202,0.0572,-0.2387,0.155,0.437
F,55,25,0.25,0.3771,0.0662,-0.2101,0.1462,0.513
F,55,25,0.5,0.4146,0.0719,-0.2314,0.1591,0.518
F,55,25,0.75,0.4619,0.079,-0.2387,0.1646,0.546
F,55,25,1.0,0.4968,0.0841,-0.2387,0.1676,0.568
F,55,30,0.25,0.42,0.0727,-0.2387,0.1584,0.524
F,55,30,0.5,0.5144,0.0867,-0.2387,0.1669,0.583
F,55,30,0.75,0.573,0.095,-0.2387,0.1698,0.621
F,55,30,1.0,0.6284,0.1026,-0.2387,0.1715,0.657
F,55,35,0.25,0.4311,0.0744,-0.2387,0.1636,0.522
F,55,35,0.5,0.5059,0.0854,-0.2387,0.1709,0.567
F,55,35,0.75,0.5021,0.0849,-0.2387,0.1733,0.558
F,55,35,1.0,0.463,0.0792,-0.2387,0.175,0.524
F,55,40,0.25,0.4551,0.078,-0.2387,0.1708,0.527
F,55,40,0.5,0.468,0.0799,-0.2387,0.1786,0.521
F,55,40,0.75,0.4551,0.078,-0.2387,0.1819,0.505
F,55,40,1.0,0.4506,0.0773,-0.2387,0.184,0.498
F,60,10,0.25,0.3709,0.0652,-0.1079,0.0832,0.804
F,60,10,0.5,0.48,0.0817,-0.132,0.1016,0.826
F,60,10,0.75,0.5055,0.0854,-0.1355,0.1088,0.81
F,60,10,1.0,0.4878,0.0828,-0.1357,0.1117,0.77
F,60,15,0.25,0.3067,0.055,-0.1573,0.1111,0.539
F,60,15,0.5,0.2613,0.0476,-0.1938,0.1253,0.435
F,60,15,0.75,0.2426,0.0445,-0.2053,0.1308,0.399
F,60,15,1.0,0.2473,0.0452,-0.2119,0.1346,0.397
F,60,20,0.25,0.3426,0.0608,-0.2086,0.136,0.503
F,60,20,0.5,0.2988,0.0538,-0.2373,0.1489,0.427
F,60,20,0.75,0.2958,0.0533,-0.2508,0.1553,0.413
F,60,20,1.0,0.3247,0.0579,-0.2536,0.1587,0.435
F,60,25,0.25,0.4077,0.0709,-0.2286,0.1503,0.532
F,60,25,0.5,0.4309,0.0744,-0.2492,0.1629,0.523
F,60,25,0.75,0.473,0.0806,-0.2542,0.1682,0.547
F,60,25,1.0,0.5048,0.0853,-0.2536,0.1709,0.566
F,60,30,0.25,0.4489,0.0771,-0.2487,0.162,0.541
F,60,30,0.5,0.5307,0.089,-0.2532,0.1704,0.587
F,60,30,0.75,0.5842,0.0965,-0.2543,0.1732,0.621
F,60,30,1.0,0.6355,0.1035,-0.2536,0.1748,0.653
F,60,35,0.25,0.4522,0.0776,-0.2538,0.1671,0.532
F,60,35,0.5,0.5187,0.0873,-0.2522,0.1742,0.569
F,60,35,0.75,0.5136,0.0865,-0.2484,0.1766,0.56
F,60,35,1.0,0.4749,0.0809,-0.2459,0.1782,0.527
F,60,40,0.25,0.4064,0.0707,-0.2461,0.176,0.477
F,60,40,0.5,0.3911,0.0683,-0.2488,0.1837,0.453
F,60,40,0.75,0.382,0.0669,-0.239,0.1865,0.442
F,60,40,1.0,0.3792,0.0665,-0.2387,0.1884,0.437
F,65,10,0.25,0.4807,0.0818,-0.1313,0.0943,0.884
F,65,10,0.5,0.6026,0.099,-0.1424,0.1087,0.927
F,65,10,0.75,0.6391,0.104,-0.1469,0.1147,0.923
F,65,10,1.0,0.6301,0.1028,-0.151,0.1173,0.896
F,65,15,0.25,0.4442,0.0764,-0.1629,0.1176,0.687
F,65,15,0.5,0.4216,0.073,-0.1832,0.1323,0.6
F,65,15,0.75,0.4202,0.0728,-0.1948,0.1394,0.575
F,65,15,1.0,0.4379,0.0754,-0.1999,0.1444,0.578
F,65,20,0.25,0.3905,0.0682,-0.2698,0.1531,0.509
F,65,20,0.5,0.3857,0.0675,-0.2718,0.163,0.484
F,65,20,0.75,0.3826,0.067,-0.2718,0.1679,0.472
F,65,20,1.0,0.4036,0.0703,-0.2718,0.1706,0.484
F,65,25,0.25,0.4571,0.0783,-0.2714,0.1658,0.539
F,65,25,0.5,0.5073,0.0856,-0.2718,0.176,0.556
F,65,25,0.75,0.5532,0.0922,-0.2718,0.1805,0.581
F,65,25,1.0,0.5791,0.0958,-0.2718,0.1827,0.594
F,65,30,0.25,0.5022,0.0849,-0.2718,0.1776,0.549
F,65,30,0.5,0.5913,0.0975,-0.2718,0.1854,0.596
F,65,30,0.75,0.6382,0.1039,-0.2718,0.1891,0.619
F,65,30,1.0,0.6953,0.1115,-0.2718,0.1905,0.652
F,65,35,0.25,0.5345,0.0895,-0.2718,0.1849,0.558
F,65,35,0.5,0.6241,0.102,-0.2718,0.1902,0.608
F,65,35,0.75,0.6289,0.1026,-0.2718,0.1918,0.607
F,65,35,1.0,0.6047,0.0993,-0.2718,0.1928,0.589
F,65,40,0.25,0.6369,0.1037,-0.2718,0.1902,0.616
F,65,40,0.5,0.6456,0.1049,-0.2718,0.1947,0.612
F,65,40,0.75,0.6218,0.1017,-0.2718,0.1965,0.593
F,65,40,1.0,0.6,0.0987,-0.2718,0.1979,0.576
F,70,10,0.25,0.2675,0.0486,-0.2138,0.1391,0.412
F,70,10,0.5,0.3188,0.057,-0.2138,0.1465,0.453
F,70,10,0.75,0.3423,0.0607,-0.2138,0.1494,0.47
F,70,10,1.0,0.3513,0.0621,-0.2138,0.1506,0.477
F,70,15,0.25,0.208,0.0386,-0.2138,0.1509,0.327
F,70,15,0.5,0.1875,0.035,-0.2239,0.1576,0.298
F,70,15,0.75,0.1861,0.0348,-0.2284,0.1594,0.294
F,70,15,1.0,0.1955,0.0364,-0.2294,0.16,0.304
F,70,20,0.25,0.1716,0.0322,-0.2924,0.1696,0.272
