ma,buffer,cap,crash,total_return,cagr,max_drawdown,annualized_vol,sharpe_like
175,0.05,0.25,29,1.5946,0.0626,-0.4149,0.1942,0.43
175,0.05,0.25,30,1.6294,0.0635,-0.4171,0.1944,0.434
175,0.05,0.25,31,1.6485,0.064,-0.4181,0.1944,0.437
175,0.05,0.5,28,1.896,0.07,-0.4081,0.1987,0.462
175,0.05,0.5,29,2.1206,0.0751,-0.4081,0.1997,0.486
175,0.05,0.5,30,2.1624,0.0761,-0.4081,0.1998,0.491
175,0.05,0.5,31,2.1855,0.0766,-0.4081,0.1999,0.493
175,0.05,0.75,28,2.4564,0.0822,-0.4081,0.2079,0.509
175,0.05,0.75,29,2.7244,0.0873,-0.4081,0.2088,0.532
175,0.05,0.75,30,2.7743,0.0882,-0.4081,0.209,0.536
175,0.05,0.75,31,2.8019,0.0887,-0.4081,0.209,0.538
200,0.0,0.0,28,1.7109,0.0656,-0.4081,0.1874,0.454
200,0.0,0.0,29,1.732,0.0661,-0.4081,0.1882,0.456
200,0.0,0.0,30,1.7479,0.0665,-0.4081,0.1883,0.458
200,0.0,0.0,31,1.7725,0.0671,-0.4081,0.1883,0.461
200,0.0,0.25,28,2.003,0.0725,-0.4081,0.1893,0.489
200,0.0,0.25,29,2.0264,0.073,-0.4081,0.1901,0.49
200,0.0,0.25,30,2.044,0.0734,-0.4081,0.1902,0.492
200,0.0,0.25,31,2.0713,0.0741,-0.4081,0.1902,0.495
200,0.0,0.5,28,2.2929,0.0788,-0.4081,0.1953,0.512
200,0.0,0.5,29,2.3186,0.0794,-0.4081,0.196,0.513
200,0.0,0.5,30,2.3379,0.0798,-0.4081,0.1961,0.515
200,0.0,0.5,31,2.3678,0.0804,-0.4081,0.1962,0.518
200,0.0,0.75,28,2.5748,0.0845,-0.4081,0.2054,0.523
200,0.0,0.75,29,2.6027,0.085,-0.4081,0.2061,0.525
200,0.0,0.75,30,2.6237,0.0854,-0.4081,0.2062,0.527
200,0.0,0.75,31,2.6561,0.086,-0.4081,0.2063,0.53
200,0.02,0.0,28,1.7131,0.0656,-0.4081,0.1899,0.451
200,0.02,0.0,29,1.7342,0.0661,-0.4081,0.1906,0.453
200,0.02,0.0,30,1.7501,0.0665,-0.4081,0.1907,0.455
200,0.02,0.0,31,1.7747,0.0671,-0.4081,0.1908,0.458
200,0.02,0.25,28,1.9971,0.0724,-0.4081,0.1916,0.484
200,0.02,0.25,29,2.0204,0.0729,-0.4081,0.1923,0.486
200,0.02,0.25,30,2.038,0.0733,-0.4081,0.1925,0.488
200,0.02,0.25,31,2.0652,0.0739,-0.4081,0.1925,0.491
200,0.02,0.5,28,2.2816,0.0786,-0.4081,0.1971,0.507
200,0.02,0.5,29,2.3071,0.0791,-0.4081,0.1978,0.509
200,0.02,0.5,30,2.3264,0.0795,-0.4081,0.1979,0.511
200,0.02,0.5,31,2.3562,0.0801,-0.4081,0.198,0.514
200,0.02,0.75,28,2.5578,0.0842,-0.4081,0.2065,0.52
200,0.02,0.75,29,2.5855,0.0847,-0.4081,0.2072,0.522
200,0.02,0.75,30,2.6064,0.0851,-0.4081,0.2073,0.523
200,0.02,0.75,31,2.6387,0.0857,-0.4081,0.2073,0.526
200,0.03,0.0,28,1.7766,0.0672,-0.4081,0.1907,0.458
200,0.03,0.0,29,1.7982,0.0677,-0.4081,0.1914,0.46
200,0.03,0.0,30,1.8145,0.0681,-0.4081,0.1916,0.462
200,0.03,0.0,31,1.8397,0.0687,-0.4081,0.1916,0.465
200,0.03,0.25,28,2.0354,0.0732,-0.4081,0.1924,0.488
200,0.03,0.25,29,2.0591,0.0738,-0.4081,0.1931,0.489
200,0.03,0.25,30,2.0769,0.0742,-0.4081,0.1933,0.491
200,0.03,0.25,31,2.1044,0.0748,-0.4081,0.1933,0.494
200,0.03,0.5,28,2.2953,0.0789,-0.4081,0.1977,0.508
200,0.03,0.5,29,2.3209,0.0794,-0.4081,0.1984,0.51
200,0.03,0.5,30,2.3403,0.0798,-0.4081,0.1985,0.511
200,0.03,0.5,31,2.3702,0.0804,-0.4081,0.1986,0.514
200,0.03,0.75,28,2.5655,0.0843,-0.4081,0.2069,0.52
200,0.03,0.75,29,2.5933,0.0848,-0.4081,0.2075,0.522
200,0.03,0.75,30,2.6142,0.0852,-0.4081,0.2076,0.524
200,0.03,0.75,31,2.6466,0.0859,-0.4081,0.2077,0.526
200,0.05,0.0,28,1.3042,0.0546,-0.4224,0.1936,0.389
200,0.05,0.0,29,1.4829,0.0596,-0.4081,0.1946,0.414
200,0.05,0.0,30,1.5162,0.0605,-0.4081,0.1948,0.419
200,0.05,0.0,31,1.5387,0.0611,-0.4081,0.1948,0.422
200,0.05,0.25,28,1.6823,0.0648,-0.4081,0.1952,0.44
200,0.05,0.25,29,1.8903,0.0699,-0.4081,0.1963,0.465
200,0.05,0.25,30,1.929,0.0708,-0.4081,0.1964,0.469
200,0.05,0.25,31,1.9552,0.0714,-0.4081,0.1964,0.472
200,0.05,0.5,28,2.1089,0.0749,-0.4081,0.2003,0.484
200,0.05,0.5,29,2.35,0.08,-0.4081,0.2013,0.508
200,0.05,0.5,30,2.3949,0.0809,-0.4081,0.2015,0.512
200,0.05,0.5,31,2.4253,0.0815,-0.4081,0.2015,0.515
200,0.05,0.75,28,2.588,0.0847,-0.4081,0.2089,0.519
200,0.05,0.75,29,2.8663,0.0899,-0.4081,0.2099,0.542
200,0.05,0.75,30,2.9181,0.0908,-0.4081,0.21,0.546
200,0.05,0.75,31,2.9532,0.0915,-0.4081,0.21,0.549
