date,fg,close,strategy_equity,benchmark_equity,strategy_in_stock
2021-03-22,50.833333333333336,13377.5400390625,100.0,98.77782763643134,False
2021-03-23,50.7,13227.7001953125,100.0,97.67143182555813,False
2021-03-24,41.8,12961.8896484375,100.0,95.70872505686255,False
2021-03-25,37.66666666666667,12977.6796875,100.0,95.82531642959128,False
2021-03-26,37.833333333333336,13138.73046875,100.0,97.01449218720988,False
2021-03-29,37.56666666666667,13059.650390625,100.0,96.43057628759773,False
2021-03-30,39.56666666666667,13045.3896484375,100.0,96.32527702258703,False
2021-03-31,42.03333333333334,13246.8701171875,100.0,97.81297976585533,False
2021-04-01,44.56666666666667,13480.1103515625,100.0,99.53519204118403,False
2021-04-05,46.400000000000006,13705.58984375,100.0,101.20010011470215,False
2021-04-06,54.56666666666667,13698.3798828125,100.0,101.14686280226128,False
2021-04-07,53.5,13688.83984375,100.0,101.0764205287634,False
2021-04-08,52.53333333333333,13829.3095703125,100.0,102.11362874477405,False
2021-04-09,48.1,13900.1904296875,100.0,102.63700279483272,False
2021-04-12,47.5,13850.0,100.0,102.26640389561852,False
2021-04-13,43.43333333333334,13996.099609375,100.0,103.34518235492077,False
2021-04-14,43.63333333333333,13857.83984375,100.0,102.32429217196626,False
2021-04-15,39.96666666666667,14038.759765625,100.0,103.6601788003585,False
2021-04-16,47.16666666666668,14052.33984375,100.0,103.76045214003106,False
2021-04-19,51.3,13914.76953125,100.0,102.7446527795855,False
2021-04-20,45.26666666666667,13786.26953125,100.0,101.7958272993987,False
2021-04-21,42.866666666666674,13950.2197265625,100.0,103.00641191258235,False
2021-04-22,49.63333333333333,13818.41015625,100.0,102.03314904219347,False
2021-04-23,46.70000000000001,14016.8095703125,100.0,103.49810172170031,False
2021-04-26,47.7,14138.7802734375,100.0,104.39871581478435,False
2021-04-27,50.53333333333334,14090.2197265625,100.0,104.04015173535394,False
2021-04-28,54.8,14051.0302734375,100.0,103.75078246158287,False
2021-04-29,52.400000000000006,14082.5498046875,100.0,103.98351813764157,False
2021-04-30,56.16666666666666,13962.6796875,100.0,103.09841446837716,False
2021-05-03,46.53333333333333,13895.1201171875,100.0,102.59956433808166,False
2021-05-04,47.56666666666667,13633.5,100.0,100.66779909826103,False
2021-05-05,43.46666666666667,13582.419921875,100.0,100.29063116320319,False
2021-05-06,43.03333333333333,13632.83984375,100.0,100.66292459965476,False
2021-05-07,43.93333333333334,13752.240234375,100.0,101.5445598756801,False
2021-05-10,48.16666666666666,13401.8603515625,100.0,98.95740531881349,False
2021-05-11,44.93333333333334,13389.4296875,100.0,98.86561908692131,False
2021-05-12,42.03333333333334,13031.6796875,100.0,96.22404464694606,False
2021-05-13,26.766666666666666,13124.990234375,100.0,96.9130362768695,False
2021-05-14,34.433333333333344,13429.98046875,100.0,99.16504021136863,False
2021-05-17,35.99999999999999,13379.0498046875,100.0,98.7889755282143,False
2021-05-18,36.36666666666667,13303.6396484375,100.0,98.23215780280677,False
2021-05-19,34.03333333333334,13299.740234375,100.0,98.20336509136476,False
2021-05-20,32.333333333333336,13535.740234375,100.0,99.94595507832258,False
2021-05-21,32.300000000000004,13470.990234375,100.0,99.46785041029072,False
2021-05-24,29.433333333333334,13661.169921875,100.0,100.8721098135122,False
2021-05-25,29.5,13657.169921875,100.0,100.84257439000446,False
2021-05-26,26.66666666666667,13738.0,100.0,101.43941203740125,False
2021-05-27,28.133333333333336,13736.2802734375,100.0,101.42671382431601,False
2021-05-28,30.3,13748.740234375,100.0,101.5187163801108,False
2021-06-01,31.566666666666663,13736.48046875,100.0,101.42819203765075,False
2021-06-02,35.4,13756.330078125,100.0,101.57475869248931,False
2021-06-03,42.13333333333333,13614.509765625,100.0,100.5275779445667,False
2021-06-04,40.8,13814.490234375,100.0,102.0042049040196,False
2021-06-07,41.9,13881.7197265625,100.0,102.50061778501195,False
2021-06-08,44.46666666666667,13924.91015625,100.0,102.81952969308759,False
2021-06-09,46.46666666666667,13911.75,100.0,102.72235699601957,False
2021-06-10,48.53333333333333,14020.330078125,100.0,103.52409664400145,False
2021-06-11,48.9,14069.419921875,100.0,103.88656897527295,False
2021-06-14,51.23333333333334,14174.1396484375,100.0,104.659804343683,False
2021-06-15,54.16666666666666,14072.8603515625,100.0,103.91197261224019,False
2021-06-16,52.66666666666666,14039.6796875,100.0,103.66697137090154,False
2021-06-17,44.8,14161.349609375,100.0,104.56536453858507,False
2021-06-18,42.03333333333334,14030.3798828125,100.0,103.59830295340535,False
2021-06-21,31.600000000000005,14141.48046875,100.0,104.41865366781143,False
2021-06-22,32.46666666666666,14253.26953125,100.0,105.24408799392965,False
2021-06-23,32.800000000000004,14271.73046875,100.0,105.38040089578287,False
2021-06-24,33.26666666666667,14369.7099609375,100.0,106.10386734499113,False
2021-06-25,36.9,14360.3896484375,100.0,106.03504750076308,False
2021-06-28,41.63333333333333,14500.509765625,100.0,107.06967425153553,False
2021-06-29,41.43333333333334,14528.330078125,100.0,107.27509542948694,False
2021-06-30,39.833333333333336,14503.9501953125,100.0,107.09507788850277,False
2021-07-01,38.00000000000001,14522.3798828125,100.0,107.23116004485982,False
2021-07-02,38.66666666666666,14639.330078125,100.0,108.0947034318273,False
2021-07-06,38.66666666666667,14663.6396484375,100.0,108.27420179544514,False
2021-07-07,33.300000000000004,14665.0595703125,100.0,108.28468629392664,False
2021-07-08,33.1,14559.7802734375,100.0,107.50731913897607,False
2021-07-09,26.96666666666667,14701.919921875,100.0,108.55685781743749,False
2021-07-12,31.000000000000004,14733.240234375,100.0,108.78812249095819,False
2021-07-13,31.7,14677.650390625,100.0,108.37765509648658,False
2021-07-14,31.266666666666666,14644.9501953125,100.0,108.13620156715129,False
2021-07-15,29.53333333333333,14543.1298828125,100.0,107.38437505430632,False
2021-07-16,27.33333333333334,14427.240234375,100.0,106.52866259261458,False
2021-07-19,26.9,14274.98046875,100.0,105.40439842738292,False
2021-07-20,8.983333333333334,14498.8798828125,100.0,107.05763943175172,True
2021-07-21,20.066666666666663,14631.9501953125,100.91779719244205,108.0402114407511,True
2021-07-22,24.2,14684.599609375,101.28092465117018,108.42896712619392,True
2021-07-23,24.33333333333333,14836.990234375,102.33197567188144,109.55419753819073,True
2021-07-26,28.3,14840.7099609375,102.35763094037503,109.58166346302984,True
2021-07-27,30.9,14660.580078125,101.11525991400332,108.25161036921227,True
2021-07-28,27.166666666666668,14762.580078125,101.81876253506383,109.00476366866015,True
2021-07-29,27.46666666666667,14778.259765625,101.92690666500167,109.1205402213556,True
2021-07-30,29.23333333333333,14672.6796875,101.19871194252411,108.34095214100455,True
2021-08-02,25.76666666666667,14681.0703125,101.25658279232643,108.40290730672197,True
2021-08-03,25.1,14761.2900390625,101.8098650266154,108.99523820614702,True
2021-08-04,29.53333333333333,14780.5302734375,101.94256654928824,109.13730532381057,True
2021-08-05,28.633333333333336,14895.1201171875,102.73290238678862,109.98342021502164,True
2021-08-06,29.633333333333336,14835.759765625,102.32348902491321,109.54511193427965,True
2021-08-09,31.866666666666664,14860.1796875,102.4919152900618,109.72542511793077,True
2021-08-10,32.06666666666667,14788.08984375,101.99470554466997,109.19312410148964,True
2021-08-11,34.833333333333336,14765.1396484375,101.83641610784453,109.02366316695453,True
2021-08-12,37.93333333333334,14816.259765625,102.1889958767693,109.40112674467932,True
2021-08-13,43.13333333333333,14822.900390625,102.23479682866126,109.45016016261211,True
2021-08-16,47.13333333333333,14793.759765625,102.03381147506478,109.23498998744816,True
2021-08-17,44.866666666666674,14656.1796875,101.0849100479408,108.21911851903504,True
2021-08-18,31.7,14525.91015625,100.18643008050257,107.2572270751285,True
2021-08-19,18.2,14541.7900390625,100.29595497443128,107.3744818411587,True
2021-08-20,14.883333333333336,14714.66015625,101.48825478369052,108.65092987190093,True
2021-08-23,23.86666666666667,14942.650390625,103.06072269995533,110.3343769038757,True
2021-08-24,30.433333333333334,15019.7998046875,103.59282872942838,110.90403705830354,True
2021-08-25,34.4,15041.8603515625,103.74498218578711,111.06692895699501,True
2021-08-26,36.03333333333333,14945.8095703125,103.08251182927452,110.35770383137753,True
2021-08-27,36.833333333333336,15129.5,104.34944024838126,111.71404749016321,True
2021-08-30,47.46666666666667,15265.8896484375,105.29013118133518,112.72112899733222,True
2021-08-31,47.86666666666667,15259.240234375,105.24426961053632,112.67203068222862,True
2021-09-01,47.23333333333333,15309.3798828125,105.59008700362291,113.04225462001156,True
2021-09-02,43.13333333333333,15331.1796875,105.74044209907647,113.20322123596951,True
2021-09-03,44.16666666666666,15363.51953125,105.96349273479032,113.44201398130227,True
2021-09-07,44.06666666666666,15374.330078125,106.03805399029679,113.52183750137816,True
2021-09-08,41.7,15286.6396484375,105.43324568512936,112.87434400677871,True
2021-09-09,38.56666666666667,15248.25,105.16846903515513,112.59088037554983,True
2021-09-10,33.800000000000004,15115.490234375,104.25281371075742,111.6106013999185,True
2021-09-13,20.600000000000005,15105.580078125,104.18446252549278,111.53742623445055,True
2021-09-14,28.266666666666666,15037.759765625,103.71670009799382,111.03665082142152,True
2021-09-15,24.8,15161.5302734375,104.57035575148484,111.9505544129247,True
2021-09-16,31.200000000000003,15181.919921875,104.71098488009545,112.10110863836866,True
2021-09-17,31.500000000000004,15043.9697265625,103.75953072344691,111.08250427798545,True
2021-09-20,17.933333333333337,14713.900390625,101.48301461595935,108.64531987202565,True
2021-09-21,11.1,14746.400390625,101.70716986286588,108.8852951880262,True
2021-09-22,11.449999999999998,14896.849609375,102.74483084058285,109.99619053607444,True
2021-09-23,20.03333333333333,15052.240234375,103.8165731148547,111.14357251570206,True
2021-09-24,24.5,15047.7001953125,103.78526008171563,111.11004952158888,True
2021-09-27,23.83333333333334,14969.9697265625,103.24914646895203,110.53609894309189,True
2021-09-28,24.766666666666666,14546.6796875,100.32967929297878,107.4105863005101,True
2021-09-29,12.466666666666669,14512.4404296875,100.09352823793702,107.15776855548921,True
2021-09-30,12.483333333333334,14448.580078125,99.65307799572071,106.68623292330099,True
2021-10-01,9.966666666666669,14566.7001953125,100.46776242749894,107.55841484478074,True
2021-10-04,18.33333333333333,14255.48046875,98.32125366904353,105.26041323778259,True
2021-10-05,9.500000000000002,14433.830078125,99.55134599904774,106.57732104911612,True
2021-10-06,18.766666666666666,14501.91015625,100.02090005201775,107.08001453408194,True
2021-10-07,20.066666666666663,14654.01953125,101.0700112677077,108.20316823661335,True
2021-10-08,24.600000000000005,14579.5400390625,100.55631991506887,107.65322240051319,True
2021-10-11,25.26666666666667,14486.2001953125,99.91254712362276,106.96401444668709,True
2021-10-12,25.9,14465.919921875,99.77267236363153,106.81426783047965,True
2021-10-13,22.7,14571.6396484375,100.50183025318563,107.59488705476666,True
2021-10-14,24.100000000000005,14823.4296875,102.23844743394442,109.45406841445325,True
2021-10-15,31.83333333333333,14897.33984375,102.74821202850192,109.99981035604536,True
2021-10-18,43.63333333333333,15021.8095703125,103.6066902528098,110.91887687802497,True
2021-10-19,46.56666666666666,15129.08984375,104.34661136605851,111.71101895552617,True
2021-10-20,53.400000000000006,15121.6796875,104.29550289209436,111.65630342975057,True
2021-10-21,56.56666666666667,15215.7001953125,104.9439702811094,112.35053730891478,True
2021-10-22,60.2,15090.2001953125,104.07838617382417,111.42386339635881,True
2021-10-25,59.5,15226.7099609375,105.01990556517262,112.43183183152867,True
2021-10-26,62.96666666666667,15235.7099609375,105.08197932585443,112.49828653442113,True
2021-10-27,63.03333333333334,15235.83984375,105.08287513858997,112.49924557038953,True
2021-10-28,58.333333333333336,15448.1201171875,106.54699012645979,114.06669251496943,True
2021-10-29,64.4,15498.3896484375,106.89370333228193,114.43787548872075,True
2021-11-01,65.43333333333334,15595.919921875,107.56637787145868,115.1580249714218,True
2021-11-02,66.13333333333334,15649.599609375,107.93661121316416,115.55438804744098,True
2021-11-03,68.26666666666667,15811.580078125,109.05380419675468,116.75042848357016,True
2021-11-04,72.2,15940.3095703125,109.94166238461443,117.70094850099433,False
2021-11-05,72.43333333333334,15971.58984375,109.94166238461443,117.93191753184811,False
2021-11-08,73.60000000000001,15982.3603515625,109.94166238461443,118.01144540925705,False
2021-11-09,74.53333333333335,15886.5400390625,109.94166238461443,117.30392203167372,False
2021-11-10,77.17142857142858,15622.7099609375,109.94166238461443,115.35583875879689,False
2021-11-11,73.08571428571429,15704.2802734375,109.94166238461443,115.95814219013386,False
2021-11-12,72.22857142857143,15860.9599609375,109.94166238461443,117.11504242147785,False
2021-11-15,74.0,15853.849609375,109.94166238461443,117.06254061030596,False
2021-11-16,71.62857142857145,15973.8603515625,109.94166238461443,117.94868263430307,False
2021-11-17,72.48571428571428,15921.5703125,109.94166238461443,117.56258052206601,False
2021-11-18,69.2,15993.7099609375,109.94166238461443,118.09524928914163,False
2021-11-19,70.14285714285715,16057.4404296875,109.94166238461443,118.56582588536146,False
2021-11-22,62.77142857142859,15854.759765625,109.94166238461443,117.06926107288147,False
2021-11-23,60.0,15775.1396484375,109.94166238461443,116.48135760266389,False
2021-11-24,60.371428571428574,15845.23046875,109.94166238461443,116.99889811814789,False
2021-11-26,56.94285714285714,15491.66015625,109.94166238461443,114.38818588828327,False
2021-11-29,31.25714285714286,15782.830078125,109.94166238461443,116.53814262710813,False
2021-11-30,38.114285714285714,15537.6904296875,109.94166238461443,114.7280667933219,False
2021-12-01,24.77142857142857,15254.0498046875,109.94166238461443,112.63370529747674,False
2021-12-02,25.357142857142858,15381.3203125,109.94166238461443,113.57345238454919,False
2021-12-03,22.928571428571427,15085.4697265625,109.94166238461443,111.38893429687846,False
2021-12-06,20.157142857142865,15225.150390625,109.94166238461443,112.42031618911122,False
2021-12-07,21.25714285714286,15686.919921875,109.94166238461443,115.82995585622335,False
2021-12-08,37.88571428571429,15786.990234375,109.94166238461443,116.56886062128369,False
2021-12-09,41.31428571428573,15517.3701171875,109.94166238461443,114.57802453444752,False
2021-12-10,36.85714285714287,15630.599609375,109.94166238461443,115.41409478577913,False
2021-12-13,42.0,15413.2802734375,109.94166238461443,113.80944012994432,False
2021-12-14,35.4,15237.6396484375,109.94166238461443,112.51253506880867,False
2021-12-15,31.542857142857144,15565.580078125,109.94166238461443,114.93399993784293,False
2021-12-16,37.8,15180.4296875,109.94166238461443,112.09010496252081,False
2021-12-17,33.57142857142858,15169.6796875,109.94166238461443,112.01072851184371,False
2021-12-20,32.51428571428572,14980.9404296875,109.94166238461443,110.61710503383557,False
2021-12-21,29.428571428571427,15341.08984375,109.94166238461443,113.27639640143745,False
2021-12-22,34.028571428571425,15521.8896484375,109.94166238461443,114.61139610182884,False
2021-12-23,39.54285714285714,15653.3701171875,109.94166238461443,115.58222893371138,False
2021-12-27,50.48571428571428,15871.259765625,109.94166238461443,117.19109469485099,False
2021-12-28,56.39999999999999,15781.7197265625,109.94166238461443,116.52994395119791,False
2021-12-29,62.971428571428575,15766.2197265625,109.94166238461443,116.41549418510533,False
2021-12-30,64.02857142857144,15741.5595703125,109.94166238461443,116.23340714545252,False
2021-12-31,63.97142857142858,15644.9697265625,109.94166238461443,115.52020166002637,False
2022-01-03,62.54285714285715,15832.7998046875,109.94166238461443,116.90711188625573,False
2022-01-04,65.22857142857144,15622.7197265625,109.94166238461443,115.35591086676445,False
2022-01-05,64.25714285714285,15100.169921875,109.94166238461443,111.49747842042883,False
2022-01-06,51.02857142857143,15080.8603515625,109.94166238461443,111.35489933619569,False
2022-01-07,52.142857142857146,14935.900390625,109.94166238461443,110.28453587670634,False
2022-01-10,49.25714285714287,14942.830078125,109.94166238461443,110.33570369047855,False
2022-01-11,51.142857142857146,15153.4501953125,109.94166238461443,111.89089228057527,False
2022-01-12,56.114285714285714,15188.3896484375,109.94166238461443,112.14888016686938,False
2022-01-13,55.94285714285714,14806.8095703125,109.94166238461443,109.3313478644829,False
2022-01-14,52.17142857142857,14893.75,109.94166238461443,109.97330346717462,False
2022-01-18,55.8,14506.900390625,109.94166238461443,107.1168617054991,False
2022-01-19,53.71428571428572,14340.259765625,109.94166238461443,105.88641134725589,False
2022-01-20,44.82857142857143,14154.01953125,109.94166238461443,104.51124029814338,False
2022-01-21,39.142857142857146,13768.919921875,109.94166238461443,101.66772028425248,False
2022-01-24,26.728571428571428,13855.1298828125,109.94166238461443,102.3042822109716,False
2022-01-25,23.12857142857144,13539.2900390625,109.94166238461443,99.97216632452638,False
2022-01-26,20.88571428571429,13542.1201171875,109.94166238461443,99.99306321352186,False
2022-01-27,19.51428571428572,13352.7802734375,109.94166238461442,98.59500509550952,True
2022-01-28,18.6,13770.5703125,113.38158504354091,101.67990653076815,True
2022-01-31,23.857142857142858,14239.8798828125,117.24569972801646,105.14522075962427,True
2022-02-01,29.200000000000006,14346.0,118.11945199961288,105.92879641058074,True
2022-02-02,30.800000000000004,14417.5498046875,118.70856560064222,106.45710985641645,True
2022-02-03,28.800000000000004,13878.8203125,114.2728739518748,102.47920892944688,True
2022-02-04,26.057142857142857,14098.009765625,116.07759569223587,104.09767226106719,True
2022-02-07,27.6,14015.669921875,115.39964105529988,103.48968672188744,True
2022-02-08,27.914285714285715,14194.4501953125,116.8716491360735,104.80977449458986,True
2022-02-09,28.942857142857143,14490.3701171875,119.3081400748469,106.99480454883019,True
2022-02-10,32.65714285714286,14185.6396484375,116.79910647828096,104.74471868626782,True
2022-02-11,33.6,13791.150390625,113.55103349957285,101.8318668615793,True
2022-02-14,28.48571428571429,13790.919921875,113.54913590843573,101.83016511354516,True
2022-02-15,25.685714285714287,14139.759765625,116.4213491511083,104.40594824392943,True
2022-02-16,29.97142857142857,14124.08984375,116.29232903506538,104.2902437992015,True
2022-02-17,32.08571428571428,13716.7197265625,112.93820000932959,101.28228156531686,True
2022-02-18,32.457142857142856,13548.0703125,111.54960553218486,100.03699859814901,True
2022-02-22,29.51428571428572,13381.51953125,110.17829039128445,98.80721163320725,True
2022-02-23,28.77142857142857,13037.490234375,107.34568534327893,96.26694888763726,True
2022-02-24,18.81428571428572,13473.58984375,110.93636196928061,99.48704555125207,True
2022-02-25,21.228571428571428,13694.6201171875,112.75624031681735,101.1191012347552,True
2022-02-28,28.142857142857142,13751.400390625,113.22374727226317,101.53835859047095,True
2022-03-01,25.47142857142857,13532.4599609375,111.42107589520704,99.92173401202314,True
2022-03-02,22.97142857142857,13752.01953125,113.22884503828406,101.54293023561351,True
2022-03-03,17.82857142857143,13537.9404296875,111.46619996919638,99.96220100341121,True
2022-03-04,21.72857142857143,13313.4404296875,109.61775322627757,98.30452535903818,True
2022-03-07,18.17142857142857,12830.9599609375,105.64519442457213,94.74195911434975,True
2022-03-08,16.9,12795.5498046875,105.35364080325115,94.48049562401982,True
2022-03-09,16.67142857142857,13255.5498046875,109.14110406268388,97.87706932741222,True
2022-03-10,18.028571428571432,13129.9599609375,108.1070455432034,96.94973202155481,True
2022-03-11,17.95714285714286,12843.8095703125,105.75099317110664,94.83683877804972,True
2022-03-14,19.057142857142857,12581.2197265625,103.58892928957772,92.89791321705154,True
2022-03-15,17.5,12948.6201171875,106.61396294391123,95.61074475055798,True
2022-03-16,21.857142857142858,13436.5498046875,110.63138851911285,99.21354724113834,True
2022-03-17,25.25714285714286,13614.7802734375,112.0988697193348,100.52957533526781,True
2022-03-18,33.62857142857143,13893.83984375,114.39653900140367,102.59011098353609,True
2022-03-21,38.42857142857143,13838.4599609375,113.94056232430795,102.18119391036677,True
2022-03-22,40.971428571428575,14108.8203125,116.16660558159117,104.17749578114308,True
2022-03-23,44.54285714285714,13922.599609375,114.63333586152233,102.80246894796568,True
2022-03-24,45.2,14191.83984375,116.85015650425356,104.79050003486421,True
2022-03-25,46.91428571428571,14169.2998046875,116.66457048291575,104.6240676349661,True
2022-03-28,49.371428571428574,14354.900390625,118.19273439632329,105.99451561220421,True
2022-03-29,51.25714285714286,14619.6396484375,120.37249572739792,107.94931213685976,True
2022-03-30,52.71428571428572,14442.26953125,118.9120983313785,106.63963675467132,True
2022-03-31,52.8,14220.51953125,117.08629403185849,105.00226671395987,True
2022-04-01,59.2,14261.5,117.42371146608664,105.30486058897932,True
2022-04-04,59.8,14532.5498046875,119.6554314155004,107.30625328226455,True
2022-04-05,61.65714285714286,14204.169921875,116.95167763008916,104.88154355469061,True
2022-04-06,47.91428571428571,13888.8203125,114.35521010968856,102.5530474882163,True
2022-04-07,46.4,13897.2998046875,114.42502699038161,102.61565883643844,True
2022-04-08,46.82857142857142,13711.0,112.89110597843944,101.24004792872387,True
2022-04-11,46.08571428571429,13411.9599609375,110.4289251935513,99.03197937885187,True
2022-04-12,43.4,13371.5703125,110.09637234677209,98.7337480358691,True
2022-04-13,42.05714285714286,13643.58984375,112.33607665211446,100.74230105033186,True
2022-04-14,41.8,13351.080078125,109.927663629658,98.58245109835939,True
2022-04-18,39.85714285714285,13332.3603515625,109.77353259360997,98.44422733536615,True
2022-04-19,37.6,13619.66015625,112.13904879947107,100.56560768665166,True
2022-04-20,39.62857142857143,13453.0703125,110.76741203295418,99.3355322898397,True
2022-04-21,43.31428571428571,13174.650390625,108.47500937035485,97.27971971344583,True
2022-04-22,38.94285714285714,12839.2900390625,105.71378108728221,94.8034672106684,True
2022-04-25,31.62857142857143,13004.849609375,107.07693497816497,96.02593521690402,True
2022-04-26,29.97142857142857,12490.740234375,102.84395591481187,92.22982568692034,True
2022-04-27,17.900000000000002,12488.9296875,102.82904856748895,92.21645686973689,True
2022-04-28,16.271428571428572,12871.5302734375,105.97923478982747,95.04152445473217,True
2022-04-29,24.25714285714286,12334.6396484375,101.5586836669549,91.07720145805195,True
2022-05-02,14.328571428571427,12536.01953125,103.21676824813146,92.5641614892545,True
2022-05-03,13.27142857142857,12563.759765625,103.44517067966052,92.76899138187204,True
2022-05-04,30.485714285714288,12964.8603515625,106.74767879395448,95.73066030059071,True
2022-05-05,22.4,12317.6904296875,101.41913031197292,90.95205086957522,True
2022-05-06,13.128571428571432,12144.66015625,99.9944655219422,89.6744202681652,True
2022-05-09,12.242857142857146,11623.25,95.70137463087275,85.82440282164245,True
2022-05-10,8.185714285714285,11737.669921875,96.6434643053265,86.66926303421819,True
2022-05-11,7.4,11364.240234375,93.56878773709238,83.91191204154745,True
2022-05-12,4.028571428571429,11370.9599609375,93.62411538376391,83.9615295340174,True
2022-05-13,3.2,11805.0,97.19783429913774,87.1664186272763,True
2022-05-16,11.285714285714286,11662.7900390625,96.02693212049395,86.11636077144853,True
2022-05-17,11.742857142857144,11984.51953125,98.67592914470288,88.49196497312212,True
2022-05-18,15.2,11418.150390625,94.01266325036879,84.30997686560076,True
2022-05-19,6.6000000000000005,11388.5,93.76853332619484,84.0910426545308,True
2022-05-20,13.714285714285714,11354.6201171875,93.4895793883987,83.84087848271568,True
2022-05-23,12.657142857142858,11535.26953125,94.97697725491993,85.17476772040683,True
2022-05-24,17.885714285714283,11264.4501953125,92.7471548966433,83.17507677515574,True
2022-05-25,16.0,11434.740234375,94.14925764967936,84.43247388087173,True
2022-05-26,17.571428571428573,11740.650390625,96.66800433986239,86.69127038591391,True
2022-05-27,24.11428571428572,12131.1298828125,99.88306244904088,89.57451467912712,True
2022-05-31,29.542857142857144,12081.3896484375,99.47352047032157,89.2072399572169,True
2022-06-01,40.057142857142864,11994.4599609375,98.75777482345153,88.56536367328947,True
2022-06-02,40.60000000000001,12316.900390625,101.41262543388002,90.94621733500057,True
2022-06-03,44.82857142857143,12012.73046875,98.90820716491027,88.70027046977548,True
2022-06-06,35.45714285714286,12061.3701171875,99.30868734188583,89.059418623743,True
2022-06-07,42.8,12175.23046875,100.2461697293838,89.90014704977823,True
2022-06-08,45.62857142857143,12086.26953125,99.51369955045783,89.24327230860075,True
2022-06-09,48.11428571428571,11754.23046875,96.7798174854247,86.7915437255865,True
2022-06-10,47.05714285714286,11340.01953125,93.36936377360637,83.73306986043431,True
2022-06-13,40.00000000000001,10809.23046875,88.99905057202486,79.81379992187823,True
2022-06-14,25.085714285714293,10828.349609375,89.1564702300012,79.95497290074418,True
2022-06-15,20.528571428571432,11099.150390625,91.38613981611002,81.95452684085693,True
2022-06-16,29.25714285714286,10646.099609375,87.65589375384552,78.60926516717187,True
2022-06-17,17.700000000000003,10798.349609375,88.90946175655993,79.73345722443598,True
2022-06-21,16.92857142857143,11069.2998046875,91.14036156065171,81.73411441645221,True
2022-06-22,19.728571428571428,11053.080078125,91.00681456405711,81.61435029315133,True
2022-06-23,26.885714285714283,11232.1904296875,92.48154038128982,82.93687531515688,True
2022-06-24,26.742857142857144,11607.6201171875,95.5726841810867,85.7089940195815,True
2022-06-27,30.85714285714286,11524.5498046875,94.8887151451229,85.09561480442913,True
2022-06-28,30.77142857142857,11181.5400390625,92.064504525707,82.56288013067118,True
2022-06-29,28.142857142857142,11177.8896484375,92.0344486118488,82.53592617240164,True
2022-06-30,26.542857142857144,11028.740234375,90.8064096424409,81.43462839483409,True
2022-07-01,24.371428571428574,11127.849609375,91.62243815652316,82.1664377358877,True
2022-07-05,24.571428571428573,11322.240234375,93.22297587427461,83.60179009471598,True
2022-07-06,22.17142857142857,11361.849609375,93.54910424936503,83.89426001109165,True
