date,fg,fg_rating,close,fwd_ret_1w,fwd_ret_1m,fwd_ret_3m,fwd_ret_6m,fwd_ret_12m,fg_chg_5d
2021-06-04,41.9,fear,13814.490234375,0.018453788969038598,0.06146802376750293,0.10978975173119143,0.1134193192468449,-0.13042535302110736,11.599999999999998
2021-06-07,44.46666666666667,fear,13881.7197265625,0.021065107755738444,0.05642959656151891,0.10674468537583959,0.08671476039792392,-0.1311328599936925,12.900000000000006
2021-06-08,46.46666666666667,neutral,13924.91015625,0.010624858160833028,0.04559240311525792,0.10408827817280009,0.0933751255688644,-0.12565105755563388,11.06666666666667
2021-06-09,48.53333333333333,neutral,13911.75,0.009195801211206334,0.05679874364296378,0.09882938152550902,0.12760220115190402,-0.13121860792136142,6.399999999999999
2021-06-10,48.9,neutral,14020.330078125,0.01005821763569048,0.05084831471709128,0.08758138467730103,0.1260070302486247,-0.1616295477173284,8.100000000000001
2021-06-11,51.23333333333334,neutral,14069.419921875,-0.0027748151152842127,0.04323067135158354,0.07435063551366317,0.10291470461132812,-0.1939952326237242,9.333333333333343
2021-06-14,54.16666666666666,neutral,14174.1396484375,-0.0023041384166904155,0.033216163982616065,0.06571407173839838,0.10275473482427944,-0.23739777250313987,9.699999999999989
2021-06-15,52.66666666666666,neutral,14072.8603515625,0.012819652521277813,0.033416769548046066,0.06856455546049434,0.09524857693384092,-0.23055090870899353,6.199999999999989
2021-06-16,44.8,fear,14039.6796875,0.016528210501597362,0.02760465733559858,0.0799057108785981,0.08532673021052495,-0.20944418692778666,-3.7333333333333343
2021-06-17,42.03333333333334,fear,14161.349609375,0.01471331174710655,0.008024013424523746,0.0720673057760235,0.09915936739676146,-0.2482284596429184,-6.86666666666666
2021-06-18,31.600000000000005,fear,14030.3798828125,0.023521085557296262,0.03339182573195476,0.07224250891393669,0.0819685435671158,-0.23035942721670732,-19.633333333333336
2021-06-21,32.46666666666666,fear,14141.48046875,0.025388381200142973,0.03468305370476199,0.040478076050095346,0.07270803230412293,-0.21724604229744116,-21.699999999999996
2021-06-22,32.800000000000004,fear,14253.26953125,0.019298066753872467,0.03026183411317085,0.03459773621019524,0.05105291083158825,-0.22452318368839164,-19.866666666666653
2021-06-23,33.26666666666667,fear,14271.73046875,0.016271308309176558,0.03960695354096799,0.04380121541629367,0.07492850130133233,-0.21297627822484522,-11.533333333333324
2021-06-24,36.9,fear,14369.7099609375,0.010624426122031405,0.032777279519236036,0.04749784618429209,0.08018113731119669,-0.19221611648797654,-5.13333333333334
2021-06-25,41.63333333333333,fear,14360.3896484375,0.019424293944409143,0.020904058805964354,0.04786155276432802,0.09003797949804815,-0.197476524883749,10.033333333333328
2021-06-28,41.43333333333334,fear,14500.509765625,0.01124994123994294,0.01807317926996377,0.03237541083213524,0.09453115939754819,-0.22888641711276048,8.966666666666676
2021-06-29,39.833333333333336,fear,14528.330078125,0.009411232499003441,0.017202919134960526,0.0012630226100540654,0.0862721070967889,-0.23061428338086754,7.033333333333331
2021-06-30,38.00000000000001,fear,14503.9501953125,0.003849301560828744,0.011633347461578625,0.0005853739333538943,0.08702936194981903,-0.2396043777136414,4.733333333333334
2021-07-01,38.66666666666666,fear,14522.3798828125,0.01236299012360842,0.010927301927648347,-0.005081798250908154,0.08395178320207153,-0.23374476503365593,1.7666666666666586
2021-07-02,38.66666666666667,fear,14639.330078125,0.006414921703987497,0.008330979647746428,-0.00496128459600953,0.06869437625019392,-0.22658754369550027,-2.9666666666666615
2021-07-06,33.300000000000004,fear,14663.6396484375,0.0009554750746341156,0.007971460551572829,-0.02783477973226056,0.07973192087917824,-0.22516852010983002,-8.133333333333333
2021-07-07,33.1,fear,14665.0595703125,-0.0013712440037207951,0.015687665349872093,-0.015767374900787612,0.06530216612202921,-0.20754842122149264,-6.733333333333334
2021-07-08,26.96666666666667,fear,14559.7802734375,-0.0011435880426970968,0.018954921503244737,-0.003974655942650229,0.0371152337664995,-0.20085953552886582,-11.033333333333339
2021-07-09,31.000000000000004,fear,14701.919921875,-0.018683252864906685,0.010764564523952025,-0.003258104443469967,0.025774894143157034,-0.22645479843393113,-7.666666666666654
2021-07-12,31.7,fear,14733.240234375,-0.031103800544554083,0.0037228476901520757,-0.010432205873755707,0.013755301143950849,-0.23542070246926494,-6.966666666666672
2021-07-13,31.266666666666666,fear,14677.650390625,-0.012179776943500809,0.005960712749254693,-0.013043654141999705,0.018066903110689703,-0.23369341966960022,-2.0333333333333385
2021-07-14,29.53333333333333,fear,14644.9501953125,-0.0008876779932075474,0.011697518122480988,-0.012224710296031116,0.03472186611892747,-0.23173583524451058,-3.56666666666667
2021-07-15,27.33333333333334,fear,14543.1298828125,0.009727598371358281,0.019237296927612668,0.001960359692495972,0.04436869991703696,-0.21252027492308878,0.3666666666666707
2021-07-16,26.9,fear,14427.240234375,0.028401135168159897,0.025404687611475074,0.02746120856718126,0.026309212972909446,-0.2125971689567816,-4.100000000000005
2021-07-19,8.983333333333334,extreme fear,14274.98046875,0.039630841767241964,0.026704009829260356,0.04359791429224269,0.04334643627741386,-0.17946294803927876,-22.716666666666665
2021-07-20,20.066666666666663,extreme fear,14498.8798828125,0.011152599140033193,0.0018643008050258647,0.036066902528097966,0.0005531812027774752,-0.17940899664056753,-11.200000000000003
2021-07-21,24.2,extreme fear,14631.9501953125,0.008927715107610812,-0.00616186872197555,0.0339763081340152,-0.019935171032836485,-0.17580293873431008,-5.333333333333332
2021-07-22,24.33333333333333,extreme fear,14684.599609375,0.006378121211435994,0.0020470797757270454,0.02976452131837215,-0.03613173612076326,-0.19411419675294916,-3.0000000000000107
2021-07-23,28.3,fear,14836.990234375,-0.011074385322052627,0.007121400943245426,0.025524715926555475,-0.07198699302406009,-0.205858483712122,1.4000000000000021
2021-07-26,30.9,fear,14840.7099609375,-0.010756874088752477,0.012067471449909384,0.016811206137151702,-0.06641057474468293,-0.22088833061665858,21.916666666666664
2021-07-27,27.166666666666668,fear,14660.580078125,0.006869439026343072,0.026007175118971437,0.038615790084405965,-0.07648333374854466,-0.1792671328313583,7.100000000000005
2021-07-28,27.46666666666667,fear,14762.580078125,0.001215925347568314,0.012411752635232531,0.03204926783181872,-0.08267253789505002,-0.1761203136996108,3.2666666666666693
2021-07-29,29.23333333333333,fear,14778.259765625,0.00790758542723169,0.023767360971147733,0.030963055554711127,-0.09645787222547264,-0.1615595728998559,4.900000000000002
2021-07-30,25.76666666666667,fear,14672.6796875,0.01111453951141117,0.04042955844274787,0.05284927131259565,-0.06148225097345561,-0.15700603215052633,-2.5333333333333314
2021-08-02,25.1,fear,14681.0703125,0.012200021605202727,0.03938200073755693,0.05567164508718436,-0.030051652931043726,-0.15886515745988805,-5.799999999999997
2021-08-03,29.53333333333333,fear,14761.2900390625,0.0018155462440327952,0.03713021303013497,0.056541798217082384,-0.028133722592234567,-0.14179857433012244,2.3666666666666636
2021-08-04,28.633333333333336,fear,14780.5302734375,-0.0010412769173552272,0.03725505133277163,0.058798251474057706,-0.024558013957207137,-0.13936916722226766,1.1666666666666679
2021-08-05,29.633333333333336,fear,14895.1201171875,-0.005294374999467277,0.03144650129554938,0.06152753074344086,-0.06823038664285697,-0.15022170314142447,0.4000000000000057
2021-08-06,31.866666666666664,fear,14835.759765625,-0.0008667823692990462,0.036302172656360154,0.0744518529645366,-0.049727820593953975,-0.14770391535759575,6.099999999999994
2021-08-09,32.06666666666667,fear,14860.1796875,-0.004469658057423831,0.028698169867772627,0.07479116535750174,-0.05683038720826372,-0.15923427911106813,6.966666666666669
2021-08-10,34.833333333333336,fear,14788.08984375,-0.008920026700118378,0.031116943507378148,0.08075894320572052,-0.04014309181982645,-0.13073291138270848,5.300000000000004
2021-08-11,37.93333333333334,fear,14765.1396484375,-0.016202318290488793,0.023728227045558326,0.07594918959968466,-0.01860934185468932,-0.1344538243089075,9.3
2021-08-12,43.13333333333333,fear,14816.259765625,-0.01852489973206961,0.01952721652270495,0.05443007939044997,-0.042562706591483535,-0.11940053454259036,13.499999999999996
